"GeneID","geneSymbol","neg_n_sig","neg_event_types","neg_n_SE","neg_n_microexon","neg_n_inclusion","neg_n_exclusion","neg_mean_dPSI","neg_mean_abs_dPSI","pos_n_sig","pos_event_types","pos_n_SE","pos_n_microexon","pos_n_inclusion","pos_n_exclusion","pos_mean_dPSI","pos_mean_abs_dPSI"
"ENSMUSG00000007035","Msh5",2,"MXE,SE",1,0,1,1,0.0035,0.1655,2,"SE",2,0,0,2,-0.2665,0.2665
"ENSMUSG00000007570","Fance",1,"SE",1,0,0,1,-0.124,0.124,1,"A3SS",0,0,0,1,-0.138,0.138
"ENSMUSG00000008855","Hdac5",3,"MXE,RI,SE",1,0,2,1,0.1213,0.2187,1,"RI",0,0,0,1,-0.218,0.218
"ENSMUSG00000009073","Nf2",1,"SE",1,0,1,0,0.174,0.174,0,"",0,0,0,0,NA,NA
"ENSMUSG00000009079","Ewsr1",1,"SE",1,1,1,0,0.222,0.222,0,"",0,0,0,0,NA,NA
"ENSMUSG00000009621","Vav2",1,"SE",1,0,1,0,0.112,0.112,2,"SE",2,2,0,2,-0.154,0.154
"ENSMUSG00000009741","Ubp1",3,"MXE,RI,SE",1,0,1,2,-0.0887,0.1573,4,"MXE,RI,SE",1,0,1,3,-0.0828,0.1502
"ENSMUSG00000010554","Mettl16",1,"SE",1,0,0,1,-0.133,0.133,1,"SE",1,0,0,1,-0.121,0.121
"ENSMUSG00000012609","Ttll5",1,"SE",1,0,0,1,-0.119,0.119,1,"SE",1,0,0,1,-0.144,0.144
"ENSMUSG00000013033","Adgrl1",1,"SE",1,0,1,0,0.109,0.109,1,"SE",1,1,0,1,-0.126,0.126
"ENSMUSG00000014355","Anapc1",1,"SE",1,0,0,1,-0.16,0.16,0,"",0,0,0,0,NA,NA
"ENSMUSG00000014418","Hps5",1,"SE",1,0,1,0,0.156,0.156,0,"",0,0,0,0,NA,NA
"ENSMUSG00000014554","Dguok",1,"SE",1,0,0,1,-0.111,0.111,1,"SE",1,0,0,1,-0.178,0.178
"ENSMUSG00000015149","Sirt2",1,"SE",1,0,1,0,0.106,0.106,1,"SE",1,0,1,0,0.119,0.119
"ENSMUSG00000015222","Map2",1,"SE",1,0,0,1,-0.2,0.2,1,"SE",1,0,0,1,-0.227,0.227
"ENSMUSG00000015243","Abca1",1,"SE",1,0,1,0,0.16,0.16,1,"SE",1,0,1,0,0.12,0.12
"ENSMUSG00000015501","Hivep2",1,"SE",1,0,0,1,-0.278,0.278,1,"SE",1,0,0,1,-0.138,0.138
"ENSMUSG00000015659","Serac1",1,"SE",1,0,1,0,0.163,0.163,0,"",0,0,0,0,NA,NA
"ENSMUSG00000015942","Gtf2ird2",1,"SE",1,0,0,1,-0.133,0.133,0,"",0,0,0,0,NA,NA
"ENSMUSG00000016200","Syt14",2,"MXE,SE",1,0,2,0,0.1295,0.1295,1,"MXE",0,0,1,0,0.101,0.101
"ENSMUSG00000016346","Kcnq2",2,"A5SS,SE",1,1,1,1,-0.02,0.173,1,"SE",1,1,1,0,0.126,0.126
"ENSMUSG00000016664","Pacsin2",1,"SE",1,1,1,0,0.132,0.132,1,"SE",1,1,0,1,-0.13,0.13
"ENSMUSG00000017210","Med24",1,"SE",1,0,1,0,0.179,0.179,1,"RI",0,0,0,1,-0.145,0.145
"ENSMUSG00000017307","Acot8",1,"SE",1,0,0,1,-0.168,0.168,0,"",0,0,0,0,NA,NA
"ENSMUSG00000017421","Zfp207",1,"SE",1,0,0,1,-0.118,0.118,2,"SE",2,0,0,2,-0.1755,0.1755
"ENSMUSG00000017478","Zc3h18",1,"SE",1,0,1,0,0.143,0.143,1,"SE",1,0,1,0,0.214,0.214
"ENSMUSG00000017652","Cd40",1,"SE",1,0,0,1,-0.152,0.152,1,"SE",1,0,0,1,-0.108,0.108
"ENSMUSG00000017677","Wsb1",1,"SE",1,0,0,1,-0.281,0.281,1,"SE",1,0,0,1,-0.511,0.511
"ENSMUSG00000018334","Ksr1",1,"SE",1,0,1,0,0.203,0.203,0,"",0,0,0,0,NA,NA
"ENSMUSG00000018428","Akap1",1,"SE",1,0,0,1,-0.427,0.427,0,"",0,0,0,0,NA,NA
"ENSMUSG00000018537","Pcgf2",1,"SE",1,0,0,1,-0.328,0.328,0,"",0,0,0,0,NA,NA
"ENSMUSG00000018820","Zfyve27",1,"SE",1,1,1,0,0.131,0.131,0,"",0,0,0,0,NA,NA
"ENSMUSG00000018865","Sult4a1",1,"SE",1,0,1,0,0.201,0.201,1,"SE",1,0,1,0,0.167,0.167
"ENSMUSG00000018986","Slfn3",1,"SE",1,0,0,1,-0.152,0.152,1,"SE",1,0,0,1,-0.187,0.187
"ENSMUSG00000018999","Slc35b4",1,"SE",1,0,0,1,-0.138,0.138,1,"SE",1,0,0,1,-0.16,0.16
"ENSMUSG00000019732","Calr3",1,"SE",1,0,1,0,0.128,0.128,1,"SE",1,0,1,0,0.128,0.128
"ENSMUSG00000020078","Vps26a",1,"SE",1,0,0,1,-0.216,0.216,1,"SE",1,0,0,1,-0.211,0.211
"ENSMUSG00000020198","Ap3d1",1,"SE",1,0,0,1,-0.228,0.228,2,"MXE,SE",1,0,1,1,-0.0745,0.1895
"ENSMUSG00000020220","Vps13d",1,"SE",1,0,1,0,0.21,0.21,0,"",0,0,0,0,NA,NA
"ENSMUSG00000020231","Dip2a",1,"SE",1,1,1,0,0.168,0.168,0,"",0,0,0,0,NA,NA
"ENSMUSG00000020250","Txnrd1",1,"SE",1,0,0,1,-0.218,0.218,0,"",0,0,0,0,NA,NA
"ENSMUSG00000020284","Cfap410",1,"SE",1,0,0,1,-0.317,0.317,0,"",0,0,0,0,NA,NA
"ENSMUSG00000020400","Tnip1",1,"SE",1,0,0,1,-0.105,0.105,1,"SE",1,0,0,1,-0.134,0.134
"ENSMUSG00000020409","Slu7",1,"SE",1,0,1,0,0.139,0.139,1,"SE",1,0,1,0,0.112,0.112
"ENSMUSG00000020451","Limk2",1,"SE",1,0,0,1,-0.127,0.127,3,"MXE,SE",2,0,2,1,0.162,0.2727
"ENSMUSG00000020454","Eif4enif1",1,"SE",1,0,1,0,0.102,0.102,0,"",0,0,0,0,NA,NA
"ENSMUSG00000020458","Rtn4",2,"MXE,SE",1,0,0,2,-0.1935,0.1935,1,"SE",1,0,0,1,-0.205,0.205
"ENSMUSG00000020527","Myo19",1,"SE",1,0,0,1,-0.162,0.162,1,"SE",1,0,0,1,-0.197,0.197
"ENSMUSG00000020646","Mboat2",1,"SE",1,0,0,1,-0.22,0.22,0,"",0,0,0,0,NA,NA
"ENSMUSG00000020680","Taf15",1,"SE",1,0,0,1,-0.286,0.286,1,"SE",1,0,0,1,-0.168,0.168
"ENSMUSG00000020717","Pecam1",1,"SE",1,0,1,0,0.118,0.118,0,"",0,0,0,0,NA,NA
"ENSMUSG00000020732","Rab37",1,"SE",1,0,0,1,-0.178,0.178,1,"SE",1,0,0,1,-0.132,0.132
"ENSMUSG00000020859","Spag9",1,"SE",1,1,1,0,0.196,0.196,1,"SE",1,1,1,0,0.168,0.168
"ENSMUSG00000021012","Zc3h14",1,"SE",1,0,0,1,-0.101,0.101,2,"SE",2,0,0,2,-0.188,0.188
"ENSMUSG00000021033","Gstz1",1,"SE",1,0,1,0,0.142,0.142,1,"SE",1,0,1,0,0.108,0.108
"ENSMUSG00000021198","Unc79",1,"SE",1,1,1,0,0.285,0.285,2,"A3SS,SE",1,1,1,1,0.044,0.167
"ENSMUSG00000021276","Cinp",1,"SE",1,0,0,1,-0.331,0.331,2,"RI,SE",1,0,1,1,-0.0015,0.1765
"ENSMUSG00000021375","Kif13a",1,"SE",1,1,1,0,0.115,0.115,2,"SE",2,1,1,1,-0.037,0.175
"ENSMUSG00000021413","Prpf4b",1,"SE",1,0,0,1,-0.234,0.234,1,"SE",1,0,0,1,-0.31,0.31
"ENSMUSG00000021427","Ssr1",1,"SE",1,1,1,0,0.156,0.156,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021432","Slc35b3",1,"SE",1,0,0,1,-0.124,0.124,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021461","Fancc",1,"SE",1,0,0,1,-0.193,0.193,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021482","Prxl2c",1,"SE",1,0,1,0,0.127,0.127,1,"SE",1,0,1,0,0.164,0.164
"ENSMUSG00000021495","Fam193b",1,"SE",1,0,0,1,-0.11,0.11,2,"SE",2,0,1,1,-0.011,0.155
"ENSMUSG00000021548","Ccnh",1,"SE",1,0,0,1,-0.285,0.285,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021557","Agtpbp1",1,"SE",1,0,1,0,0.119,0.119,1,"SE",1,0,1,0,0.124,0.124
"ENSMUSG00000021686","Ap3b1",1,"SE",1,0,1,0,0.15,0.15,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021693","Kif2a",1,"SE",1,0,0,1,-0.145,0.145,2,"A5SS,SE",1,0,0,2,-0.1585,0.1585
"ENSMUSG00000021747","Cfap20dc",1,"SE",1,0,0,1,-0.108,0.108,1,"SE",1,0,0,1,-0.181,0.181
"ENSMUSG00000021782","Dlg5",1,"SE",1,0,1,0,0.159,0.159,1,"SE",1,0,1,0,0.2,0.2
"ENSMUSG00000021809","Nudt13",2,"RI,SE",1,0,0,2,-0.147,0.147,7,"RI,SE",6,0,1,6,-0.1223,0.1734
"ENSMUSG00000021832","Psmc6",1,"SE",1,0,0,1,-0.2,0.2,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021838","Samd4",1,"SE",1,0,0,1,-0.15,0.15,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021843","Ktn1",1,"SE",1,0,0,1,-0.143,0.143,1,"SE",1,0,0,1,-0.278,0.278
"ENSMUSG00000021895","Arhgef3",1,"SE",1,0,0,1,-0.238,0.238,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021902","Phf7",2,"MXE,SE",1,0,2,0,0.1185,0.1185,2,"MXE,SE",1,0,2,0,0.1535,0.1535
"ENSMUSG00000021969","Zdhhc20",1,"SE",1,0,1,0,0.196,0.196,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021972","Hmbox1",1,"SE",1,0,0,1,-0.127,0.127,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022099","Dmtn",1,"SE",1,0,0,1,-0.117,0.117,2,"SE",2,0,0,2,-0.161,0.161
"ENSMUSG00000022228","Zscan26",1,"SE",1,0,0,1,-0.195,0.195,4,"MXE,SE",3,0,1,3,-0.1147,0.1703
"ENSMUSG00000022307","Oxr1",1,"SE",1,0,1,0,0.246,0.246,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022329","Stk3",1,"SE",1,1,1,0,0.135,0.135,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022353","Mtss1",1,"SE",1,0,1,0,0.177,0.177,1,"SE",1,0,1,0,0.124,0.124
"ENSMUSG00000022359","Wdyhv1",1,"SE",1,0,1,0,0.11,0.11,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022378","Cyrib",1,"SE",1,0,1,0,0.128,0.128,1,"SE",1,0,1,0,0.147,0.147
"ENSMUSG00000022386","Trmu",2,"RI,SE",1,0,0,2,-0.146,0.146,1,"RI",0,0,0,1,-0.105,0.105
"ENSMUSG00000022420","Dnal4",1,"SE",1,0,1,0,0.119,0.119,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022453","Naga",1,"SE",1,0,0,1,-0.102,0.102,1,"SE",1,0,0,1,-0.193,0.193
"ENSMUSG00000022487","Gtsf1",1,"SE",1,0,0,1,-0.166,0.166,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022498","Txndc11",1,"SE",1,0,1,0,0.108,0.108,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022517","Mgrn1",1,"SE",1,0,1,0,0.14,0.14,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022558","Mroh1",4,"RI,SE",1,0,1,3,-0.0503,0.1737,5,"RI,SE",3,1,1,4,-0.0946,0.1934
"ENSMUSG00000022565","Plec",1,"SE",1,0,1,0,0.101,0.101,1,"SE",1,1,0,1,-0.145,0.145
"ENSMUSG00000022568","Scrib",1,"SE",1,0,0,1,-0.132,0.132,2,"SE",2,0,0,2,-0.194,0.194
"ENSMUSG00000022574","Naprt",1,"SE",1,0,0,1,-0.293,0.293,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022604","Cep97",1,"SE",1,0,1,0,0.111,0.111,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022623","Shank3",1,"SE",1,1,1,0,0.129,0.129,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022635","Zcrb1",1,"SE",1,1,0,1,-0.163,0.163,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022674","Ube2v2",1,"SE",1,0,1,0,0.129,0.129,1,"SE",1,0,1,0,0.115,0.115
"ENSMUSG00000022701","Ccdc191",1,"SE",1,0,1,0,0.186,0.186,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022791","Tnk2",1,"SE",1,0,0,1,-0.106,0.106,2,"SE",2,0,1,1,0.0545,0.2725
"ENSMUSG00000022801","Lrch3",1,"SE",1,0,1,0,0.182,0.182,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022837","Iqcb1",1,"SE",1,0,0,1,-0.139,0.139,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022871","Fetub",1,"SE",1,0,0,1,-0.102,0.102,1,"SE",1,0,0,1,-0.219,0.219
"ENSMUSG00000022890","Atp5j",1,"SE",1,0,0,1,-0.108,0.108,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022992","Kansl2",2,"A5SS,SE",1,0,0,2,-0.1055,0.1055,1,"A5SS",0,0,0,1,-0.147,0.147
"ENSMUSG00000023008","Fmnl3",1,"SE",1,0,0,1,-0.157,0.157,1,"SE",1,0,0,1,-0.3,0.3
"ENSMUSG00000023015","Racgap1",1,"SE",1,0,0,1,-0.147,0.147,2,"MXE,SE",1,0,1,1,0.009,0.174
"ENSMUSG00000023044","Csad",1,"SE",1,0,0,1,-0.112,0.112,3,"SE",3,0,2,1,-0.0087,0.194
"ENSMUSG00000023051","Tarbp2",1,"SE",1,0,0,1,-0.142,0.142,2,"SE",2,0,0,2,-0.2375,0.2375
"ENSMUSG00000023072","Cep89",1,"SE",1,0,0,1,-0.129,0.129,1,"SE",1,0,0,1,-0.178,0.178
"ENSMUSG00000023953","Polh",1,"SE",1,0,0,1,-0.176,0.176,1,"SE",1,0,0,1,-0.177,0.177
"ENSMUSG00000023977","Ubr2",1,"SE",1,0,0,1,-0.15,0.15,2,"RI,SE",1,0,0,2,-0.1995,0.1995
"ENSMUSG00000024050","Wiz",1,"SE",1,0,0,1,-0.17,0.17,1,"MXE",0,0,0,1,-0.129,0.129
"ENSMUSG00000024073","Birc6",1,"SE",1,0,0,1,-0.125,0.125,2,"A5SS,SE",1,0,1,1,0.015,0.136
"ENSMUSG00000024150","Mcfd2",1,"SE",1,0,0,1,-0.284,0.284,1,"SE",1,0,0,1,-0.116,0.116
"ENSMUSG00000024163","Mapk8ip3",2,"MXE,SE",1,2,1,1,-0.021,0.17,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024238","Zeb1",1,"SE",1,0,1,0,0.273,0.273,2,"SE",2,0,2,0,0.3055,0.3055
"ENSMUSG00000024273","2700062C07Rik",1,"SE",1,1,0,1,-0.102,0.102,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024301","Kifc5b",1,"SE",1,0,1,0,0.121,0.121,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024357","Sil1",1,"SE",1,0,0,1,-0.151,0.151,1,"SE",1,0,0,1,-0.203,0.203
"ENSMUSG00000024462","Gabbr1",1,"SE",1,0,1,0,0.359,0.359,1,"SE",1,0,1,0,0.251,0.251
"ENSMUSG00000024480","Ap3s1",1,"SE",1,0,0,1,-0.757,0.757,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024485","Slc4a9",2,"RI,SE",1,0,1,1,-0.0695,0.3335,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024603","Dctn4",1,"SE",1,1,1,0,0.164,0.164,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024663","Rab3il1",1,"SE",1,0,1,0,0.181,0.181,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024908","Ppp6r3",2,"A3SS,SE",1,1,1,1,0.03,0.181,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024969","Mark2",1,"SE",1,0,1,0,0.155,0.155,1,"SE",1,0,1,0,0.229,0.229
"ENSMUSG00000025137","Pcyt2",2,"RI,SE",1,0,0,2,-0.122,0.122,3,"RI,SE",2,0,0,3,-0.1807,0.1807
"ENSMUSG00000025161","Slc16a3",1,"SE",1,0,1,0,0.118,0.118,1,"SE",1,0,1,0,0.133,0.133
"ENSMUSG00000025165","Sectm1a",1,"SE",1,0,1,0,0.276,0.276,2,"MXE,SE",1,0,1,1,-0.139,0.518
"ENSMUSG00000025261","Huwe1",1,"SE",1,0,0,1,-0.208,0.208,3,"SE",3,0,1,2,-0.0103,0.1323
"ENSMUSG00000025420","Katnal2",1,"SE",1,0,1,0,0.151,0.151,0,"",0,0,0,0,NA,NA
"ENSMUSG00000025464","Paox",1,"SE",1,0,0,1,-0.104,0.104,2,"SE",2,0,0,2,-0.172,0.172
"ENSMUSG00000025485","Ric8a",1,"SE",1,0,0,1,-0.42,0.42,0,"",0,0,0,0,NA,NA
"ENSMUSG00000025558","Dock9",1,"SE",1,0,1,0,0.19,0.19,1,"SE",1,0,1,0,0.128,0.128
"ENSMUSG00000025728","Pigq",1,"SE",1,0,0,1,-0.281,0.281,4,"SE",4,0,0,4,-0.2148,0.2148
"ENSMUSG00000025762","Larp1b",1,"SE",1,0,1,0,0.113,0.113,2,"SE",2,0,1,1,-0.053,0.196
"ENSMUSG00000025894","Aasdhppt",1,"SE",1,0,0,1,-0.116,0.116,2,"SE",2,0,0,2,-0.122,0.122
"ENSMUSG00000025920","Stau2",1,"SE",1,0,0,1,-0.106,0.106,1,"SE",1,0,0,1,-0.25,0.25
"ENSMUSG00000025950","Idh1",1,"SE",1,0,0,1,-0.307,0.307,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026029","Casp8",1,"SE",1,0,1,0,0.101,0.101,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026074","Map4k4",1,"SE",1,0,1,0,0.111,0.111,2,"A5SS,SE",1,0,0,2,-0.4725,0.4725
"ENSMUSG00000026082","Rev1",1,"SE",1,0,0,1,-0.111,0.111,2,"SE",2,0,1,1,-0.001,0.11
"ENSMUSG00000026096","Osgepl1",1,"SE",1,0,0,1,-0.169,0.169,1,"SE",1,0,0,1,-0.143,0.143
"ENSMUSG00000026150","Mff",1,"SE",1,0,1,0,0.146,0.146,1,"SE",1,0,1,0,0.128,0.128
"ENSMUSG00000026179","Pnkd",1,"SE",1,0,1,0,0.117,0.117,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026189","Pecr",1,"SE",1,0,0,1,-0.124,0.124,1,"SE",1,0,0,1,-0.11,0.11
"ENSMUSG00000026276","Septin2",1,"SE",1,0,0,1,-0.169,0.169,4,"SE",4,0,0,4,-0.2397,0.2397
"ENSMUSG00000026313","Hdac4",1,"SE",1,0,0,1,-0.211,0.211,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026388","3110009E18Rik",3,"MXE,SE",1,0,1,2,-0.0387,0.1633,3,"MXE,SE",2,0,2,1,0.042,0.1273
"ENSMUSG00000026490","Cdc42bpa",2,"MXE,SE",1,0,2,0,0.1435,0.1435,1,"SE",1,0,0,1,-0.227,0.227
"ENSMUSG00000026737","Pip4k2a",1,"SE",1,0,0,1,-0.154,0.154,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026767","Mindy3",2,"MXE,SE",1,0,0,2,-0.2395,0.2395,1,"SE",1,0,1,0,0.101,0.101
"ENSMUSG00000026773","Pfkfb3",1,"SE",1,0,1,0,0.127,0.127,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026781","Acbd5",1,"SE",1,0,1,0,0.171,0.171,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026825","Dnm1",1,"SE",1,0,0,1,-0.104,0.104,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026853","Crat",1,"SE",1,0,1,0,0.102,0.102,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026860","Sh3glb2",1,"SE",1,1,1,0,0.228,0.228,3,"RI,SE",2,1,1,2,-0.141,0.2137
"ENSMUSG00000026867","Gapvd1",2,"A5SS,SE",1,0,1,1,0.0125,0.1645,1,"A5SS",0,0,0,1,-0.133,0.133
"ENSMUSG00000026873","Phf19",1,"SE",1,0,0,1,-0.179,0.179,1,"SE",1,0,0,1,-0.123,0.123
"ENSMUSG00000026946","Nmi",1,"SE",1,0,1,0,0.198,0.198,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026959","Grin1",1,"SE",1,0,1,0,0.151,0.151,2,"SE",2,0,2,0,0.196,0.196
"ENSMUSG00000026977","Marchf7",1,"SE",1,1,1,0,0.187,0.187,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026999","Nup35",1,"SE",1,0,0,1,-0.356,0.356,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027001","Dusp19",1,"SE",1,0,1,0,0.124,0.124,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027012","Dync1i2",2,"A3SS,SE",1,0,1,1,-0.148,0.32,2,"A3SS,SE",1,0,0,2,-0.2345,0.2345
"ENSMUSG00000027071","P2rx3",1,"SE",1,0,0,1,-0.104,0.104,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027130","Slc12a6",1,"SE",1,0,1,0,0.131,0.131,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027201","Myef2",1,"SE",1,0,0,1,-0.119,0.119,2,"SE",2,1,0,2,-0.1375,0.1375
"ENSMUSG00000027207","Galk2",1,"SE",1,0,1,0,0.194,0.194,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027247","Arhgap1",2,"RI,SE",1,0,1,1,0.0095,0.1605,2,"RI,SE",1,0,1,1,-0.101,0.313
"ENSMUSG00000027273","Snap25",1,"SE",1,0,0,1,-0.111,0.111,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027281","Slx4ip",1,"SE",1,0,0,1,-0.22,0.22,1,"SE",1,0,1,0,0.302,0.302
"ENSMUSG00000027284","Cdan1",1,"SE",1,0,0,1,-0.264,0.264,5,"A5SS,MXE,SE",3,0,2,3,-0.0228,0.156
"ENSMUSG00000027356","Fermt1",1,"SE",1,0,1,0,0.278,0.278,1,"SE",1,0,1,0,0.278,0.278
"ENSMUSG00000027478","Dnmt3b",2,"MXE,SE",1,0,1,1,0.056,0.183,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027506","Tpd52",1,"SE",1,1,1,0,0.314,0.314,1,"SE",1,1,1,0,0.115,0.115
"ENSMUSG00000027523","Gnas",1,"SE",1,1,1,0,0.15,0.15,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027550","Lrrcc1",1,"SE",1,0,1,0,0.119,0.119,1,"A3SS",0,0,0,1,-0.118,0.118
"ENSMUSG00000027575","Arfgap1",1,"SE",1,0,0,1,-0.183,0.183,2,"A3SS,SE",1,1,1,1,0.064,0.233
"ENSMUSG00000027615","Hps3",1,"SE",1,0,0,1,-0.122,0.122,2,"A3SS,SE",1,0,0,2,-0.165,0.165
"ENSMUSG00000027624","Epb41l1",1,"SE",1,0,1,0,0.112,0.112,1,"SE",1,0,1,0,0.138,0.138
"ENSMUSG00000027630","Tbl1xr1",1,"SE",1,0,0,1,-0.127,0.127,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027634","Ndrg3",1,"SE",1,0,1,0,0.113,0.113,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027646","Src",1,"SE",1,1,1,0,0.119,0.119,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027677","Ttc14",1,"SE",1,0,0,1,-0.105,0.105,1,"A3SS",0,0,1,0,0.183,0.183
"ENSMUSG00000027692","Tnik",1,"SE",1,1,1,0,0.176,0.176,1,"SE",1,1,1,0,0.111,0.111
"ENSMUSG00000027708","Dcun1d1",1,"SE",1,0,0,1,-0.117,0.117,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027763","Mbnl1",1,"SE",1,0,1,0,0.146,0.146,1,"SE",1,0,1,0,0.117,0.117
"ENSMUSG00000027799","Nbea",1,"SE",1,1,1,0,0.201,0.201,0,"",0,0,0,0,NA,NA
"ENSMUSG00000028013","Ppa2",1,"SE",1,0,0,1,-0.221,0.221,0,"",0,0,0,0,NA,NA
"ENSMUSG00000028033","Kcnq5",1,"SE",1,1,1,0,0.353,0.353,0,"",0,0,0,0,NA,NA
"ENSMUSG00000028106","Rprd2",1,"SE",1,0,1,0,0.27,0.27,1,"SE",1,0,1,0,0.227,0.227
"ENSMUSG00000028207","Asph",1,"SE",1,0,1,0,0.119,0.119,2,"SE",2,0,1,1,-0.003,0.121
"ENSMUSG00000028232","Tmem68",1,"SE",1,0,1,0,0.133,0.133,1,"SE",1,0,1,0,0.129,0.129
"ENSMUSG00000028256","Odf2l",1,"SE",1,0,1,0,0.141,0.141,1,"SE",1,0,0,1,-0.344,0.344
"ENSMUSG00000028312","Smc2",1,"SE",1,0,1,0,0.107,0.107,0,"",0,0,0,0,NA,NA
"ENSMUSG00000028433","Ubap2",1,"SE",1,0,1,0,0.109,0.109,0,"",0,0,0,0,NA,NA
"ENSMUSG00000028487","Bnc2",1,"SE",1,0,1,0,0.136,0.136,3,"SE",3,0,2,1,0.0557,0.131
"ENSMUSG00000028545","Bend5",1,"SE",1,0,1,0,0.162,0.162,1,"SE",1,0,1,0,0.159,0.159
"ENSMUSG00000028546","Elavl4",1,"SE",1,0,0,1,-0.208,0.208,3,"SE",3,0,0,3,-0.191,0.191
"ENSMUSG00000028550","Atg4c",1,"SE",1,0,1,0,0.143,0.143,1,"SE",1,0,1,0,0.132,0.132
"ENSMUSG00000028565","Nfia",1,"SE",1,0,1,0,0.238,0.238,0,"",0,0,0,0,NA,NA
"ENSMUSG00000028631","Kcnq4",1,"SE",1,0,1,0,0.294,0.294,1,"SE",1,0,1,0,0.273,0.273
"ENSMUSG00000028687","Mutyh",2,"RI,SE",1,0,1,1,0.048,0.188,2,"SE",2,0,0,2,-0.208,0.208
"ENSMUSG00000028693","Nasp",1,"SE",1,0,0,1,-0.253,0.253,2,"MXE,SE",1,0,0,2,-0.292,0.292
"ENSMUSG00000028744","Slc66a1",1,"SE",1,0,0,1,-0.155,0.155,0,"",0,0,0,0,NA,NA
"ENSMUSG00000028751","Pla2g2e",1,"SE",1,0,1,0,0.219,0.219,1,"SE",1,0,1,0,0.177,0.177
"ENSMUSG00000028760","Eif4g3",1,"SE",1,0,0,1,-0.183,0.183,4,"A3SS,SE",3,0,2,2,-0.041,0.1725
"ENSMUSG00000028785","Hpca",1,"SE",1,0,1,0,0.133,0.133,1,"SE",1,0,1,0,0.143,0.143
"ENSMUSG00000028796","Phc2",1,"SE",1,0,0,1,-0.202,0.202,1,"SE",1,0,0,1,-0.125,0.125
"ENSMUSG00000028803","Nipal3",1,"SE",1,0,1,0,0.158,0.158,1,"SE",1,0,1,0,0.153,0.153
"ENSMUSG00000028886","Eya3",2,"MXE,SE",1,0,2,0,0.2055,0.2055,0,"",0,0,0,0,NA,NA
"ENSMUSG00000028919","Arhgef19",1,"SE",1,0,0,1,-0.18,0.18,1,"SE",1,0,0,1,-0.234,0.234
"ENSMUSG00000028931","Kcnab2",1,"SE",1,0,1,0,0.133,0.133,0,"",0,0,0,0,NA,NA
