"GeneID","geneSymbol","n_selection_events","size_categories","event_coords","mean_dPSI"
"ENSMUSG00000029206","Nsun7",1,"Regular (>50bp)","chr5:66421351-66421410",-0.508
"ENSMUSG00000029208","Guf1",1,"Regular (>50bp)","chr5:69720425-69720565",0.123
"ENSMUSG00000029221","Slc30a9",1,"Regular (>50bp)","chr5:67491848-67492011",0.167
"ENSMUSG00000029405","G3bp2",1,"Regular (>50bp)","chr5:92211195-92211294",0.121
"ENSMUSG00000029422","Rsrc2",1,"Regular (>50bp)","chr5:123884834-123884933",-0.133
"ENSMUSG00000029528","Pxn",1,"Regular (>50bp)","chr5:115686340-115687171",0.501
"ENSMUSG00000029534","St7",1,"Regular (>50bp)","chr6:17850355-17850424",0.107
"ENSMUSG00000029538","Srsf9",1,"Regular (>50bp)","chr5:115466405-115466763",0.109
"ENSMUSG00000029635","Cdk8",1,"Regular (>50bp)","chr5:146205024-146205096",0.127
"ENSMUSG00000029712","Actl6b",1,"Regular (>50bp)","chr5:137552774-137552940",0.179
"ENSMUSG00000029780","Nt5c3",1,"Small (30-50bp)","chr6:56900051-56900097",0.166
"ENSMUSG00000029823","Luc7l2",1,"Regular (>50bp)","chr6:38536138-38536239",0.18
"ENSMUSG00000029863","Casp2",1,"Regular (>50bp)","chr6:42253803-42253864",0.378
"ENSMUSG00000029924","Slc37a3",1,"Regular (>50bp)","chr6:39349012-39349071",0.136
"ENSMUSG00000030060","Hmces",1,"Regular (>50bp)","chr6:87909840-87909964",-0.17
"ENSMUSG00000030089","Slc41a3",1,"Regular (>50bp)","chr6:90612231-90612378",0.27
"ENSMUSG00000030231","Plekha5",1,"Regular (>50bp)","chr6:140501676-140501796",0.13
"ENSMUSG00000030254","Rad18",1,"Regular (>50bp)","chr6:112605422-112605485",0.107
"ENSMUSG00000030263","Irag2",1,"Small (30-50bp)","chr6:145083771-145083812",0.4
"ENSMUSG00000030279","C2cd5",1,"Small (30-50bp)","chr6:143011911-143011944",0.132
"ENSMUSG00000030281","Il17rc",1,"Small (30-50bp)","chr6:113451513-113451558",0.114
"ENSMUSG00000030304","Ergic2",1,"Regular (>50bp)","chr6:148092416-148092521",-0.109
"ENSMUSG00000030409","Dmpk",1,"Regular (>50bp)","chr7:18821418-18821625",-0.109
"ENSMUSG00000030498","Gas2",1,"Regular (>50bp)","chr7:51581111-51581174",0.143
"ENSMUSG00000030660","Pik3c2a",1,"Regular (>50bp)","chr7:116041825-116041913",0.115
"ENSMUSG00000030691","Fchsd2",1,"Regular (>50bp)","chr7:100895508-100895580",0.12
"ENSMUSG00000030852","Tacc2",1,"Regular (>50bp)","chr7:130346256-130346346",0.125
"ENSMUSG00000030924","Rexo5",1,"Regular (>50bp)","chr7:119423267-119423362",0.105
"ENSMUSG00000030987","Stim1",1,"Small (30-50bp)","chr7:102082403-102082440",0.188
"ENSMUSG00000030990","Pgap2",1,"Regular (>50bp)","chr7:101872585-101872697",0.105
"ENSMUSG00000031012","Cask",1,"Microexon (0-30bp)","chrX:13462924-13462942",0.169
"ENSMUSG00000031078","Cttn",1,"Regular (>50bp)","chr7:144005763-144005874",-0.138
"ENSMUSG00000031105","Slc25a14",1,"Small (30-50bp)","chrX:47717012-47717060",0.299
"ENSMUSG00000031314","Taf1",1,"Microexon (0-30bp)","chrX:100634339-100634345",0.201
"ENSMUSG00000031488","Rab11fip1",1,"Regular (>50bp)","chr8:27641624-27643187",0.102
"ENSMUSG00000031508","Ankrd10",1,"Regular (>50bp)","chr8:11670261-11670373",0.12
"ENSMUSG00000031671","Setd6",1,"Regular (>50bp)","chr8:96442980-96443122",-0.278
"ENSMUSG00000031842","Pde4c",1,"Regular (>50bp)","chr8:71201016-71201171",-0.141
"ENSMUSG00000031860","Pbx4",1,"Regular (>50bp)","chr8:70316961-70317200",-0.176
"ENSMUSG00000031872","Bean1",1,"Regular (>50bp)","chr8:104908642-104908751",0.127
"ENSMUSG00000031959","Wdr59",1,"Regular (>50bp)","chr8:112199261-112199318",0.118
"ENSMUSG00000032182","Yipf2",1,"Regular (>50bp)","chr9:21503823-21503884",0.216
"ENSMUSG00000032366","Tpm1",1,"Regular (>50bp)","chr9:66936945-66937024",-0.11
"ENSMUSG00000032425","Zfp949",1,"Regular (>50bp)","chr9:88434714-88434914",-0.105
"ENSMUSG00000032463","Faim",1,"Regular (>50bp)","chr9:98872967-98873024",0.182
"ENSMUSG00000032570","Atp2c1",1,"Microexon (0-30bp)","chr9:105370741-105370753",0.168
"ENSMUSG00000032586","Traip",1,"Small (30-50bp)","chr9:107833592-107833628",-0.128
"ENSMUSG00000032599","Ip6k2",1,"Small (30-50bp)","chr9:108673739-108673771",0.141
"ENSMUSG00000032735","Ablim3",1,"Regular (>50bp)","chr18:61952059-61952158",0.285
"ENSMUSG00000032999","Nlrp4f",1,"Regular (>50bp)","chr13:65335254-65335422",0.254
"ENSMUSG00000033004","Mycbp2",1,"Regular (>50bp)","chr14:103414691-103414766",0.116
"ENSMUSG00000033014","Trim33",1,"Regular (>50bp)","chr3:103260882-103260933",-0.121
"ENSMUSG00000033213","AA467197",1,"Regular (>50bp)","chr2:122480176-122480262",-0.217
"ENSMUSG00000033256","Shf",1,"Regular (>50bp)","chr2:122185955-122186096",0.133
"ENSMUSG00000033335","Dnm2",1,"Microexon (0-30bp)","chr9:21401953-21401965",0.118
"ENSMUSG00000033382","Trappc8",1,"Microexon (0-30bp)","chr18:20988877-20988895",0.11
"ENSMUSG00000033392","Clasp2",1,"Microexon (0-30bp)","chr9:113687648-113687672",0.252
"ENSMUSG00000033486","Catsper2",1,"Regular (>50bp)","chr2:121236809-121236934",0.133
"ENSMUSG00000033543","Gtf2a2",1,"Regular (>50bp)","chr9:69924354-69924473",-0.147
"ENSMUSG00000033819","Ppp1r16a",1,"Regular (>50bp)","chr15:76573527-76573694",0.114
"ENSMUSG00000033902","Mapkbp1",1,"Microexon (0-30bp)","chr2:119843781-119843799",0.12
"ENSMUSG00000034377","Tulp4",1,"Regular (>50bp)","chr17:6168570-6168641",0.184
"ENSMUSG00000034401","Spata6",1,"Regular (>50bp)","chr4:111603337-111603475",0.11
"ENSMUSG00000034473","Sec22a",1,"Regular (>50bp)","chr16:35167968-35168163",-0.144
"ENSMUSG00000034973","Dop1a",1,"Microexon (0-30bp)","chr9:86388923-86388953",0.195
"ENSMUSG00000035469","Rcbtb1",1,"Regular (>50bp)","chr14:59444252-59444379",-0.509
"ENSMUSG00000035476","Tab3",1,"Regular (>50bp)","chrX:84619155-84619216",-0.105
"ENSMUSG00000035513","Ntng2",1,"Regular (>50bp)","chr2:29088825-29088927",0.184
"ENSMUSG00000035597","Prpf39",1,"Regular (>50bp)","chr12:65090316-65090385",-0.126
"ENSMUSG00000035642","Aamdc",1,"Regular (>50bp)","chr7:97207337-97207433",-0.156
"ENSMUSG00000035770","Dync1li2",1,"Regular (>50bp)","chr8:105147916-105148035",-0.276
"ENSMUSG00000035773","Kiss1r",1,"Regular (>50bp)","chr10:79756848-79757081",0.121
"ENSMUSG00000035954","Dock4",1,"Microexon (0-30bp)","chr12:40844595-40844622",0.164
"ENSMUSG00000036091","Hyal3",1,"Regular (>50bp)","chr9:107461950-107462864",-0.359
"ENSMUSG00000036104","Rab3gap1",1,"Microexon (0-30bp)","chr1:127869330-127869351",0.191
"ENSMUSG00000036167","Pphln1",1,"Regular (>50bp)","chr15:93318164-93318371",-0.129
"ENSMUSG00000036528","Ppfibp2",1,"Small (30-50bp)","chr7:107327922-107327955",0.114
"ENSMUSG00000036529","Sbf1",1,"Microexon (0-30bp)","chr15:89191374-89191398",0.134
"ENSMUSG00000036578","Fxyd7",1,"Microexon (0-30bp)","chr7:30746797-30746827",0.198
"ENSMUSG00000036591","Arhgap21",1,"Microexon (0-30bp)","chr2:20888010-20888040",0.21
"ENSMUSG00000036639","Nudt1",1,"Regular (>50bp)","chr5:140318149-140318228",0.122
"ENSMUSG00000036745","Ttll7",1,"Regular (>50bp)","chr3:146647573-146647648",0.158
"ENSMUSG00000037058","Paip2",1,"Regular (>50bp)","chr18:35741790-35741872",-0.442
"ENSMUSG00000037211","Spry1",1,"Regular (>50bp)","chr3:37694668-37694957",-0.151
"ENSMUSG00000037541","Shank2",1,"Microexon (0-30bp)","chr7:143961792-143961813",0.216
"ENSMUSG00000037697","Ddhd1",1,"Microexon (0-30bp)","chr14:45866310-45866331",0.202
"ENSMUSG00000037736","Limch1",1,"Small (30-50bp)","chr5:67150485-67150521",-0.131
"ENSMUSG00000037822","Smim14",1,"Regular (>50bp)","chr5:65608054-65608160",-0.122
"ENSMUSG00000037857","Nufip2",1,"Small (30-50bp)","chr11:77579112-77579157",0.315
"ENSMUSG00000037997","Parp11",1,"Regular (>50bp)","chr6:127448510-127448631",0.298
"ENSMUSG00000038005","Hpf1",1,"Regular (>50bp)","chr8:61353117-61353268",-0.128
"ENSMUSG00000038174","Hycc2",1,"Regular (>50bp)","chr1:58573643-58573811",-0.273
"ENSMUSG00000038290","Smg6",1,"Regular (>50bp)","chr11:74872677-74872739",0.119
"ENSMUSG00000038495","Otud7b",1,"Regular (>50bp)","chr3:96016022-96016080",0.191
"ENSMUSG00000038775","Vill",1,"Regular (>50bp)","chr9:118898950-118899136",0.141
"ENSMUSG00000038780","Smurf1",1,"Regular (>50bp)","chr5:144830889-144830967",0.11
"ENSMUSG00000039470","Zdhhc2",1,"Regular (>50bp)","chr8:40900091-40900186",0.185
"ENSMUSG00000039628","Hs3st6",1,"Regular (>50bp)","chr17:24975426-24975518",0.455
"ENSMUSG00000039860","Srrm3",1,"Microexon (0-30bp)","chr5:135895980-135896000",0.114
"ENSMUSG00000039943","Plcb4",1,"Small (30-50bp)","chr2:135806971-135807007",0.112
"ENSMUSG00000039952","Dag1",1,"Regular (>50bp)","chr9:108120087-108120222",0.104
"ENSMUSG00000039958","Etfbkmt",1,"Regular (>50bp)","chr6:149044103-149044213",0.132
"ENSMUSG00000040111","Gramd1b",1,"Microexon (0-30bp)","chr9:40211735-40211747",0.133
"ENSMUSG00000040123","Zmym5",1,"Regular (>50bp)","chr14:57048196-57048316",0.114
"ENSMUSG00000040428","Plekha4",1,"Regular (>50bp)","chr7:45179905-45180082",0.177
"ENSMUSG00000040451","Sgms1",1,"Regular (>50bp)","chr19:32237375-32237497",0.14
"ENSMUSG00000040537","Adam22",1,"Microexon (0-30bp)","chr5:8136593-8136623",0.13
"ENSMUSG00000040669","Phc1",1,"Regular (>50bp)","chr6:122309480-122309612",-0.108
"ENSMUSG00000040687","Madd",1,"Microexon (0-30bp)","chr2:90971153-90971162",0.143
"ENSMUSG00000040711","Sh3pxd2b",1,"Regular (>50bp)","chr11:32358967-32359051",0.172
"ENSMUSG00000040782","Cop1",1,"Regular (>50bp)","chr1:159147317-159147410",-0.103
"ENSMUSG00000040940","Arhgef1",1,"Microexon (0-30bp)","chr7:24617944-24617956",0.131
"ENSMUSG00000040990","Sh3kbp1",1,"Regular (>50bp)","chrX:158600237-158600294",-0.529
"ENSMUSG00000041225","Arhgap12",1,"Regular (>50bp)","chr18:6111684-6112439",0.105
"ENSMUSG00000041258","Zfp236",1,"Regular (>50bp)","chr18:82628729-82628811",0.124
"ENSMUSG00000041609","Bicdl1",1,"Microexon (0-30bp)","chr5:115810202-115810214",0.126
"ENSMUSG00000041654","Slc39a11",1,"Regular (>50bp)","chr11:113452831-113452950",0.224
"ENSMUSG00000041890","Git2",1,"Regular (>50bp)","chr5:114881791-114881941",-0.106
"ENSMUSG00000041921","Metap1d",1,"Regular (>50bp)","chr2:71352876-71352974",0.233
"ENSMUSG00000041977","Arhgef11",1,"Microexon (0-30bp)","chr3:87625535-87625565",0.146
"ENSMUSG00000042133","Ppig",1,"Regular (>50bp)","chr2:69561834-69561924",-0.251
"ENSMUSG00000042354","Gnl3",1,"Regular (>50bp)","chr14:30735385-30735522",-0.446
"ENSMUSG00000042439","Zfp532",1,"Regular (>50bp)","chr18:65715797-65715880",0.249
"ENSMUSG00000042632","Pla2g6",1,"Regular (>50bp)","chr15:79211834-79211914",-0.126
"ENSMUSG00000042675","Ypel3",1,"Regular (>50bp)","chr7:126376677-126376789",-0.36
"ENSMUSG00000042870","Tom1",1,"Regular (>50bp)","chr8:75776817-75776896",0.213
"ENSMUSG00000042997","Nhlrc3",1,"Regular (>50bp)","chr3:53369052-53369200",-0.174
"ENSMUSG00000043366","Or51e2",1,"Regular (>50bp)","chr7:102401471-102402340",-0.399
"ENSMUSG00000043384","Gprasp1",1,"Regular (>50bp)","chrX:134644311-134644363",0.109
"ENSMUSG00000043831","Lysmd4",1,"Microexon (0-30bp)","chr7:66874123-66874149",0.106
"ENSMUSG00000045095","Magi1",1,"Regular (>50bp)","chr6:93657769-93657858",0.156
"ENSMUSG00000045098","Kmt5b",1,"Regular (>50bp)","chr19:3827461-3827512",0.138
"ENSMUSG00000045251","Zfp688",1,"Regular (>50bp)","chr7:127019181-127019277",-0.101
"ENSMUSG00000045252","Zfp574",1,"Regular (>50bp)","chr7:24775447-24775538",-0.227
"ENSMUSG00000045659","Plekha7",1,"Regular (>50bp)","chr7:115747487-115747568",0.228
"ENSMUSG00000045679","Pqlc3",1,"Regular (>50bp)","chr12:17043453-17043574",-0.136
"ENSMUSG00000045983","Eif4g1",1,"Microexon (0-30bp)","chr16:20493535-20493556",0.166
"ENSMUSG00000046311","Zfp62",1,"Regular (>50bp)","chr11:49094822-49094995",0.285
"ENSMUSG00000046798","Cldn12",1,"Regular (>50bp)","chr5:5564231-5564376",0.112
"ENSMUSG00000047021","Cfap65",1,"Regular (>50bp)","chr1:74957992-74958143",0.106
"ENSMUSG00000047030","Spata2",1,"Regular (>50bp)","chr2:167331088-167331288",-0.36
"ENSMUSG00000047248","C2cd3",1,"Regular (>50bp)","chr7:100029232-100029332",0.104
"ENSMUSG00000048000","Gigyf2",1,"Regular (>50bp)","chr1:87301718-87301833",0.202
"ENSMUSG00000048497","Mmgt2",1,"Regular (>50bp)","chr11:62540272-62540374",0.124
"ENSMUSG00000048502","Duxbl1",1,"Regular (>50bp)","chr14:25980743-25980945",-0.284
"ENSMUSG00000048537","Phldb1",1,"Small (30-50bp)","chr9:44610123-44610168",0.15
"ENSMUSG00000048677","Tpcn2",1,"Regular (>50bp)","chr7:144815297-144815416",-0.124
"ENSMUSG00000049811","Fam161a",1,"Regular (>50bp)","chr11:22971493-22971661",0.129
"ENSMUSG00000050549","Fam241a",1,"Small (30-50bp)","chr3:127681603-127681634",0.154
"ENSMUSG00000050994","Adgb",1,"Regular (>50bp)","chr10:10302342-10302477",-0.259
"ENSMUSG00000051343","Rab11fip5",1,"Regular (>50bp)","chr6:85317324-85319343",0.117
"ENSMUSG00000051510","Mafg",1,"Small (30-50bp)","chr11:120520811-120520842",0.157
"ENSMUSG00000051586","Mical3",1,"Regular (>50bp)","chr6:120930594-120930645",0.203
"ENSMUSG00000051984","Sec31b",1,"Regular (>50bp)","chr19:44531704-44531828",0.165
"ENSMUSG00000052407","Ccdc171",1,"Regular (>50bp)","chr4:83539061-83539200",0.201
"ENSMUSG00000052727","Map1b",1,"Regular (>50bp)","chr13:99578141-99578282",-0.146
"ENSMUSG00000054708","Ankrd24",1,"Regular (>50bp)","chr10:81470500-81470587",-0.251
"ENSMUSG00000057110","Cntrl",1,"Regular (>50bp)","chr2:35006683-35006814",0.138
"ENSMUSG00000057176","Ccdc189",1,"Regular (>50bp)","chr7:127184316-127184433",0.158
"ENSMUSG00000057229","Dmac2",1,"Regular (>50bp)","chr7:25320848-25320937",-0.203
"ENSMUSG00000057230","Aak1",1,"Regular (>50bp)","chr6:86947972-86948068",0.155
"ENSMUSG00000057335","Cep170",1,"Regular (>50bp)","chr1:176588916-176589066",0.103
"ENSMUSG00000057541","Pus7",1,"Microexon (0-30bp)","chr5:23968331-23968349",0.11
"ENSMUSG00000057738","Sptan1",1,"Regular (>50bp)","chr2:29891111-29891171",0.114
"ENSMUSG00000057897","Camk2b",1,"Regular (>50bp)","chr11:5926764-5926893",0.178
"ENSMUSG00000058486","Wdr91",1,"Regular (>50bp)","chr6:34886611-34886762",-0.261
"ENSMUSG00000058729","Lin9",1,"Regular (>50bp)","chr1:180479426-180479531",-0.125
"ENSMUSG00000058966","Tlcd3b",1,"Regular (>50bp)","chr7:126417465-126417565",-0.153
"ENSMUSG00000059291","Rpl11",1,"Small (30-50bp)","chr4:135775122-135775164",0.139
"ENSMUSG00000059383","Gfral",1,"Regular (>50bp)","chr9:76104309-76104640",-0.195
"ENSMUSG00000059439","Bcas3",1,"Small (30-50bp)","chr11:85434753-85434798",0.293
"ENSMUSG00000059475","Zfp426",1,"Regular (>50bp)","chr9:20389428-20389575",0.126
"ENSMUSG00000059772","Slx1b",1,"Regular (>50bp)","chr7:126291924-126291976",-0.111
"ENSMUSG00000060477","Irak2",1,"Regular (>50bp)","chr6:113642663-113642807",-0.113
"ENSMUSG00000061533","Cep128",1,"Regular (>50bp)","chr12:91222348-91222513",0.2
"ENSMUSG00000061887","Ssbp3",1,"Regular (>50bp)","chr4:106884413-106884494",0.101
"ENSMUSG00000062646","Ganc",1,"Regular (>50bp)","chr2:120274618-120274720",-0.13
"ENSMUSG00000062991","Nrg1",1,"Regular (>50bp)","chr8:32323180-32323258",-0.145
"ENSMUSG00000063142","Kcnma1",1,"Regular (>50bp)","chr14:23544606-23544762",-0.101
"ENSMUSG00000063659","Zbtb18",1,"Regular (>50bp)","chr1:177272304-177272388",-0.164
"ENSMUSG00000063884","Ptcd3",1,"Regular (>50bp)","chr6:71866577-71866670",-0.241
"ENSMUSG00000063894","Zkscan8",1,"Regular (>50bp)","chr13:21706393-21706485",-0.165
"ENSMUSG00000063919","Srrm4",1,"Microexon (0-30bp)","chr5:116592731-116592747",0.128
"ENSMUSG00000064030","Pym1",1,"Regular (>50bp)","chr10:128586151-128586206",0.113
"ENSMUSG00000064179","Tnnt1",1,"Small (30-50bp)","chr7:4516579-4516612",0.147
"ENSMUSG00000066392","Nrxn3",1,"Microexon (0-30bp)","chr12:88817048-88817078",-0.277
"ENSMUSG00000066442","Mthfs",1,"Regular (>50bp)","chr9:89096464-89096534",0.101
"ENSMUSG00000066551","Hmgb1",1,"Small (30-50bp)","chr5:149118808-149118845",-0.178
"ENSMUSG00000068036","Afdn",1,"Small (30-50bp)","chr17:14111224-14111260",0.179
"ENSMUSG00000068921","Dap3",1,"Regular (>50bp)","chr3:88840871-88840973",-0.144
"ENSMUSG00000069135","Cep43",1,"Regular (>50bp)","chr17:8394350-8394410",-0.104
"ENSMUSG00000070031","Sp140",1,"Regular (>50bp)","chr1:85570923-85571067",-0.183
"ENSMUSG00000070564","Ntn5",1,"Regular (>50bp)","chr7:45340470-45340659",-0.35
"ENSMUSG00000071291","Zfp58",1,"Microexon (0-30bp)","chr13:67644303-67644330",-0.104
"ENSMUSG00000072501","Phf20l1",1,"Regular (>50bp)","chr15:66469513-66469603",0.114
"ENSMUSG00000073427","Gm4924",1,"Regular (>50bp)","chr10:82219596-82219678",0.123
"ENSMUSG00000074282","Zfp94",1,"Small (30-50bp)","chr7:24010889-24010928",0.178
"ENSMUSG00000074652","Myh7b",1,"Regular (>50bp)","chr2:155459781-155459845",0.16
"ENSMUSG00000078498","Zfp988",1,"Regular (>50bp)","chr4:147413438-147413565",0.29
"ENSMUSG00000078671","Chd2",1,"Regular (>50bp)","chr7:73157553-73157661",-0.119
"ENSMUSG00000078716","Tmem8b",1,"Regular (>50bp)","chr4:43681045-43681314",0.15
"ENSMUSG00000078952","Lncenc1",1,"Regular (>50bp)","chr13:97619456-97619540",0.195
"ENSMUSG00000079105","C7",1,"Regular (>50bp)","chr15:5075126-5075265",-0.252
"ENSMUSG00000085169","Gm10785",1,"Regular (>50bp)","chr16:91505665-91505778",-0.242
"ENSMUSG00000085316","D330050G23Rik",1,"Regular (>50bp)","chr2:116734522-116734703",0.263
"ENSMUSG00000085396","Firre",1,"Regular (>50bp)","chrX:49697354-49697481",-0.547
"ENSMUSG00000085562","2610028E06Rik",1,"Regular (>50bp)","chr4:125815665-125815761",-0.124
"ENSMUSG00000085614","1700123M08Rik",1,"Regular (>50bp)","chr4:11976443-11977102",0.39
"ENSMUSG00000086324","Gm15564",1,"Regular (>50bp)","chr16:35802094-35802165",0.429
"ENSMUSG00000086453","Gm11457",1,"Regular (>50bp)","chr2:164604463-164604528",0.37
"ENSMUSG00000087138","Gm15545",1,"Regular (>50bp)","chr7:44640800-44640905",-0.113
"ENSMUSG00000087165","2010001A14Rik",1,"Regular (>50bp)","chr11:57687137-57687223",0.105
"ENSMUSG00000087380","2210408F21Rik",1,"Regular (>50bp)","chr6:31305266-31305324",-0.138
"ENSMUSG00000087479","Gm16835",1,"Regular (>50bp)","chr14:119343557-119343726",-0.382
"ENSMUSG00000087620","5330434G04Rik",1,"Regular (>50bp)","chrX:104433475-104433549",0.124
"ENSMUSG00000089862","Umad1",1,"Regular (>50bp)","chr6:8401076-8401154",0.173
"ENSMUSG00000090290","Tarbp1",1,"Regular (>50bp)","chr8:127189921-127189974",0.107
"ENSMUSG00000090336","Cfap97d2",1,"Regular (>50bp)","chr8:13788327-13788488",-0.164
"ENSMUSG00000090363","Gm3512",1,"Regular (>50bp)","chr14:15299928-15300079",0.353
"ENSMUSG00000091474","2610021A01Rik",1,"Regular (>50bp)","chr7:41251171-41251239",-0.186
"ENSMUSG00000091617","Gm3752",1,"Regular (>50bp)","chr14:14982611-14982725",-0.117
"ENSMUSG00000091698","Gm6526",1,"Regular (>50bp)","chr14:43986205-43986368",0.161
"ENSMUSG00000093979","Gm2237",1,"Regular (>50bp)","chr14:19620388-19620523",0.173
"ENSMUSG00000096965","3300005D01Rik",1,"Regular (>50bp)","chr17:5851473-5851616",-0.121
"ENSMUSG00000097068","Gm26760",1,"Regular (>50bp)","chr15:92258919-92259046",-0.166
"ENSMUSG00000097451","Rian",1,"Small (30-50bp)","chr12:109609847-109609895",0.123
"ENSMUSG00000097587","4930578M01Rik",1,"Regular (>50bp)","chr15:98885637-98885711",-0.128
"ENSMUSG00000097910","Hdnr",1,"Regular (>50bp)","chr8:57791917-57791982",-0.175
"ENSMUSG00000100009","Gm7967",1,"Regular (>50bp)","chr1:98524972-98525118",0.119
"ENSMUSG00000100783","2310047D07Rik",1,"Regular (>50bp)","chr5:149174048-149174237",-0.307
"ENSMUSG00000102976","Zc3h11a",1,"Regular (>50bp)","chr1:133583082-133583136",-0.11
"ENSMUSG00000110605","Gm32856",1,"Regular (>50bp)","chr8:129993965-129994180",-0.253
"ENSMUSG00000110652","Gm33023",1,"Regular (>50bp)","chr8:105360139-105360350",-0.13
"ENSMUSG00000111447","Gm48249",1,"Regular (>50bp)","chr10:20161515-20161640",0.357
"ENSMUSG00000113204","Gm46430",1,"Regular (>50bp)","chr13:74731765-74731992",-0.433
"ENSMUSG00000117042","2700054A10Rik",1,"Regular (>50bp)","chr17:13789019-13789145",0.143
"ENSMUSG00000118669","Arvcf",1,"Microexon (0-30bp)","chr16:18219530-18219548",0.166
"ENSMUSG00000120166","Zfp33b",1,"Regular (>50bp)","chr5:104728722-104728783",0.213
"ENSMUSG00000121374","ENSMUSG00000121374",1,"Regular (>50bp)","chr7:29656384-29656459",-0.171
