ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1107	"ENSMUSG00000112071"	"5430401H09Rik"	chr12	-	32166067	32166419	32166067	32166231	32166352	32166419
1108	"ENSMUSG00000085227"	"6330418K02Rik"	chr5	+	138264018	138264923	138264018	138264267	138264488	138264923
1109	"ENSMUSG00000024965"	"Fermt3"	chr19	-	6979124	6979820	6979124	6979249	6979580	6979820
1110	"ENSMUSG00000024965"	"Fermt3"	chr19	-	6980189	6980448	6980189	6980314	6980398	6980448
1111	"ENSMUSG00000029716"	"Tfr2"	chr5	+	137581666	137582328	137581666	137581894	137582187	137582328
1112	"ENSMUSG00000053137"	"Mapk11"	chr15	-	89029298	89029649	89029298	89029378	89029577	89029649
1113	"ENSMUSG00000053137"	"Mapk11"	chr15	-	89029298	89029649	89029298	89029435	89029577	89029649
1114	"ENSMUSG00000053137"	"Mapk11"	chr15	-	89030205	89030371	89030205	89030253	89030341	89030371
1115	"ENSMUSG00000053137"	"Mapk11"	chr15	-	89030474	89030732	89030474	89030586	89030673	89030732
1116	"ENSMUSG00000120084"	"Gm57127"	chr4	+	117646512	117648744	117646512	117646646	117647581	117648744
1117	"ENSMUSG00000120084"	"Gm57127"	chr4	+	117646512	117648744	117646512	117646684	117647581	117648744
1118	"ENSMUSG00000097425"	"Vmn1r181"	chr7	+	23681906	23682288	23681906	23681980	23682170	23682288
1119	"ENSMUSG00000061718"	"Ppp1r1b"	chr11	+	98240821	98241455	98240821	98240936	98241394	98241455
1120	"ENSMUSG00000004846"	"Plod3"	chr5	+	137019004	137019393	137019004	137019130	137019271	137019393
1121	"ENSMUSG00000004846"	"Plod3"	chr5	+	137020397	137020942	137020397	137020511	137020625	137020942
1122	"ENSMUSG00000004947"	"Dtx2"	chr5	+	136055323	136057426	136055323	136055461	136057352	136057426
1123	"ENSMUSG00000004947"	"Dtx2"	chr5	+	136055323	136057426	136055323	136055461	136057355	136057426
1124	"ENSMUSG00000090315"	"Vmn2r104"	chr17	-	20248679	20258612	20248679	20250615	20258488	20258612
1125	"ENSMUSG00000005373"	"Mlxipl"	chr5	+	135162105	135162513	135162105	135162262	135162397	135162513
1126	"ENSMUSG00000005373"	"Mlxipl"	chr5	+	135162607	135162975	135162607	135162727	135162800	135162975
1127	"ENSMUSG00000005373"	"Mlxipl"	chr5	+	135162607	135162975	135162607	135162727	135162807	135162975
1128	"ENSMUSG00000005373"	"Mlxipl"	chr5	+	135162607	135162975	135162607	135162727	135162847	135162975
1129	"ENSMUSG00000015950"	"Ncf1"	chr5	-	134249113	134251029	134249113	134250722	134250841	134251029
1130	"ENSMUSG00000015950"	"Ncf1"	chr5	-	134249113	134251029	134249113	134250722	134250883	134251029
1131	"ENSMUSG00000097068"	"Gm26760"	chr15	+	92263378	92264810	92263378	92263840	92264059	92264810
1132	"ENSMUSG00000034211"	"Mrps17"	chr5	+	129792747	129793930	129792747	129792827	129793790	129793930
1133	"ENSMUSG00000034211"	"Mrps17"	chr5	+	129792747	129793930	129792747	129792922	129793790	129793930
1134	"ENSMUSG00000034211"	"Mrps17"	chr5	+	129792747	129793930	129792747	129792974	129793790	129793930
1135	"ENSMUSG00000034211"	"Mrps17"	chr5	+	129792747	129793930	129792747	129792976	129793790	129793930
1136	"ENSMUSG00000034211"	"Mrps17"	chr5	+	129792747	129793930	129792747	129793005	129793790	129793930
1137	"ENSMUSG00000117792"	"4930588A03Rik"	chr18	-	43294899	43295433	43294899	43294960	43295203	43295433
1138	"ENSMUSG00000029464"	"Gpn3"	chr5	+	122519252	122519557	122519252	122519368	122519460	122519557
1139	"ENSMUSG00000042594"	"Sh2b3"	chr5	-	121956527	121956917	121956527	121956712	121956822	121956917
1140	"ENSMUSG00000042594"	"Sh2b3"	chr5	-	121956527	121956917	121956527	121956742	121956822	121956917
1141	"ENSMUSG00000043733"	"Ptpn11"	chr5	-	121290537	121292589	121290537	121290617	121292492	121292589
1142	"ENSMUSG00000029599"	"Ddx54"	chr5	+	120758322	120758823	120758322	120758444	120758691	120758823
1143	"ENSMUSG00000029599"	"Ddx54"	chr5	+	120762602	120763909	120762602	120762794	120763766	120763909
1144	"ENSMUSG00000029599"	"Ddx54"	chr5	+	120763990	120764570	120763990	120764104	120764465	120764570
1145	"ENSMUSG00000100600"	"A230077H06Rik"	chr7	-	40524361	40525162	40524361	40524545	40525028	40525162
1146	"ENSMUSG00000097392"	"Thoc2l"	chr5	+	104698751	104702073	104698751	104698807	104698991	104702073
1147	"ENSMUSG00000041638"	"Gcn1"	chr5	+	115712637	115713355	115712637	115712701	115713223	115713355
1148	"ENSMUSG00000041638"	"Gcn1"	chr5	+	115717845	115718638	115717845	115717954	115718563	115718638
1149	"ENSMUSG00000068877"	"Selenbp2"	chr3	+	94604611	94605470	94604611	94604797	94605349	94605470
1150	"ENSMUSG00000074491"	"Clec4g"	chr8	-	3757063	3758049	3757063	3757824	3757825	3758049
1151	"ENSMUSG00000039176"	"Polg"	chr7	-	79099129	79099785	79099129	79099282	79099696	79099785
1152	"ENSMUSG00000039176"	"Polg"	chr7	-	79101607	79101977	79101607	79101776	79101854	79101977
1153	"ENSMUSG00000039176"	"Polg"	chr7	-	79103786	79104459	79103786	79103922	79104341	79104459
1154	"ENSMUSG00000043066"	"Vmn1r66"	chr7	-	10006917	10010011	10006917	10009356	10009688	10010011
1155	"ENSMUSG00000042328"	"Hps4"	chr5	+	112517320	112518610	112517320	112517417	112517811	112518610
1156	"ENSMUSG00000040472"	"Rabggta"	chr14	-	55955902	55956208	55955902	55956019	55956119	55956208
1157	"ENSMUSG00000040472"	"Rabggta"	chr14	-	55956547	55956802	55956547	55956599	55956696	55956802
1158	"ENSMUSG00000040472"	"Rabggta"	chr14	-	55956547	55956988	55956547	55956599	55956886	55956988
1159	"ENSMUSG00000040472"	"Rabggta"	chr14	-	55956547	55956988	55956547	55956802	55956886	55956988
1160	"ENSMUSG00000040472"	"Rabggta"	chr14	-	55959051	55959357	55959051	55959162	55959300	55959357
1161	"ENSMUSG00000040472"	"Rabggta"	chr14	-	55959300	55959633	55959300	55959357	55959509	55959633
1162	"ENSMUSG00000029504"	"Ddx51"	chr5	+	110803172	110803539	110803172	110803279	110803430	110803539
1163	"ENSMUSG00000029503"	"P2rx2"	chr5	-	110487677	110488448	110487677	110488100	110488370	110488448
1164	"ENSMUSG00000029503"	"P2rx2"	chr5	-	110487677	110488448	110487677	110488163	110488370	110488448
1165	"ENSMUSG00000029503"	"P2rx2"	chr5	-	110489416	110489720	110489416	110489555	110489639	110489720
1166	"ENSMUSG00000007080"	"Pole"	chr5	+	110443093	110443503	110443093	110443179	110443383	110443503
1167	"ENSMUSG00000020092"	"Pald1"	chr10	-	61176709	61177131	61176709	61176781	61176990	61177131
1168	"ENSMUSG00000004815"	"Dgkq"	chr5	-	108797452	108797791	108797452	108797599	108797690	108797791
1169	"ENSMUSG00000004815"	"Dgkq"	chr5	-	108797690	108798245	108797690	108797791	108798066	108798245
1170	"ENSMUSG00000004815"	"Dgkq"	chr5	-	108798355	108798834	108798355	108798504	108798682	108798834
1171	"ENSMUSG00000004815"	"Dgkq"	chr5	-	108803155	108803459	108803155	108803230	108803305	108803459
1172	"ENSMUSG00000031939"	"Taf1d"	chr9	+	15218168	15219117	15218168	15218286	15219023	15219117
1173	"ENSMUSG00000031939"	"Taf1d"	chr9	+	15221653	15222991	15221653	15221705	15222822	15222991
1174	"ENSMUSG00000031939"	"Taf1d"	chr9	+	15222822	15225328	15222822	15222991	15225285	15225328
1175	"ENSMUSG00000031939"	"Taf1d"	chr9	+	15225285	15225560	15225285	15225328	15225526	15225560
1176	"ENSMUSG00000031939"	"Taf1d"	chr9	+	15225285	15226427	15225285	15225560	15226397	15226427
1177	"ENSMUSG00000031939"	"Taf1d"	chr9	+	15226397	15226736	15226397	15226427	15226678	15226736
1178	"ENSMUSG00000031939"	"Taf1d"	chr9	+	15226678	15228274	15226678	15226736	15228184	15228274
1179	"ENSMUSG00000043410"	"Hfm1"	chr5	-	107050787	107052224	107050787	107050939	107052091	107052224
1180	"ENSMUSG00000031691"	"Tnpo2"	chr8	+	85781350	85781882	85781350	85781426	85781807	85781882
1181	"ENSMUSG00000029290"	"Zfp326"	chr5	+	106034182	106036705	106034182	106034294	106036299	106036705
1182	"ENSMUSG00000029290"	"Zfp326"	chr5	+	106034182	106036705	106034182	106034294	106036566	106036705
1183	"ENSMUSG00000074578"	"Zfas1"	chr2	+	166905139	166905647	166905139	166905217	166905555	166905647
1184	"ENSMUSG00000074578"	"Zfas1"	chr2	+	166905555	166907400	166905555	166905647	166907078	166907400
1185	"ENSMUSG00000074578"	"Zfas1"	chr2	+	166907078	166907400	166907078	166907137	166907232	166907400
1186	"ENSMUSG00000074578"	"Zfas1"	chr2	+	166905555	166907400	166905555	166905647	166907353	166907400
1187	"ENSMUSG00000074578"	"Zfas1"	chr2	+	166907078	166907400	166907078	166907137	166907353	166907400
1188	"ENSMUSG00000074578"	"Zfas1"	chr2	+	166905555	166907782	166905555	166907400	166907606	166907782
1189	"ENSMUSG00000074578"	"Zfas1"	chr2	+	166907078	166907782	166907078	166907137	166907606	166907782
1190	"ENSMUSG00000074578"	"Zfas1"	chr2	+	166907078	166907782	166907078	166907137	166907623	166907782
1191	"ENSMUSG00000074578"	"Zfas1"	chr2	+	166907353	166907782	166907353	166907400	166907623	166907782
1192	"ENSMUSG00000034438"	"Gbp8"	chr5	-	105165544	105166708	105165544	105165751	105166427	105166708
1193	"ENSMUSG00000019647"	"Sema6a"	chr18	-	47414861	47415038	47414861	47414890	47414968	47415038
1194	"ENSMUSG00000035325"	"Sec31a"	chr5	-	100511235	100511806	100511235	100511307	100511686	100511806
1195	"ENSMUSG00000033032"	"Afap1l1"	chr18	-	61876348	61876831	61876348	61876501	61876737	61876831
1196	"ENSMUSG00000000632"	"Sez6"	chr11	+	77864608	77865155	77864608	77864803	77865016	77865155
1197	"ENSMUSG00000000632"	"Sez6"	chr11	+	77864608	77865462	77864608	77864803	77865265	77865462
1198	"ENSMUSG00000000632"	"Sez6"	chr11	+	77864608	77865462	77864608	77865155	77865265	77865462
1199	"ENSMUSG00000058427"	"Cxcl2"	chr5	+	91052215	91053797	91052215	91052299	91053047	91053797
1200	"ENSMUSG00000004626"	"Stxbp2"	chr8	+	3683847	3684123	3683847	3683926	3684019	3684123
1201	"ENSMUSG00000029291"	"Rufy3"	chr5	+	88762799	88764438	88762799	88762973	88764320	88764438
1202	"ENSMUSG00000001622"	"Csn3"	chr5	+	88075430	88077113	88075430	88075492	88076128	88077113
1203	"ENSMUSG00000063157"	"Csn2"	chr5	-	87844012	87845949	87844012	87844036	87845886	87845949
1204	"ENSMUSG00000051586"	"Mical3"	chr6	-	120993607	120998317	120993607	120993820	120998143	120998317
1205	"ENSMUSG00000120076"	"Gm31223"	chr8	+	81675623	81675784	81675623	81675648	81675725	81675784
1206	"ENSMUSG00000037318"	"Traf3ip3"	chr1	-	192876827	192877157	192876827	192876857	192877132	192877157
1207	"ENSMUSG00000037318"	"Traf3ip3"	chr1	-	192877132	192877444	192877132	192877157	192877380	192877444
1208	"ENSMUSG00000037318"	"Traf3ip3"	chr1	-	192877132	192877730	192877132	192877157	192877582	192877730
1209	"ENSMUSG00000037318"	"Traf3ip3"	chr1	-	192877132	192877730	192877132	192877444	192877582	192877730
1210	"ENSMUSG00000029246"	"Ppat"	chr5	-	77067217	77067754	77067217	77067345	77067602	77067754
1211	"ENSMUSG00000036403"	"Cep135"	chr5	+	76784708	76786873	76784708	76784918	76786768	76786873
1212	"ENSMUSG00000029359"	"Tesc"	chr5	+	118194441	118194709	118194441	118194503	118194601	118194709
1213	"ENSMUSG00000029359"	"Tesc"	chr5	+	118194441	118194709	118194441	118194508	118194601	118194709
1214	"ENSMUSG00000018599"	"Mief2"	chr11	+	60621108	60621618	60621108	60621261	60621455	60621618
1215	"ENSMUSG00000003779"	"Kif20a"	chr18	+	34761437	34761632	34761437	34761475	34761557	34761632
1216	"ENSMUSG00000003779"	"Kif20a"	chr18	+	34761727	34762006	34761727	34761839	34761937	34762006
1217	"ENSMUSG00000024903"	"Lao1"	chr4	+	118824291	118824686	118824291	118824360	118824549	118824686
1218	"ENSMUSG00000028467"	"Gba2"	chr4	-	43566927	43567916	43566927	43567467	43567724	43567916
1219	"ENSMUSG00000028467"	"Gba2"	chr4	-	43569180	43569955	43569180	43569285	43569488	43569955
1220	"ENSMUSG00000028467"	"Gba2"	chr4	-	43569180	43569955	43569180	43569285	43569829	43569955
1221	"ENSMUSG00000028467"	"Gba2"	chr4	-	43569488	43569955	43569488	43569661	43569829	43569955
1222	"ENSMUSG00000028467"	"Gba2"	chr4	-	43570036	43570448	43570036	43570190	43570345	43570448
1223	"ENSMUSG00000029155"	"Spata18"	chr5	+	73832558	73832682	73832558	73832673	73832675	73832682
1224	"ENSMUSG00000020883"	"Fbxl20"	chr11	-	97985958	97987885	97985958	97986019	97987754	97987885
1225	"ENSMUSG00000107266"	"Gm43698"	chr5	+	67522818	67523946	67522818	67523077	67523617	67523946
1226	"ENSMUSG00000107266"	"Gm43698"	chr5	+	67522818	67523946	67522818	67523077	67523731	67523946
1227	"ENSMUSG00000029221"	"Slc30a9"	chr5	+	67499436	67501912	67499436	67499572	67501872	67501912
1228	"ENSMUSG00000036202"	"Rif1"	chr2	+	51983514	51984674	51983514	51983601	51984600	51984674
1229	"ENSMUSG00000035478"	"Mbd3"	chr10	-	80228372	80229114	80228372	80228852	80228928	80229114
1230	"ENSMUSG00000038095"	"Sbno1"	chr5	-	124539024	124539339	124539024	124539130	124539203	124539339
1231	"ENSMUSG00000038095"	"Sbno1"	chr5	-	124543631	124545250	124543631	124543792	124545153	124545250
1232	"ENSMUSG00000047215"	"Rpl9"	chr5	-	65545706	65546494	65545706	65545784	65546413	65546494
1233	"ENSMUSG00000047215"	"Rpl9"	chr5	-	65545706	65547826	65545706	65545784	65547730	65547826
1234	"ENSMUSG00000047215"	"Rpl9"	chr5	-	65545706	65547826	65545706	65546494	65547730	65547826
1235	"ENSMUSG00000050211"	"Pla2g4e"	chr2	-	120016827	120017719	120016827	120016891	120017676	120017719
1236	"ENSMUSG00000062312"	"Erbb2"	chr11	+	98323736	98324079	98323736	98323875	98323956	98324079
1237	"ENSMUSG00000026925"	"Inpp5e"	chr2	-	26289244	26289586	26289244	26289360	26289424	26289586
1238	"ENSMUSG00000090307"	"1700071M16Rik"	chr17	-	43900663	43902400	43900663	43900768	43902312	43902400
1239	"ENSMUSG00000030329"	"Pianp"	chr6	+	124978389	124980059	124978389	124978611	124978925	124980059
1240	"ENSMUSG00000034187"	"Nsf"	chr11	-	103804141	103804734	103804141	103804217	103804626	103804734
1241	"ENSMUSG00000091059"	"Vmn2r14"	chr5	-	109359399	109364275	109359399	109361942	109362838	109364275
1242	"ENSMUSG00000038011"	"Dnah10"	chr5	+	124895052	124896474	124895052	124895200	124896194	124896474
1243	"ENSMUSG00000048865"	"Arhgap30"	chr1	+	171230780	171231523	171230780	171230908	171231348	171231523
1244	"ENSMUSG00000048865"	"Arhgap30"	chr1	+	171231601	171231866	171231601	171231705	171231788	171231866
1245	"ENSMUSG00000037720"	"Tmem33"	chr5	+	67418038	67418376	67418038	67418149	67418306	67418376
1246	"ENSMUSG00000037720"	"Tmem33"	chr5	+	67443438	67448804	67443438	67443559	67444352	67448804
1247	"ENSMUSG00000005103"	"Wdr1"	chr5	-	38703016	38704434	38703016	38703197	38704286	38704434
1248	"ENSMUSG00000025366"	"Esyt1"	chr10	-	128351554	128351805	128351554	128351641	128351733	128351805
1249	"ENSMUSG00000027514"	"Zbp1"	chr2	-	173052328	173054059	173052328	173052526	173053891	173054059
1250	"ENSMUSG00000020156"	"Pwwp3a"	chr10	+	80064828	80065961	80064828	80064914	80065890	80065961
1251	"ENSMUSG00000020156"	"Pwwp3a"	chr10	+	80071944	80074754	80071944	80072015	80074148	80074754
1252	"ENSMUSG00000020156"	"Pwwp3a"	chr10	+	80071944	80074754	80071944	80072015	80074693	80074754
1253	"ENSMUSG00000020156"	"Pwwp3a"	chr10	+	80074148	80074754	80074148	80074225	80074693	80074754
1254	"ENSMUSG00000020486"	"Septin4"	chr11	+	87474143	87474840	87474143	87474440	87474746	87474840
1255	"ENSMUSG00000020486"	"Septin4"	chr11	+	87479543	87479911	87479543	87479678	87479793	87479911
1256	"ENSMUSG00000020486"	"Septin4"	chr11	+	87480481	87480881	87480481	87480644	87480781	87480881
1257	"ENSMUSG00000020486"	"Septin4"	chr11	+	87480481	87480881	87480481	87480644	87480834	87480881
1258	"ENSMUSG00000029103"	"Lrpap1"	chr5	-	35254874	35255617	35254874	35255033	35255496	35255617
1259	"ENSMUSG00000029389"	"Ddx55"	chr5	+	124692733	124694911	124692733	124692820	124694819	124694911
1260	"ENSMUSG00000029578"	"Wipi2"	chr5	+	142643946	142644917	142643946	142644043	142644819	142644917
1261	"ENSMUSG00000037379"	"Spon2"	chr5	-	33373676	33374164	33373676	33373868	33373940	33374164
1262	"ENSMUSG00000107355"	"AI839979"	chr5	-	31726931	31728263	31726931	31727774	31728143	31728263
1263	"ENSMUSG00000022241"	"Tars"	chr15	-	11388166	11388546	11388166	11388304	11388383	11388546
1264	"ENSMUSG00000022241"	"Tars"	chr15	-	11391899	11392120	11391899	11391978	11392055	11392120
1265	"ENSMUSG00000029149"	"Krtcap3"	chr5	+	31409535	31409915	31409535	31409595	31409708	31409915
1266	"ENSMUSG00000029146"	"Snx17"	chr5	+	31353089	31353385	31353089	31353200	31353294	31353385
1267	"ENSMUSG00000029146"	"Snx17"	chr5	+	31353294	31353608	31353294	31353385	31353520	31353608
1268	"ENSMUSG00000021555"	"Naa35"	chr13	+	59755059	59755245	59755059	59755126	59755201	59755245
1269	"ENSMUSG00000030281"	"Il17rc"	chr6	+	113455824	113456262	113455824	113455879	113456211	113456262
1270	"ENSMUSG00000038828"	"Tmem214"	chr5	+	31028763	31029199	31028763	31028914	31029064	31029199
1271	"ENSMUSG00000038828"	"Tmem214"	chr5	+	31030030	31030248	31030030	31030112	31030204	31030248
1272	"ENSMUSG00000038828"	"Tmem214"	chr5	+	31030030	31030488	31030030	31030112	31030386	31030488
1273	"ENSMUSG00000038828"	"Tmem214"	chr5	+	31030030	31030488	31030030	31030248	31030386	31030488
1274	"ENSMUSG00000038828"	"Tmem214"	chr5	+	31032194	31033230	31032194	31032312	31033133	31033230
1275	"ENSMUSG00000068882"	"Ssb"	chr2	+	69697615	69697896	69697615	69697723	69697795	69697896
1276	"ENSMUSG00000024118"	"Tedc2"	chr17	-	24438704	24439284	24438704	24439107	24439225	24439284
1277	"ENSMUSG00000024118"	"Tedc2"	chr17	-	24439225	24439589	24439225	24439284	24439490	24439589
1278	"ENSMUSG00000024118"	"Tedc2"	chr17	-	24439225	24439589	24439225	24439284	24439495	24439589
1279	"ENSMUSG00000035851"	"Ythdc1"	chr5	+	86975813	86979559	86975813	86975980	86979522	86979559
1280	"ENSMUSG00000035851"	"Ythdc1"	chr5	+	86975813	86979559	86975813	86977338	86979522	86979559
1281	"ENSMUSG00000038056"	"Kmt2c"	chr5	-	25480897	25481254	25480897	25480971	25481137	25481254
1282	"ENSMUSG00000000740"	"Rpl13"	chr8	+	123829583	123830095	123829583	123829725	123829921	123830095
1283	"ENSMUSG00000000740"	"Rpl13"	chr8	+	123830636	123831983	123830636	123830693	123831782	123831983
1284	"ENSMUSG00000055235"	"Wdr86"	chr5	-	24917847	24920659	24917847	24917951	24920523	24920659
1285	"ENSMUSG00000028949"	"Smarcd3"	chr5	-	24800387	24800843	24800387	24800483	24800720	24800843
1286	"ENSMUSG00000056260"	"Lrif1"	chr3	+	106638978	106640458	106638978	106639930	106640431	106640458
1287	"ENSMUSG00000006342"	"Susd2"	chr10	-	75475667	75476491	75475667	75475936	75476022	75476491
1288	"ENSMUSG00000006342"	"Susd2"	chr10	-	75476022	75476491	75476022	75476108	75476289	75476491
1289	"ENSMUSG00000028973"	"Abcb8"	chr5	+	24610812	24611252	24610812	24610846	24611115	24611252
1290	"ENSMUSG00000002012"	"Pnck"	chrX	-	72700836	72701119	72700836	72700949	72701043	72701119
1291	"ENSMUSG00000020048"	"Hsp90b1"	chr10	-	86527492	86528159	86527492	86527612	86528003	86528159
1292	"ENSMUSG00000029012"	"Orc5"	chr5	-	22731360	22731581	22731360	22731451	22731532	22731581
1293	"ENSMUSG00000002413"	"Braf"	chr6	-	39654311	39654575	39654311	39654406	39654505	39654575
1294	"ENSMUSG00000029017"	"Pmpcb"	chr5	+	21948376	21951088	21948376	21948456	21950975	21951088
1295	"ENSMUSG00000042390"	"Gatad2b"	chr3	+	90261614	90263092	90261614	90261817	90262981	90263092
1296	"ENSMUSG00000044252"	"Osbpl1a"	chr18	-	12888384	12889364	12888384	12889152	12889244	12889364
1297	"ENSMUSG00000043929"	"Klhl15"	chrX	+	93278595	93279026	93278595	93278731	93278826	93279026
1298	"ENSMUSG00000061601"	"Pclo"	chr5	+	14724968	14732401	14724968	14730027	14730383	14732401
1299	"ENSMUSG00000041698"	"Slco1a1"	chr6	-	141870061	141871476	141870061	141870226	141871254	141871476
1300	"ENSMUSG00000031659"	"Adcy7"	chr8	+	89054299	89056589	89054299	89054401	89056277	89056589
1301	"ENSMUSG00000072769"	"Gm10419"	chr5	+	108517221	108517544	108517221	108517351	108517419	108517544
1302	"ENSMUSG00000072769"	"Gm10419"	chr5	+	108517221	108517544	108517221	108517351	108517426	108517544
1303	"ENSMUSG00000072769"	"Gm10419"	chr5	+	108520081	108520676	108520081	108520274	108520388	108520676
1304	"ENSMUSG00000034796"	"Cpne7"	chr8	+	123853371	123854178	123853371	123853473	123854091	123854178
1305	"ENSMUSG00000013622"	"Atraid"	chr5	+	31209540	31210228	31209540	31209612	31210106	31210228
1306	"ENSMUSG00000036054"	"Sugp2"	chr8	+	70713118	70713967	70713118	70713239	70713880	70713967
1307	"ENSMUSG00000095567"	"Noc2l"	chr4	+	156321799	156322185	156321799	156321974	156322056	156322185
1308	"ENSMUSG00000095567"	"Noc2l"	chr4	+	156327022	156328080	156327022	156327134	156327966	156328080
1309	"ENSMUSG00000029177"	"Cenpa"	chr5	+	30830325	30830787	30830325	30830403	30830610	30830787
1310	"ENSMUSG00000029177"	"Cenpa"	chr5	+	30830325	30830787	30830325	30830403	30830636	30830787
1311	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75491710	75493576	75491710	75492046	75493007	75493576
1312	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75491710	75493576	75491710	75492065	75493007	75493576
1313	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75491710	75493576	75491710	75492065	75493130	75493576
1314	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75497574	75497177	75497401	75497525	75497574
1315	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75497574	75497177	75497405	75497525	75497574
1316	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75497898	75497177	75497401	75497781	75497898
1317	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75497898	75497177	75497405	75497781	75497898
1318	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75497898	75497177	75497443	75497781	75497898
1319	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75497898	75497177	75497447	75497781	75497898
1320	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75497898	75497177	75497574	75497781	75497898
1321	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75498306	75497177	75497447	75498145	75498306
1322	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75498933	75497177	75497898	75498145	75498933
1323	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497781	75498933	75497781	75497918	75498145	75498933
1324	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75498145	75498933	75498145	75498345	75498709	75498933
1325	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75498145	75498933	75498145	75498330	75498858	75498933
1326	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75498933	75497177	75498306	75498865	75498933
1327	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75498145	75498933	75498145	75498301	75498865	75498933
1328	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75498145	75498933	75498145	75498330	75498865	75498933
1329	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75498145	75498933	75498145	75498345	75498865	75498933
1330	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75498145	75498933	75498145	75498306	75498869	75498933
1331	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75498145	75498933	75498145	75498330	75498869	75498933
1332	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75498145	75498933	75498145	75498345	75498869	75498933
1333	"ENSMUSG00000039934"	"Gsap"	chr5	+	21475553	21476246	21475553	21475612	21476214	21476246
1334	"ENSMUSG00000021819"	"Zswim8"	chr14	+	20763950	20764935	20763950	20764636	20764738	20764935
1335	"ENSMUSG00000021819"	"Zswim8"	chr14	+	20768827	20769293	20768827	20768986	20769064	20769293
1336	"ENSMUSG00000021819"	"Zswim8"	chr14	+	20769447	20770104	20769447	20769740	20769880	20770104
1337	"ENSMUSG00000021819"	"Zswim8"	chr14	+	20771238	20772097	20771238	20771727	20771937	20772097
1338	"ENSMUSG00000021819"	"Zswim8"	chr14	+	20772527	20773074	20772527	20772647	20772895	20773074
1339	"ENSMUSG00000021819"	"Zswim8"	chr14	+	20772527	20773074	20772527	20772647	20772963	20773074
1340	"ENSMUSG00000059939"	"9430015G10Rik"	chr4	+	156206389	156206873	156206389	156206485	156206807	156206873
1341	"ENSMUSG00000059939"	"9430015G10Rik"	chr4	+	156208432	156208579	156208432	156208458	156208548	156208579
1342	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4238244	4238723	4238244	4238310	4238565	4238723
1343	"ENSMUSG00000029074"	"Ttll10"	chr4	-	156132748	156133161	156132748	156132952	156133039	156133161
1344	"ENSMUSG00000029033"	"Acap3"	chr4	+	155987767	155988315	155987767	155987924	155988207	155988315
1345	"ENSMUSG00000029033"	"Acap3"	chr4	+	155987767	155988315	155987767	155987970	155988207	155988315
1346	"ENSMUSG00000051557"	"Pusl1"	chr4	-	155975508	155975872	155975508	155975696	155975814	155975872
1347	"ENSMUSG00000027360"	"Hdc"	chr2	-	126446160	126448402	126446160	126446295	126448279	126448402
1348	"ENSMUSG00000029056"	"Pank4"	chr4	+	155063377	155064049	155063377	155063482	155063948	155064049
1349	"ENSMUSG00000027411"	"Vps16"	chr2	+	130279834	130280145	130279834	130279932	130280016	130280145
1350	"ENSMUSG00000021313"	"Ryr2"	chr13	-	11661378	11662623	11661378	11661491	11662587	11662623
1351	"ENSMUSG00000028952"	"Zbtb48"	chr4	-	152105745	152106085	152105745	152105900	152105998	152106085
1352	"ENSMUSG00000028952"	"Zbtb48"	chr4	-	152110234	152111516	152110234	152110476	152110844	152111516
1353	"ENSMUSG00000030142"	"Clec4e"	chr6	-	123263166	123263477	123263166	123263318	123263390	123263477
1354	"ENSMUSG00000030142"	"Clec4e"	chr6	-	123263166	123265948	123263166	123263318	123265852	123265948
1355	"ENSMUSG00000030142"	"Clec4e"	chr6	-	123263166	123265948	123263166	123263477	123265852	123265948
1356	"ENSMUSG00000068328"	"Aup1"	chr6	+	83032109	83032671	83032109	83032260	83032371	83032671
1357	"ENSMUSG00000068328"	"Aup1"	chr6	+	83032109	83032671	83032109	83032260	83032486	83032671
1358	"ENSMUSG00000020840"	"Blmh"	chr11	+	76840785	76842011	76840785	76840895	76841869	76842011
