"GeneID","geneSymbol","max_abs_dPSI","best_dPSI","min_FDR","n_events","event_types"
"ENSMUSG00000046311","Zfp62",0.285,0.285,0.0122772876275872,1,"SE"
"ENSMUSG00000022378","Cyrib",0.128,0.128,0.0123131385382555,1,"SE"
"ENSMUSG00000021495","Fam193b",0.11,-0.11,0.0136010293468498,1,"SE"
"ENSMUSG00000021809","Nudt13",0.16,-0.16,0.0136679814968435,2,"SE,RI"
"ENSMUSG00000034071","Zfp551",0.184,-0.184,0.0141996762987254,1,"SE"
"ENSMUSG00000086453","Gm11457",0.429,-0.429,0.0144473357528274,3,"SE"
"ENSMUSG00000028919","Arhgef19",0.18,-0.18,0.0177267819373497,1,"SE"
"ENSMUSG00000027722","Spata5",0.103,0.103,0.0179975902670082,1,"MXE"
"ENSMUSG00000032258","Lca5",0.199,0.199,0.0183381996178987,1,"SE"
"ENSMUSG00000003341","Atp8b3",0.173,-0.173,0.0187672394803098,1,"SE"
"ENSMUSG00000006301","Tmbim1",0.154,-0.154,0.0190393455686343,1,"RI"
"ENSMUSG00000054894","Dmac2l",0.126,0.126,0.0190657268400384,1,"SE"
"ENSMUSG00000019732","Calr3",0.128,0.128,0.0194428294906984,1,"SE"
"ENSMUSG00000038781","Stap2",0.227,-0.227,0.019853568511796,1,"RI"
"ENSMUSG00000029823","Luc7l2",0.18,0.18,0.020952190180818,2,"SE"
"ENSMUSG00000054640","Slc8a1",0.193,-0.193,0.020952190180818,1,"SE"
"ENSMUSG00000022708","Zbtb20",0.351,0.351,0.0213783466555872,4,"SE,MXE"
"ENSMUSG00000060510","Zfp266",0.254,0.254,0.0215538923295442,1,"SE"
"ENSMUSG00000032735","Ablim3",0.285,0.285,0.0228211594612125,1,"SE"
"ENSMUSG00000037369","Kdm6a",0.129,-0.129,0.0232337443460322,1,"MXE"
"ENSMUSG00000022099","Dmtn",0.117,-0.117,0.0239082351189277,1,"SE"
"ENSMUSG00000041890","Git2",0.106,-0.106,0.0251831512160118,1,"SE"
"ENSMUSG00000110605","Gm32856",0.253,-0.253,0.0262514941996564,1,"SE"
"ENSMUSG00000039318","Rab3gap2",0.128,-0.128,0.0264892947809603,1,"RI"
"ENSMUSG00000018986","Slfn3",0.152,-0.152,0.0274917979431201,1,"SE"
"ENSMUSG00000033819","Ppp1r16a",0.114,0.114,0.0280678457845143,1,"SE"
"ENSMUSG00000019320","Noxo1",0.108,0.108,0.0282074062023449,1,"RI"
"ENSMUSG00000026349","Ccnt2",0.131,0.131,0.028811348559065,1,"RI"
"ENSMUSG00000025261","Huwe1",0.208,-0.208,0.0301232350321887,1,"SE"
"ENSMUSG00000028621","Cyb5rl",0.134,-0.134,0.0301995625922877,1,"RI"
"ENSMUSG00000111058","Gm36033",0.411,-0.411,0.0302050280655403,1,"SE"
"ENSMUSG00000024118","Tedc2",0.145,-0.145,0.0305090331078632,1,"RI"
"ENSMUSG00000006219","Fblim1",0.11,0.11,0.031043434610178,1,"A3SS"
"ENSMUSG00000048677","Tpcn2",0.124,-0.124,0.031784210700594,2,"SE"
"ENSMUSG00000079011","Gm11033",0.222,0.222,0.0321221891972023,1,"SE"
"ENSMUSG00000022552","Sharpin",0.154,0.154,0.0321576930219742,1,"A3SS"
"ENSMUSG00000007570","Fance",0.124,-0.124,0.0327006117687034,1,"SE"
"ENSMUSG00000096965","3300005D01Rik",0.121,-0.121,0.0333068860500535,1,"SE"
"ENSMUSG00000093460","Six3os1",0.122,0.122,0.0333837196332725,1,"RI"
"ENSMUSG00000036503","Rnf13",0.182,-0.182,0.0334761828115718,1,"A3SS"
"ENSMUSG00000023051","Tarbp2",0.142,-0.142,0.0347496144419432,1,"SE"
"ENSMUSG00000025728","Pigq",0.281,-0.281,0.0364954119179782,1,"SE"
"ENSMUSG00000045659","Plekha7",0.228,0.228,0.0371142851659549,1,"SE"
"ENSMUSG00000097451","Rian",0.204,-0.204,0.0374559460822644,3,"SE,A5SS,MXE"
"ENSMUSG00000037126","Psd",0.107,-0.107,0.0379609693782597,1,"SE"
"ENSMUSG00000021140","Pcnx",0.124,0.124,0.037963362071852,1,"MXE"
"ENSMUSG00000041617","Ccdc74a",0.284,0.284,0.037991969331506,1,"MXE"
"ENSMUSG00000004891","Nes",0.105,-0.105,0.0380907185024513,1,"RI"
"ENSMUSG00000000440","Pparg",0.362,0.362,0.0392625666580476,1,"MXE"
"ENSMUSG00000024937","Ehbp1l1",0.101,0.101,0.0402488622227131,1,"MXE"
"ENSMUSG00000085058","8030453O22Rik",0.231,0.231,0.0409838238074037,1,"SE"
"ENSMUSG00000026276","Septin2",0.169,-0.169,0.0418270079576347,1,"SE"
"ENSMUSG00000010554","Mettl16",0.133,-0.133,0.0429487944930022,1,"SE"
"ENSMUSG00000054770","Kctd18",0.128,0.128,0.0445932509233664,1,"A5SS"
"ENSMUSG00000031078","Cttn",0.138,-0.138,0.0446547946410203,1,"SE"
"ENSMUSG00000029635","Cdk8",0.127,0.127,0.0449989994668416,1,"SE"
"ENSMUSG00000032497","Lrrfip2",0.142,0.142,0.0469792286023311,1,"MXE"
