"GeneID","geneSymbol","max_abs_dPSI","best_dPSI","min_FDR","n_events","event_types"
"ENSMUSG00000029817","Tra2a",0.13,-0.13,1.13888094095388e-08,1,"SE"
"ENSMUSG00000040856","Dlk1",0.13,-0.13,1.1704830785525e-08,1,"A3SS"
"ENSMUSG00000017210","Med24",0.145,-0.145,1.19580554686483e-08,1,"RI"
"ENSMUSG00000002625","Akap8l",0.102,-0.102,1.2129057885048e-08,1,"RI"
"ENSMUSG00000035248","Tut7",0.2,0.2,1.23554903789364e-08,2,"SE"
"ENSMUSG00000034201","Gas2l1",0.205,-0.205,1.26245709172635e-08,2,"SE"
"ENSMUSG00000014592","Camta1",0.112,0.112,1.36042331803072e-08,1,"SE"
"ENSMUSG00000025161","Slc16a3",0.133,0.133,1.46824664266279e-08,1,"SE"
"ENSMUSG00000039318","Rab3gap2",0.223,-0.223,1.48324751766401e-08,2,"A5SS,RI"
"ENSMUSG00000021493","Pdlim7",0.212,-0.212,1.49705803309647e-08,1,"RI"
"ENSMUSG00000032478","Nme6",0.224,-0.224,1.5418444295404e-08,3,"SE,MXE"
"ENSMUSG00000020608","Smc6",0.159,0.159,1.69303382942244e-08,2,"SE"
"ENSMUSG00000032637","Atxn2l",0.226,-0.226,1.84634596117999e-08,3,"SE,A5SS"
"ENSMUSG00000055447","Cd47",0.186,-0.186,1.9594570408698e-08,2,"SE"
"ENSMUSG00000024097","Srsf7",0.117,-0.117,1.96779772844062e-08,2,"SE,RI"
"ENSMUSG00000037103","Dcaf15",0.14,-0.14,1.99458793703924e-08,1,"A5SS"
"ENSMUSG00000034252","Senp6",0.343,0.343,2.0127655598041e-08,2,"SE,MXE"
"ENSMUSG00000022702","Hira",0.145,-0.145,2.08876066388664e-08,2,"SE,A5SS"
"ENSMUSG00000012609","Ttll5",0.144,-0.144,2.09091554847252e-08,1,"SE"
"ENSMUSG00000047045","Tmem164",0.172,0.172,2.09840976943471e-08,3,"SE,MXE"
"ENSMUSG00000038371","Sbf2",0.222,0.222,2.17768155001628e-08,1,"SE"
"ENSMUSG00000028995","Hycc1",0.178,-0.178,2.31303144846181e-08,1,"SE"
"ENSMUSG00000031398","Plxna3",0.105,0.105,2.32937786096947e-08,1,"RI"
"ENSMUSG00000051586","Mical3",0.288,0.288,2.49800546387648e-08,4,"SE"
"ENSMUSG00000004562","Arhgef40",0.213,-0.213,2.60164284683539e-08,3,"SE,A3SS"
"ENSMUSG00000056851","Pcbp2",0.104,-0.104,2.61304413130821e-08,1,"A3SS"
"ENSMUSG00000022565","Plec",0.145,-0.145,2.63934084002508e-08,1,"SE"
"ENSMUSG00000033767","Tmem131l",0.124,-0.124,2.67400336112596e-08,1,"SE"
"ENSMUSG00000028560","Usp1",0.19,-0.19,2.69084701850324e-08,2,"SE"
"ENSMUSG00000051166","Eml5",0.19,-0.19,3.03047940772426e-08,1,"SE"
"ENSMUSG00000013483","Card14",0.52,0.52,3.11064886652061e-08,2,"SE,RI"
"ENSMUSG00000032374","Plod2",0.106,0.106,3.21834498925379e-08,1,"SE"
"ENSMUSG00000041328","Pcf11",0.202,-0.202,3.27217559503025e-08,1,"A5SS"
"ENSMUSG00000004815","Dgkq",0.109,-0.109,3.40561286692514e-08,1,"SE"
"ENSMUSG00000072501","Phf20l1",0.277,-0.277,3.44219544020406e-08,4,"SE,A3SS,RI"
"ENSMUSG00000028797","Tmem234",0.154,0.154,3.52540989109991e-08,4,"SE,A5SS,MXE"
"ENSMUSG00000001017","Chtop",0.103,-0.103,4.04967711294638e-08,1,"SE"
"ENSMUSG00000019944","Rhobtb1",0.116,0.116,4.1329237693675e-08,1,"SE"
"ENSMUSG00000022422","Dscc1",0.249,-0.249,4.13900645185241e-08,1,"SE"
"ENSMUSG00000026959","Grin1",0.222,0.222,4.21977447629106e-08,2,"SE"
"ENSMUSG00000028478","Clta",0.112,-0.112,4.537771370467e-08,1,"SE"
"ENSMUSG00000106864","Gtf3c2",0.143,-0.143,4.57590445162856e-08,1,"SE"
"ENSMUSG00000037058","Paip2",0.46,0.46,4.65296209505786e-08,5,"SE"
"ENSMUSG00000030406","Gipr",0.344,-0.344,4.79766390103976e-08,3,"SE,A3SS"
"ENSMUSG00000019823","Mical1",0.183,-0.183,5.77724965612637e-08,2,"SE,A5SS"
"ENSMUSG00000095567","Noc2l",0.103,-0.103,5.8173599955529e-08,1,"RI"
"ENSMUSG00000023051","Tarbp2",0.336,-0.336,5.95962155659703e-08,2,"SE"
"ENSMUSG00000067629","Syngap1",0.161,-0.161,6.06615071127103e-08,2,"SE,A3SS"
"ENSMUSG00000036768","Kif15",0.183,0.183,6.28823188889777e-08,2,"SE,A3SS"
"ENSMUSG00000030061","Uba3",0.102,0.102,6.29152564027324e-08,1,"SE"
"ENSMUSG00000025006","Sorbs1",0.274,0.274,6.43740968170826e-08,4,"SE,A3SS"
"ENSMUSG00000038416","Cdc16",0.108,0.108,7.22549068078228e-08,1,"MXE"
"ENSMUSG00000045031","Cetn4",0.357,-0.357,7.27530002715476e-08,2,"SE"
"ENSMUSG00000024958","Gpr137",0.133,-0.133,7.30372124812447e-08,1,"SE"
"ENSMUSG00000040690","Col16a1",0.159,-0.159,7.41139779483175e-08,1,"SE"
"ENSMUSG00000052707","Tnrc6a",0.151,-0.151,7.41139779483175e-08,1,"SE"
"ENSMUSG00000056153","Socs6",0.353,0.353,7.41139779483175e-08,1,"SE"
"ENSMUSG00000063894","Zkscan8",0.336,0.336,7.43164044426592e-08,2,"SE"
"ENSMUSG00000074219","Gm10644",0.485,-0.485,7.85399852131442e-08,1,"SE"
"ENSMUSG00000025060","Slk",0.138,-0.138,8.05682276826439e-08,1,"RI"
"ENSMUSG00000032212","Sltm",0.102,-0.102,8.2819968448554e-08,1,"SE"
"ENSMUSG00000031885","Cbfb",0.138,0.138,8.57216152468075e-08,3,"MXE"
"ENSMUSG00000062906","Hdac10",0.219,-0.219,8.57216152468075e-08,6,"SE,A3SS,MXE,RI"
"ENSMUSG00000063179","Pstk",0.221,-0.221,8.59135319539105e-08,1,"SE"
"ENSMUSG00000021171","Esyt2",0.121,-0.121,8.88167823190764e-08,1,"SE"
"ENSMUSG00000020590","Snx13",0.29,0.29,8.97576932367017e-08,2,"SE"
"ENSMUSG00000019775","Rgs17",0.102,0.102,9.00811004318081e-08,1,"SE"
"ENSMUSG00000067931","Zfp948",0.128,0.128,9.00811004318081e-08,1,"SE"
"ENSMUSG00000037697","Ddhd1",0.229,0.229,9.08505595997864e-08,3,"SE,MXE"
"ENSMUSG00000086968","4933431E20Rik",0.408,-0.408,9.55330284652159e-08,5,"SE,RI"
"ENSMUSG00000020400","Tnip1",0.134,-0.134,9.64369723831227e-08,1,"SE"
"ENSMUSG00000036873","2410004B18Rik",0.119,-0.119,9.75537972425887e-08,1,"SE"
"ENSMUSG00000042632","Pla2g6",0.205,-0.205,9.75537972425887e-08,1,"SE"
"ENSMUSG00000034928","Rnf44",0.114,-0.114,9.7944544030736e-08,1,"A3SS"
"ENSMUSG00000040462","Os9",0.102,-0.102,9.96518341292666e-08,1,"SE"
"ENSMUSG00000040455","Usp45",0.153,-0.153,1.02005083290265e-07,1,"SE"
"ENSMUSG00000097451","Rian",0.508,-0.508,1.02092732003227e-07,6,"SE,A5SS,A3SS,MXE,RI"
"ENSMUSG00000035278","Plekhj1",0.127,0.127,1.07211445215225e-07,1,"RI"
"ENSMUSG00000025464","Paox",0.178,-0.178,1.08239753962838e-07,2,"SE"
"ENSMUSG00000022556","Hsf1",0.132,-0.132,1.12099737112909e-07,2,"A3SS,RI"
"ENSMUSG00000029001","Fbxo44",0.211,-0.211,1.13049494406356e-07,1,"SE"
"ENSMUSG00000001482","Def8",0.364,-0.364,1.16031370093126e-07,1,"SE"
"ENSMUSG00000038876","Rnf146",0.173,0.173,1.17645427431397e-07,1,"SE"
"ENSMUSG00000054640","Slc8a1",0.281,-0.281,1.19261795689183e-07,5,"SE,MXE"
"ENSMUSG00000047731","Wbp1l",0.145,0.145,1.31226921756948e-07,1,"SE"
"ENSMUSG00000036672","Cenpt",0.203,-0.203,1.31230462143067e-07,3,"A5SS,RI"
"ENSMUSG00000027257","Pacsin3",0.253,0.253,1.45255002074864e-07,2,"SE"
"ENSMUSG00000027366","Sppl2a",0.173,-0.173,1.47624350126566e-07,1,"SE"
"ENSMUSG00000044308","Ubr3",0.139,0.139,1.57061718471471e-07,1,"A5SS"
"ENSMUSG00000037326","Capn15",0.262,-0.262,1.60824386925722e-07,3,"SE,A5SS,RI"
"ENSMUSG00000021773","Comtd1",0.132,0.132,1.79416020701634e-07,1,"RI"
"ENSMUSG00000021375","Kif13a",0.212,-0.212,1.86174173624504e-07,2,"SE"
"ENSMUSG00000043384","Gprasp1",0.146,-0.146,1.89778631186539e-07,1,"MXE"
"ENSMUSG00000023235","Ccl25",0.158,0.158,1.94999722322055e-07,3,"SE,A5SS,MXE"
"ENSMUSG00000025792","Slc25a10",0.111,-0.111,1.97143857784258e-07,1,"RI"
"ENSMUSG00000000148","Brat1",0.143,-0.143,1.98467623818828e-07,2,"A5SS,RI"
"ENSMUSG00000055692","Tmem191",0.168,0.168,1.98688756048781e-07,2,"RI"
"ENSMUSG00000029761","Cald1",0.172,-0.172,2.09120420329674e-07,2,"SE"
"ENSMUSG00000031939","Taf1d",0.109,0.109,2.11196085098113e-07,1,"RI"
"ENSMUSG00000092060","Bend4",0.159,-0.159,2.11504609381911e-07,2,"A5SS,RI"
"ENSMUSG00000049659","Aftph",0.164,-0.164,2.26742714918788e-07,3,"SE,A5SS,MXE"
"ENSMUSG00000030811","Fbxl19",0.159,-0.159,2.29602341985639e-07,2,"A5SS"
"ENSMUSG00000002395","Use1",0.11,-0.11,2.33161561093591e-07,1,"SE"
"ENSMUSG00000067825","Pex26",0.113,-0.113,2.44457672884346e-07,1,"SE"
"ENSMUSG00000031736","Crnde",0.21,0.21,2.51932976335159e-07,8,"SE,A5SS,MXE"
"ENSMUSG00000031865","Dctn1",0.117,-0.117,2.54634701482315e-07,1,"SE"
"ENSMUSG00000030314","Atg7",0.429,0.429,2.55504128351909e-07,1,"SE"
"ENSMUSG00000026589","Sec16b",0.178,-0.178,2.59957342057324e-07,1,"SE"
"ENSMUSG00000029916","Agk",0.327,-0.327,2.60811993128998e-07,1,"SE"
"ENSMUSG00000012123","Crybg2",0.176,-0.176,2.67536117641584e-07,1,"SE"
"ENSMUSG00000025358","Cdk2",0.198,-0.198,2.67536117641584e-07,1,"SE"
"ENSMUSG00000051278","Zgrf1",0.135,-0.135,2.7388984864346e-07,1,"SE"
"ENSMUSG00000079491","H2-T10",0.245,-0.245,2.74560092304994e-07,1,"SE"
"ENSMUSG00000015377","Dennd6b",0.153,-0.153,2.79140046240731e-07,2,"A3SS,RI"
"ENSMUSG00000018906","P4ha2",0.128,0.128,2.8296915761083e-07,1,"MXE"
"ENSMUSG00000024287","Thoc1",0.226,-0.226,2.85584048801799e-07,1,"RI"
"ENSMUSG00000061613","U2af1",0.241,0.241,2.90030240115313e-07,3,"SE"
"ENSMUSG00000029635","Cdk8",0.153,0.153,2.90743084907931e-07,2,"SE"
"ENSMUSG00000029505","Ep400",0.142,0.142,2.94993465250669e-07,2,"SE,A3SS"
"ENSMUSG00000028653","Trit1",0.12,-0.12,3.08425481320397e-07,2,"SE"
"ENSMUSG00000087403","Kantr",0.139,0.139,3.09276183849629e-07,1,"SE"
"ENSMUSG00000060450","Rnf14",0.356,-0.356,3.23092100273464e-07,3,"SE"
"ENSMUSG00000025144","Cenpx",0.109,-0.109,3.23853864395517e-07,1,"SE"
"ENSMUSG00000039096","Rsad1",0.112,-0.112,3.26749875299146e-07,1,"SE"
"ENSMUSG00000036977","Anapc10",0.201,-0.201,3.51131047581848e-07,2,"A3SS"
"ENSMUSG00000033577","Myo6",0.134,-0.134,3.55702936240723e-07,1,"SE"
"ENSMUSG00000036503","Rnf13",0.261,-0.261,3.62742944077896e-07,2,"A3SS"
"ENSMUSG00000052752","Traf7",0.178,0.178,3.69127646791697e-07,3,"A5SS,A3SS,MXE"
"ENSMUSG00000034800","Zfp661",0.313,-0.313,3.81143746070178e-07,2,"SE"
"ENSMUSG00000037126","Psd",0.193,-0.193,3.97563052292051e-07,1,"SE"
"ENSMUSG00000022974","Paxbp1",0.121,-0.121,3.99059003353235e-07,1,"A5SS"
"ENSMUSG00000121449","Pdxk-ps",0.306,-0.306,4.0476382504492e-07,1,"SE"
"ENSMUSG00000031982","Arv1",0.158,-0.158,4.13010905458807e-07,2,"A3SS,MXE"
"ENSMUSG00000020020","Usp44",0.247,-0.247,4.25355180725677e-07,2,"SE"
"ENSMUSG00000021027","Ralgapa1",0.14,-0.14,4.34727521021452e-07,1,"SE"
"ENSMUSG00000021557","Agtpbp1",0.124,0.124,4.38670691185662e-07,1,"SE"
"ENSMUSG00000040479","Dgkz",0.152,-0.152,4.38670691185662e-07,1,"SE"
"ENSMUSG00000042751","Nmnat2",0.549,-0.549,4.39260381309807e-07,1,"SE"
"ENSMUSG00000096965","3300005D01Rik",0.189,-0.189,4.52761380502343e-07,2,"SE"
"ENSMUSG00000005625","Psmd4",0.217,-0.217,4.84058851516387e-07,1,"RI"
"ENSMUSG00000025766","D3Ertd751e",0.165,0.165,5.100608431175e-07,2,"SE,RI"
"ENSMUSG00000022617","Chkb",0.113,-0.113,5.3496499381512e-07,1,"RI"
"ENSMUSG00000022185","Acin1",0.15,-0.15,5.79776064955045e-07,3,"SE"
"ENSMUSG00000034165","Ccnd3",0.353,-0.353,5.83851246187373e-07,4,"SE,A5SS"
"ENSMUSG00000033392","Clasp2",0.131,-0.131,5.85942704572475e-07,1,"SE"
"ENSMUSG00000074305","Peak1",0.428,-0.428,5.85942704572475e-07,1,"SE"
"ENSMUSG00000025920","Stau2",0.25,-0.25,5.94498010767572e-07,1,"SE"
"ENSMUSG00000028041","Adam15",0.51,-0.51,6.08362338615241e-07,1,"A3SS"
"ENSMUSG00000079084","Ccdc82",0.138,-0.138,6.62753018163348e-07,2,"SE,MXE"
"ENSMUSG00000036333","Kidins220",0.152,0.152,7.03298940818431e-07,2,"SE"
"ENSMUSG00000063594","Gng8",0.144,-0.144,7.71001050326357e-07,2,"SE,A3SS"
"ENSMUSG00000032298","Neil1",0.141,-0.141,8.27560548132453e-07,1,"SE"
"ENSMUSG00000014782","Plekhg4",0.226,-0.226,8.28886220173044e-07,1,"RI"
"ENSMUSG00000047767","Atg16l2",0.187,-0.187,8.36906727409786e-07,3,"A5SS,RI"
"ENSMUSG00000010608","Rbm25",0.141,-0.141,8.52112878340483e-07,1,"RI"
"ENSMUSG00000043411","Usp48",0.138,-0.138,8.76828404888278e-07,1,"SE"
"ENSMUSG00000036009","Mettl25",0.246,0.246,9.35901377040606e-07,1,"SE"
"ENSMUSG00000000355","Mcts1",0.133,0.133,9.80197354962447e-07,1,"MXE"
"ENSMUSG00000053907","Mat2a",0.112,-0.112,9.96168391652722e-07,1,"RI"
"ENSMUSG00000038781","Stap2",0.36,-0.36,1.01452038641024e-06,1,"RI"
"ENSMUSG00000042772","Smg7",0.124,-0.124,1.03594209488357e-06,2,"SE,A5SS"
"ENSMUSG00000029769","Ccdc136",0.222,-0.222,1.09896466421249e-06,3,"SE"
"ENSMUSG00000031712","Il15",0.162,-0.162,1.13234664688182e-06,1,"MXE"
"ENSMUSG00000070733","Fryl",0.103,-0.103,1.1914221436475e-06,1,"SE"
"ENSMUSG00000008140","Emc10",0.109,-0.109,1.19371306669874e-06,1,"SE"
"ENSMUSG00000025591","Tma16",0.111,0.111,1.21989975429258e-06,1,"A3SS"
"ENSMUSG00000018501","Ncor1",0.167,-0.167,1.25705505124636e-06,3,"SE,A3SS"
"ENSMUSG00000054752","Fsd1l",0.105,0.105,1.25705505124636e-06,1,"A3SS"
"ENSMUSG00000078784","Rbis",0.176,-0.176,1.39073553377392e-06,1,"RI"
"ENSMUSG00000052337","Immt",0.129,-0.129,1.41621622151681e-06,2,"A3SS,MXE"
"ENSMUSG00000045761","Togaram2",0.188,0.188,1.42790946565984e-06,1,"SE"
"ENSMUSG00000016346","Kcnq2",0.126,0.126,1.44977024033862e-06,1,"SE"
"ENSMUSG00000024668","Sdhaf2",0.133,-0.133,1.47071843013245e-06,2,"A5SS,RI"
"ENSMUSG00000021254","Gpatch2l",0.22,-0.22,1.52022685824105e-06,5,"SE,MXE"
"ENSMUSG00000035021","Baz1a",0.207,-0.207,1.59557909766938e-06,2,"SE,A3SS"
"ENSMUSG00000062753","Smim29",0.231,-0.231,1.59557909766938e-06,1,"A3SS"
"ENSMUSG00000025982","Sf3b1",0.121,-0.121,1.65575489400058e-06,1,"RI"
"ENSMUSG00000033981","Gria2",0.182,-0.182,1.68157406719123e-06,1,"SE"
"ENSMUSG00000026970","Rbms1",0.109,-0.109,1.68601818355716e-06,1,"SE"
"ENSMUSG00000027660","Skil",0.136,-0.136,1.70767099120599e-06,1,"A5SS"
"ENSMUSG00000026743","Mllt10",0.222,0.222,1.76112398156733e-06,4,"SE"
"ENSMUSG00000001844","Zdhhc4",0.137,-0.137,1.81552964461352e-06,1,"SE"
"ENSMUSG00000062785","Kcnc3",0.236,0.236,1.82748512603246e-06,2,"SE"
"ENSMUSG00000063142","Kcnma1",0.121,-0.121,1.84068639137306e-06,1,"SE"
"ENSMUSG00000079334","Naa80",0.174,0.174,1.84239085200602e-06,1,"RI"
"ENSMUSG00000015656","Hspa8",0.14,0.14,1.9447012063886e-06,1,"RI"
"ENSMUSG00000025188","Hps1",0.168,-0.168,1.95567447614796e-06,1,"RI"
"ENSMUSG00000049606","Zfp644",0.341,-0.341,2.04239363676878e-06,2,"A5SS,RI"
"ENSMUSG00000004565","Pnpla6",0.26,-0.26,2.1272327525896e-06,3,"SE,A3SS"
"ENSMUSG00000006958","Chrd",0.449,-0.449,2.13768804346231e-06,4,"SE,RI"
"ENSMUSG00000021275","Tecpr2",0.224,-0.224,2.21558823749321e-06,2,"A3SS"
"ENSMUSG00000095041","ENSMUSG00000095041",0.115,-0.115,2.23977840969747e-06,1,"SE"
"ENSMUSG00000040174","Alkbh3",0.166,0.166,2.40332978704009e-06,2,"SE,A5SS"
"ENSMUSG00000019320","Noxo1",0.218,0.218,2.41893461940184e-06,1,"RI"
"ENSMUSG00000022536","Glyr1",0.158,-0.158,2.715044721209e-06,1,"A3SS"
"ENSMUSG00000030232","Aebp2",0.131,-0.131,2.72197229459709e-06,1,"RI"
"ENSMUSG00000043987","Cep164",0.239,-0.239,2.8285431862806e-06,5,"SE"
"ENSMUSG00000115149","9330188P03Rik",0.259,-0.259,2.83004845212252e-06,3,"SE,A5SS"
"ENSMUSG00000028760","Eif4g3",0.286,-0.286,2.87812366192774e-06,4,"SE,A3SS"
"ENSMUSG00000024387","Csnk2b",0.344,-0.344,2.91601843438291e-06,1,"SE"
"ENSMUSG00000029576","Radil",0.137,0.137,2.98946904568692e-06,1,"A3SS"
"ENSMUSG00000039628","Hs3st6",0.111,0.111,3.11804907215085e-06,1,"SE"
"ENSMUSG00000005069","Pex5",0.154,-0.154,3.1354393149512e-06,2,"SE"
"ENSMUSG00000021482","Prxl2c",0.164,0.164,3.19801903985779e-06,1,"SE"
"ENSMUSG00000042138","Msantd2",0.187,0.187,3.20736397438526e-06,3,"SE"
"ENSMUSG00000075324","Fign",0.324,0.324,3.21329993577969e-06,2,"SE"
"ENSMUSG00000121504","Ppp4r1l-ps",0.351,-0.351,3.37704658606847e-06,13,"SE,A3SS,MXE"
"ENSMUSG00000031774","Psme3ip1",0.416,0.416,3.40190633600836e-06,1,"SE"
"ENSMUSG00000059022","Kcp",0.287,-0.287,3.49766090606658e-06,2,"SE,A3SS"
"ENSMUSG00000097727","F630040K05Rik",0.389,0.389,3.59910046937619e-06,1,"SE"
"ENSMUSG00000030557","Mef2a",0.188,-0.188,3.82827506342898e-06,1,"SE"
"ENSMUSG00000003198","Zfp959",0.291,0.291,3.9339154757188e-06,1,"SE"
"ENSMUSG00000042520","Ubap2l",0.102,0.102,3.94430021856465e-06,1,"SE"
"ENSMUSG00000026196","Bard1",0.153,0.153,3.94431111417342e-06,1,"SE"
"ENSMUSG00000060224","Pyroxd2",0.126,-0.126,4.03590088351891e-06,2,"SE"
"ENSMUSG00000071454","Dtnb",0.202,-0.202,4.03815502687876e-06,1,"SE"
"ENSMUSG00000035757","Selenoo",0.134,-0.134,4.05009259640726e-06,1,"A5SS"
"ENSMUSG00000037348","Paqr7",0.612,0.612,4.08508034098305e-06,1,"SE"
"ENSMUSG00000049106","Dcaf5",0.193,0.193,4.24586193768205e-06,1,"MXE"
"ENSMUSG00000121500","ENSMUSG00000121500",0.503,-0.503,4.24586193768205e-06,6,"SE,A5SS,MXE,RI"
"ENSMUSG00000034327","Kctd9",0.11,-0.11,4.30642682828059e-06,1,"A3SS"
"ENSMUSG00000022469","Rapgef3",0.261,-0.261,4.38796407290267e-06,1,"RI"
"ENSMUSG00000030188","Magohb",0.177,-0.177,4.41519431700538e-06,1,"SE"
"ENSMUSG00000066892","Fbxl12",0.167,-0.167,4.50759211792411e-06,1,"A5SS"
"ENSMUSG00000026527","Rgs7",0.257,0.257,4.51726584513169e-06,2,"SE"
"ENSMUSG00000016664","Pacsin2",0.13,-0.13,4.78678250710644e-06,1,"SE"
"ENSMUSG00000020669","Sh3yl1",0.318,0.318,5.07586260740016e-06,1,"RI"
"ENSMUSG00000005893","Nr2c2",0.334,0.334,5.15892663881317e-06,1,"SE"
"ENSMUSG00000004319","Clcn3",0.136,-0.136,5.23745151685862e-06,2,"SE"
"ENSMUSG00000031833","Mast3",0.292,0.292,5.26739603305051e-06,1,"SE"
"ENSMUSG00000024949","Sf1",0.399,-0.399,5.28990447639483e-06,1,"SE"
"ENSMUSG00000038685","Rtel1",0.173,-0.173,5.2985879812659e-06,3,"SE,RI"
"ENSMUSG00000004187","Kifc2",0.114,-0.114,5.4355347062181e-06,2,"SE"
"ENSMUSG00000025145","Lrrc45",0.134,-0.134,5.61121237593672e-06,1,"SE"
"ENSMUSG00000055681","Cope",0.176,-0.176,5.66752495785945e-06,1,"RI"
"ENSMUSG00000027263","Tubgcp4",0.173,-0.173,5.7324035542408e-06,2,"A3SS,RI"
"ENSMUSG00000028621","Cyb5rl",0.413,-0.413,5.94873823751629e-06,1,"RI"
"ENSMUSG00000028687","Mutyh",0.216,-0.216,5.99428578245401e-06,2,"SE"
"ENSMUSG00000074887","EU599041",0.167,-0.167,6.14330168253398e-06,2,"SE"
"ENSMUSG00000022674","Ube2v2",0.115,0.115,6.17216614252387e-06,1,"SE"
"ENSMUSG00000040412","Elapor1",0.118,-0.118,6.17698774518876e-06,1,"SE"
"ENSMUSG00000040363","Bcor",0.344,0.344,6.24696314211331e-06,4,"SE,A3SS,MXE"
"ENSMUSG00000039199","Zdhhc1",0.306,-0.306,6.33976024782799e-06,2,"SE,A3SS"
"ENSMUSG00000052760","A630001G21Rik",0.398,-0.398,6.68316704133019e-06,1,"A3SS"
"ENSMUSG00000043923","Ccdc84",0.183,-0.183,6.73922375967719e-06,2,"SE"
"ENSMUSG00000037466","Tedc1",0.168,-0.168,7.364249116398e-06,1,"A3SS"
"ENSMUSG00000021281","Tnfaip2",0.178,-0.178,7.49257584789706e-06,1,"RI"
"ENSMUSG00000068663","Clec16a",0.208,0.208,7.73091409290032e-06,1,"A5SS"
"ENSMUSG00000065954","Tacc1",0.144,0.144,7.79253957751958e-06,2,"SE"
"ENSMUSG00000024150","Mcfd2",0.116,-0.116,7.79414037445332e-06,1,"SE"
"ENSMUSG00000036834","Plch1",0.156,0.156,7.8652208403867e-06,1,"SE"
"ENSMUSG00000050891","Tatdn1",0.13,-0.13,7.874527233444e-06,2,"SE,A5SS"
"ENSMUSG00000020863","Luc7l3",0.26,-0.26,7.98971196744782e-06,2,"SE"
"ENSMUSG00000042699","Dhx9",0.107,-0.107,8.00914175266303e-06,1,"SE"
"ENSMUSG00000046613","Vwa5b2",0.172,-0.172,8.13939243889258e-06,3,"SE"
"ENSMUSG00000024937","Ehbp1l1",0.234,0.234,8.17639832882139e-06,3,"SE,A5SS,MXE"
"ENSMUSG00000027584","Oprl1",0.418,0.418,8.23028332692743e-06,3,"SE,MXE"
"ENSMUSG00000031171","Ftsj1",0.24,-0.24,8.41159447979181e-06,1,"RI"
"ENSMUSG00000029810","Tmem176b",0.242,0.242,8.42783586911536e-06,1,"SE"
"ENSMUSG00000034757","Tmub2",0.142,0.142,8.63196398404937e-06,1,"SE"
"ENSMUSG00000032340","Neo1",0.136,-0.136,8.72715876122299e-06,1,"SE"
"ENSMUSG00000053119","Chmp3",0.191,0.191,8.77273641814199e-06,2,"SE"
"ENSMUSG00000029823","Luc7l2",0.335,-0.335,9.4376012364881e-06,4,"SE,MXE"
"ENSMUSG00000021500","Ddx46",0.216,-0.216,9.59617878636206e-06,1,"RI"
"ENSMUSG00000028751","Pla2g2e",0.177,0.177,9.6637535036257e-06,1,"SE"
"ENSMUSG00000092203","1110038B12Rik",0.139,0.139,9.76563755415562e-06,3,"A5SS,RI"
"ENSMUSG00000078870","Gm14410",0.175,0.175,9.93360572399641e-06,1,"SE"
"ENSMUSG00000027569","Mrgbp",0.107,-0.107,1.01055443627531e-05,1,"RI"
"ENSMUSG00000045438","Cox19",0.271,-0.271,1.04221426573747e-05,1,"SE"
"ENSMUSG00000049676","Catsperg1",0.4,0.4,1.04409689194384e-05,14,"SE,A5SS,A3SS,RI"
"ENSMUSG00000042625","Safb2",0.146,0.146,1.10142909781263e-05,1,"RI"
"ENSMUSG00000056260","Lrif1",0.221,-0.221,1.1130485830752e-05,1,"SE"
"ENSMUSG00000048899","Rimkla",0.217,0.217,1.1171220355266e-05,1,"SE"
"ENSMUSG00000028788","Ptp4a2",0.116,0.116,1.13391970755791e-05,1,"MXE"
"ENSMUSG00000042787","Exog",0.211,-0.211,1.14977331671125e-05,2,"SE"
"ENSMUSG00000037552","Plekhg2",0.183,-0.183,1.1585349781486e-05,2,"A3SS"
"ENSMUSG00000036817","Sun1",0.151,0.151,1.18692756569978e-05,4,"SE,A3SS"
"ENSMUSG00000038241","Cep250",0.149,-0.149,1.20723588133376e-05,1,"RI"
"ENSMUSG00000031012","Cask",0.136,0.136,1.23089842693126e-05,2,"SE,MXE"
"ENSMUSG00000032534","Cep63",0.306,-0.306,1.2645536315877e-05,3,"SE,MXE"
"ENSMUSG00000028613","Lrp8",0.133,0.133,1.268059414944e-05,3,"SE,MXE"
"ENSMUSG00000054708","Ankrd24",0.343,-0.343,1.283507514093e-05,2,"RI"
"ENSMUSG00000049916","2610318N02Rik",0.108,0.108,1.31600096638999e-05,1,"MXE"
"ENSMUSG00000045751","Mms22l",0.155,0.155,1.32540178536542e-05,1,"SE"
"ENSMUSG00000040093","Bmf",0.193,0.193,1.34288923752851e-05,1,"SE"
"ENSMUSG00000026082","Rev1",0.111,-0.111,1.34330264450984e-05,2,"SE"
"ENSMUSG00000033697","Arhgap39",0.173,0.173,1.34385251940532e-05,1,"SE"
"ENSMUSG00000062044","Lmtk3",0.168,-0.168,1.34681155257881e-05,1,"RI"
"ENSMUSG00000042747","Krtcap2",0.117,0.117,1.37550339453115e-05,1,"MXE"
"ENSMUSG00000042359","Osbpl6",0.13,-0.13,1.39787063562537e-05,1,"SE"
"ENSMUSG00000007850","Hnrnph1",0.242,-0.242,1.40017309400077e-05,1,"SE"
"ENSMUSG00000033209","Ttc28",0.171,-0.171,1.41001846941626e-05,1,"SE"
"ENSMUSG00000037400","Atp11b",0.24,-0.24,1.43476359846319e-05,1,"RI"
"ENSMUSG00000011884","Gltp",0.138,-0.138,1.46091387609445e-05,1,"A3SS"
"ENSMUSG00000020181","Nav3",0.244,0.244,1.48853311185324e-05,1,"MXE"
