"event_id","GeneID","geneSymbol","chr","exonStart_0base","exonEnd","exon_length","size_category","dPSI","FDR","direction"
"ENSMUSG00000018411_chr11_104180733_104180820","ENSMUSG00000018411","Mapt","chr11",104180733,104180820,87,"Regular (>50bp)",0.152,4.49553475872719e-06,"Inclusion"
"ENSMUSG00000035112_chr11_101153548_101153671","ENSMUSG00000035112","Wnk4","chr11",101153548,101153671,123,"Regular (>50bp)",-0.159,0.0135126988879572,"Exclusion"
"ENSMUSG00000019302_chr11_100940284_100940302","ENSMUSG00000019302","Atp6v0a1","chr11",100940284,100940302,18,"Microexon (0-30bp)",-0.134,0,"Exclusion"
"ENSMUSG00000037935_chr11_99115546_99115968","ENSMUSG00000037935","Smarce1","chr11",99115546,99115968,422,"Regular (>50bp)",-0.51,5.23687259779767e-05,"Exclusion"
"ENSMUSG00000024958_chr19_6916896_6917054","ENSMUSG00000024958","Gpr137","chr19",6916896,6917054,158,"Regular (>50bp)",-0.133,7.30372124812447e-08,"Exclusion"
"ENSMUSG00000070337_chr11_97234434_97234673","ENSMUSG00000070337","Gpr179","chr11",97234434,97234673,239,"Regular (>50bp)",-0.472,0.00900190283351081,"Exclusion"
"ENSMUSG00000039096_chr11_94439003_94439189","ENSMUSG00000039096","Rsad1","chr11",94439003,94439189,186,"Regular (>50bp)",-0.112,3.26749875299146e-07,"Exclusion"
"ENSMUSG00000020516_chr11_86407976_86408075","ENSMUSG00000020516","Rps6kb1","chr11",86407976,86408075,99,"Regular (>50bp)",-0.336,0.000979986981564479,"Exclusion"
"ENSMUSG00000034940_chr11_83876074_83876377","ENSMUSG00000034940","Synrg","chr11",83876074,83876377,303,"Regular (>50bp)",-0.102,0.0293792392416017,"Exclusion"
"ENSMUSG00000034940_chr11_83877639_83877873","ENSMUSG00000034940","Synrg","chr11",83877639,83877873,234,"Regular (>50bp)",-0.131,0.00438982310324477,"Exclusion"
"ENSMUSG00000121399_chr11_83149950_83150064","ENSMUSG00000121399","ENSMUSG00000121399","chr11",83149950,83150064,114,"Regular (>50bp)",0.11,7.37181214499985e-07,"Inclusion"
"ENSMUSG00000045555_chr10_40605982_40606081","ENSMUSG00000045555","Mettl24","chr10",40605982,40606081,99,"Regular (>50bp)",-0.149,0.0434804285075908,"Exclusion"
"ENSMUSG00000097391_chr12_109715389_109715443","ENSMUSG00000097391","Mirg","chr12",109715389,109715443,54,"Regular (>50bp)",0.364,0.00163732077772731,"Inclusion"
"ENSMUSG00000040860_chr4_140774082_140774166","ENSMUSG00000040860","Crocc","chr4",140774082,140774166,84,"Regular (>50bp)",-0.247,0.000362424786876398,"Exclusion"
"ENSMUSG00000040860_chr4_140774254_140774440","ENSMUSG00000040860","Crocc","chr4",140774254,140774440,186,"Regular (>50bp)",-0.28,2.96166508071606e-08,"Exclusion"
"ENSMUSG00000025607_chr6_30872476_30872529","ENSMUSG00000025607","Copg2","chr6",30872476,30872529,53,"Regular (>50bp)",0.147,0.0327743426678463,"Inclusion"
"ENSMUSG00000029769_chr6_29411708_29411867","ENSMUSG00000029769","Ccdc136","chr6",29411708,29411867,159,"Regular (>50bp)",-0.105,0.000379212180645387,"Exclusion"
"ENSMUSG00000029769_chr6_29414784_29414979","ENSMUSG00000029769","Ccdc136","chr6",29414784,29414979,195,"Regular (>50bp)",-0.148,1.09896466421249e-06,"Exclusion"
"ENSMUSG00000029769_chr6_29417070_29417577","ENSMUSG00000029769","Ccdc136","chr6",29417070,29417577,507,"Regular (>50bp)",-0.222,0.0346952164589474,"Exclusion"
"ENSMUSG00000055991_chr5_145148555_145148638","ENSMUSG00000055991","Zkscan5","chr5",145148555,145148638,83,"Regular (>50bp)",0.128,0.00119583636053714,"Inclusion"
"ENSMUSG00000040811_chr7_18935754_18935852","ENSMUSG00000040811","Eml2","chr7",18935754,18935852,98,"Regular (>50bp)",-0.105,4.01941352830388e-13,"Exclusion"
"ENSMUSG00000030016_chr6_83958665_83958767","ENSMUSG00000030016","Zfp638","chr6",83958665,83958767,102,"Regular (>50bp)",-0.152,0.00185086473313166,"Exclusion"
"ENSMUSG00000045751_chr4_24591033_24591245","ENSMUSG00000045751","Mms22l","chr4",24591033,24591245,212,"Regular (>50bp)",0.155,1.32540178536542e-05,"Inclusion"
"ENSMUSG00000097068_chr15_92262780_92262993","ENSMUSG00000097068","Gm26760","chr15",92262780,92262993,213,"Regular (>50bp)",-0.457,0.036327949617687,"Exclusion"
"ENSMUSG00000097068_chr15_92263426_92263840","ENSMUSG00000097068","Gm26760","chr15",92263426,92263840,414,"Regular (>50bp)",-0.137,0.0282802987044399,"Exclusion"
"ENSMUSG00000097068_chr15_92265055_92265175","ENSMUSG00000097068","Gm26760","chr15",92265055,92265175,120,"Regular (>50bp)",0.224,0.0259465118308786,"Inclusion"
"ENSMUSG00000034211_chr5_129792747_129792827","ENSMUSG00000034211","Mrps17","chr5",129792747,129792827,80,"Regular (>50bp)",-0.119,2.11537158047168e-09,"Exclusion"
"ENSMUSG00000034211_chr5_129792747_129792974","ENSMUSG00000034211","Mrps17","chr5",129792747,129792974,227,"Regular (>50bp)",-0.117,8.94819663314711e-14,"Exclusion"
"ENSMUSG00000023994_chr17_48706012_48706093","ENSMUSG00000023994","Nfya","chr17",48706012,48706093,81,"Regular (>50bp)",-0.13,1.70256753586161e-10,"Exclusion"
"ENSMUSG00000042594_chr5_121970565_121970653","ENSMUSG00000042594","Sh2b3","chr5",121970565,121970653,88,"Regular (>50bp)",-0.145,0.000296875359253506,"Exclusion"
"ENSMUSG00000043987_chr9_45697075_45697219","ENSMUSG00000043987","Cep164","chr9",45697075,45697219,144,"Regular (>50bp)",0.104,0.00209841447512941,"Inclusion"
"ENSMUSG00000039176_chr7_79109260_79109333","ENSMUSG00000039176","Polg","chr7",79109260,79109333,73,"Regular (>50bp)",-0.183,3.15292798758189e-09,"Exclusion"
"ENSMUSG00000098912_chr3_88718520_88718676","ENSMUSG00000098912","1500004A13Rik","chr3",88718520,88718676,156,"Regular (>50bp)",0.178,0.0293048937244689,"Inclusion"
"ENSMUSG00000033209_chr5_111040697_111040976","ENSMUSG00000033209","Ttc28","chr5",111040697,111040976,279,"Regular (>50bp)",-0.171,1.41001846941626e-05,"Exclusion"
"ENSMUSG00000004815_chr5_108799757_108799864","ENSMUSG00000004815","Dgkq","chr5",108799757,108799864,107,"Regular (>50bp)",-0.109,3.40561286692514e-08,"Exclusion"
"ENSMUSG00000029328_chr5_100185426_100185588","ENSMUSG00000029328","Hnrnpdl","chr5",100185426,100185588,162,"Regular (>50bp)",-0.641,2.28372744287056e-07,"Exclusion"
"ENSMUSG00000045102_chr5_34325738_34325787","ENSMUSG00000045102","Poln","chr5",34325738,34325787,49,"Small (30-50bp)",0.242,0.0197616170964018,"Inclusion"
"ENSMUSG00000021375_chr13_46934101_46934140","ENSMUSG00000021375","Kif13a","chr13",46934101,46934140,39,"Small (30-50bp)",-0.212,1.86174173624504e-07,"Exclusion"
"ENSMUSG00000070733_chr5_73182113_73182131","ENSMUSG00000070733","Fryl","chr5",73182113,73182131,18,"Microexon (0-30bp)",-0.103,1.1914221436475e-06,"Exclusion"
"ENSMUSG00000020451_chr11_3311020_3311108","ENSMUSG00000020451","Limk2","chr11",3311020,3311108,88,"Regular (>50bp)",-0.166,0.0136183589898682,"Exclusion"
"ENSMUSG00000057265_chr12_84471909_84472054","ENSMUSG00000057265","Bbof1","chr12",84471909,84472054,145,"Regular (>50bp)",-0.297,0.0180909523628455,"Exclusion"
"ENSMUSG00000057265_chr12_84471909_84472054","ENSMUSG00000057265","Bbof1","chr12",84471909,84472054,145,"Regular (>50bp)",-0.153,0.0491546354962767,"Exclusion"
"ENSMUSG00000036202_chr2_52006679_52006757","ENSMUSG00000036202","Rif1","chr2",52006679,52006757,78,"Regular (>50bp)",0.101,0.000123252539866031,"Inclusion"
"ENSMUSG00000028188_chr3_146181010_146181136","ENSMUSG00000028188","Spata1","chr3",146181010,146181136,126,"Regular (>50bp)",-0.28,4.70464776275041e-05,"Exclusion"
"ENSMUSG00000039782_chr5_43395669_43395759","ENSMUSG00000039782","Cpeb2","chr5",43395669,43395759,90,"Regular (>50bp)",-0.183,0.00186829026355821,"Exclusion"
"ENSMUSG00000028563_chr4_98263156_98263250","ENSMUSG00000028563","Tm2d1","chr4",98263156,98263250,94,"Regular (>50bp)",-0.224,0.00258686781051736,"Exclusion"
"ENSMUSG00000028563_chr4_98263156_98263265","ENSMUSG00000028563","Tm2d1","chr4",98263156,98263265,109,"Regular (>50bp)",-0.192,0.00339421123507624,"Exclusion"
"ENSMUSG00000022099_chr14_70855394_70855469","ENSMUSG00000022099","Dmtn","chr14",70855394,70855469,75,"Regular (>50bp)",-0.174,0.000809400786567631,"Exclusion"
"ENSMUSG00000062761_chr5_31610498_31610557","ENSMUSG00000062761","Zfp512","chr5",31610498,31610557,59,"Regular (>50bp)",0.143,0.00126683737635902,"Inclusion"
"ENSMUSG00000056260_chr3_106640652_106640922","ENSMUSG00000056260","Lrif1","chr3",106640652,106640922,270,"Regular (>50bp)",-0.221,1.1130485830752e-05,"Exclusion"
"ENSMUSG00000006342_chr10_75478296_75478504","ENSMUSG00000006342","Susd2","chr10",75478296,75478504,208,"Regular (>50bp)",-0.103,0.000225144159132019,"Exclusion"
"ENSMUSG00000002012_chrX_72702785_72702855","ENSMUSG00000002012","Pnck","chrX",72702785,72702855,70,"Regular (>50bp)",0.135,0.00040050022321504,"Inclusion"
"ENSMUSG00000084885_chrX_151168640_151168748","ENSMUSG00000084885","3010001F23Rik","chrX",151168640,151168748,108,"Regular (>50bp)",-0.21,0.0178605944352032,"Exclusion"
"ENSMUSG00000021313_chr13_11649192_11649216","ENSMUSG00000021313","Ryr2","chr13",11649192,11649216,24,"Microexon (0-30bp)",0.199,5.62550019090521e-05,"Inclusion"
"ENSMUSG00000039103_chr3_151955296_151955338","ENSMUSG00000039103","Nexn","chr3",151955296,151955338,42,"Small (30-50bp)",0.197,0.00828088297553552,"Inclusion"
"ENSMUSG00000057637_chr4_142921230_142921304","ENSMUSG00000057637","Prdm2","chr4",142921230,142921304,74,"Regular (>50bp)",0.132,0.00186623599456767,"Inclusion"
"ENSMUSG00000040842_chr4_140847634_140847684","ENSMUSG00000040842","Szrd1","chr4",140847634,140847684,50,"Small (30-50bp)",0.103,9.67694947276558e-05,"Inclusion"
"ENSMUSG00000065999_chr4_147647371_147647415","ENSMUSG00000065999","Zfp985","chr4",147647371,147647415,44,"Small (30-50bp)",0.293,0.000531641882274426,"Inclusion"
"ENSMUSG00000041193_chr4_138531817_138531962","ENSMUSG00000041193","Pla2g5","chr4",138531817,138531962,145,"Regular (>50bp)",-0.181,0.00692585064621814,"Exclusion"
"ENSMUSG00000045349_chr4_137981583_137981664","ENSMUSG00000045349","Sh2d5","chr4",137981583,137981664,81,"Regular (>50bp)",0.58,0.00012291311113261,"Inclusion"
"ENSMUSG00000045349_chr4_137982862_137983009","ENSMUSG00000045349","Sh2d5","chr4",137982862,137983009,147,"Regular (>50bp)",-0.347,0.021151223667208,"Exclusion"
"ENSMUSG00000014444_chr8_123216293_123216355","ENSMUSG00000014444","Piezo1","chr8",123216293,123216355,62,"Regular (>50bp)",-0.147,0.00571447968391214,"Exclusion"
"ENSMUSG00000037369_chrX_18113213_18113348","ENSMUSG00000037369","Kdm6a","chrX",18113213,18113348,135,"Regular (>50bp)",0.108,0.0260615573579175,"Inclusion"
"ENSMUSG00000037369_chrX_18113805_18113961","ENSMUSG00000037369","Kdm6a","chrX",18113805,18113961,156,"Regular (>50bp)",0.141,0.0243009675410502,"Inclusion"
"ENSMUSG00000019792_chr10_30463434_30463591","ENSMUSG00000019792","Trmt11","chr10",30463434,30463591,157,"Regular (>50bp)",-0.112,0.00227636346012586,"Exclusion"
"ENSMUSG00000035158_chr6_97918013_97918263","ENSMUSG00000035158","Mitf","chr6",97918013,97918263,250,"Regular (>50bp)",-0.133,0.00013416782293556,"Exclusion"
"ENSMUSG00000020718_chr11_106669542_106669633","ENSMUSG00000020718","Polg2","chr11",106669542,106669633,91,"Regular (>50bp)",0.103,0.000967677863357076,"Inclusion"
"ENSMUSG00000021111_chr12_105799358_105799421","ENSMUSG00000021111","Papola","chr12",105799358,105799421,63,"Regular (>50bp)",-0.142,0,"Exclusion"
"ENSMUSG00000028273_chr3_142012044_142012059","ENSMUSG00000028273","Pdlim5","chr3",142012044,142012059,15,"Microexon (0-30bp)",-0.337,0.00250359733477747,"Exclusion"
"ENSMUSG00000036667_chr6_42667970_42668126","ENSMUSG00000036667","Tcaf1","chr6",42667970,42668126,156,"Regular (>50bp)",-0.289,0.00319792879939416,"Exclusion"
"ENSMUSG00000042500_chr4_126405518_126405647","ENSMUSG00000042500","Ago4","chr4",126405518,126405647,129,"Regular (>50bp)",-0.312,0.000178270325410636,"Exclusion"
"ENSMUSG00000032217_chr9_70410221_70410284","ENSMUSG00000032217","Rnf111","chr9",70410221,70410284,63,"Regular (>50bp)",0.122,0.000161509182999405,"Inclusion"
"ENSMUSG00000025006_chr19_40365088_40365460","ENSMUSG00000025006","Sorbs1","chr19",40365088,40365460,372,"Regular (>50bp)",-0.134,0.0214939684031398,"Exclusion"
"ENSMUSG00000028637_chr4_119213834_119214044","ENSMUSG00000028637","Ccdc30","chr4",119213834,119214044,210,"Regular (>50bp)",-0.107,0.023539519616146,"Exclusion"
"ENSMUSG00000028641_chr4_119096902_119096958","ENSMUSG00000028641","P3h1","chr4",119096902,119096958,56,"Regular (>50bp)",-0.32,0.000571359950075055,"Exclusion"
"ENSMUSG00000030538_chr7_79882091_79882126","ENSMUSG00000030538","Cib1","chr7",79882091,79882126,35,"Small (30-50bp)",-0.14,0.0241580771928692,"Exclusion"
"ENSMUSG00000028613_chr4_107705477_107705600","ENSMUSG00000028613","Lrp8","chr4",107705477,107705600,123,"Regular (>50bp)",0.125,4.5093031623356e-05,"Inclusion"
"ENSMUSG00000028613_chr4_107727208_107727385","ENSMUSG00000028613","Lrp8","chr4",107727208,107727385,177,"Regular (>50bp)",-0.109,0.000396285168788694,"Exclusion"
"ENSMUSG00000027087_chr2_83634248_83634329","ENSMUSG00000027087","Itgav","chr2",83634248,83634329,81,"Regular (>50bp)",-0.161,0.00150611664762899,"Exclusion"
"ENSMUSG00000006728_chr10_126900070_126900322","ENSMUSG00000006728","Cdk4","chr10",126900070,126900322,252,"Regular (>50bp)",-0.111,0,"Exclusion"
"ENSMUSG00000019982_chr10_21020867_21021224","ENSMUSG00000019982","Myb","chr10",21020867,21021224,357,"Regular (>50bp)",-0.12,0.000103745957149079,"Exclusion"
"ENSMUSG00000106799_chr6_25941126_25941310","ENSMUSG00000106799","Gm20756","chr6",25941126,25941310,184,"Regular (>50bp)",0.113,0.0239491791707477,"Inclusion"
"ENSMUSG00000106799_chr6_25943042_25943144","ENSMUSG00000106799","Gm20756","chr6",25943042,25943144,102,"Regular (>50bp)",0.328,0.00822032841843534,"Inclusion"
"ENSMUSG00000020121_chr10_121664633_121664667","ENSMUSG00000020121","Srgap1","chr10",121664633,121664667,34,"Small (30-50bp)",-0.264,0.000289480129796794,"Exclusion"
"ENSMUSG00000059436_chr12_76986203_76986288","ENSMUSG00000059436","Max","chr12",76986203,76986288,85,"Regular (>50bp)",-0.111,4.27001663896905e-13,"Exclusion"
"ENSMUSG00000028857_chr4_132997980_132998125","ENSMUSG00000028857","Tmem222","chr4",132997980,132998125,145,"Regular (>50bp)",-0.166,0.0243979894094775,"Exclusion"
"ENSMUSG00000036555_chr5_140678548_140678683","ENSMUSG00000036555","Iqce","chr5",140678548,140678683,135,"Regular (>50bp)",-0.111,1.55494827807468e-05,"Exclusion"
"ENSMUSG00000028329_chr4_46180206_46180398","ENSMUSG00000028329","Xpa","chr4",46180206,46180398,192,"Regular (>50bp)",-0.198,0.0115637873941375,"Exclusion"
"ENSMUSG00000038766_chr3_95123524_95123579","ENSMUSG00000038766","Gabpb2","chr3",95123524,95123579,55,"Regular (>50bp)",0.129,0.0117785063594049,"Inclusion"
"ENSMUSG00000028441_chr4_41507093_41507328","ENSMUSG00000028441","1110017D15Rik","chr4",41507093,41507328,235,"Regular (>50bp)",-0.319,0.00528199134112383,"Exclusion"
"ENSMUSG00000039908_chr11_119253042_119253122","ENSMUSG00000039908","Slc26a11","chr11",119253042,119253122,80,"Regular (>50bp)",-0.106,0.00201749805312089,"Exclusion"
"ENSMUSG00000040270_chr4_32417434_32417583","ENSMUSG00000040270","Bach2","chr4",32417434,32417583,149,"Regular (>50bp)",0.13,0.000494102898587471,"Inclusion"
"ENSMUSG00000030134_chr6_118062197_118062446","ENSMUSG00000030134","Rasgef1a","chr6",118062197,118062446,249,"Regular (>50bp)",-0.265,0.000964126867542643,"Exclusion"
"ENSMUSG00000030134_chr6_118062224_118062446","ENSMUSG00000030134","Rasgef1a","chr6",118062224,118062446,222,"Regular (>50bp)",-0.139,0.00937317232015109,"Exclusion"
"ENSMUSG00000034282_chr11_116117814_116117965","ENSMUSG00000034282","Evpl","chr11",116117814,116117965,151,"Regular (>50bp)",-0.247,0.0316344891260783,"Exclusion"
"ENSMUSG00000028207_chr4_9598268_9598301","ENSMUSG00000028207","Asph","chr4",9598268,9598301,33,"Small (30-50bp)",0.118,0.00100790716349227,"Inclusion"
"ENSMUSG00000028207_chr4_9598732_9598780","ENSMUSG00000028207","Asph","chr4",9598732,9598780,48,"Small (30-50bp)",-0.124,0.0453075295863651,"Exclusion"
"ENSMUSG00000060224_chr19_42735935_42736047","ENSMUSG00000060224","Pyroxd2","chr19",42735935,42736047,112,"Regular (>50bp)",-0.126,1.07191713255684e-05,"Exclusion"
"ENSMUSG00000060224_chr19_42735935_42736092","ENSMUSG00000060224","Pyroxd2","chr19",42735935,42736092,157,"Regular (>50bp)",-0.116,4.03590088351891e-06,"Exclusion"
"ENSMUSG00000024940_chr19_5807062_5807203","ENSMUSG00000024940","Ltbp3","chr19",5807062,5807203,141,"Regular (>50bp)",-0.104,4.9326680306559e-12,"Exclusion"
"ENSMUSG00000042564_chr15_79512957_79513031","ENSMUSG00000042564","Fam227a","chr15",79512957,79513031,74,"Regular (>50bp)",0.267,0.00376407398375332,"Inclusion"
"ENSMUSG00000025894_chr9_4308693_4308919","ENSMUSG00000025894","Aasdhppt","chr9",4308693,4308919,226,"Regular (>50bp)",-0.112,4.28920977883252e-12,"Exclusion"
"ENSMUSG00000107283_chr5_31302583_31302622","ENSMUSG00000107283","Mpv17","chr5",31302583,31302622,39,"Small (30-50bp)",-0.124,0.0273925063667528,"Exclusion"
"ENSMUSG00000090290_chr8_127184402_127184499","ENSMUSG00000090290","Tarbp1","chr8",127184402,127184499,97,"Regular (>50bp)",0.19,2.10175151268717e-05,"Inclusion"
"ENSMUSG00000090290_chr8_127196757_127196827","ENSMUSG00000090290","Tarbp1","chr8",127196757,127196827,70,"Regular (>50bp)",0.134,0.0105751370479676,"Inclusion"
"ENSMUSG00000037348_chr4_134227910_134227994","ENSMUSG00000037348","Paqr7","chr4",134227910,134227994,84,"Regular (>50bp)",0.612,4.08508034098305e-06,"Inclusion"
"ENSMUSG00000022771_chr16_16923856_16923919","ENSMUSG00000022771","Ppil2","chr16",16923856,16923919,63,"Regular (>50bp)",0.255,0.0183886369276843,"Inclusion"
"ENSMUSG00000030678_chr7_126625399_126625486","ENSMUSG00000030678","Maz","chr7",126625399,126625486,87,"Regular (>50bp)",-0.112,0.00337725256995715,"Exclusion"
"ENSMUSG00000041653_chr15_84070603_84070720","ENSMUSG00000041653","Pnpla3","chr15",84070603,84070720,117,"Regular (>50bp)",0.295,1.67971617245897e-09,"Inclusion"
"ENSMUSG00000054426_chr3_115679862_115680024","ENSMUSG00000054426","A930005H10Rik","chr3",115679862,115680024,162,"Regular (>50bp)",0.122,0.0355560226835503,"Inclusion"
"ENSMUSG00000054426_chr3_115679970_115680024","ENSMUSG00000054426","A930005H10Rik","chr3",115679970,115680024,54,"Regular (>50bp)",0.186,0.000386585561821579,"Inclusion"
"ENSMUSG00000042029_chr12_116369321_116369497","ENSMUSG00000042029","Ncapg2","chr12",116369321,116369497,176,"Regular (>50bp)",-0.175,0.000863564462173316,"Exclusion"
"ENSMUSG00000029022_chr4_147951787_147952059","ENSMUSG00000029022","Miip","chr4",147951787,147952059,272,"Regular (>50bp)",-0.509,3.33399296599923e-05,"Exclusion"
"ENSMUSG00000040412_chr3_108396145_108396338","ENSMUSG00000040412","Elapor1","chr3",108396145,108396338,193,"Regular (>50bp)",-0.118,6.17698774518876e-06,"Exclusion"
"ENSMUSG00000073771_chr4_116978167_116978293","ENSMUSG00000073771","Btbd19","chr4",116978167,116978293,126,"Regular (>50bp)",-0.129,0.00977145502881917,"Exclusion"
"ENSMUSG00000070047_chr8_45502878_45502914","ENSMUSG00000070047","Fat1","chr8",45502878,45502914,36,"Small (30-50bp)",-0.138,0.000348887397739424,"Exclusion"
"ENSMUSG00000026767_chr2_12386913_12386994","ENSMUSG00000026767","Mindy3","chr2",12386913,12386994,81,"Regular (>50bp)",0.101,0.0189424314770008,"Inclusion"
"ENSMUSG00000030924_chr7_119400452_119400579","ENSMUSG00000030924","Rexo5","chr7",119400452,119400579,127,"Regular (>50bp)",-0.22,0.0199633111899773,"Exclusion"
"ENSMUSG00000030924_chr7_119400452_119400579","ENSMUSG00000030924","Rexo5","chr7",119400452,119400579,127,"Regular (>50bp)",-0.117,0.0302299004180608,"Exclusion"
"ENSMUSG00000058388_chr3_103893068_103893225","ENSMUSG00000058388","Phtf1","chr3",103893068,103893225,157,"Regular (>50bp)",-0.288,0.000407850806976467,"Exclusion"
"ENSMUSG00000006476_chr2_24945647_24946148","ENSMUSG00000006476","Nsmf","chr2",24945647,24946148,501,"Regular (>50bp)",-0.114,0,"Exclusion"
"ENSMUSG00000041890_chr5_114891208_114891214","ENSMUSG00000041890","Git2","chr5",114891208,114891214,6,"Microexon (0-30bp)",-0.133,0,"Exclusion"
"ENSMUSG00000041890_chr5_114891208_114891214","ENSMUSG00000041890","Git2","chr5",114891208,114891214,6,"Microexon (0-30bp)",-0.165,1.10335478096785e-08,"Exclusion"
"ENSMUSG00000073236_chr2_153187037_153187098","ENSMUSG00000073236","2500004C02Rik","chr2",153187037,153187098,61,"Regular (>50bp)",0.132,0.00312167697805636,"Inclusion"
"ENSMUSG00000042632_chr15_79187773_79187802","ENSMUSG00000042632","Pla2g6","chr15",79187773,79187802,29,"Microexon (0-30bp)",-0.205,9.75537972425887e-08,"Exclusion"
"ENSMUSG00000118314_chr19_53240355_53240583","ENSMUSG00000118314","1700001K23Rik","chr19",53240355,53240583,228,"Regular (>50bp)",0.28,0.0217212939789493,"Inclusion"
"ENSMUSG00000029864_chr6_42224667_42224761","ENSMUSG00000029864","Gstk1","chr6",42224667,42224761,94,"Regular (>50bp)",-0.16,0.00345944472572664,"Exclusion"
"ENSMUSG00000029864_chr6_42224667_42224780","ENSMUSG00000029864","Gstk1","chr6",42224667,42224780,113,"Regular (>50bp)",-0.15,0.00616066391491862,"Exclusion"
"ENSMUSG00000087411_chr3_90362110_90362269","ENSMUSG00000087411","Gm16048","chr3",90362110,90362269,159,"Regular (>50bp)",-0.273,0.000140073937080836,"Exclusion"
"ENSMUSG00000023935_chr17_45763603_45763666","ENSMUSG00000023935","Spats1","chr17",45763603,45763666,63,"Regular (>50bp)",-0.204,0.000285035966109889,"Exclusion"
"ENSMUSG00000023935_chr17_45765016_45765137","ENSMUSG00000023935","Spats1","chr17",45765016,45765137,121,"Regular (>50bp)",-0.131,0.00237441793055202,"Exclusion"
"ENSMUSG00000055150_chr7_6378517_6378613","ENSMUSG00000055150","Zfp78","chr7",6378517,6378613,96,"Regular (>50bp)",-0.177,0.00039825226049497,"Exclusion"
"ENSMUSG00000036040_chr2_26983544_26983902","ENSMUSG00000036040","Adamtsl2","chr2",26983544,26983902,358,"Regular (>50bp)",-0.116,0.0305411283304523,"Exclusion"
"ENSMUSG00000042097_chr6_117843781_117844000","ENSMUSG00000042097","Zfp239","chr6",117843781,117844000,219,"Regular (>50bp)",-0.124,0.0275785283640589,"Exclusion"
"ENSMUSG00000027879_chr3_97819894_97820055","ENSMUSG00000027879","Sec22b","chr3",97819894,97820055,161,"Regular (>50bp)",-0.437,5.44219002521102e-05,"Exclusion"
"ENSMUSG00000078870_chr2_176894619_176894674","ENSMUSG00000078870","Gm14410","chr2",176894619,176894674,55,"Regular (>50bp)",0.175,9.93360572399641e-06,"Inclusion"
"ENSMUSG00000039068_chr3_152152265_152152326","ENSMUSG00000039068","Zzz3","chr3",152152265,152152326,61,"Regular (>50bp)",-0.322,0.00560083028589304,"Exclusion"
"ENSMUSG00000026921_chr2_26482129_26482253","ENSMUSG00000026921","Egfl7","chr2",26482129,26482253,124,"Regular (>50bp)",-0.125,0.0014318054695837,"Exclusion"
"ENSMUSG00000040374_chr3_5630192_5630258","ENSMUSG00000040374","Pex2","chr3",5630192,5630258,66,"Regular (>50bp)",0.184,0.0191621827079919,"Inclusion"
"ENSMUSG00000015882_chr5_45880315_45885084","ENSMUSG00000015882","Lcorl","chr5",45880315,45885084,4769,"Regular (>50bp)",0.187,0.000585037847133534,"Inclusion"
"ENSMUSG00000026857_chr2_30705370_30705510","ENSMUSG00000026857","Ntmt1","chr2",30705370,30705510,140,"Regular (>50bp)",0.117,4.66553786739839e-05,"Inclusion"
"ENSMUSG00000068966_chr2_33318112_33318232","ENSMUSG00000068966","Zbtb34","chr2",33318112,33318232,120,"Regular (>50bp)",0.14,0.00291858282572151,"Inclusion"
"ENSMUSG00000034762_chr4_107472168_107472330","ENSMUSG00000034762","Glis1","chr4",107472168,107472330,162,"Regular (>50bp)",-0.115,0.000643903785925034,"Exclusion"
"ENSMUSG00000038240_chr10_43271556_43271688","ENSMUSG00000038240","Pdss2","chr10",43271556,43271688,132,"Regular (>50bp)",0.184,0.0261295206872683,"Inclusion"
"ENSMUSG00000055632_chr2_31315149_31315291","ENSMUSG00000055632","Hmcn2","chr2",31315149,31315291,142,"Regular (>50bp)",-0.106,1.9381829736783e-05,"Exclusion"
"ENSMUSG00000025958_chr1_64597661_64597808","ENSMUSG00000025958","Creb1","chr1",64597661,64597808,147,"Regular (>50bp)",-0.143,8.89599809892104e-05,"Exclusion"
"ENSMUSG00000030838_chr7_45865441_45865503","ENSMUSG00000030838","Ush1c","chr7",45865441,45865503,62,"Regular (>50bp)",0.211,0.00173573391004315,"Inclusion"
"ENSMUSG00000052446_chr8_72719637_72719834","ENSMUSG00000052446","Zfp961","chr8",72719637,72719834,197,"Regular (>50bp)",0.124,0.0201175988162697,"Inclusion"
"ENSMUSG00000002104_chr2_90872198_90872357","ENSMUSG00000002104","Rapsn","chr2",90872198,90872357,159,"Regular (>50bp)",0.192,0.00970617544764476,"Inclusion"
"ENSMUSG00000040596_chr1_166236566_166236900","ENSMUSG00000040596","Pogk","chr1",166236566,166236900,334,"Regular (>50bp)",-0.179,0,"Exclusion"
"ENSMUSG00000086629_chrX_107901873_107901978","ENSMUSG00000086629","2810403D21Rik","chrX",107901873,107901978,105,"Regular (>50bp)",-0.11,0.024976606556775,"Exclusion"
"ENSMUSG00000086629_chrX_107901873_107901978","ENSMUSG00000086629","2810403D21Rik","chrX",107901873,107901978,105,"Regular (>50bp)",-0.236,0.000236217429495503,"Exclusion"
"ENSMUSG00000086629_chrX_107901873_107901978","ENSMUSG00000086629","2810403D21Rik","chrX",107901873,107901978,105,"Regular (>50bp)",-0.134,4.4076127164896e-05,"Exclusion"
"ENSMUSG00000021809_chr14_20347582_20347699","ENSMUSG00000021809","Nudt13","chr14",20347582,20347699,117,"Regular (>50bp)",0.179,0.00785669920252067,"Inclusion"
