"event_key","gene_symbol","chr","exon_start","exon_end","exon_length","size_category","r_srrm3","p_srrm3","r_srrm4","p_srrm4","srrm3_class"
"chr13:+:94527299:94527375:94495739:94539845","Ap3b1","chr13",94527299,94527375,76,"regular (>50bp)",0.254997351078595,0.423786830825437,0.127988361345868,0.691807411234034,"weak"
"chr13:+:94531226:94531301:94495739:94539845","Ap3b1","chr13",94531226,94531301,75,"regular (>50bp)",0.257203132811347,0.419648572947603,0.164311309275347,0.609846961569553,"weak"
"chr13:+:94531226:94531301:94527375:94539845","Ap3b1","chr13",94531226,94531301,75,"regular (>50bp)",-0.0798197885698239,0.805227621997394,0.428522212000503,0.164561117798152,"weak"
"chr13:+:94580426:94580524:94576921:94582573","Ap3b1","chr13",94580426,94580524,98,"regular (>50bp)",0.280177153256727,0.377757483444394,0.192055086289864,0.54985057438502,"weak"
"chr13:+:94582429:94582484:94580524:94582573","Ap3b1","chr13",94582429,94582484,55,"regular (>50bp)",-0.237168512117928,0.457959248124744,-0.383328998819233,0.218692789029581,"weak"
"chr13:+:94587460:94587593:94585023:94591903","Ap3b1","chr13",94587460,94587593,133,"regular (>50bp)",-0.00216976718720927,0.994660372080634,0.229623558679795,0.472799657506924,"weak"
"chr13:+:94598903:94599080:94592013:94608183","Ap3b1","chr13",94598903,94599080,177,"regular (>50bp)",-0.322432010494586,0.306712947262013,-0.410549478144949,0.184951144109336,"weak"
"chr13:+:94609306:94609437:94608370:94616234","Ap3b1","chr13",94609306,94609437,131,"regular (>50bp)",0.25645940123137,0.421041647570572,0.220304092774877,0.491431832267033,"weak"
"chr13:+:94613473:94613636:94609437:94616234","Ap3b1","chr13",94613473,94613636,163,"regular (>50bp)",0.443994535133275,0.148195802256084,0.333428189232716,0.289545900815189,"moderate"
"chr13:+:94630176:94630249:94619868:94664672","Ap3b1","chr13",94630176,94630249,73,"regular (>50bp)",0.178282281306999,0.579328174393801,0.276374017104288,0.384537408534477,"weak"
"chr13:+:94638425:94638532:94630249:94664672","Ap3b1","chr13",94638425,94638532,107,"regular (>50bp)",0.364618901910701,0.243896169569002,-0.0225183582479636,0.944621177703899,"weak"
"chr13:+:94638425:94638532:94630249:94668489","Ap3b1","chr13",94638425,94638532,107,"regular (>50bp)",-0.602601852219181,0.0380990809026189,-0.481613424178396,0.112881734077611,"moderate"
"chr13:+:94664672:94664904:94630249:94668489","Ap3b1","chr13",94664672,94664904,232,"regular (>50bp)",-0.595032397255303,0.0412523450133044,-0.585462108071014,0.0454987037616658,"moderate"
"chr13:+:94664672:94664904:94638532:94668489","Ap3b1","chr13",94664672,94664904,232,"regular (>50bp)",0.247129367091465,0.43870982194521,-0.0612297984841802,0.850067986143097,"weak"
"chr13:+:94664672:94664904:94638532:94679286","Ap3b1","chr13",94664672,94664904,232,"regular (>50bp)",-0.297361185735338,0.347907277037165,-0.146168537853304,0.65034042287221,"weak"
"chr13:+:94668489:94668574:94638532:94679286","Ap3b1","chr13",94668489,94668574,85,"regular (>50bp)",-0.313426045046718,0.32118442809583,-0.16636102245472,0.60533209997545,"weak"
"chr13:+:94668489:94668574:94664904:94679286","Ap3b1","chr13",94668489,94668574,85,"regular (>50bp)",-0.320744052791994,0.309397181393303,-0.318499647075437,0.312986409965355,"weak"
"chr13:+:94679286:94679384:94668574:94684262","Ap3b1","chr13",94679286,94679384,98,"regular (>50bp)",-0.41894079706247,0.175245445347916,-0.336446588014739,0.284930912962102,"moderate"
"chr13:+:94680491:94680530:94679384:94684262","Ap3b1","chr13",94680491,94680530,39,"small (30-50bp)",0.271289690117974,0.393698119412411,-0.432169211209967,0.160605205358759,"weak"
"chr13:+:94684262:94684401:94679384:94702112","Ap3b1","chr13",94684262,94684401,139,"regular (>50bp)",-0.220588560358808,0.490858254660392,0.228864486702596,0.474304889742842,"weak"
"chr13:+:94701672:94701708:94684401:94702112","Ap3b1","chr13",94701672,94701708,36,"small (30-50bp)",-0.300176840690828,0.343140206615337,-0.00868130776183806,0.978637990850021,"weak"
"chr13:+:93998594:93998838:93944211:94016995","Arsb","chr13",93998594,93998838,244,"regular (>50bp)",-0.342653268668427,0.27557353442445,-0.0274195192315957,0.932589873509261,"weak"
"chr13:+:93998594:93998838:93944211:94075734","Arsb","chr13",93998594,93998838,244,"regular (>50bp)",0.276143397161352,0.384950537570797,0.454571180762367,0.137632832488352,"weak"
"chr13:+:94016995:94017066:93944211:94075734","Arsb","chr13",94016995,94017066,71,"regular (>50bp)",0.203582595086903,0.525669515856187,0.467660352299858,0.125251918739486,"weak"
"chr13:+:94016995:94017066:93998838:94075734","Arsb","chr13",94016995,94017066,71,"regular (>50bp)",-0.597428551243744,0.0402348440497076,-0.616577343668824,0.032734590824553,"moderate"
"chr13:+:93522852:93522888:93492587:93524031","Homer1","chr13",93522852,93522888,36,"small (30-50bp)",0.236120888411324,0.460006599837744,-0.203619035150533,0.525593809415092,"weak"
"chr13:+:93524031:93524188:93492587:93528198","Homer1","chr13",93524031,93524188,157,"regular (>50bp)",-0.263743556825814,0.407496433641272,-0.466181743273035,0.126612571513294,"weak"
"chr13:-:93291432:93291569:93287283:93296152","Tent2","chr13",93291432,93291569,137,"regular (>50bp)",-0.423569269335136,0.170031381657546,-0.111420731900126,0.730288890812295,"moderate"
"chr13:-:93296152:93296196:93291569:93304433","Tent2","chr13",93296152,93296196,44,"small (30-50bp)",0.143604823677188,0.656136231515254,0.245630917380096,0.441580298228819,"weak"
"chr13:-:93304433:93304562:93291569:93308330","Tent2","chr13",93304433,93304562,129,"regular (>50bp)",0.0545351567664109,0.86632315798325,0.313226073112648,0.321509936451263,"weak"
"chr13:-:93304898:93304975:93304562:93308330","Tent2","chr13",93304898,93304975,77,"regular (>50bp)",-0.424636245984609,0.168843424255014,-0.508368237688729,0.0914832193276803,"moderate"
"chr13:-:93313602:93313766:93312320:93320586","Tent2","chr13",93313602,93313766,164,"regular (>50bp)",-0.533733614726177,0.0738945801975661,-0.34244326971929,0.275887218760355,"moderate"
"chr13:-:93322315:93322405:93320824:93322810","Tent2","chr13",93322315,93322405,90,"regular (>50bp)",-0.490807544579274,0.10518889324921,-0.661300369633773,0.0191908713542527,"moderate"
"chr13:-:93322810:93322984:93322405:93328601","Tent2","chr13",93322810,93322984,174,"regular (>50bp)",-0.237168512117928,0.457959248124744,-0.383328998819233,0.218692789029581,"weak"
"chr13:+:92981713:92981783:92981375:92982128","Mtx3","chr13",92981713,92981783,70,"regular (>50bp)",-0.0177353481750638,0.956372715944988,-0.239397223894287,0.453618062495586,"weak"
"chr13:+:92982128:92982205:92981783:92983368","Mtx3","chr13",92982128,92982205,77,"regular (>50bp)",-0.250724392857725,0.43186001524037,-0.0834328235073308,0.796570817197139,"weak"
"chr13:+:92986797:92986886:92985583:92989291","Mtx3","chr13",92986797,92986886,89,"regular (>50bp)",0.0252897799480173,0.937816474720804,-0.0932700773863016,0.773109767793494,"weak"
"chr13:-:92653038:92653200:92650437:92655974","Zfyve16","chr13",92653038,92653200,162,"regular (>50bp)",0.0699750318796706,0.828915141910914,-0.0875945317423576,0.786625472111108,"weak"
"chr13:-:92655974:92656071:92650437:92657623","Zfyve16","chr13",92655974,92656071,97,"regular (>50bp)",-0.281105794748657,0.376111443259206,-0.437452557442299,0.154982239424203,"weak"
"chr13:-:92449081:92449194:92446067:92478753","Msh3","chr13",92449081,92449194,113,"regular (>50bp)",-0.168192299468742,0.60130907830866,-0.457013884490679,0.135264580335784,"weak"
"chr13:-:92484335:92484954:92483953:92485656","Msh3","chr13",92484335,92484954,619,"regular (>50bp)",-0.475407427124439,0.118279299182211,-0.157210489713839,0.625583770826481,"moderate"
"chr13:-:91946941:91947010:91945373:91948729","Zcchc9","chr13",91946941,91947010,69,"regular (>50bp)",0.343915647527522,0.273692176691625,0.412060476911263,0.183179364373696,"weak"
"chr13:-:91526582:91526683:91521475:91535997","A830009L08Rik","chr13",91526582,91526683,101,"regular (>50bp)",0.0854268607799113,0.791802055091554,-0.12682399431645,0.694491275083214,"weak"
"chr13:-:91534057:91534179:91521475:91535997","A830009L08Rik","chr13",91534057,91534179,122,"regular (>50bp)",0.318030916588307,0.313738892940953,0.0808719187361182,0.802704610249892,"weak"
"chr13:+:90246480:90246590:90237902:90249026","Tmem167","chr13",90246480,90246590,110,"regular (>50bp)",0.512640203860418,0.0883411486440775,0.245145282115409,0.442512530692716,"moderate"
"chr13:+:90276859:90276972:90267525:90291175","Tmem167","chr13",90276859,90276972,113,"regular (>50bp)",-0.153466156620224,0.633940593131364,0.0501934387716145,0.876891079657375,"weak"
"chr13:-:90210127:90210303:90149203:90219659","Xrcc4","chr13",90210127,90210303,176,"regular (>50bp)",0.155525565875019,0.62933935002061,0.194410282636785,0.544872965052368,"weak"
"chr13:-:90225121:90225211:90219808:90237128","Xrcc4","chr13",90225121,90225211,90,"regular (>50bp)",0.140293968006521,0.66364689762427,-0.193801844187408,0.546157069528062,"weak"
"chr13:-:90225121:90225211:90219808:90237615","Xrcc4","chr13",90225121,90225211,90,"regular (>50bp)",-0.0211215998296903,0.948051969102701,-0.232833162807241,0.466459575595589,"weak"
"chr13:-:89836403:89841620:89833311:89851036","Vcan","chr13",89836403,89841620,5217,"regular (>50bp)",-0.0292840966733945,0.928016006214024,-0.297186136408263,0.348204808129438,"weak"
"chr13:-:89836403:89841620:89833311:89860323","Vcan","chr13",89836403,89841620,5217,"regular (>50bp)",0.128008749426452,0.691760445629483,0.324770134668283,0.303016300309963,"weak"
"chr13:-:89851036:89853916:89833311:89860323","Vcan","chr13",89851036,89853916,2880,"regular (>50bp)",-0.128813812766058,0.689906714991501,-0.0469966617372983,0.88468407305757,"weak"
"chr13:-:89851036:89853916:89841620:89860323","Vcan","chr13",89851036,89853916,2880,"regular (>50bp)",-0.526014225356203,0.0789782761765563,-0.586287756295079,0.0451206985623549,"moderate"
"chr13:-:85366300:85366378:85365130:85367524","Rasa1","chr13",85366300,85366378,78,"regular (>50bp)",-0.025286784859889,0.93782382660934,0.477511753973284,0.116430449910616,"weak"
"chr13:-:85376726:85376884:85376426:85377723","Rasa1","chr13",85376726,85376884,158,"regular (>50bp)",-0.15127929309643,0.638839658471134,-0.0391755707140244,0.903788377675601,"weak"
"chr13:-:85392306:85392457:85386336:85398550","Rasa1","chr13",85392306,85392457,151,"regular (>50bp)",-0.290581231283189,0.35953011839645,0.0429515287939919,0.894558541903575,"weak"
"chr13:-:85394709:85394762:85392457:85398550","Rasa1","chr13",85394709,85394762,53,"regular (>50bp)",0.0636140356824575,0.844291455139868,0.062615611520152,0.846709596528975,"weak"
"chr13:+:85344370:85344444:85338995:85345469","Ccnh","chr13",85344370,85344444,74,"regular (>50bp)",-0.237168512117928,0.457959248124744,-0.383328998819233,0.218692789029581,"weak"
"chr13:+:85344370:85344444:85338995:85345649","Ccnh","chr13",85344370,85344444,74,"regular (>50bp)",-0.179668468742898,0.576333387104815,-0.0427819804537427,0.89497273134148,"weak"
"chr13:+:85344370:85344444:85338995:85350451","Ccnh","chr13",85344370,85344444,74,"regular (>50bp)",-0.299398447108631,0.344454548925598,0.066528746248466,0.837239273484517,"weak"
"chr13:+:85344370:85344444:85338995:85350559","Ccnh","chr13",85344370,85344444,74,"regular (>50bp)",-0.206562066379913,0.519495016974878,0.44928738212045,0.142846914292041,"weak"
"chr13:+:85345469:85345680:85338995:85350451","Ccnh","chr13",85345469,85345680,211,"regular (>50bp)",-0.29868047405544,0.345669258208018,0.160120677551516,0.619116402568562,"weak"
"chr13:+:85345469:85345680:85338995:85350559","Ccnh","chr13",85345469,85345680,211,"regular (>50bp)",-0.189587946429199,0.555084862742459,0.430404539850722,0.162511738617301,"weak"
"chr13:+:85345469:85345680:85344444:85350451","Ccnh","chr13",85345469,85345680,211,"regular (>50bp)",-0.183356390024535,0.568395916307337,0.383766056847987,0.2181236551844,"weak"
"chr13:+:85345469:85345680:85344444:85350559","Ccnh","chr13",85345469,85345680,211,"regular (>50bp)",-0.349143916883149,0.265979151071151,-0.156486857577153,0.627195702711625,"weak"
"chr13:+:85345649:85345680:85338995:85350451","Ccnh","chr13",85345649,85345680,31,"small (30-50bp)",-0.175649260792906,0.585033506268121,0.181194286032251,0.573044059649362,"weak"
"chr13:+:85345649:85345680:85344444:85350451","Ccnh","chr13",85345649,85345680,31,"small (30-50bp)",-0.114479983381011,0.723137189449347,0.399710649768923,0.197972036068827,"weak"
"chr13:+:84399348:84399452:84370553:84405879","Tmem161b","chr13",84399348,84399452,104,"regular (>50bp)",0.250572369383863,0.432148614182577,-0.0178812058252082,0.956014224507747,"weak"
"chr13:+:84431422:84431483:84430981:84432103","Tmem161b","chr13",84431422,84431483,61,"regular (>50bp)",0.0496909500383675,0.878115381646679,0.217029767692817,0.498055616388813,"weak"
"chr17:-:22059585:22059695:22042872:22064624","Zfp820","chr17",22059585,22059695,110,"regular (>50bp)",0.187964590572318,0.558540093868137,0.0855320060985802,0.791550779196704,"weak"
"chr17:-:22059604:22059695:22042872:22064624","Zfp820","chr17",22059604,22059695,91,"regular (>50bp)",0.191171225610738,0.551723421873365,0.236857623932013,0.458566362257033,"weak"
"chr13:+:81932759:81932895:81931476:81934961","Cetn3","chr13",81932759,81932895,136,"regular (>50bp)",-0.584068982111129,0.0461415772062505,-0.568534743276043,0.0537497097903795,"moderate"
"chr13:+:81938289:81938525:81935076:81940074","Cetn3","chr13",81938289,81938525,236,"regular (>50bp)",0.0618492186948878,0.848566592660216,-0.158132689142849,0.623531698687822,"weak"
"chr13:-:81847862:81848012:81842896:81858976","Polr3g","chr13",81847862,81848012,150,"regular (>50bp)",0.145661231227536,0.65148589662197,-0.0638670056258438,0.843678967651114,"weak"
"chr13:+:81037207:81037355:81035606:81038214","Arrdc3","chr13",81037207,81037355,148,"regular (>50bp)",-0.366570350499031,0.241190889333495,-0.557358314607904,0.0597388657439763,"weak"
"chr13:+:77890881:77891005:77856972:77907546","Fam172a","chr13",77890881,77891005,124,"regular (>50bp)",-0.214078248333167,0.504060360661266,-0.101044745310626,0.754689411867105,"weak"
"chr13:+:77907546:77907648:77856972:77973441","Fam172a","chr13",77907546,77907648,102,"regular (>50bp)",-0.109785002528721,0.734120928174045,-0.0782455887224178,0.809005738726601,"weak"
"chr13:+:77909956:77910057:77907648:77973441","Fam172a","chr13",77909956,77910057,101,"regular (>50bp)",0.0773927011790735,0.811054258851988,0.0916979749864808,0.776847933659068,"weak"
"chr13:+:77950573:77950622:77910057:77973441","Fam172a","chr13",77950573,77950622,49,"small (30-50bp)",-0.310663975184907,0.325696435954497,-0.304231809121637,0.336336953192299,"weak"
"chr13:+:77973441:77973507:77910057:78050772","Fam172a","chr13",77973441,77973507,66,"regular (>50bp)",-0.272505215851715,0.39149801539962,-0.168729392723767,0.600131098851083,"weak"
"chr13:+:77982628:77982740:77973507:78050772","Fam172a","chr13",77982628,77982740,112,"regular (>50bp)",0.170363030768355,0.596553533923964,0.180973716556822,0.57351909568783,"weak"
"chr13:+:77982628:77982820:77973507:78050772","Fam172a","chr13",77982628,77982820,192,"regular (>50bp)",0.0768305674180561,0.812405023734204,0.049878658997658,0.877658004359424,"weak"
"chr13:+:78100103:78100223:78050994:78147704","Fam172a","chr13",78100103,78100223,120,"regular (>50bp)",0.107991835671706,0.738328200201201,-0.13649920328719,0.672290356008078,"weak"
"chr13:+:76879889:76879928:76871898:76905104","Mctp1","chr13",76879889,76879928,39,"small (30-50bp)",-0.288127678826718,0.363786072677274,-0.194886179842247,0.543869467407033,"weak"
"chr13:+:76971091:76971194:76954381:76972890","Mctp1","chr13",76971091,76971194,103,"regular (>50bp)",-0.237168512117928,0.457959248124744,-0.383328998819233,0.218692789029581,"weak"
"chr13:+:76247489:76247559:76246948:76252823","Skic3","chr13",76247489,76247559,70,"regular (>50bp)",-0.0128831450641148,0.968302400395087,-0.108612997265193,0.736870028698478,"weak"
"chr13:+:76286452:76286521:76284593:76288646","Skic3","chr13",76286452,76286521,69,"regular (>50bp)",-0.237168512117928,0.457959248124744,-0.383328998819233,0.218692789029581,"weak"
"chr13:+:76287606:76287681:76286521:76288646","Skic3","chr13",76287606,76287681,75,"regular (>50bp)",-0.378053364962441,0.225633286023176,-0.16148920406336,0.616083613331295,"weak"
"chr13:-:76026915:76027089:76025658:76041024","Rhobtb3","chr13",76026915,76027089,174,"regular (>50bp)",-0.178698712267695,0.578427851528167,0.185289823999875,0.56425226752529,"weak"
"chr13:-:76027020:76027089:76025658:76041024","Rhobtb3","chr13",76027020,76027089,69,"regular (>50bp)",-0.208012878781602,0.516499875964631,0.0983090125264347,0.761158263938079,"weak"
"chr13:-:76050296:76050409:76041145:76058748","Rhobtb3","chr13",76050296,76050409,113,"regular (>50bp)",-0.307131799087946,0.331516585555346,-0.391611351724134,0.208059720798021,"weak"
"chr13:-:76087570:76087757:76065966:76091325","Rhobtb3","chr13",76087570,76087757,187,"regular (>50bp)",-0.303587848477558,0.337412457432207,0.0473384707402359,0.883850363228285,"weak"
"chr16:+:4871591:4871705:4868645:4872940","Ubn1","chr16",4871591,4871705,114,"regular (>50bp)",0.422916309329712,0.170760965636141,0.193519048718693,0.546754335936076,"moderate"
"chr16:+:4880803:4880938:4880494:4881536","Ubn1","chr16",4880803,4880938,135,"regular (>50bp)",0.579512627294864,0.0482889033976597,0.390221372067364,0.209821781444072,"moderate"
"chr16:+:4889917:4890047:4888583:4890170","Ubn1","chr16",4889917,4890047,130,"regular (>50bp)",-0.237168512117928,0.457959248124744,-0.383328998819233,0.218692789029581,"weak"
"chr16:+:4894755:4895979:4892376:4899281","Ubn1","chr16",4894755,4895979,1224,"regular (>50bp)",0.386415813559096,0.214692318229019,0.280244521177138,0.377637946834081,"weak"
"chr16:+:4899757:4899847:4899525:4901919","Ubn1","chr16",4899757,4899847,90,"regular (>50bp)",0.0514101619498776,0.873927592769678,-0.0493165855837312,0.879027671358816,"weak"
"chr18:-:34482687:34482856:34480221:34490144","Reep5","chr18",34482687,34482856,169,"regular (>50bp)",0.390615611717171,0.209321090008268,0.284764893565283,0.369661943047331,"weak"
"chr18:-:34490144:34490283:34482856:34505457","Reep5","chr18",34490144,34490283,139,"regular (>50bp)",-0.149470168171821,0.642902554788447,-0.313761122865707,0.320639404042327,"weak"
"chr18:-:34497162:34497190:34490283:34505457","Reep5","chr18",34497162,34497190,28,"microexon (<=30bp)",0.116980199991588,0.717307393581715,-0.255603764758234,0.4226471465874,"weak"
"chr13:-:74885054:74885141:74884953:74885708","Cast","chr13",74885054,74885141,87,"regular (>50bp)",-0.263417875325553,0.408097339214881,-0.0476992264262774,0.882970557680604,"weak"
"chr13:-:74896923:74896980:74896362:74902429","Cast","chr13",74896923,74896980,57,"regular (>50bp)",-0.776766748489004,0.00295965265741004,-0.461595487237195,0.130894245894442,"strong"
"chr13:-:74928621:74928693:74902489:74946774","Cast","chr13",74928621,74928693,72,"regular (>50bp)",0.388255846283588,0.21232888952233,-0.00747406135698722,0.981608172024864,"weak"
"chr13:+:74805751:74805890:74788012:74808388","Erap1","chr13",74805751,74805890,139,"regular (>50bp)",-0.281105794748657,0.376111443259206,-0.437452557442299,0.154982239424203,"weak"
"chr13:+:74814836:74814908:74814694:74816076","Erap1","chr13",74814836,74814908,72,"regular (>50bp)",-0.426324363735709,0.166974601749083,-0.457166158738446,0.135117828385691,"moderate"
"chr13:-:74730309:74730367:74729359:74739390","Gm46430","chr13",74730309,74730367,58,"regular (>50bp)",-0.32572516387298,0.301513563277809,-0.0751802795564837,0.816373240945767,"weak"
"chr13:-:74730309:74730433:74729359:74731765","Gm46430","chr13",74730309,74730433,124,"regular (>50bp)",-0.136361746391758,0.672604137865705,-0.303056659403371,0.338301013211205,"weak"
"chr13:-:74730309:74730433:74729359:74739390","Gm46430","chr13",74730309,74730433,124,"regular (>50bp)",0.116138208214232,0.719269150371315,0.330622986749644,0.293872573543528,"weak"
"chr13:-:74731765:74731992:74729359:74739390","Gm46430","chr13",74731765,74731992,227,"regular (>50bp)",0.269035697636204,0.397794443181905,0.647372024990338,0.0228576294569637,"weak"
"chr13:-:74731765:74731992:74730367:74739390","Gm46430","chr13",74731765,74731992,227,"regular (>50bp)",0.483057664977562,0.11164942402918,0.80177477854588,0.00170962982033431,"moderate"
"chr13:-:74731765:74731992:74730433:74739390","Gm46430","chr13",74731765,74731992,227,"regular (>50bp)",-0.166071269956787,0.605969567236386,-0.0154021154645265,0.962108342845211,"weak"
"chr13:-:74759382:74759440:74758445:74760842","Gm46430","chr13",74759382,74759440,58,"regular (>50bp)",-0.443286255028895,0.148921179842984,-0.198186461058887,0.536931714494596,"moderate"
"chr13:-:74759382:74759440:74758445:74765320","Gm46430","chr13",74759382,74759440,58,"regular (>50bp)",-0.0325252806437294,0.920070111944433,0.356327553195606,0.255588995804947,"weak"
"chr13:-:74759382:74759506:74758445:74760842","Gm46430","chr13",74759382,74759506,124,"regular (>50bp)",-0.260184044110907,0.414087994687803,0.00923459581400333,0.977276820668557,"weak"
"chr13:-:74759382:74759506:74758445:74765320","Gm46430","chr13",74759382,74759506,124,"regular (>50bp)",-0.0338379313961746,0.916853965554818,0.473860338340579,0.119650816290469,"weak"
"chr13:-:74760842:74761067:74758445:74765320","Gm46430","chr13",74760842,74761067,225,"regular (>50bp)",-0.0811295467209136,0.802087080016259,0.364977584423704,0.243397593570418,"weak"
"chr13:-:74632017:74632141:74631062:74641968","Zfp825","chr13",74632017,74632141,124,"regular (>50bp)",-0.299907831973643,0.343594131515183,0.137194592933979,0.670703680900584,"weak"
"chr13:-:74523086:74523182:74520946:74524554","Zfp72","chr13",74523086,74523182,96,"regular (>50bp)",-0.0111660866910541,0.972525526191673,0.238889258507318,0.454605779067144,"weak"
"chr13:-:74481140:74481309:74480413:74482416","Sdha","chr13",74481140,74481309,169,"regular (>50bp)",0.0235699466953866,0.942038777858238,0.00335644560114923,0.991740121225414,"weak"
"chr13:-:74487165:74487330:74485658:74487690","Sdha","chr13",74487165,74487330,165,"regular (>50bp)",-0.144649019896929,0.65377348657218,-0.0998922679715973,0.757412795115675,"weak"
"chr13:-:74487317:74487330:74485658:74487690","Sdha","chr13",74487317,74487330,13,"microexon (<=30bp)",-0.096811856954678,0.764704384436812,-0.125449477735801,0.697663680993765,"weak"
"chr13:-:74487690:74487834:74485658:74491455","Sdha","chr13",74487690,74487834,144,"regular (>50bp)",0.118471941905187,0.713835636854381,0.464509770734548,0.128162753120419,"weak"
"chr13:-:74497061:74497148:74493056:74498264","Sdha","chr13",74497061,74497148,87,"regular (>50bp)",0.0821797528471152,0.799570831168318,0.119853944332858,0.710623716783918,"weak"
"chr13:-:74464448:74464510:74459831:74465225","Pdcd6","chr13",74464448,74464510,62,"regular (>50bp)",0.11488125719183,0.72220061336144,-0.127719961248549,0.692425785603328,"weak"
"chr13:-:74321414:74321542:74320363:74322105","Exoc3","chr13",74321414,74321542,128,"regular (>50bp)",0.408982247439864,0.186800067267785,0.373850938567435,0.231255217527177,"moderate"
"chr13:-:74337279:74337405:74332892:74338188","Exoc3","chr13",74337279,74337405,126,"regular (>50bp)",-0.459649887082749,0.132738740859365,-0.528979483259386,0.0769980924505623,"moderate"
"chr13:-:74355025:74355216:74347794:74356776","Exoc3","chr13",74355025,74355216,191,"regular (>50bp)",-0.222616082798097,0.486778901104087,-0.107678038434171,0.739065137883957,"weak"
"chr13:-:74207560:74207688:74206613:74210302","Cep72","chr13",74207560,74207688,128,"regular (>50bp)",-0.460017398087059,0.132389041733489,-0.399601974999195,0.19810536203385,"moderate"
"chr13:+:74089026:74089275:74088909:74090062","Brd9","chr13",74089026,74089275,249,"regular (>50bp)",0.319479768770962,0.311416188659137,0.555166180024884,0.0609657572100382,"weak"
"chr13:+:74094202:74094278:74092977:74095795","Brd9","chr13",74094202,74094278,76,"regular (>50bp)",-0.281105794748657,0.376111443259206,-0.437452557442299,0.154982239424203,"weak"
"chr13:-:74062606:74062676:74061458:74063576","Trip13","chr13",74062606,74062676,70,"regular (>50bp)",-0.0443632877449648,0.891110705258611,0.17331574742042,0.590108103205436,"weak"
"chr13:-:74068466:74068553:74068220:74069291","Trip13","chr13",74068466,74068553,87,"regular (>50bp)",-0.100240387224029,0.756589896933597,0.486597503023744,0.108666786409892,"weak"
"chr13:-:74068466:74068567:74068220:74069291","Trip13","chr13",74068466,74068567,101,"regular (>50bp)",-0.0980428262875756,0.761788438909558,0.441212636574038,0.151057918235892,"weak"
"chr13:-:74076029:74076102:74069355:74077777","Trip13","chr13",74076029,74076102,73,"regular (>50bp)",-0.210573799559814,0.511231409255802,-0.431818211600989,0.160983285828608,"weak"
"chr13:-:74080150:74080209:74078334:74080976","Trip13","chr13",74080150,74080209,59,"regular (>50bp)",0.114663607957817,0.72270856495003,-0.277751975435903,0.382073709668317,"weak"
"chr13:+:73785324:73785483:73782466:73787274","Tert","chr13",73785324,73785483,159,"regular (>50bp)",0.287259894384361,0.365297647747734,-0.0641837908608459,0.842912083546325,"weak"
"chr13:+:73792367:73792556:73790555:73794299","Tert","chr13",73792367,73792556,189,"regular (>50bp)",-0.365354772407952,0.242873944016717,-0.394180681893232,0.204826407985945,"weak"
"chr13:-:73468412:73468535:73468179:73475534","Ndufs6","chr13",73468412,73468535,123,"regular (>50bp)",0.0262903420104013,0.935360699330525,-0.299324556468418,0.344579455696606,"weak"
"chr17:+:28547764:28547859:28547592:28547940","Rpl10a","chr17",28547764,28547859,95,"regular (>50bp)",0.0763190247118567,0.813634630298466,0.0817510882915215,0.800597683083774,"weak"
"chr17:+:28547784:28547859:28547592:28547940","Rpl10a","chr17",28547784,28547859,75,"regular (>50bp)",0.0494971272514785,0.878587691973197,-0.0250177892173557,0.938484134469203,"weak"
"chr17:+:28547784:28547859:28547592:28548347","Rpl10a","chr17",28547784,28547859,75,"regular (>50bp)",0.364496220664726,0.244066837163914,0.468469992628,0.124510936418135,"weak"
"chr17:+:28547787:28547859:28547592:28547940","Rpl10a","chr17",28547787,28547859,72,"regular (>50bp)",0.0586596687410411,0.85630247890984,0.027432831437111,0.932557211461511,"weak"
"chr17:+:28547940:28548021:28547592:28548347","Rpl10a","chr17",28547940,28548021,81,"regular (>50bp)",0.504519194636775,0.0943779943846982,0.415837512846424,0.178796793627701,"moderate"
"chr17:+:28547940:28548254:28547592:28548347","Rpl10a","chr17",28547940,28548254,314,"regular (>50bp)",0.0378833834572982,0.906949526958147,0.258870803929405,0.416533175738349,"weak"
"chr13:-:70756428:70756671:70754995:70756894","Ice1","chr13",70756428,70756671,243,"regular (>50bp)",0.556624757758975,0.0601474933034106,0.421655728261436,0.172175035037539,"moderate"
"chr15:+:102316650:102318154:102316367:102334065","Sp1","chr15",102316650,102318154,1504,"regular (>50bp)",-0.127967319215564,0.691855884540638,0.161114233373665,0.616914039785113,"weak"
"chr15:+:102317592:102318154:102316367:102334065","Sp1","chr15",102317592,102318154,562,"regular (>50bp)",-0.133460933023966,0.679237130088413,0.140348704002382,0.663522495670239,"weak"
"chr15:+:102338391:102338591:102334231:102339159","Sp1","chr15",102338391,102338591,200,"regular (>50bp)",0.0102479091296974,0.974784067177781,-0.233966606976248,0.464230156468554,"weak"
"chr13:+:69761056:69761161:69760577:69763530","Nsun2","chr13",69761056,69761161,105,"regular (>50bp)",-0.424636245984609,0.168843424255013,-0.508368237688729,0.0914832193276803,"moderate"
"chr13:+:69766224:69766309:69765596:69767564","Nsun2","chr13",69766224,69766309,85,"regular (>50bp)",0.090625067143646,0.779401609920216,0.00227815208945479,0.994393648888222,"weak"
"chr13:+:69767564:69767757:69765596:69769723","Nsun2","chr13",69767564,69767757,193,"regular (>50bp)",0.106473730479716,0.741895263504138,-0.265485383530867,0.404290177772486,"weak"
