Gene	Comparison	EventType	dPSI	FDR	Chromosome	Start	End	ExonLength	IGV_coordinate	IGV_narrow
2900076A07Rik	KO_vs_Neg	RI	0.21	0.00872	chr7	81178904	81179275	NA	chr7:81178404-81179775	chr7:81178804-81179375
Arl4a	KO_vs_Neg	RI	-0.21	0.0103	chr12	40056698	40059819	NA	chr12:40056198-40060319	chr12:40056598-40059919
Faim	KO_vs_Neg	SE	-0.21	0	chr9	98872967	98873024	57	chr9:98872467-98873524	chr9:98872867-98873124
Tcf7l2	KO_vs_Neg	SE	0.21	0.00026	chr19	55743445	55743514	69	chr19:55742945-55744014	chr19:55743345-55743614
1700028K03Rik	KO_vs_Neg	SE	0.21	0.0031	chr5	107691785	107691879	94	chr5:107691285-107692379	chr5:107691685-107691979
Inca1	KO_vs_Neg	A5SS	0.209	0.000115	chr11	70590745	70590981	NA	chr11:70590245-70591481	chr11:70590645-70591081
Flt3l	KO_vs_Neg	RI	0.209	1.29e-05	chr7	44781651	44783450	NA	chr7:44781151-44783950	chr7:44781551-44783550
Gramd1a	KO_vs_Neg	SE	-0.209	0	chr7	30832644	30832656	12	chr7:30832144-30833156	chr7:30832544-30832756
Wdr59	KO_vs_Neg	SE	-0.209	1.63e-10	chr8	112199261	112199318	57	chr8:112198761-112199818	chr8:112199161-112199418
Pot1a	KO_vs_Neg	SE	0.209	0.000345	chr6	25798007	25798054	47	chr6:25797507-25798554	chr6:25797907-25798154
Anapc15	KO_vs_Neg	SE	0.209	0.000963	chr7	101546939	101546994	55	chr7:101546439-101547494	chr7:101546839-101547094
Ppp1r13l	KO_vs_Neg	SE	0.209	0.0175	chr7	19094728	19094761	33	chr7:19094228-19095261	chr7:19094628-19094861
Cask	KO_vs_Neg	SE	-0.208	0	chrX	13462924	13462942	18	chrX:13462424-13463442	chrX:13462824-13463042
Ckap5	KO_vs_Neg	SE	-0.208	7.31e-12	chr2	91429948	91429972	24	chr2:91429448-91430472	chr2:91429848-91430072
Ddb2	KO_vs_Neg	SE	-0.208	0.00694	chr2	91049088	91049234	146	chr2:91048588-91049734	chr2:91048988-91049334
Ppp2r2d	KO_vs_Neg	SE	-0.208	0.0102	chr7	138466749	138466846	97	chr7:138466249-138467346	chr7:138466649-138466946
Txndc11	KO_vs_Neg	SE	0.208	0.012	chr16	10922429	10922523	94	chr16:10921929-10923023	chr16:10922329-10922623
Cux2	KO_vs_Neg	SE	0.208	0.0162	chr5	122059376	122059424	48	chr5:122058876-122059924	chr5:122059276-122059524
Nudt13	KO_vs_Neg	SE	0.208	0.0495	chr14	20345155	20345277	122	chr14:20344655-20345777	chr14:20345055-20345377
Rian	KO_vs_Neg	A5SS	0.207	0.00338	chr12	109623221	109623274	NA	chr12:109622721-109623774	chr12:109623121-109623374
Htra2	KO_vs_Neg	A5SS	0.207	0.0178	chr6	83029981	83030051	NA	chr6:83029481-83030551	chr6:83029881-83030151
Rapgef1	KO_vs_Neg	MXE	0.207	0.0123	chr2	29600164	29609862	NA	chr2:29599664-29610362	chr2:29600064-29609962
Slc38a10	KO_vs_Neg	SE	-0.207	0	chr11	119999292	119999316	24	chr11:119998792-119999816	chr11:119999192-119999416
Eef1d	KO_vs_Neg	SE	-0.207	0	chr15	75774527	75775667	1140	chr15:75774027-75776167	chr15:75774427-75775767
2410002F23Rik	KO_vs_Neg	SE	-0.207	0	chr7	43896661	43896840	179	chr7:43896161-43897340	chr7:43896561-43896940
Marchf7	KO_vs_Neg	SE	-0.207	3.3e-09	chr2	60077831	60077856	25	chr2:60077331-60078356	chr2:60077731-60077956
Rnf157	KO_vs_Neg	SE	-0.207	1.54e-05	chr11	116231163	116231204	41	chr11:116230663-116231704	chr11:116231063-116231304
Gpc6	KO_vs_Neg	SE	-0.207	0.00199	chr14	118129753	118129783	30	chr14:118129253-118130283	chr14:118129653-118129883
1700086O06Rik	KO_vs_Neg	SE	-0.207	0.0222	chr18	38372625	38372804	179	chr18:38372125-38373304	chr18:38372525-38372904
Iffo1	KO_vs_Neg	A3SS	0.206	0	chr6	125129406	125129734	NA	chr6:125128906-125130234	chr6:125129306-125129834
Dclk2	KO_vs_Neg	SE	-0.206	0	chr3	86738130	86738178	48	chr3:86737630-86738678	chr3:86738030-86738278
Camk2g	KO_vs_Neg	SE	-0.206	0	chr14	20791445	20791559	114	chr14:20790945-20792059	chr14:20791345-20791659
2610307P16Rik	KO_vs_Neg	SE	0.206	5.52e-10	chr13	28792500	28792611	111	chr13:28792000-28793111	chr13:28792400-28792711
Sh3pxd2b	KO_vs_Neg	SE	-0.206	5.15e-07	chr11	32358967	32359051	84	chr11:32358467-32359551	chr11:32358867-32359151
Immt	KO_vs_Neg	SE	-0.206	7.39e-05	chr6	71829749	71829851	102	chr6:71829249-71830351	chr6:71829649-71829951
Shf	KO_vs_Neg	SE	0.206	0.0027	chr2	122184511	122184678	167	chr2:122184011-122185178	chr2:122184411-122184778
Plekha4	KO_vs_Neg	SE	-0.206	0.00398	chr7	45179905	45180082	177	chr7:45179405-45180582	chr7:45179805-45180182
Smim8	KO_vs_Neg	SE	-0.206	0.017	chr4	34771873	34772053	180	chr4:34771373-34772553	chr4:34771773-34772153
Mapk7	KO_vs_Neg	A3SS	0.205	0.0278	chr11	61383729	61384011	NA	chr11:61383229-61384511	chr11:61383629-61384111
Asap1	KO_vs_Neg	A5SS	-0.205	3.86e-09	chr15	64030730	64030853	NA	chr15:64030230-64031353	chr15:64030630-64030953
Eif4g1	KO_vs_Neg	MXE	0.205	0	chr16	20492917	20493556	NA	chr16:20492417-20494056	chr16:20492817-20493656
Rnf157	KO_vs_Neg	MXE	0.205	0.00383	chr11	116231163	116236781	NA	chr11:116230663-116237281	chr11:116231063-116236881
Etfrf1	KO_vs_Neg	RI	0.205	0.0216	chr6	145160247	145160997	NA	chr6:145159747-145161497	chr6:145160147-145161097
Add1	KO_vs_Neg	SE	-0.205	1.07e-11	chr5	34786482	34786516	34	chr5:34785982-34787016	chr5:34786382-34786616
Gabbr1	KO_vs_Neg	SE	-0.205	1.06e-07	chr17	37360544	37360689	145	chr17:37360044-37361189	chr17:37360444-37360789
Zbtb38	KO_vs_Neg	SE	-0.205	2.86e-05	chr9	96614300	96614366	66	chr9:96613800-96614866	chr9:96614200-96614466
Pbld2	KO_vs_Neg	SE	0.205	3.86e-05	chr10	62889642	62889731	89	chr10:62889142-62890231	chr10:62889542-62889831
Ccdc171	KO_vs_Neg	SE	-0.205	0.0358	chr4	83539061	83539200	139	chr4:83538561-83539700	chr4:83538961-83539300
Pate2	KO_vs_Neg	SE	0.205	0.0468	chr9	35523067	35523167	100	chr9:35522567-35523667	chr9:35522967-35523267
Gsg1	KO_vs_Neg	A5SS	0.204	0.00447	chr6	135219048	135219219	NA	chr6:135218548-135219719	chr6:135218948-135219319
Nfib	KO_vs_Neg	SE	0.204	0.000829	chr4	82228539	82228628	89	chr4:82228039-82229128	chr4:82228439-82228728
Gm12610	KO_vs_Neg	SE	-0.204	0.00132	chr4	89255914	89256050	136	chr4:89255414-89256550	chr4:89255814-89256150
Hivep2	KO_vs_Neg	SE	0.204	0.00382	chr10	13879944	13880019	75	chr10:13879444-13880519	chr10:13879844-13880119
Sil1	KO_vs_Neg	SE	-0.204	0.00656	chr18	35625911	35626019	108	chr18:35625411-35626519	chr18:35625811-35626119
Zfp184	KO_vs_Neg	A3SS	-0.203	7.63e-05	chr13	22134372	22134499	NA	chr13:22133872-22134999	chr13:22134272-22134599
Phldb1	KO_vs_Neg	SE	-0.203	8e-12	chr9	44610123	44610168	45	chr9:44609623-44610668	chr9:44610023-44610268
Sbds	KO_vs_Neg	A3SS	0.202	5.94e-07	chr5	130282779	130282850	NA	chr5:130282279-130283350	chr5:130282679-130282950
Ftsj1	KO_vs_Neg	RI	0.202	0.000213	chrX	8116634	8116877	NA	chrX:8116134-8117377	chrX:8116534-8116977
Meaf6	KO_vs_Neg	SE	-0.202	0	chr4	125001309	125001339	30	chr4:125000809-125001839	chr4:125001209-125001439
Gm5535	KO_vs_Neg	SE	-0.202	4.57e-10	chr2	144031060	144031153	93	chr2:144030560-144031653	chr2:144030960-144031253
Trappc6b	KO_vs_Neg	SE	-0.202	0.00122	chr12	59094908	59094992	84	chr12:59094408-59095492	chr12:59094808-59095092
Fam193b	KO_vs_Neg	SE	0.202	0.0019	chr13	55698036	55698220	184	chr13:55697536-55698720	chr13:55697936-55698320
Zfp426	KO_vs_Neg	SE	-0.202	0.008	chr9	20389428	20389575	147	chr9:20388928-20390075	chr9:20389328-20389675
1700086O06Rik	KO_vs_Neg	SE	-0.202	0.0422	chr18	38372625	38372804	179	chr18:38372125-38373304	chr18:38372525-38372904
Trmt11	KO_vs_Neg	A3SS	-0.201	0.0135	chr10	30466838	30467098	NA	chr10:30466338-30467598	chr10:30466738-30467198
Creb1	KO_vs_Neg	MXE	-0.201	0.0128	chr1	64598885	64601024	NA	chr1:64598385-64601524	chr1:64598785-64601124
1810009A15Rik	KO_vs_Neg	RI	0.201	0.0328	chr19	8866487	8867091	NA	chr19:8865987-8867591	chr19:8866387-8867191
Clta	KO_vs_Neg	SE	-0.201	0	chr4	44030214	44030268	54	chr4:44029714-44030768	chr4:44030114-44030368
Tnik	KO_vs_Neg	SE	-0.201	1.23e-11	chr3	28679347	28679371	24	chr3:28678847-28679871	chr3:28679247-28679471
Txnrd2	KO_vs_Neg	SE	-0.201	6.53e-06	chr16	18255310	18255367	57	chr16:18254810-18255867	chr16:18255210-18255467
Cilp2	KO_vs_Neg	SE	0.201	0.000878	chr8	70336640	70336749	109	chr8:70336140-70337249	chr8:70336540-70336849
Aco2	KO_vs_Neg	SE	-0.201	0.00134	chr15	81779370	81779629	259	chr15:81778870-81780129	chr15:81779270-81779729
Top3b	KO_vs_Neg	SE	0.201	0.0083	chr16	16692932	16693019	87	chr16:16692432-16693519	chr16:16692832-16693119
I730030J21Rik	KO_vs_Neg	SE	-0.201	0.0148	chr15	100629055	100629363	308	chr15:100628555-100629863	chr15:100628955-100629463
Ush1c	KO_vs_Neg	SE	0.201	0.0162	chr7	45865441	45865503	62	chr7:45864941-45866003	chr7:45865341-45865603
Zbtb37	KO_vs_Neg	SE	0.201	0.0207	chr1	160840454	160840591	137	chr1:160839954-160841091	chr1:160840354-160840691
Alms1	KO_vs_Neg	A5SS	0.2	0.000101	chr6	85585967	85587514	NA	chr6:85585467-85588014	chr6:85585867-85587614
2410002F23Rik	KO_vs_Neg	MXE	-0.2	0	chr7	43896661	43897483	NA	chr7:43896161-43897983	chr7:43896561-43897583
Rapgef1	KO_vs_Neg	MXE	0.2	6.45e-08	chr2	29600167	29609862	NA	chr2:29599667-29610362	chr2:29600067-29609962
Morc3	KO_vs_Neg	RI	-0.2	0.0177	chr16	93659301	93659603	NA	chr16:93658801-93660103	chr16:93659201-93659703
Fbxo25	KO_vs_Neg	SE	-0.2	0	chr8	13988921	13988948	27	chr8:13988421-13989448	chr8:13988821-13989048
Rtn4	KO_vs_Neg	SE	0.2	1.87e-12	chr11	29656409	29658770	2361	chr11:29655909-29659270	chr11:29656309-29658870
Lrif1	KO_vs_Neg	SE	0.2	0.000204	chr3	106638978	106640458	1480	chr3:106638478-106640958	chr3:106638878-106640558
Shf	KO_vs_Neg	SE	0.2	0.00361	chr2	122184509	122184678	169	chr2:122184009-122185178	chr2:122184409-122184778
Spag9	KO_vs_Neg	SE	-0.2	0.0246	chr11	93970024	93970036	12	chr11:93969524-93970536	chr11:93969924-93970136
Tasor	KO_vs_Neg	SE	0.2	0.0258	chr14	27189462	27189522	60	chr14:27188962-27190022	chr14:27189362-27189622
Snrnp70	KO_vs_Neg	A3SS	-0.199	0	chr7	45030140	45032608	NA	chr7:45029640-45033108	chr7:45030040-45032708
Dab2ip	KO_vs_Neg	MXE	-0.199	7.97e-12	chr2	35551503	35597813	NA	chr2:35551003-35598313	chr2:35551403-35597913
Sorbs1	KO_vs_Neg	MXE	0.199	1.01e-06	chr19	40329128	40332883	NA	chr19:40328628-40333383	chr19:40329028-40332983
Arfgap1	KO_vs_Neg	SE	-0.199	0	chr2	180620204	180620234	30	chr2:180619704-180620734	chr2:180620104-180620334
Nipal2	KO_vs_Neg	SE	-0.199	5.91e-07	chr15	34625117	34625177	60	chr15:34624617-34625677	chr15:34625017-34625277
Zbtb20	KO_vs_Neg	SE	-0.199	0.000128	chr16	42827380	42827449	69	chr16:42826880-42827949	chr16:42827280-42827549
Hdnr	KO_vs_Neg	SE	0.199	0.000319	chr8	57791917	57791982	65	chr8:57791417-57792482	chr8:57791817-57792082
Cenpx	KO_vs_Neg	SE	-0.199	0.00574	chr11	120603265	120603538	273	chr11:120602765-120604038	chr11:120603165-120603638
Prrt2	KO_vs_Neg	SE	0.199	0.0457	chr7	126618566	126618702	136	chr7:126618066-126619202	chr7:126618466-126618802
Arid5a	KO_vs_Neg	A3SS	-0.198	0.0113	chr1	36356284	36356743	NA	chr1:36355784-36357243	chr1:36356184-36356843
Tmem80	KO_vs_Neg	A5SS	0.198	0.000474	chr7	140912822	140912921	NA	chr7:140912322-140913421	chr7:140912722-140913021
1700037H04Rik	KO_vs_Neg	A5SS	0.198	0.00612	chr2	130995504	130995630	NA	chr2:130995004-130996130	chr2:130995404-130995730
Mroh1	KO_vs_Neg	RI	0.198	0.012	chr15	76316348	76317596	NA	chr15:76315848-76318096	chr15:76316248-76317696
Metap1d	KO_vs_Neg	SE	-0.198	0.000395	chr2	71352876	71352974	98	chr2:71352376-71353474	chr2:71352776-71353074
Hpca	KO_vs_Neg	SE	-0.198	0.0317	chr4	129013942	129013993	51	chr4:129013442-129014493	chr4:129013842-129014093
ENSMUSG00000121502	KO_vs_Neg	SE	-0.198	0.0469	chr7	39120820	39120930	110	chr7:39120320-39121430	chr7:39120720-39121030
Sh3glb1	KO_vs_Neg	MXE	0.197	0	chr3	144402614	144403228	NA	chr3:144402114-144403728	chr3:144402514-144403328
Nfix	KO_vs_Neg	SE	-0.197	0.000557	chr8	85450356	85450479	123	chr8:85449856-85450979	chr8:85450256-85450579
Srgap3	KO_vs_Neg	SE	0.197	0.00185	chr6	112731531	112731634	103	chr6:112731031-112732134	chr6:112731431-112731734
Hand2os1	KO_vs_Neg	SE	-0.197	0.00907	chr8	57771440	57771482	42	chr8:57770940-57771982	chr8:57771340-57771582
Tulp4	KO_vs_Neg	SE	-0.197	0.0105	chr17	6168570	6168641	71	chr17:6168070-6169141	chr17:6168470-6168741
Ubn2	KO_vs_Neg	RI	0.196	4.4e-07	chr6	38464042	38468866	NA	chr6:38463542-38469366	chr6:38463942-38468966
Phykpl	KO_vs_Neg	RI	0.196	2.51e-06	chr11	51484430	51484968	NA	chr11:51483930-51485468	chr11:51484330-51485068
Ap3b1	KO_vs_Neg	SE	-0.196	0	chr13	94680491	94680530	39	chr13:94679991-94681030	chr13:94680391-94680630
Dctn1	KO_vs_Neg	SE	-0.196	0	chr6	83174300	83174315	15	chr6:83173800-83174815	chr6:83174200-83174415
Vps29	KO_vs_Neg	SE	-0.196	0	chr5	122494856	122494868	12	chr5:122494356-122495368	chr5:122494756-122494968
Gm43154	KO_vs_Neg	SE	-0.196	0.00188	chr6	31656295	31656386	91	chr6:31655795-31656886	chr6:31656195-31656486
Ints10	KO_vs_Neg	SE	-0.196	0.00333	chr8	69276841	69276919	78	chr8:69276341-69277419	chr8:69276741-69277019
Hook2	KO_vs_Neg	SE	-0.196	0.00639	chr8	85725118	85725153	35	chr8:85724618-85725653	chr8:85725018-85725253
Tpm1	KO_vs_Neg	A3SS	-0.195	0	chr9	66929874	66931847	NA	chr9:66929374-66932347	chr9:66929774-66931947
Cibar1	KO_vs_Neg	A5SS	-0.195	0.0437	chr4	12168222	12168324	NA	chr4:12167722-12168824	chr4:12168122-12168424
Snap25	KO_vs_Neg	SE	0.195	1.4e-13	chr2	136611662	136611780	118	chr2:136611162-136612280	chr2:136611562-136611880
Mrpl30	KO_vs_Neg	SE	0.195	0.00011	chr1	37932023	37932104	81	chr1:37931523-37932604	chr1:37931923-37932204
Spata1	KO_vs_Neg	SE	0.195	0.00138	chr3	146188247	146188300	53	chr3:146187747-146188800	chr3:146188147-146188400
Mpdz	KO_vs_Neg	SE	-0.195	0.00239	chr4	81231736	81231835	99	chr4:81231236-81232335	chr4:81231636-81231935
Pvt1	KO_vs_Neg	SE	-0.195	0.00646	chr15	62047673	62047775	102	chr15:62047173-62048275	chr15:62047573-62047875
Hpn	KO_vs_Neg	MXE	-0.194	0.0031	chr7	30808515	30810198	NA	chr7:30808015-30810698	chr7:30808415-30810298
Rusf1	KO_vs_Neg	RI	0.194	2.55e-06	chr7	127873804	127875315	NA	chr7:127873304-127875815	chr7:127873704-127875415
Madd	KO_vs_Neg	SE	-0.194	0	chr2	90990661	90990715	54	chr2:90990161-90991215	chr2:90990561-90990815
Wasf3	KO_vs_Neg	SE	-0.194	2.3e-09	chr5	146397774	146397950	176	chr5:146397274-146398450	chr5:146397674-146398050
Slc25a14	KO_vs_Neg	SE	-0.194	3.9e-05	chrX	47712838	47713074	236	chrX:47712338-47713574	chrX:47712738-47713174
Gm11734	KO_vs_Neg	SE	-0.194	7.63e-05	chr11	117419791	117419929	138	chr11:117419291-117420429	chr11:117419691-117420029
Zfp239	KO_vs_Neg	SE	-0.194	0.000151	chr6	117843355	117843535	180	chr6:117842855-117844035	chr6:117843255-117843635
Cetn4	KO_vs_Neg	SE	0.194	0.0159	chr3	37364085	37364214	129	chr3:37363585-37364714	chr3:37363985-37364314
Ctbp1	KO_vs_Neg	A3SS	-0.193	0.00717	chr5	33405097	33406030	NA	chr5:33404597-33406530	chr5:33404997-33406130
Pcyt2	KO_vs_Neg	RI	0.193	7.82e-07	chr11	120502826	120503427	NA	chr11:120502326-120503927	chr11:120502726-120503527
Abtb2	KO_vs_Neg	RI	-0.193	0.00855	chr2	103546384	103548768	NA	chr2:103545884-103549268	chr2:103546284-103548868
Rapgef1	KO_vs_Neg	SE	0.193	0.00874	chr2	29600164	29600320	156	chr2:29599664-29600820	chr2:29600064-29600420
Top3b	KO_vs_Neg	SE	0.193	0.00875	chr16	16692935	16693019	84	chr16:16692435-16693519	chr16:16692835-16693119
Luc7l2	KO_vs_Neg	SE	0.193	0.0431	chr6	38542589	38542657	68	chr6:38542089-38543157	chr6:38542489-38542757
Slc66a1	KO_vs_Neg	RI	0.192	1.3e-07	chr4	139025840	139027722	NA	chr4:139025340-139028222	chr4:139025740-139027822
Mycbpap	KO_vs_Neg	RI	0.192	0.027	chr11	94403053	94403603	NA	chr11:94402553-94404103	chr11:94402953-94403703
Gnas	KO_vs_Neg	SE	-0.192	0	chr2	174169900	174169924	24	chr2:174169400-174170424	chr2:174169800-174170024
Dixdc1	KO_vs_Neg	RI	0.191	1.66e-08	chr9	50593332	50593926	NA	chr9:50592832-50594426	chr9:50593232-50594026
Surf1	KO_vs_Neg	RI	0.191	0.00139	chr2	26805607	26806018	NA	chr2:26805107-26806518	chr2:26805507-26806118
Ank2	KO_vs_Neg	SE	-0.191	2.88e-07	chr3	126757031	126757130	99	chr3:126756531-126757630	chr3:126756931-126757230
Myo9b	KO_vs_Neg	SE	0.191	0.00808	chr8	71791550	71791664	114	chr8:71791050-71792164	chr8:71791450-71791764
Gm9895	KO_vs_Neg	A3SS	0.19	0.0174	chr19	29046392	29046918	NA	chr19:29045892-29047418	chr19:29046292-29047018
Fbxl12	KO_vs_Neg	A5SS	0.19	0.00447	chr9	20553499	20555594	NA	chr9:20552999-20556094	chr9:20553399-20555694
Col11a2	KO_vs_Neg	MXE	0.19	0.00368	chr17	34264744	34265476	NA	chr17:34264244-34265976	chr17:34264644-34265576
Lrrc56	KO_vs_Neg	RI	0.19	0.00153	chr7	140776894	140778274	NA	chr7:140776394-140778774	chr7:140776794-140778374
Afdn	KO_vs_Neg	SE	-0.19	0	chr17	14111224	14111260	36	chr17:14110724-14111760	chr17:14111124-14111360
Rdh13	KO_vs_Neg	SE	0.19	0	chr7	4447976	4448121	145	chr7:4447476-4448621	chr7:4447876-4448221
Plekha6	KO_vs_Neg	SE	-0.19	1.53e-05	chr1	133202530	133202617	87	chr1:133202030-133203117	chr1:133202430-133202717
Obscn	KO_vs_Neg	SE	0.19	0.00523	chr11	58953472	58953736	264	chr11:58952972-58954236	chr11:58953372-58953836
Zfp426	KO_vs_Neg	SE	0.19	0.0402	chr9	20386206	20386329	123	chr9:20385706-20386829	chr9:20386106-20386429
Elmo2	KO_vs_Neg	SE	-0.189	1.61e-10	chr2	165145585	165145621	36	chr2:165145085-165146121	chr2:165145485-165145721
Elf2	KO_vs_Neg	SE	0.189	0.0024	chr3	51207203	51207306	103	chr3:51206703-51207806	chr3:51207103-51207406
Sil1	KO_vs_Neg	MXE	0.188	0.00356	chr18	35625911	35626286	NA	chr18:35625411-35626786	chr18:35625811-35626386
Necap2	KO_vs_Neg	SE	-0.188	1.67e-07	chr4	140798891	140799028	137	chr4:140798391-140799528	chr4:140798791-140799128
Anapc1	KO_vs_Neg	SE	0.188	3.48e-06	chr2	128520130	128520204	74	chr2:128519630-128520704	chr2:128520030-128520304
Rapgef6	KO_vs_Neg	SE	0.188	6.56e-05	chr11	54452150	54452220	70	chr11:54451650-54452720	chr11:54452050-54452320
Gm20557	KO_vs_Neg	SE	-0.188	0.0349	chr3	49298660	49298738	78	chr3:49298160-49299238	chr3:49298560-49298838
Clcn2	KO_vs_Neg	A3SS	0.187	2.15e-06	chr16	20528319	20528474	NA	chr16:20527819-20528974	chr16:20528219-20528574
Abcd4	KO_vs_Neg	RI	0.187	0.00137	chr12	84659098	84659670	NA	chr12:84658598-84660170	chr12:84658998-84659770
Picalm	KO_vs_Neg	SE	-0.187	0	chr7	89843480	89843504	24	chr7:89842980-89844004	chr7:89843380-89843604
Col4a1	KO_vs_Neg	SE	-0.187	4.93e-08	chr8	11254535	11254552	17	chr8:11254035-11255052	chr8:11254435-11254652
Incenp	KO_vs_Neg	SE	-0.187	6.47e-08	chr19	9860555	9860567	12	chr19:9860055-9861067	chr19:9860455-9860667
Vps13c	KO_vs_Neg	SE	-0.187	3.03e-05	chr9	67773461	67773524	63	chr9:67772961-67774024	chr9:67773361-67773624
Chpt1	KO_vs_Neg	SE	-0.187	0.036	chr10	88317214	88317241	27	chr10:88316714-88317741	chr10:88317114-88317341
Inpp4a	KO_vs_Neg	A5SS	-0.186	0.00107	chr1	37419002	37419258	NA	chr1:37418502-37419758	chr1:37418902-37419358
Dtnb	KO_vs_Neg	MXE	-0.186	1.39e-11	chr12	3667605	3682964	NA	chr12:3667105-3683464	chr12:3667505-3683064
2610307P16Rik	KO_vs_Neg	MXE	-0.186	3.94e-08	chr13	28792500	28852687	NA	chr13:28792000-28853187	chr13:28792400-28852787
5530601H04Rik	KO_vs_Neg	RI	0.186	1.71e-05	chrX	104110364	104112234	NA	chrX:104109864-104112734	chrX:104110264-104112334
Neo1	KO_vs_Neg	SE	-0.186	0	chr9	58809365	58809398	33	chr9:58808865-58809898	chr9:58809265-58809498
Gprasp1	KO_vs_Neg	SE	-0.186	1.2e-07	chrX	134644311	134644363	52	chrX:134643811-134644863	chrX:134644211-134644463
Psd4	KO_vs_Neg	SE	-0.186	2.5e-06	chr2	24276644	24276721	77	chr2:24276144-24277221	chr2:24276544-24276821
Asah2	KO_vs_Neg	A3SS	-0.185	0.0469	chr19	32038686	32038860	NA	chr19:32038186-32039360	chr19:32038586-32038960
Madd	KO_vs_Neg	MXE	0.185	0.0155	chr2	90988761	90989650	NA	chr2:90988261-90990150	chr2:90988661-90989750
Mtfr1	KO_vs_Neg	SE	-0.185	2.89e-12	chr3	19262654	19262691	37	chr3:19262154-19263191	chr3:19262554-19262791
Nrxn2	KO_vs_Neg	SE	0.185	6.77e-08	chr19	6548499	6548561	62	chr19:6547999-6549061	chr19:6548399-6548661
Rusc1	KO_vs_Neg	SE	0.185	2.77e-05	chr3	88997802	88998213	411	chr3:88997302-88998713	chr3:88997702-88998313
Chchd3	KO_vs_Neg	MXE	0.184	4.4e-06	chr6	32870326	32945201	NA	chr6:32869826-32945701	chr6:32870226-32945301
Gtf3c2	KO_vs_Neg	SE	0.184	1.6e-12	chr5	31330726	31330855	129	chr5:31330226-31331355	chr5:31330626-31330955
Mgrn1	KO_vs_Neg	SE	-0.184	0.000109	chr16	4752058	4752103	45	chr16:4751558-4752603	chr16:4751958-4752203
Smpd5	KO_vs_Neg	SE	-0.184	0.00658	chr15	76179589	76179662	73	chr15:76179089-76180162	chr15:76179489-76179762
Rprd2	KO_vs_Neg	SE	-0.184	0.0102	chr3	95693631	95693763	132	chr3:95693131-95694263	chr3:95693531-95693863
Tab3	KO_vs_Neg	SE	0.184	0.042	chrX	84637257	84637360	103	chrX:84636757-84637860	chrX:84637157-84637460
Ip6k2	KO_vs_Neg	SE	-0.183	4.74e-10	chr9	108673739	108673771	32	chr9:108673239-108674271	chr9:108673639-108673871
Pou2f2	KO_vs_Neg	SE	-0.183	7.92e-10	chr7	24814895	24815174	279	chr7:24814395-24815674	chr7:24814795-24815274
Mindy3	KO_vs_Neg	SE	-0.183	0.000223	chr2	12400989	12401069	80	chr2:12400489-12401569	chr2:12400889-12401169
Osgepl1	KO_vs_Neg	SE	0.183	0.00052	chr1	53360654	53360726	72	chr1:53360154-53361226	chr1:53360554-53360826
Inpp4a	KO_vs_Neg	SE	-0.183	0.00163	chr1	37413355	37413370	15	chr1:37412855-37413870	chr1:37413255-37413470
Parl	KO_vs_Neg	SE	-0.183	0.00202	chr16	20101673	20101681	8	chr16:20101173-20102181	chr16:20101573-20101781
Dnajb13	KO_vs_Neg	SE	-0.183	0.0191	chr7	100156582	100156740	158	chr7:100156082-100157240	chr7:100156482-100156840
Gm32856	KO_vs_Neg	SE	-0.183	0.0296	chr8	129995262	129995455	193	chr8:129994762-129995955	chr8:129995162-129995555
Zfat	KO_vs_Neg	A5SS	0.182	5.3e-05	chr15	67982292	67982411	NA	chr15:67981792-67982911	chr15:67982192-67982511
Cstf2	KO_vs_Neg	RI	-0.182	7.73e-07	chrX	132970593	132974026	NA	chrX:132970093-132974526	chrX:132970493-132974126
Bbip1	KO_vs_Neg	RI	0.182	0.000212	chr19	53920560	53922001	NA	chr19:53920060-53922501	chr19:53920460-53922101
Gria2	KO_vs_Neg	SE	-0.182	0.000126	chr3	80598626	80598741	115	chr3:80598126-80599241	chr3:80598526-80598841
Dync2h1	KO_vs_Neg	SE	-0.182	0.000141	chr9	7045348	7045369	21	chr9:7044848-7045869	chr9:7045248-7045469
Cdc7	KO_vs_Neg	SE	0.182	0.0189	chr5	107124723	107124829	106	chr5:107124223-107125329	chr5:107124623-107124929
Myt1	KO_vs_Neg	SE	-0.182	0.0254	chr2	181453147	181453216	69	chr2:181452647-181453716	chr2:181453047-181453316
Cyrib	KO_vs_Neg	MXE	0.181	0.000334	chr15	63829433	63894469	NA	chr15:63828933-63894969	chr15:63829333-63894569
Sh3glb1	KO_vs_Neg	SE	-0.181	0	chr3	144405614	144405638	24	chr3:144405114-144406138	chr3:144405514-144405738
R3hdm2	KO_vs_Neg	SE	-0.181	0	chr10	127317561	127317663	102	chr10:127317061-127318163	chr10:127317461-127317763
Kctd17	KO_vs_Neg	SE	-0.181	3.4e-11	chr15	78321100	78321299	199	chr15:78320600-78321799	chr15:78321000-78321399
Bltp1	KO_vs_Neg	SE	-0.181	1.09e-06	chr3	37046825	37046876	51	chr3:37046325-37047376	chr3:37046725-37046976
Tmem234	KO_vs_Neg	SE	0.181	0.000134	chr4	129495199	129495418	219	chr4:129494699-129495918	chr4:129495099-129495518
1500004A13Rik	KO_vs_Neg	SE	0.181	0.000301	chr3	88717944	88718309	365	chr3:88717444-88718809	chr3:88717844-88718409
