Gene	Comparison	EventType	dPSI	FDR	Chromosome	Start	End	ExonLength	IGV_coordinate	IGV_narrow
2210408F21Rik	KO_vs_Parental	SE	-0.202	0.0156	chr6	31305266	31305295	29	chr6:31304766-31305795	chr6:31305166-31305395
Adgrl2	KO_vs_Parental	SE	-0.2	2.75e-05	chr3	148566062	148566074	12	chr3:148565562-148566574	chr3:148565962-148566174
Abi2	KO_vs_Parental	SE	-0.192	0	chr1	60478100	60478118	18	chr1:60477600-60478618	chr1:60478000-60478218
Ank2	KO_vs_Parental	SE	-0.184	0.00608	chr3	126772904	126772916	12	chr3:126772404-126773416	chr3:126772804-126773016
Chpt1	KO_vs_Parental	SE	-0.182	0.0172	chr10	88317214	88317241	27	chr10:88316714-88317741	chr10:88317114-88317341
Psap	KO_vs_Parental	SE	-0.169	0	chr10	60133316	60133325	9	chr10:60132816-60133825	chr10:60133216-60133425
Tpd52	KO_vs_Parental	SE	-0.167	4.35e-07	chr3	9008610	9008637	27	chr3:9008110-9009137	chr3:9008510-9008737
Clasp2	KO_vs_Parental	SE	0.156	0.000383	chr9	113689187	113689205	18	chr9:113688687-113689705	chr9:113689087-113689305
Fbxo25	KO_vs_Parental	SE	-0.151	1.79e-09	chr8	13988921	13988948	27	chr8:13988421-13989448	chr8:13988821-13989048
L1cam	KO_vs_Parental	SE	-0.15	0	chrX	72899257	72899269	12	chrX:72898757-72899769	chrX:72899157-72899369
Unc13a	KO_vs_Parental	SE	0.148	5.14e-07	chr8	72119284	72119314	30	chr8:72118784-72119814	chr8:72119184-72119414
Dop1a	KO_vs_Parental	SE	-0.147	0.0431	chr9	86388923	86388953	30	chr9:86388423-86389453	chr9:86388823-86389053
Tmem184b	KO_vs_Parental	SE	-0.142	5.23e-06	chr15	79247857	79247878	21	chr15:79247357-79248378	chr15:79247757-79247978
Dctn1	KO_vs_Parental	SE	0.142	0.0107	chr6	83163409	83163427	18	chr6:83162909-83163927	chr6:83163309-83163527
Mars1	KO_vs_Parental	SE	-0.141	6.09e-09	chr10	127132585	127132609	24	chr10:127132085-127133109	chr10:127132485-127132709
Slc12a5	KO_vs_Parental	SE	-0.139	0.000157	chr2	164838783	164838798	15	chr2:164838283-164839298	chr2:164838683-164838898
Incenp	KO_vs_Parental	SE	-0.139	0.000414	chr19	9860555	9860567	12	chr19:9860055-9861067	chr19:9860455-9860667
Myef2	KO_vs_Parental	SE	-0.139	0.00156	chr2	124929596	124929623	27	chr2:124929096-124930123	chr2:124929496-124929723
Dctn1	KO_vs_Parental	SE	-0.134	2.91e-06	chr6	83174300	83174315	15	chr6:83173800-83174815	chr6:83174200-83174415
Gpatch8	KO_vs_Parental	SE	-0.133	5.81e-05	chr11	102422138	102422156	18	chr11:102421638-102422656	chr11:102422038-102422256
Vti1a	KO_vs_Parental	SE	0.133	0.0286	chr19	55375620	55375641	21	chr19:55375120-55376141	chr19:55375520-55375741
Meaf6	KO_vs_Parental	SE	-0.129	0.000997	chr4	125001309	125001339	30	chr4:125000809-125001839	chr4:125001209-125001439
Ank3	KO_vs_Parental	SE	-0.129	0.00321	chr10	69816653	69816680	27	chr10:69816153-69817180	chr10:69816553-69816780
Sh3glb1	KO_vs_Parental	SE	-0.128	3.7e-09	chr3	144405614	144405638	24	chr3:144405114-144406138	chr3:144405514-144405738
Agap1	KO_vs_Parental	SE	-0.128	1.36e-05	chr1	89538005	89538017	12	chr1:89537505-89538517	chr1:89537905-89538117
Pacsin2	KO_vs_Parental	SE	-0.127	2.69e-06	chr15	83267823	83267829	6	chr15:83267323-83268329	chr15:83267723-83267929
Dip2a	KO_vs_Parental	SE	-0.125	0.00173	chr10	76107209	76107239	30	chr10:76106709-76107739	chr10:76107109-76107339
Wnk1	KO_vs_Parental	SE	-0.124	0.000204	chr6	119905083	119905110	27	chr6:119904583-119905610	chr6:119904983-119905210
Ergic3	KO_vs_Parental	SE	-0.123	1.69e-05	chr2	155857296	155857311	15	chr2:155856796-155857811	chr2:155857196-155857411
Mon2	KO_vs_Parental	SE	-0.123	0.00306	chr10	122858990	122858993	3	chr10:122858490-122859493	chr10:122858890-122859093
Apbb1	KO_vs_Parental	SE	0.122	0.0042	chr7	105217825	105217838	13	chr7:105217325-105218338	chr7:105217725-105217938
Cpeb4	KO_vs_Parental	SE	0.122	0.0125	chr11	31868800	31868824	24	chr11:31868300-31869324	chr11:31868700-31868924
6430548M08Rik	KO_vs_Parental	SE	-0.121	0.0274	chr8	120884206	120884236	30	chr8:120883706-120884736	chr8:120884106-120884336
Tenm4	KO_vs_Parental	SE	-0.12	0.00294	chr7	96503923	96503944	21	chr7:96503423-96504444	chr7:96503823-96504044
Madd	KO_vs_Parental	SE	-0.119	0.00165	chr2	90971153	90971162	9	chr2:90970653-90971662	chr2:90971053-90971262
Tmem245	KO_vs_Parental	SE	-0.118	0.00523	chr4	56922386	56922410	24	chr4:56921886-56922910	chr4:56922286-56922510
Zfp58	KO_vs_Parental	SE	-0.117	0.00676	chr13	67644303	67644330	27	chr13:67643803-67644830	chr13:67644203-67644430
Clasp2	KO_vs_Parental	SE	-0.116	1.23e-05	chr9	113707817	113707841	24	chr9:113707317-113708341	chr9:113707717-113707941
Agrn	KO_vs_Parental	SE	-0.114	2.72e-11	chr4	156254002	156254014	12	chr4:156253502-156254514	chr4:156253902-156254114
Dtnbp1	KO_vs_Parental	SE	-0.114	0.0171	chr13	45106647	45106670	23	chr13:45106147-45107170	chr13:45106547-45106770
Adgrl1	KO_vs_Parental	SE	-0.112	0.00952	chr8	84652890	84652905	15	chr8:84652390-84653405	chr8:84652790-84653005
Ckap5	KO_vs_Parental	SE	-0.11	0.00404	chr2	91429948	91429972	24	chr2:91429448-91430472	chr2:91429848-91430072
Hnrnpa2b1	KO_vs_Parental	SE	-0.109	6.62e-05	chr6	51441407	51441431	24	chr6:51440907-51441931	chr6:51441307-51441531
Arhgap21	KO_vs_Parental	SE	0.109	0.0259	chr2	20888010	20888040	30	chr2:20887510-20888540	chr2:20887910-20888140
Plekha5	KO_vs_Parental	SE	0.108	9.72e-06	chr6	140482731	140482749	18	chr6:140482231-140483249	chr6:140482631-140482849
Htra2	KO_vs_Parental	SE	-0.108	0.00058	chr6	83029678	83029707	29	chr6:83029178-83030207	chr6:83029578-83029807
Ssr1	KO_vs_Parental	SE	-0.108	0.00104	chr13	38167070	38167085	15	chr13:38166570-38167585	chr13:38166970-38167185
Mapk8ip3	KO_vs_Parental	SE	-0.106	8.71e-05	chr17	25127384	25127402	18	chr17:25126884-25127902	chr17:25127284-25127502
Meaf6	KO_vs_Parental	SE	-0.103	2.02e-13	chr4	125001309	125001339	30	chr4:125000809-125001839	chr4:125001209-125001439
Zmynd8	KO_vs_Parental	SE	-0.103	0.00121	chr2	165694787	165694799	12	chr2:165694287-165695299	chr2:165694687-165694899
Sh3glb2	KO_vs_Parental	SE	-0.102	8.36e-05	chr2	30239237	30239249	12	chr2:30238737-30239749	chr2:30239137-30239349
Sag	KO_vs_Pos	SE	1	2.59e-10	chr1	87771833	87771843	10	chr1:87771333-87772343	chr1:87771733-87771943
Vps29	KO_vs_Pos	SE	-0.676	1.18e-05	chr5	122494856	122494868	12	chr5:122494356-122495368	chr5:122494756-122494968
Nrbp1	KO_vs_Pos	SE	0.528	3.53e-06	chr5	31403665	31403689	24	chr5:31403165-31404189	chr5:31403565-31403789
Phf14	KO_vs_Pos	SE	0.504	0.00206	chr6	12047123	12047153	30	chr6:12046623-12047653	chr6:12047023-12047253
Clasp1	KO_vs_Pos	SE	-0.444	0.00198	chr1	118440434	118440458	24	chr1:118439934-118440958	chr1:118440334-118440558
Pdlim5	KO_vs_Pos	SE	0.417	0.000425	chr3	142012044	142012059	15	chr3:142011544-142012559	chr3:142011944-142012159
Urgcp	KO_vs_Pos	SE	0.369	0.027	chr11	5676830	5676857	27	chr11:5676330-5677357	chr11:5676730-5676957
Lmbr1	KO_vs_Pos	SE	0.35	1.19e-06	chr5	29528799	29528822	23	chr5:29528299-29529322	chr5:29528699-29528922
Micu1	KO_vs_Pos	SE	-0.342	0.00625	chr10	59602905	59602911	6	chr10:59602405-59603411	chr10:59602805-59603011
Rps24	KO_vs_Pos	SE	0.33	0	chr14	24544119	24544137	18	chr14:24543619-24544637	chr14:24544019-24544237
Zcrb1	KO_vs_Pos	SE	-0.314	0.00216	chr15	93293467	93293496	29	chr15:93292967-93293996	chr15:93293367-93293596
Zfp58	KO_vs_Pos	SE	-0.293	0.000498	chr13	67644303	67644330	27	chr13:67643803-67644830	chr13:67644203-67644430
Fam168a	KO_vs_Pos	SE	0.289	3.79e-10	chr7	100467942	100467969	27	chr7:100467442-100468469	chr7:100467842-100468069
Ryr2	KO_vs_Pos	SE	0.28	0.034	chr13	11905719	11905734	15	chr13:11905219-11906234	chr13:11905619-11905834
Chpt1	KO_vs_Pos	SE	-0.269	0.0484	chr10	88317214	88317241	27	chr10:88316714-88317741	chr10:88317114-88317341
Hmgn1	KO_vs_Pos	SE	-0.261	0.037	chr16	95928510	95928540	30	chr16:95928010-95929040	chr16:95928410-95928640
Spag9	KO_vs_Pos	SE	-0.26	0.00451	chr11	93971565	93971580	15	chr11:93971065-93972080	chr11:93971465-93971680
Clasp2	KO_vs_Pos	SE	0.256	5.28e-12	chr9	113689187	113689205	18	chr9:113688687-113689705	chr9:113689087-113689305
Zmynd8	KO_vs_Pos	SE	-0.237	0	chr2	165694787	165694799	12	chr2:165694287-165695299	chr2:165694687-165694899
Slit2	KO_vs_Pos	SE	-0.233	0.000447	chr5	48378308	48378332	24	chr5:48377808-48378832	chr5:48378208-48378432
Iffo1	KO_vs_Pos	SE	0.23	2.05e-13	chr6	125128757	125128766	9	chr6:125128257-125129266	chr6:125128657-125128866
Bak1	KO_vs_Pos	SE	0.214	5.2e-09	chr17	27240636	27240656	20	chr17:27240136-27241156	chr17:27240536-27240756
Exoc1	KO_vs_Pos	SE	-0.212	8.02e-05	chr5	76688593	76688614	21	chr5:76688093-76689114	chr5:76688493-76688714
Tcf7l2	KO_vs_Pos	SE	-0.21	0.00191	chr19	55916161	55916186	25	chr19:55915661-55916686	chr19:55916061-55916286
Cdk5rap2	KO_vs_Pos	SE	0.207	2.94e-07	chr4	70165184	70165211	27	chr4:70164684-70165711	chr4:70165084-70165311
Mef2a	KO_vs_Pos	SE	0.206	0	chr7	66894268	66894292	24	chr7:66893768-66894792	chr7:66894168-66894392
Ppfia1	KO_vs_Pos	SE	-0.195	9.6e-07	chr7	144056603	144056633	30	chr7:144056103-144057133	chr7:144056503-144056733
Col4a1	KO_vs_Pos	SE	0.193	9.81e-12	chr8	11254535	11254552	17	chr8:11254035-11255052	chr8:11254435-11254652
Sgip1	KO_vs_Pos	SE	-0.19	0.0453	chr4	102757722	102757734	12	chr4:102757222-102758234	chr4:102757622-102757834
Parl	KO_vs_Pos	SE	-0.179	0.0082	chr16	20101673	20101681	8	chr16:20101173-20102181	chr16:20101573-20101781
Nphs1	KO_vs_Pos	SE	0.177	0.00134	chr7	30181066	30181091	25	chr7:30180566-30181591	chr7:30180966-30181191
Clasp2	KO_vs_Pos	SE	-0.175	1.29e-06	chr9	113687648	113687672	24	chr9:113687148-113688172	chr9:113687548-113687772
Sptan1	KO_vs_Pos	SE	0.172	0	chr2	29904169	29904184	15	chr2:29903669-29904684	chr2:29904069-29904284
Eml5	KO_vs_Pos	SE	0.17	1.26e-05	chr12	98787858	98787873	15	chr12:98787358-98788373	chr12:98787758-98787973
Asap2	KO_vs_Pos	SE	0.169	0	chr12	21264362	21264371	9	chr12:21263862-21264871	chr12:21264262-21264471
Ddhd1	KO_vs_Pos	SE	-0.169	0.0278	chr14	45866310	45866331	21	chr14:45865810-45866831	chr14:45866210-45866431
Ppfia1	KO_vs_Pos	SE	-0.169	0.0456	chr7	144042427	144042454	27	chr7:144041927-144042954	chr7:144042327-144042554
Kcnc3	KO_vs_Pos	SE	-0.167	0.000336	chr7	44247013	44247043	30	chr7:44246513-44247543	chr7:44246913-44247143
Nbea	KO_vs_Pos	SE	-0.165	6.97e-05	chr3	55901468	55901477	9	chr3:55900968-55901977	chr3:55901368-55901577
Dclk2	KO_vs_Pos	SE	0.165	0.0193	chr3	86695928	86695941	13	chr3:86695428-86696441	chr3:86695828-86696041
Arvcf	KO_vs_Pos	SE	-0.164	1.37e-08	chr16	18219530	18219548	18	chr16:18219030-18220048	chr16:18219430-18219648
Tpd52	KO_vs_Pos	SE	-0.16	2.05e-13	chr3	9008610	9008637	27	chr3:9008110-9009137	chr3:9008510-9008737
Col7a1	KO_vs_Pos	SE	0.16	4.22e-06	chr9	108794117	108794144	27	chr9:108793617-108794644	chr9:108794017-108794244
Arhgap23	KO_vs_Pos	SE	-0.159	5.62e-06	chr11	97382469	97382492	23	chr11:97381969-97382992	chr11:97382369-97382592
Pus7	KO_vs_Pos	SE	-0.156	6.59e-06	chr5	23968331	23968349	18	chr5:23967831-23968849	chr5:23968231-23968449
Pla2g6	KO_vs_Pos	SE	0.156	0.0111	chr15	79187773	79187802	29	chr15:79187273-79188302	chr15:79187673-79187902
Mpp7	KO_vs_Pos	SE	-0.154	0.00151	chr18	7430394	7430415	21	chr18:7429894-7430915	chr18:7430294-7430515
Plch2	KO_vs_Pos	SE	-0.151	0.0219	chr4	155069822	155069849	27	chr4:155069322-155070349	chr4:155069722-155069949
Nktr	KO_vs_Pos	SE	0.15	0.000238	chr9	121559062	121559090	28	chr9:121558562-121559590	chr9:121558962-121559190
Adgrl1	KO_vs_Pos	SE	-0.147	0.000259	chr8	84652890	84652905	15	chr8:84652390-84653405	chr8:84652790-84653005
Vps29	KO_vs_Pos	SE	-0.146	1.61e-09	chr5	122494856	122494868	12	chr5:122494356-122495368	chr5:122494756-122494968
Ablim3	KO_vs_Pos	SE	0.145	0.0145	chr18	61938707	61938715	8	chr18:61938207-61939215	chr18:61938607-61938815
Snx21	KO_vs_Pos	SE	0.142	0.0404	chr2	164633477	164633488	11	chr2:164632977-164633988	chr2:164633377-164633588
Dst	KO_vs_Pos	SE	0.14	0	chr1	34335822	34335840	18	chr1:34335322-34336340	chr1:34335722-34335940
Tbc1d24	KO_vs_Pos	SE	0.137	0.000236	chr17	24403354	24403372	18	chr17:24402854-24403872	chr17:24403254-24403472
Asap1	KO_vs_Pos	SE	0.137	0.0138	chr15	64025692	64025701	9	chr15:64025192-64026201	chr15:64025592-64025801
Mib2	KO_vs_Pos	SE	0.137	0.0146	chr4	155739708	155739727	19	chr4:155739208-155740227	chr4:155739608-155739827
Atp6v0a1	KO_vs_Pos	SE	0.136	0	chr11	100940284	100940302	18	chr11:100939784-100940802	chr11:100940184-100940402
Tnik	KO_vs_Pos	SE	-0.136	0.000485	chr3	28679347	28679371	24	chr3:28678847-28679871	chr3:28679247-28679471
Git2	KO_vs_Pos	SE	0.134	7.05e-05	chr5	114891208	114891214	6	chr5:114890708-114891714	chr5:114891108-114891314
Syne1	KO_vs_Pos	SE	0.134	0.025	chr10	5376254	5376275	21	chr10:5375754-5376775	chr10:5376154-5376375
Snap91	KO_vs_Pos	SE	-0.133	2.75e-05	chr9	86680882	86680897	15	chr9:86680382-86681397	chr9:86680782-86680997
Sorbs1	KO_vs_Pos	SE	-0.133	0.0027	chr19	40371199	40371226	27	chr19:40370699-40371726	chr19:40371099-40371326
Tpd52	KO_vs_Pos	SE	-0.13	0	chr3	9008610	9008637	27	chr3:9008110-9009137	chr3:9008510-9008737
Rab3gap1	KO_vs_Pos	SE	-0.13	0.000303	chr1	127869330	127869351	21	chr1:127868830-127869851	chr1:127869230-127869451
Ppfia1	KO_vs_Pos	SE	-0.129	0.0132	chr7	144042427	144042454	27	chr7:144041927-144042954	chr7:144042327-144042554
Abi2	KO_vs_Pos	SE	-0.128	1.98e-07	chr1	60478100	60478118	18	chr1:60477600-60478618	chr1:60478000-60478218
Clasp1	KO_vs_Pos	SE	-0.127	5.14e-06	chr1	118469404	118469428	24	chr1:118468904-118469928	chr1:118469304-118469528
Vav2	KO_vs_Pos	SE	0.124	7.24e-05	chr2	27190441	27190456	15	chr2:27189941-27190956	chr2:27190341-27190556
Unc13a	KO_vs_Pos	SE	0.123	7.51e-05	chr8	72119284	72119314	30	chr8:72118784-72119814	chr8:72119184-72119414
Kif1b	KO_vs_Pos	SE	0.12	0	chr4	149349801	149349819	18	chr4:149349301-149350319	chr4:149349701-149349919
Picalm	KO_vs_Pos	SE	0.119	3.45e-05	chr7	89843480	89843504	24	chr7:89842980-89844004	chr7:89843380-89843604
Sh3glb2	KO_vs_Pos	SE	0.118	0	chr2	30236070	30236085	15	chr2:30235570-30236585	chr2:30235970-30236185
Mroh1	KO_vs_Pos	SE	0.117	9.71e-11	chr15	76316571	76316598	27	chr15:76316071-76317098	chr15:76316471-76316698
Arhgef10l	KO_vs_Pos	SE	0.117	5.06e-10	chr4	140296066	140296081	15	chr4:140295566-140296581	chr4:140295966-140296181
Cacnb3	KO_vs_Pos	SE	0.117	0.00237	chr15	98538839	98538859	20	chr15:98538339-98539359	chr15:98538739-98538959
Dip2a	KO_vs_Pos	SE	-0.115	0.00127	chr10	76107209	76107239	30	chr10:76106709-76107739	chr10:76107109-76107339
Dtnbp1	KO_vs_Pos	SE	-0.114	0.0175	chr13	45106647	45106670	23	chr13:45106147-45107170	chr13:45106547-45106770
Zfp62	KO_vs_Pos	SE	-0.114	0.025	chr11	49095277	49095302	25	chr11:49094777-49095802	chr11:49095177-49095402
Hnrnpc	KO_vs_Pos	SE	-0.113	4.36e-06	chr14	52335471	52335497	26	chr14:52334971-52335997	chr14:52335371-52335597
Ank3	KO_vs_Pos	SE	-0.112	0.0311	chr10	69816653	69816680	27	chr10:69816153-69817180	chr10:69816553-69816780
Slc38a10	KO_vs_Pos	SE	-0.111	4.8e-09	chr11	119999292	119999316	24	chr11:119998792-119999816	chr11:119999192-119999416
Macf1	KO_vs_Pos	SE	0.111	3.95e-08	chr4	123257849	123257867	18	chr4:123257349-123258367	chr4:123257749-123257967
Apbb1	KO_vs_Pos	SE	0.111	0.00832	chr7	105217825	105217838	13	chr7:105217325-105218338	chr7:105217725-105217938
Mef2d	KO_vs_Pos	SE	0.11	1.94e-12	chr3	88069087	88069108	21	chr3:88068587-88069608	chr3:88068987-88069208
Asap1	KO_vs_Pos	SE	0.11	3.53e-10	chr15	64025692	64025701	9	chr15:64025192-64026201	chr15:64025592-64025801
Tenm3	KO_vs_Pos	SE	-0.109	0.00205	chr8	48740167	48740188	21	chr8:48739667-48740688	chr8:48740067-48740288
Srrm4	KO_vs_Pos	SE	-0.108	0.00659	chr5	116592731	116592747	16	chr5:116592231-116593247	chr5:116592631-116592847
Ncor1	KO_vs_Pos	SE	-0.108	0.0439	chr11	62294261	62294288	27	chr11:62293761-62294788	chr11:62294161-62294388
Snap91	KO_vs_Pos	SE	0.106	0.00751	chr9	86680882	86680897	15	chr9:86680382-86681397	chr9:86680782-86680997
Ptprf	KO_vs_Pos	SE	0.105	0	chr4	118085015	118085042	27	chr4:118084515-118085542	chr4:118084915-118085142
Gnl3l	KO_vs_Pos	SE	0.105	4.95e-08	chrX	149787266	149787281	15	chrX:149786766-149787781	chrX:149787166-149787381
Fry	KO_vs_Pos	SE	0.105	0.00173	chr5	150384853	150384862	9	chr5:150384353-150385362	chr5:150384753-150384962
Nckap1	KO_vs_Pos	SE	0.103	5.06e-10	chr2	80401556	80401574	18	chr2:80401056-80402074	chr2:80401456-80401674
Ptprs	KO_vs_Pos	SE	0.1	1.03e-11	chr17	56734790	56734817	27	chr17:56734290-56735317	chr17:56734690-56734917
Nrxn3	Neg_vs_Parental	SE	-0.789	1.58e-08	chr12	89321222	89321249	27	chr12:89320722-89321749	chr12:89321122-89321349
Prss41	Neg_vs_Parental	SE	0.547	0.000139	chr17	24062930	24062957	27	chr17:24062430-24063457	chr17:24062830-24063057
Itga8	Neg_vs_Parental	SE	0.489	6.84e-06	chr2	12198080	12198093	13	chr2:12197580-12198593	chr2:12197980-12198193
Sgip1	Neg_vs_Parental	SE	0.461	0.00482	chr4	102757722	102757734	12	chr4:102757222-102758234	chr4:102757622-102757834
Bin1	Neg_vs_Parental	SE	0.456	0.0187	chr18	32562752	32562776	24	chr18:32562252-32563276	chr18:32562652-32562876
Car14	Neg_vs_Parental	SE	0.423	6.2e-05	chr3	95808770	95808792	22	chr3:95808270-95809292	chr3:95808670-95808892
Dpy19l1	Neg_vs_Parental	SE	0.413	0.000211	chr9	24397000	24397025	25	chr9:24396500-24397525	chr9:24396900-24397125
Ncam1	Neg_vs_Parental	SE	-0.382	0.0375	chr9	49453187	49453202	15	chr9:49452687-49453702	chr9:49453087-49453302
Plch2	Neg_vs_Parental	SE	0.381	0.00135	chr4	155069822	155069849	27	chr4:155069322-155070349	chr4:155069722-155069949
Kcnq5	Neg_vs_Parental	SE	0.353	0.0168	chr1	21536606	21536633	27	chr1:21536106-21537133	chr1:21536506-21536733
Ryr2	Neg_vs_Parental	SE	0.338	0.00383	chr13	11905719	11905734	15	chr13:11905219-11906234	chr13:11905619-11905834
Shank3	Neg_vs_Parental	SE	0.338	0.00566	chr15	89440923	89440951	28	chr15:89440423-89441451	chr15:89440823-89441051
Kcnc3	Neg_vs_Parental	SE	0.326	0.000352	chr7	44247013	44247043	30	chr7:44246513-44247543	chr7:44246913-44247143
Agrn	Neg_vs_Parental	SE	0.323	0.0041	chr4	156253002	156253026	24	chr4:156252502-156253526	chr4:156252902-156253126
Tpd52	Neg_vs_Parental	SE	0.314	4.42e-07	chr3	9008610	9008637	27	chr3:9008110-9009137	chr3:9008510-9008737
Sipa1	Neg_vs_Parental	SE	0.295	6.66e-05	chr19	5711623	5711651	28	chr19:5711123-5712151	chr19:5711523-5711751
Vti1a	Neg_vs_Parental	SE	0.293	0.0119	chr19	55375620	55375641	21	chr19:55375120-55376141	chr19:55375520-55375741
Trrap	Neg_vs_Parental	SE	0.291	2.55e-11	chr5	144747141	144747162	21	chr5:144746641-144747662	chr5:144747041-144747262
Unc79	Neg_vs_Parental	SE	0.285	5.85e-05	chr12	103016153	103016182	29	chr12:103015653-103016682	chr12:103016053-103016282
Nrxn3	Neg_vs_Parental	SE	-0.277	0.00398	chr12	88817048	88817078	30	chr12:88816548-88817578	chr12:88816948-88817178
Ppfia1	Neg_vs_Parental	SE	0.265	7.94e-12	chr7	144056603	144056633	30	chr7:144056103-144057133	chr7:144056503-144056733
Dctn1	Neg_vs_Parental	SE	0.262	0	chr6	83160917	83160938	21	chr6:83160417-83161438	chr6:83160817-83161038
Clasp2	Neg_vs_Parental	SE	0.252	1.26e-07	chr9	113687648	113687672	24	chr9:113687148-113688172	chr9:113687548-113687772
Exoc1	Neg_vs_Parental	SE	0.252	1.59e-06	chr5	76688593	76688614	21	chr5:76688093-76689114	chr5:76688493-76688714
Ank3	Neg_vs_Parental	SE	0.251	0.00548	chr10	69765276	69765288	12	chr10:69764776-69765788	chr10:69765176-69765388
Mast2	Neg_vs_Parental	SE	0.248	0	chr4	116190609	116190630	21	chr4:116190109-116191130	chr4:116190509-116190730
Ppfia3	Neg_vs_Parental	SE	0.239	5.19e-09	chr7	44992976	44993003	27	chr7:44992476-44993503	chr7:44992876-44993103
Sh3glb2	Neg_vs_Parental	SE	0.228	1e-13	chr2	30239237	30239249	12	chr2:30238737-30239749	chr2:30239137-30239349
Arhgap23	Neg_vs_Parental	SE	0.228	8e-13	chr11	97382469	97382492	23	chr11:97381969-97382992	chr11:97382369-97382592
Ewsr1	Neg_vs_Parental	SE	0.222	0	chr11	5041459	5041477	18	chr11:5040959-5041977	chr11:5041359-5041577
Shank2	Neg_vs_Parental	SE	0.216	0.00367	chr7	143961792	143961813	21	chr7:143961292-143962313	chr7:143961692-143961913
Ppp6r3	Neg_vs_Parental	SE	0.211	0	chr19	3509746	3509764	18	chr19:3509246-3510264	chr19:3509646-3509864
Rapgef6	Neg_vs_Parental	SE	0.211	0.000565	chr11	54542574	54542589	15	chr11:54542074-54543089	chr11:54542474-54542689
Arhgap21	Neg_vs_Parental	SE	0.21	4.24e-05	chr2	20888010	20888040	30	chr2:20887510-20888540	chr2:20887910-20888140
Zmynd8	Neg_vs_Parental	SE	0.206	2.99e-12	chr2	165694787	165694799	12	chr2:165694287-165695299	chr2:165694687-165694899
Tenm3	Neg_vs_Parental	SE	0.204	0.0346	chr8	48766272	48766299	27	chr8:48765772-48766799	chr8:48766172-48766399
Adgrl2	Neg_vs_Parental	SE	0.203	0.00021	chr3	148532847	148532874	27	chr3:148532347-148533374	chr3:148532747-148532974
Ddhd1	Neg_vs_Parental	SE	0.202	1.72e-05	chr14	45866310	45866331	21	chr14:45865810-45866831	chr14:45866210-45866431
Nbea	Neg_vs_Parental	SE	0.201	1.83e-13	chr3	55901468	55901477	9	chr3:55900968-55901977	chr3:55901368-55901577
Taf1	Neg_vs_Parental	SE	0.201	5.8e-11	chrX	100634339	100634345	6	chrX:100633839-100634845	chrX:100634239-100634445
Fxyd7	Neg_vs_Parental	SE	0.198	0.000915	chr7	30746797	30746827	30	chr7:30746297-30747327	chr7:30746697-30746927
Spag9	Neg_vs_Parental	SE	0.196	0.00595	chr11	93970024	93970036	12	chr11:93969524-93970536	chr11:93969924-93970136
Snap91	Neg_vs_Parental	SE	0.195	0.000122	chr9	86680882	86680897	15	chr9:86680382-86681397	chr9:86680782-86680997
Dop1a	Neg_vs_Parental	SE	0.195	0.0428	chr9	86388923	86388953	30	chr9:86388423-86389453	chr9:86388823-86389053
Tenm3	Neg_vs_Parental	SE	0.191	3.22e-10	chr8	48740167	48740188	21	chr8:48739667-48740688	chr8:48740067-48740288
Rab3gap1	Neg_vs_Parental	SE	0.191	7.93e-07	chr1	127869330	127869351	21	chr1:127868830-127869851	chr1:127869230-127869451
Fam168a	Neg_vs_Parental	SE	-0.191	1.19e-06	chr7	100467942	100467969	27	chr7:100467442-100468469	chr7:100467842-100468069
Marchf7	Neg_vs_Parental	SE	0.187	2.85e-07	chr2	60077831	60077856	25	chr2:60077331-60078356	chr2:60077731-60077956
Ank3	Neg_vs_Parental	SE	0.187	0.000174	chr10	69816653	69816680	27	chr10:69816153-69817180	chr10:69816553-69816780
Gramd1a	Neg_vs_Parental	SE	0.183	0	chr7	30832644	30832656	12	chr7:30832144-30833156	chr7:30832544-30832756
Inpp4a	Neg_vs_Parental	SE	0.181	0.000806	chr1	37413355	37413370	15	chr1:37412855-37413870	chr1:37413255-37413470
Tnik	Neg_vs_Parental	SE	0.176	3.8e-08	chr3	28679347	28679371	24	chr3:28678847-28679871	chr3:28679247-28679471
Arhgef40	Neg_vs_Parental	SE	-0.176	0.00879	chr14	52242335	52242356	21	chr14:52241835-52242856	chr14:52242235-52242456
Slc38a10	Neg_vs_Parental	SE	0.174	0	chr11	119999292	119999316	24	chr11:119998792-119999816	chr11:119999192-119999416
Chn1	Neg_vs_Parental	SE	-0.173	0.00125	chr2	73540798	73540826	28	chr2:73540298-73541326	chr2:73540698-73540926
Cask	Neg_vs_Parental	SE	0.169	0	chrX	13462924	13462942	18	chrX:13462424-13463442	chrX:13462824-13463042
Ergic3	Neg_vs_Parental	SE	0.169	0	chr2	155857296	155857311	15	chr2:155856796-155857811	chr2:155857196-155857411
Atp2c1	Neg_vs_Parental	SE	0.168	5.44e-06	chr9	105370741	105370753	12	chr9:105370241-105371253	chr9:105370641-105370853
Dip2a	Neg_vs_Parental	SE	0.168	0.000735	chr10	76107209	76107239	30	chr10:76106709-76107739	chr10:76107109-76107339
Hnrnpa2b1	Neg_vs_Parental	SE	-0.167	1.6e-11	chr6	51441407	51441431	24	chr6:51440907-51441931	chr6:51441307-51441531
Sgip1	Neg_vs_Parental	SE	0.167	0.012	chr4	102762761	102762773	12	chr4:102762261-102763273	chr4:102762661-102762873
