"GeneID","geneSymbol","neg_n_sig","neg_event_types","neg_n_SE","neg_n_microexon","neg_n_inclusion","neg_n_exclusion","neg_mean_dPSI","neg_mean_abs_dPSI","pos_n_sig","pos_event_types","pos_n_SE","pos_n_microexon","pos_n_inclusion","pos_n_exclusion","pos_mean_dPSI","pos_mean_abs_dPSI"
"ENSMUSG00000020231","Dip2a",1,"SE",1,1,1,0,0.168,0.168,0,"",0,0,0,0,NA,NA
"ENSMUSG00000020250","Txnrd1",1,"SE",1,0,0,1,-0.218,0.218,0,"",0,0,0,0,NA,NA
"ENSMUSG00000020284","Cfap410",1,"SE",1,0,0,1,-0.317,0.317,0,"",0,0,0,0,NA,NA
"ENSMUSG00000020451","Limk2",1,"SE",1,0,0,1,-0.127,0.127,3,"MXE,SE",2,0,2,1,0.162,0.2727
"ENSMUSG00000020454","Eif4enif1",1,"SE",1,0,1,0,0.102,0.102,0,"",0,0,0,0,NA,NA
"ENSMUSG00000020458","Rtn4",2,"MXE,SE",1,0,0,2,-0.1935,0.1935,1,"SE",1,0,0,1,-0.205,0.205
"ENSMUSG00000020646","Mboat2",1,"SE",1,0,0,1,-0.22,0.22,0,"",0,0,0,0,NA,NA
"ENSMUSG00000020680","Taf15",1,"SE",1,0,0,1,-0.286,0.286,1,"SE",1,0,0,1,-0.168,0.168
"ENSMUSG00000020717","Pecam1",1,"SE",1,0,1,0,0.118,0.118,0,"",0,0,0,0,NA,NA
"ENSMUSG00000020785","Camkk1",1,"RI",0,0,0,1,-0.107,0.107,0,"",0,0,0,0,NA,NA
"ENSMUSG00000020792","Exoc7",3,"MXE,SE",2,0,3,0,0.1603,0.1603,3,"MXE,SE",2,0,3,0,0.1983,0.1983
"ENSMUSG00000020812","Snhg16",1,"A5SS",0,0,0,1,-0.184,0.184,0,"",0,0,0,0,NA,NA
"ENSMUSG00000020859","Spag9",1,"SE",1,1,1,0,0.196,0.196,1,"SE",1,1,1,0,0.168,0.168
"ENSMUSG00000020866","Cacna1g",1,"A3SS",0,0,0,1,-0.107,0.107,1,"A5SS",0,0,0,1,-0.282,0.282
"ENSMUSG00000021140","Pcnx",1,"MXE",0,0,1,0,0.124,0.124,4,"MXE,SE",2,0,2,2,0.0412,0.1502
"ENSMUSG00000021276","Cinp",1,"SE",1,0,0,1,-0.331,0.331,2,"RI,SE",1,0,1,1,-0.0015,0.1765
"ENSMUSG00000021427","Ssr1",1,"SE",1,1,1,0,0.156,0.156,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021432","Slc35b3",1,"SE",1,0,0,1,-0.124,0.124,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021461","Fancc",1,"SE",1,0,0,1,-0.193,0.193,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021548","Ccnh",1,"SE",1,0,0,1,-0.285,0.285,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021686","Ap3b1",1,"SE",1,0,1,0,0.15,0.15,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021832","Psmc6",1,"SE",1,0,0,1,-0.2,0.2,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021838","Samd4",1,"SE",1,0,0,1,-0.15,0.15,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021895","Arhgef3",1,"SE",1,0,0,1,-0.238,0.238,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021917","Spcs1",1,"RI",0,0,0,1,-0.149,0.149,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021936","Mapk8",1,"MXE",0,0,1,0,0.102,0.102,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021969","Zdhhc20",1,"SE",1,0,1,0,0.196,0.196,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021972","Hmbox1",1,"SE",1,0,0,1,-0.127,0.127,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022124","Fbxl3",1,"MXE",0,0,0,1,-0.106,0.106,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022211","Carmil3",1,"RI",0,0,0,1,-0.143,0.143,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022307","Oxr1",1,"SE",1,0,1,0,0.246,0.246,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022329","Stk3",1,"SE",1,1,1,0,0.135,0.135,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022359","Wdyhv1",1,"SE",1,0,1,0,0.11,0.11,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022386","Trmu",2,"RI,SE",1,0,0,2,-0.146,0.146,1,"RI",0,0,0,1,-0.105,0.105
"ENSMUSG00000022420","Dnal4",1,"SE",1,0,1,0,0.119,0.119,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022469","Rapgef3",1,"A3SS",0,0,0,1,-0.14,0.14,1,"RI",0,0,0,1,-0.261,0.261
"ENSMUSG00000022487","Gtsf1",1,"SE",1,0,0,1,-0.166,0.166,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022498","Txndc11",1,"SE",1,0,1,0,0.108,0.108,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022517","Mgrn1",1,"SE",1,0,1,0,0.14,0.14,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022537","Tmem44",1,"RI",0,0,0,1,-0.196,0.196,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022552","Sharpin",1,"A3SS",0,0,1,0,0.154,0.154,1,"RI",0,0,1,0,0.108,0.108
"ENSMUSG00000022558","Mroh1",4,"RI,SE",1,0,1,3,-0.0503,0.1737,5,"RI,SE",3,1,1,4,-0.0946,0.1934
"ENSMUSG00000022565","Plec",1,"SE",1,0,1,0,0.101,0.101,1,"SE",1,1,0,1,-0.145,0.145
"ENSMUSG00000022574","Naprt",1,"SE",1,0,0,1,-0.293,0.293,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022604","Cep97",1,"SE",1,0,1,0,0.111,0.111,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022623","Shank3",1,"SE",1,1,1,0,0.129,0.129,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022635","Zcrb1",1,"SE",1,1,0,1,-0.163,0.163,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022701","Ccdc191",1,"SE",1,0,1,0,0.186,0.186,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022801","Lrch3",1,"SE",1,0,1,0,0.182,0.182,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022837","Iqcb1",1,"SE",1,0,0,1,-0.139,0.139,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022890","Atp5j",1,"SE",1,0,0,1,-0.108,0.108,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022992","Kansl2",2,"A5SS,SE",1,0,0,2,-0.1055,0.1055,1,"A5SS",0,0,0,1,-0.147,0.147
"ENSMUSG00000023153","Tmem52",1,"RI",0,0,1,0,0.361,0.361,0,"",0,0,0,0,NA,NA
"ENSMUSG00000023191","P3h3",1,"RI",0,0,0,1,-0.14,0.14,1,"RI",0,0,0,1,-0.122,0.122
"ENSMUSG00000023393","Slc17a9",2,"RI",0,0,0,2,-0.2115,0.2115,1,"RI",0,0,0,1,-0.244,0.244
"ENSMUSG00000023764","Sfi1",1,"RI",0,0,0,1,-0.143,0.143,3,"A5SS,SE",2,0,1,2,-0.0203,0.1357
"ENSMUSG00000024012","Mtch1",1,"A3SS",0,0,1,0,0.157,0.157,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024050","Wiz",1,"SE",1,0,0,1,-0.17,0.17,1,"MXE",0,0,0,1,-0.129,0.129
"ENSMUSG00000024118","Tedc2",1,"RI",0,0,0,1,-0.145,0.145,1,"A5SS",0,0,0,1,-0.149,0.149
"ENSMUSG00000024150","Mcfd2",1,"SE",1,0,0,1,-0.284,0.284,1,"SE",1,0,0,1,-0.116,0.116
"ENSMUSG00000024273","2700062C07Rik",1,"SE",1,1,0,1,-0.102,0.102,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024287","Thoc1",2,"A5SS,RI",0,0,0,2,-0.1295,0.1295,1,"RI",0,0,0,1,-0.226,0.226
"ENSMUSG00000024301","Kifc5b",1,"SE",1,0,1,0,0.121,0.121,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024347","Psd2",1,"A5SS",0,0,1,0,0.264,0.264,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024357","Sil1",1,"SE",1,0,0,1,-0.151,0.151,1,"SE",1,0,0,1,-0.203,0.203
"ENSMUSG00000024454","Hdac3",1,"RI",0,0,0,1,-0.114,0.114,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024480","Ap3s1",1,"SE",1,0,0,1,-0.757,0.757,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024603","Dctn4",1,"SE",1,1,1,0,0.164,0.164,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024645","Timm21",1,"RI",0,0,0,1,-0.128,0.128,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024663","Rab3il1",1,"SE",1,0,1,0,0.181,0.181,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024871","Doc2g",1,"RI",0,0,1,0,0.125,0.125,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024983","Vti1a",2,"SE",2,2,2,0,0.214,0.214,1,"SE",1,1,1,0,0.171,0.171
"ENSMUSG00000025019","Lcor",2,"SE",2,0,1,1,-0.038,0.252,1,"SE",1,0,1,0,0.187,0.187
"ENSMUSG00000025076","Casp7",1,"MXE",0,0,1,0,0.101,0.101,0,"",0,0,0,0,NA,NA
"ENSMUSG00000025138","Sirt7",4,"RI,SE",2,0,0,4,-0.1988,0.1988,3,"RI,SE",2,0,0,3,-0.2653,0.2653
"ENSMUSG00000025261","Huwe1",1,"SE",1,0,0,1,-0.208,0.208,3,"SE",3,0,1,2,-0.0103,0.1323
"ENSMUSG00000025337","Sbds",1,"A3SS",0,0,0,1,-0.168,0.168,0,"",0,0,0,0,NA,NA
"ENSMUSG00000025404","R3hdm2",3,"SE",3,0,3,0,0.144,0.144,2,"SE",2,0,2,0,0.144,0.144
"ENSMUSG00000025420","Katnal2",1,"SE",1,0,1,0,0.151,0.151,0,"",0,0,0,0,NA,NA
"ENSMUSG00000025470","Zfp511",1,"RI",0,0,0,1,-0.106,0.106,0,"",0,0,0,0,NA,NA
"ENSMUSG00000025485","Ric8a",1,"SE",1,0,0,1,-0.42,0.42,0,"",0,0,0,0,NA,NA
"ENSMUSG00000025487","Psmd13",1,"RI",0,0,0,1,-0.206,0.206,0,"",0,0,0,0,NA,NA
"ENSMUSG00000025494","Sigirr",1,"RI",0,0,0,1,-0.282,0.282,0,"",0,0,0,0,NA,NA
"ENSMUSG00000025571","Tnrc6c",1,"A5SS",0,0,0,1,-0.141,0.141,0,"",0,0,0,0,NA,NA
"ENSMUSG00000025762","Larp1b",1,"SE",1,0,1,0,0.113,0.113,2,"SE",2,0,1,1,-0.053,0.196
"ENSMUSG00000025950","Idh1",1,"SE",1,0,0,1,-0.307,0.307,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026005","Rpe",1,"A5SS",0,0,1,0,0.126,0.126,1,"SE",1,1,1,0,0.122,0.122
"ENSMUSG00000026020","Nop58",1,"A3SS",0,0,0,1,-0.126,0.126,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026029","Casp8",1,"SE",1,0,1,0,0.101,0.101,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026074","Map4k4",1,"SE",1,0,1,0,0.111,0.111,2,"A5SS,SE",1,0,0,2,-0.4725,0.4725
"ENSMUSG00000026082","Rev1",1,"SE",1,0,0,1,-0.111,0.111,2,"SE",2,0,1,1,-0.001,0.11
"ENSMUSG00000026113","Inpp4a",3,"A5SS,SE",2,1,2,1,0.1007,0.1733,3,"A5SS,SE",2,0,2,1,0.0747,0.166
"ENSMUSG00000026177","Slc11a1",1,"RI",0,0,0,1,-0.102,0.102,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026179","Pnkd",1,"SE",1,0,1,0,0.117,0.117,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026313","Hdac4",1,"SE",1,0,0,1,-0.211,0.211,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026349","Ccnt2",1,"RI",0,0,1,0,0.131,0.131,1,"A5SS",0,0,1,0,0.107,0.107
"ENSMUSG00000026471","Mr1",1,"A5SS",0,0,0,1,-0.118,0.118,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026527","Rgs7",3,"SE",3,0,2,1,0.0847,0.2093,2,"SE",2,0,2,0,0.206,0.206
"ENSMUSG00000026672","Optn",2,"SE",2,0,0,2,-0.1165,0.1165,1,"SE",1,0,0,1,-0.104,0.104
"ENSMUSG00000026721","Rabgap1l",1,"RI",0,0,0,1,-0.14,0.14,1,"SE",1,0,1,0,0.108,0.108
"ENSMUSG00000026737","Pip4k2a",1,"SE",1,0,0,1,-0.154,0.154,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026773","Pfkfb3",1,"SE",1,0,1,0,0.127,0.127,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026781","Acbd5",1,"SE",1,0,1,0,0.171,0.171,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026816","Gtf3c5",1,"MXE",0,0,0,1,-0.717,0.717,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026825","Dnm1",1,"SE",1,0,0,1,-0.104,0.104,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026826","Nr4a2",1,"A3SS",0,0,0,1,-0.16,0.16,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026848","Tor1b",1,"A3SS",0,0,0,1,-0.109,0.109,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026853","Crat",1,"SE",1,0,1,0,0.102,0.102,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026860","Sh3glb2",1,"SE",1,1,1,0,0.228,0.228,3,"RI,SE",2,1,1,2,-0.141,0.2137
"ENSMUSG00000026867","Gapvd1",2,"A5SS,SE",1,0,1,1,0.0125,0.1645,1,"A5SS",0,0,0,1,-0.133,0.133
"ENSMUSG00000026873","Phf19",1,"SE",1,0,0,1,-0.179,0.179,1,"SE",1,0,0,1,-0.123,0.123
"ENSMUSG00000026933","Camsap1",1,"MXE",0,0,0,1,-0.162,0.162,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026946","Nmi",1,"SE",1,0,1,0,0.198,0.198,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026958","Dpp7",1,"RI",0,0,0,1,-0.158,0.158,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026977","Marchf7",1,"SE",1,1,1,0,0.187,0.187,0,"",0,0,0,0,NA,NA
"ENSMUSG00000026999","Nup35",1,"SE",1,0,0,1,-0.356,0.356,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027001","Dusp19",1,"SE",1,0,1,0,0.124,0.124,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027071","P2rx3",1,"SE",1,0,0,1,-0.104,0.104,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027109","Sp3",1,"MXE",0,0,1,0,0.137,0.137,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027130","Slc12a6",1,"SE",1,0,1,0,0.131,0.131,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027207","Galk2",1,"SE",1,0,1,0,0.194,0.194,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027263","Tubgcp4",2,"RI",0,0,0,2,-0.153,0.153,2,"A3SS,RI",0,0,1,1,-0.0245,0.1485
"ENSMUSG00000027273","Snap25",1,"SE",1,0,0,1,-0.111,0.111,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027281","Slx4ip",1,"SE",1,0,0,1,-0.22,0.22,1,"SE",1,0,1,0,0.302,0.302
"ENSMUSG00000027298","Tyro3",1,"RI",0,0,0,1,-0.211,0.211,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027506","Tpd52",1,"SE",1,1,1,0,0.314,0.314,1,"SE",1,1,1,0,0.115,0.115
"ENSMUSG00000027523","Gnas",1,"SE",1,1,1,0,0.15,0.15,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027550","Lrrcc1",1,"SE",1,0,1,0,0.119,0.119,1,"A3SS",0,0,0,1,-0.118,0.118
"ENSMUSG00000027575","Arfgap1",1,"SE",1,0,0,1,-0.183,0.183,2,"A3SS,SE",1,1,1,1,0.064,0.233
"ENSMUSG00000027584","Oprl1",1,"A5SS",0,0,0,1,-0.118,0.118,3,"MXE,SE",2,0,2,1,0.1407,0.3327
"ENSMUSG00000027630","Tbl1xr1",1,"SE",1,0,0,1,-0.127,0.127,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027634","Ndrg3",1,"SE",1,0,1,0,0.113,0.113,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027646","Src",1,"SE",1,1,1,0,0.119,0.119,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027677","Ttc14",1,"SE",1,0,0,1,-0.105,0.105,1,"A3SS",0,0,1,0,0.183,0.183
"ENSMUSG00000027708","Dcun1d1",1,"SE",1,0,0,1,-0.117,0.117,0,"",0,0,0,0,NA,NA
"ENSMUSG00000027722","Spata5",1,"MXE",0,0,1,0,0.103,0.103,1,"SE",1,0,1,0,0.169,0.169
"ENSMUSG00000027763","Mbnl1",1,"SE",1,0,1,0,0.146,0.146,1,"SE",1,0,1,0,0.117,0.117
"ENSMUSG00000027799","Nbea",1,"SE",1,1,1,0,0.201,0.201,0,"",0,0,0,0,NA,NA
"ENSMUSG00000028013","Ppa2",1,"SE",1,0,0,1,-0.221,0.221,0,"",0,0,0,0,NA,NA
"ENSMUSG00000028033","Kcnq5",1,"SE",1,1,1,0,0.353,0.353,0,"",0,0,0,0,NA,NA
"ENSMUSG00000028047","Thbs3",1,"RI",0,0,0,1,-0.115,0.115,0,"",0,0,0,0,NA,NA
"ENSMUSG00000028064","Sema4a",1,"RI",0,0,0,1,-0.251,0.251,2,"A3SS,RI",0,0,0,2,-0.2625,0.2625
"ENSMUSG00000028207","Asph",1,"SE",1,0,1,0,0.119,0.119,2,"SE",2,0,1,1,-0.003,0.121
"ENSMUSG00000028256","Odf2l",1,"SE",1,0,1,0,0.141,0.141,1,"SE",1,0,0,1,-0.344,0.344
"ENSMUSG00000028312","Smc2",1,"SE",1,0,1,0,0.107,0.107,0,"",0,0,0,0,NA,NA
"ENSMUSG00000028391","Wdr31",1,"A5SS",0,0,1,0,0.168,0.168,0,"",0,0,0,0,NA,NA
"ENSMUSG00000028433","Ubap2",1,"SE",1,0,1,0,0.109,0.109,0,"",0,0,0,0,NA,NA
"ENSMUSG00000028549","Itgb3bp",1,"MXE",0,0,0,1,-0.109,0.109,1,"MXE",0,0,1,0,0.111,0.111
"ENSMUSG00000028550","Atg4c",1,"SE",1,0,1,0,0.143,0.143,1,"SE",1,0,1,0,0.132,0.132
"ENSMUSG00000028565","Nfia",1,"SE",1,0,1,0,0.238,0.238,0,"",0,0,0,0,NA,NA
"ENSMUSG00000028671","Gale",1,"A3SS",0,0,0,1,-0.243,0.243,0,"",0,0,0,0,NA,NA
"ENSMUSG00000028687","Mutyh",2,"RI,SE",1,0,1,1,0.048,0.188,2,"SE",2,0,0,2,-0.208,0.208
"ENSMUSG00000028744","Slc66a1",1,"SE",1,0,0,1,-0.155,0.155,0,"",0,0,0,0,NA,NA
"ENSMUSG00000028796","Phc2",1,"SE",1,0,0,1,-0.202,0.202,1,"SE",1,0,0,1,-0.125,0.125
"ENSMUSG00000028901","Gmeb1",1,"MXE",0,0,1,0,0.113,0.113,0,"",0,0,0,0,NA,NA
"ENSMUSG00000028919","Arhgef19",1,"SE",1,0,0,1,-0.18,0.18,1,"SE",1,0,0,1,-0.234,0.234
"ENSMUSG00000028931","Kcnab2",1,"SE",1,0,1,0,0.133,0.133,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029055","Plch2",2,"RI,SE",1,1,1,1,-0.05,0.194,4,"A5SS,RI",0,0,0,4,-0.2212,0.2212
"ENSMUSG00000029060","Mib2",1,"RI",0,0,0,1,-0.101,0.101,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029127","Zbtb49",2,"MXE,SE",1,0,2,0,0.1265,0.1265,2,"MXE,SE",1,0,1,1,0.0065,0.1705
"ENSMUSG00000029141","Slc4a1ap",1,"A3SS",0,0,0,1,-0.235,0.235,1,"A3SS",0,0,1,0,0.161,0.161
"ENSMUSG00000029148","Nrbp1",1,"SE",1,1,1,0,0.114,0.114,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029152","Ociad1",1,"SE",1,0,0,1,-0.116,0.116,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029206","Nsun7",1,"SE",1,0,0,1,-0.508,0.508,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029208","Guf1",1,"SE",1,0,1,0,0.123,0.123,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029221","Slc30a9",1,"SE",1,0,1,0,0.167,0.167,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029405","G3bp2",1,"SE",1,0,1,0,0.121,0.121,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029422","Rsrc2",1,"SE",1,0,0,1,-0.133,0.133,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029472","Anapc5",1,"RI",0,0,0,1,-0.108,0.108,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029528","Pxn",1,"SE",1,0,1,0,0.501,0.501,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029534","St7",1,"SE",1,0,1,0,0.107,0.107,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029538","Srsf9",1,"SE",1,0,1,0,0.109,0.109,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029577","Ube3b",1,"MXE",0,0,1,0,0.123,0.123,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029635","Cdk8",1,"SE",1,0,1,0,0.127,0.127,2,"SE",2,0,2,0,0.15,0.15
"ENSMUSG00000029703","Lrwd1",1,"RI",0,0,0,1,-0.253,0.253,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029712","Actl6b",1,"SE",1,0,1,0,0.179,0.179,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029730","Mcm7",1,"A3SS",0,0,0,1,-0.157,0.157,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029780","Nt5c3",1,"SE",1,0,1,0,0.166,0.166,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029823","Luc7l2",2,"SE",2,0,1,1,0.032,0.148,4,"MXE,SE",2,0,0,4,-0.238,0.238
"ENSMUSG00000029863","Casp2",1,"SE",1,0,1,0,0.378,0.378,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029924","Slc37a3",1,"SE",1,0,1,0,0.136,0.136,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030060","Hmces",1,"SE",1,0,0,1,-0.17,0.17,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030166","Rad52",1,"A3SS",0,0,0,1,-0.104,0.104,1,"SE",1,0,1,0,0.134,0.134
"ENSMUSG00000030231","Plekha5",2,"SE",2,0,1,1,0.0045,0.1255,2,"A3SS,SE",1,0,0,2,-0.2525,0.2525
"ENSMUSG00000030232","Aebp2",1,"MXE",0,0,1,0,0.121,0.121,1,"RI",0,0,0,1,-0.131,0.131
"ENSMUSG00000030254","Rad18",1,"SE",1,0,1,0,0.107,0.107,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030263","Irag2",2,"RI,SE",1,0,1,1,0.03,0.37,1,"RI",0,0,0,1,-0.189,0.189
"ENSMUSG00000030279","C2cd5",1,"SE",1,0,1,0,0.132,0.132,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030281","Il17rc",1,"SE",1,0,1,0,0.114,0.114,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030304","Ergic2",1,"SE",1,0,0,1,-0.109,0.109,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030329","Pianp",1,"RI",0,0,0,1,-0.257,0.257,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030409","Dmpk",2,"RI,SE",1,0,0,2,-0.155,0.155,3,"A5SS,RI,SE",1,0,1,2,-0.0713,0.144
"ENSMUSG00000030443","Zfp583",1,"A3SS",0,0,1,0,0.118,0.118,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030498","Gas2",1,"SE",1,0,1,0,0.143,0.143,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030660","Pik3c2a",1,"SE",1,0,1,0,0.115,0.115,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030689","Ino80e",1,"RI",0,0,0,1,-0.11,0.11,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030691","Fchsd2",1,"SE",1,0,1,0,0.12,0.12,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030852","Tacc2",1,"SE",1,0,1,0,0.125,0.125,1,"SE",1,0,1,0,0.111,0.111
"ENSMUSG00000030929","Eri2",1,"A3SS",0,0,0,1,-0.167,0.167,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030987","Stim1",1,"SE",1,0,1,0,0.188,0.188,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030990","Pgap2",1,"SE",1,0,1,0,0.105,0.105,0,"",0,0,0,0,NA,NA
"ENSMUSG00000031012","Cask",2,"SE",2,1,2,0,0.1385,0.1385,2,"MXE,SE",1,0,2,0,0.135,0.135
"ENSMUSG00000031078","Cttn",1,"SE",1,0,0,1,-0.138,0.138,1,"SE",1,0,0,1,-0.12,0.12
"ENSMUSG00000031105","Slc25a14",1,"SE",1,0,1,0,0.299,0.299,2,"SE",2,0,1,1,0.05,0.217
"ENSMUSG00000031109","Enox2",1,"A5SS",0,0,0,1,-0.127,0.127,0,"",0,0,0,0,NA,NA
"ENSMUSG00000031314","Taf1",1,"SE",1,1,1,0,0.201,0.201,0,"",0,0,0,0,NA,NA
"ENSMUSG00000031389","Arhgap4",1,"RI",0,0,0,1,-0.147,0.147,3,"MXE,RI,SE",1,0,1,2,-0.0687,0.2127
"ENSMUSG00000031425","Plp1",1,"A5SS",0,0,0,1,-0.183,0.183,0,"",0,0,0,0,NA,NA
"ENSMUSG00000031488","Rab11fip1",1,"SE",1,0,1,0,0.102,0.102,0,"",0,0,0,0,NA,NA
"ENSMUSG00000031508","Ankrd10",1,"SE",1,0,1,0,0.12,0.12,0,"",0,0,0,0,NA,NA
"ENSMUSG00000031671","Setd6",2,"SE",2,0,0,2,-0.192,0.192,4,"SE",4,0,0,4,-0.2158,0.2158
"ENSMUSG00000031711","Zfp330",1,"RI",0,0,1,0,0.412,0.412,0,"",0,0,0,0,NA,NA
"ENSMUSG00000031729","Ist1",1,"RI",0,0,0,1,-0.132,0.132,0,"",0,0,0,0,NA,NA
"ENSMUSG00000031860","Pbx4",1,"SE",1,0,0,1,-0.176,0.176,0,"",0,0,0,0,NA,NA
"ENSMUSG00000031872","Bean1",1,"SE",1,0,1,0,0.127,0.127,0,"",0,0,0,0,NA,NA
"ENSMUSG00000031959","Wdr59",1,"SE",1,0,1,0,0.118,0.118,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032064","Dixdc1",1,"RI",0,0,0,1,-0.105,0.105,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032182","Yipf2",1,"SE",1,0,1,0,0.216,0.216,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032280","Tle3",1,"A3SS",0,0,1,0,0.105,0.105,1,"A5SS",0,0,1,0,0.134,0.134
"ENSMUSG00000032297","Celf6",1,"MXE",0,0,1,0,0.103,0.103,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032311","Nrg4",1,"A3SS",0,0,0,1,-0.341,0.341,0,"",0,0,0,0,NA,NA
