Supplementary Table 11:,"Table related to the selection of the events from MaPSy T0 to T1,2,3,4",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
CYLD,HsaEX0018232,9,LS,0.41,0,1.64,9.01,23.98,,0.14,0.23,6.28,7.91,not_selected,,15.8,16.07,7.7700000000000005,0.09,7.680000000000001,7.4,-8.4,,22.05,40.41,70.36,88.38
PTPRK,HsaEX0051168,18,LS,0,0,0.72,9.53,11.61,,0,0.09,0.31,1.31,not_selected,,10.299999999999999,10.299999999999999,1.31,0.09,1.22,1.22,-9.079999999999998,,0,24.13,29.1,33.44
NBEAL2,HsaEX0041847,20,LS,10.62,8.27,5.53,11.06,19.89,,0.07,0.06,0.13,0.13,not_selected,,9.21,19.759999999999998,0.06,-0.010000000000000009,0.07,-0.07,-9.280000000000001,,0,0,2.14,52.79
BICDL1,HsaEX0013372,12,LS,0,0,3.2,10.77,11.59,,0,0,0,0,not_selected,,11.59,11.59,0,0,0,0,-11.59,,0.1,3.02,27.29,60.91
POLR3F,HsaEX0049118,21,LS,0,0,1.31,19.55,27.03,,0.24,0.3,4.3,7.64,not_selected,,19.630000000000003,19.87,7.3999999999999995,0.06,7.34,6.859999999999999,-12.770000000000003,,1.05,4.47,13.22,15.47
KIF1A,HsaEX0034466,27,LS,0.5,0.96,5.12,12.78,18.11,,0.31,0.45,2,2.88,not_selected,,15.04,15.229999999999999,2.57,0.14,2.4299999999999997,1.8099999999999996,-13.23,,0,0,2.7,10.1
PRKACB,HsaEX0050092,9,LS,0,0,2.05,12.63,16.44,,0.09,0,0,0,not_selected,,16.53,16.62,-0.09,-0.09,0,-0.18,-16.71,,0,0,2.22,2.51
KIF1C,HsaEX0034483,23,LS,0.23,2.81,17.43,68.12,69.08,,0.11,0.53,15.95,24.77,T1_4,,44.19,44.309999999999995,24.66,0.42000000000000004,24.24,24.02,-20.169999999999998,,2.14,17.24,52.09,83.62
PPFIA1,HsaEX0049337,27,LS,0,2.07,4.34,22.64,24.99,,0,0,1.09,2.39,not_selected,,22.599999999999998,22.599999999999998,2.39,0,2.39,2.39,-20.209999999999997,,33.12,47.55,71.01,87.67
FBXO25,HsaEX0025270,27,LS,2.12,4.99,24.45,74.85,83.58,,2.66,5.24,29.42,36.34,not_selected,,47.77999999999999,48.319999999999986,33.68000000000001,2.58,31.10000000000001,25.78000000000001,-21.99999999999998,,0,3.39,43.67,90.24
DOCK9,HsaEX0020668,6,LS,1.42,0,5.89,20.36,38.5,,0.16,0.3,3.6,5.95,not_selected,,31.29,32.55,5.79,0.13999999999999999,5.65,5.33,-25.96,,0,1.96,6.63,36.31
EXOC1,HsaEX0023428,21,LS,0.93,0.56,5.83,23.88,33.21,,0.06,0.18,1.61,3.02,not_selected,,29.32,30.19,2.96,0.12,2.84,2.7199999999999998,-26.6,,1.66,4.11,23.85,53.87
SRC,HsaEX0061640,18,LS,1.09,3.79,18.83,34.65,46.99,,0.48,0.71,7.18,9.56,not_selected,,36.82,37.43,9.08,0.22999999999999998,8.85,7.89,-28.93,,0,0,4.94,22.51
EPRS,HsaEX0022845,21,LS,0,1.09,6.2,24.19,36.92,,0.04,0.12,2.41,2.86,not_selected,,34.1,34.14,2.82,0.07999999999999999,2.7399999999999998,2.6599999999999997,-31.44,,0,0,0,0
RAB3GAP1,HsaEX0051667,21,LS,0,0,4.65,38.46,52.5,,0,0.04,6.2,9.43,not_selected,,43.07,43.07,9.43,0.04,9.39,9.39,-33.68,,1.76,0,0,15.18
MED14,HsaEX0038584,9,LS,0,1.06,4.78,25.92,39.81,,0.07,0.03,0.84,1.82,not_selected,,38.06,38.13,1.75,-0.04000000000000001,1.79,1.65,-36.410000000000004,,0,0,1.12,15.48
RUNDC1,HsaEX0055952,6,LS,47.81,50.79,69.55,94.24,100,,33.03,55.69,91.89,95.95,not_selected,,10.730000000000004,25.510000000000005,62.92,22.659999999999997,40.260000000000005,-25.799999999999997,-36.53,,0,1.76,20.16,89.49
MTSS1L,HsaEX0040737,9,LS,40.01,39.98,60.8,84.01,90.53,,0.12,0.24,4.23,7.16,not_selected,,43.480000000000004,83.37,7.04,0.12,6.92,6.68,-36.800000000000004,,46.29,55.68,74.84,91.83
MAP4K4,HsaEX0037668,9,LS,53.08,58.01,76.75,92.53,92.58,,0,0.24,0.57,0.97,not_selected,,38.53,91.61,0.97,0.24,0.73,0.73,-37.800000000000004,,0,4.27,17.66,62.88
ANK3,HsaEX0004145,12,LS,0,5.34,7.37,23.6,43.75,,0,0,0,0,not_selected,,43.75,43.75,0,0,0,0,-43.75,,0,0,4.3,19.1
TMEM184B,HsaEX7010863,21,LS,2.53,1.38,7.69,28.27,47.65,,0,0,0.59,0.68,not_selected,,44.44,46.97,0.68,0,0.68,0.68,-43.76,,1.26,11.68,8.75,13.43
COL4A5,HsaEX0016570,9,LS,3.58,6.23,12.42,30.99,47.31,,0.09,0,0.16,0,not_selected,,43.82000000000001,47.31000000000001,-0.09,-0.09,0,-0.18,-44.00000000000001,,25.55,0,67.31,100
CD47,HsaEX0013877,25,LS,12.16,10.67,27.09,59.01,72.54,,5.88,2.99,15.38,15.69,not_selected,,50.57000000000001,56.85000000000001,9.809999999999999,-2.8899999999999997,12.7,0.9399999999999995,-49.63000000000001,,0,0.56,6.81,22.22
ABI2,HsaEX1046522,18,LS,0,2.28,20.47,74.85,83.45,,0,0.12,6.43,14.97,not_selected,,68.48,68.48,14.97,0.12,14.850000000000001,14.850000000000001,-53.63,,0,1.07,3.19,34.27
ANK2,HsaEX0004127,12,LS,0,0,10.77,36.57,65.88,,0.24,0.07,1.9,3.51,not_selected,,62.61,62.85,3.2699999999999996,-0.16999999999999998,3.4399999999999995,2.9599999999999995,-59.65,,,,,
TRRAP,HsaEX0067471,21,LS,0,0.58,12.86,38.58,66.73,,0.25,0.34,1.74,2.67,not_selected,,64.31,64.56,2.42,0.09000000000000002,2.33,1.83,-62.480000000000004,,0,0,3.33,4.85
AGRN,HsaEX0003157,24,LS,1.36,2.5,17.12,55.66,71.84,,0.02,0.05,0.83,0.86,not_selected,,69.64,70.98,0.84,0.030000000000000002,0.8099999999999999,0.7699999999999999,-68.87,,0,0,13.19,75.25
AGAP1,HsaEX0003019,12,LS,0,0,12.9,21.67,15.07,,50.44,58.78,75.87,81.73,not_selected,,16.220000000000006,66.66,31.290000000000006,8.340000000000003,22.950000000000003,-77.92999999999999,-94.15,,0,0,28.53,72.44
