Supplementary Table 17:,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
CLASP1-HsaEX0015478-add_2-3,0,0.82,0.61,35.71,T1
CLASP1-HsaEX0015478-add_2-6,0.76,1.07,6.89,68.93,T1
CLASP1-HsaEX0015478-add_2-9,0,0,1.41,22.36,T1
CLASP1-HsaEX0015478-add_3-12,0.31,0.47,2.81,34.71,T1
CLASP1-HsaEX0015478-add_3-15,2.27,1.52,4.37,48.53,T1
CLASP1-HsaEX0015478-add_3-18,1.5,3.45,0.88,71.85,T1
CLASP1-HsaEX0015478-add_3-3,0,0.2,2.78,49.15,T1
CLASP1-HsaEX0015478-add_3-6,0,0.25,2.86,37.93,T1
CLASP1-HsaEX0015478-add_3-9,1.16,0.32,4.61,64.25,T1
CLASP1-HsaEX0015478-add_4-12,4.85,4.15,18.15,78.28,T1
CLASP1-HsaEX0015478-add_4-15,11.29,12.9,20.82,89.06,T1
CLASP1-HsaEX0015478-add_4-18,6.67,9.9,19.03,74.96,T1
CLASP1-HsaEX0015478-add_4-3,0.69,0.72,5.04,61.73,T1
CLASP1-HsaEX0015478-add_4-6,,,,,T1
CLASP1-HsaEX0015478-add_4-9,1.49,0.81,0,18.84,T1
CLASP1-HsaEX0015478-add_5-12,1.57,1.88,2.78,48.36,T1
CLASP1-HsaEX0015478-add_5-15,2.54,4.21,2.75,52.36,T1
CLASP1-HsaEX0015478-add_5-18,1.1,1.07,3.94,46.66,T1
CLASP1-HsaEX0015478-add_5-3,1.6,0.48,3.6,57.85,T1
CLASP1-HsaEX0015478-add_5-6,1.92,2.75,8.5,67.59,T1
CLASP1-HsaEX0015478-add_5-9,1.71,4.1,7.82,63.11,T1
CLASP1-HsaEX0015478-add_6-12,1.62,5.17,7.71,76.99,T1
CLASP1-HsaEX0015478-add_6-15,32.02,38.86,49.78,89.87,T1
CLASP1-HsaEX0015478-add_6-18,3.35,2.23,9.39,68.81,T1
CLASP1-HsaEX0015478-add_6-3,0.52,0.85,2.24,49.14,T1
CLASP1-HsaEX0015478-add_6-6,0.14,0.36,2.63,56.98,T1
CLASP1-HsaEX0015478-add_6-9,0.56,0.61,1.95,50.65,T1
CLASP1-HsaEX0015478-add_7-12,2.13,3.75,12.06,78.03,T1
CLASP1-HsaEX0015478-add_7-15,1.13,1.63,8.67,72.25,T1
CLASP1-HsaEX0015478-add_7-18,3.86,2.4,10.38,70.56,T1
CLASP1-HsaEX0015478-add_7-3,1.48,2.14,12.43,76.77,T1
CLASP1-HsaEX0015478-add_7-6,1.29,2.48,9.33,79.03,T1
CLASP1-HsaEX0015478-add_7-9,1.87,1.91,10.81,68.99,T1
CLASP1-HsaEX0015478-add_8-12,4.86,3.97,20.82,79.05,T1
CLASP1-HsaEX0015478-add_8-15,5.43,7.12,20.16,77.58,T1
CLASP1-HsaEX0015478-add_8-18,15.02,18.06,31.81,85.08,T1
CLASP1-HsaEX0015478-add_8-6,0.15,0.28,0.71,15.27,T1
CLASP1-HsaEX0015478-add_8-9,1.39,1.84,6.01,67.91,T1
CLASP1-HsaEX0015478-add_9-12,0,0,0,0,T1
CLASP1-HsaEX0015478-add_9-15,0,0,0.31,1.82,T1
CLASP1-HsaEX0015478-add_9-18,0,0,1.15,8.2,T1
CLASP1-HsaEX0015478-add_9-6,0.53,0.55,1.76,45.21,T1
CLASP1-HsaEX0015478-add_9-9,0,0,0,0,T1
CLASP1-HsaEX0015478-addTCTC,27.25,34.92,43.51,93.02,T1
CLASP1-HsaEX0015478-AdML,0.34,0.26,3.43,39.52,T1
CLASP1-HsaEX0015478-AGAmutAGG,0.44,1.1,1.03,16.26,T1
CLASP1-HsaEX0015478-AGAmutGAC,0,0,0,0,T1
CLASP1-HsaEX0015478-BP_12s,0.34,0.78,3.43,61.15,T1
CLASP1-HsaEX0015478-BP_13s,0.63,0,0,21.26,T1
CLASP1-HsaEX0015478-BP1-TAAmutCAT,0,0,0,0,T1
CLASP1-HsaEX0015478-BP2-TAAmutCAT,0.2,0.72,4.27,52.3,T1
CLASP1-HsaEX0015478-BP3-TAAmutCAT,0.64,0.31,3.39,55.19,T1
CLASP1-HsaEX0015478-BPmut1,0,0,0,0,T1
CLASP1-HsaEX0015478-BPmut2-12,0,0,0,0,T1
CLASP1-HsaEX0015478-BPmut2-13,0,0,0,0.38,T1
CLASP1-HsaEX0015478-BPshift10,0.18,0,0.23,2.15,T1
CLASP1-HsaEX0015478-BPshift10-TGCadd-L1,0.74,0.74,1.4,17.82,T1
CLASP1-HsaEX0015478-BPshift10-TGCadd-L2,0.14,0.27,10.93,76.25,T1
CLASP1-HsaEX0015478-BPshift10-TGCadd-L3,0,0,4.46,65.26,T1
CLASP1-HsaEX0015478-BPshift10-TGCadd-R1,0.21,0,1.28,28.35,T1
CLASP1-HsaEX0015478-BPshift20,0,0,0.21,1.2,T1
CLASP1-HsaEX0015478-BPshift20-TGCadd-L1,2.26,3.22,4.47,44.01,T1
CLASP1-HsaEX0015478-BPshift20-TGCadd-L2,0.13,0.55,4.94,65.17,T1
CLASP1-HsaEX0015478-BPshift20-TGCadd-L3,4.7,8.51,34.73,92.55,T1
CLASP1-HsaEX0015478-BPshift20-TGCadd-R1,0,0,1.98,38.37,T1
CLASP1-HsaEX0015478-BPshift20-TGCadd-R2,1.77,3.26,28.58,88.84,T1
CLASP1-HsaEX0015478-BPshift20-TGCadd-R3,0.14,1.27,16.01,79.8,T1
CLASP1-HsaEX0015478-full_TGCadd-L1,0,0.69,3.13,60.77,T1
CLASP1-HsaEX0015478-full_TGCadd-L2,0,0.82,2.14,35.06,T1
CLASP1-HsaEX0015478-IgM,0,0.13,0.67,0.83,T1
CLASP1-HsaEX0015478-mid_TGCadd-L1,0.57,0.25,2.22,42.39,T1
CLASP1-HsaEX0015478-mid_TGCadd-L2,0,0,1.31,15.39,T1
CLASP1-HsaEX0015478-mid_TGCadd-R2,0.37,0,2.7,48.57,T1
CLASP1-HsaEX0015478-rem-12,0.73,1.38,3.86,54.47,T1
CLASP1-HsaEX0015478-rem-15,0.21,0,0.77,13.55,T1
CLASP1-HsaEX0015478-rem-18,0,0,0.75,7.07,T1
CLASP1-HsaEX0015478-rem-3,1.02,0.97,5.59,71.57,T1
CLASP1-HsaEX0015478-rem-6,0,0,1,43.4,T1
CLASP1-HsaEX0015478-rem-9,0.61,1.56,9.83,74.19,T1
CLASP1-HsaEX0015478-TGC1-1rem1,0.54,0.92,1.3,11.29,T1
CLASP1-HsaEX0015478-TGCTT-TGCTG,0,0,8.47,80.3,T1
CLASP1-HsaEX0015478-TTGCT-ATGCG,0,0.29,5.27,66.12,T1
CLASP1-HsaEX0015478-TTGCT-CTGCG,1.43,1.31,4.93,66.7,T1
CLASP1-HsaEX0015478-TTGCT-CTGCT,0.21,0.25,3.56,62.66,T1
CLASP1-HsaEX0015478-TTGCT-TTGCC,0.64,0.85,7.05,64.67,T1
CLASP1-HsaEX0015478-TTGCT-TTGCG,0,1.45,2.87,58.55,T1
CLASP1-HsaEX0015478-TTTGC-AATGC,0,0,6.35,72.57,T1
CLASP1-HsaEX0015478-TTTGC-ACTGC,0,0.35,4.91,68.29,T1
CLASP1-HsaEX0015478-TTTGC-ATTGC,0,0.57,5.55,67.08,T1
CLASP1-HsaEX0015478-TTTGC-CATGC,0.93,1.44,23.33,91.79,T1
CLASP1-HsaEX0015478-TTTGC-CTTGC,0,0.35,5.61,63.07,T1
CLASP1-HsaEX0015478-TTTGC-GCTGC,0,0,0.13,1.14,T1
CLASP1-HsaEX0015478-TTTGC-TATGC,0,0.56,5.16,73.24,T1
CLASP1-HsaEX0015478-TTTGC-TGTGC,0,0.49,4.45,56.73,T1
CLASP1-HsaEX0015478-U1cons,5.28,5.62,32.55,94.89,T1
CLASP1-HsaEX0015478-U6cons,4.85,5.5,35.25,94.16,T1
CLASP1-HsaEX0015478-WT,0.83,1.05,6.67,66.58,T1
COL4A2-HsaEX6041122-AdML,98.7,97.05,97.1,97.68,T1
COL4A2-HsaEX6041122-AGGmutGAC,0,0,0,0,T1
COL4A2-HsaEX6041122-BP_12s,97.68,97.48,96.76,98.72,T1
COL4A2-HsaEX6041122-BP_13s,95.48,96.6,95.18,97.05,T1
COL4A2-HsaEX6041122-BP1-TGAmutCGG,,,,,T1
COL4A2-HsaEX6041122-BP2-TAAmutCAT,97.78,97.82,97.26,96.35,T1
COL4A2-HsaEX6041122-BP3-TAAmutCAT,98.52,98.13,98.64,98.96,T1
COL4A2-HsaEX6041122-BPmut2-12,95.38,96.4,95.8,97.88,T1
COL4A2-HsaEX6041122-BPmut2-13,96.02,97.4,96.34,96.39,T1
COL4A2-HsaEX6041122-BPmut2-23,94.02,94.78,97.78,97.29,T1
COL4A2-HsaEX6041122-BPmut3,98.02,93.51,91.1,94.41,T1
COL4A2-HsaEX6041122-BPshift10,93,91.39,92.12,94.92,T1
COL4A2-HsaEX6041122-BPshift10-TGCadd-L1,73.89,81.03,88.74,87.13,T1
COL4A2-HsaEX6041122-BPshift10-TGCadd-L2,88.11,86.68,86.38,90.61,T1
COL4A2-HsaEX6041122-BPshift10-TGCadd-R2,4.87,4.57,10.16,50.07,T1
COL4A2-HsaEX6041122-BPshift20,27.18,41.04,45.74,60,T1
COL4A2-HsaEX6041122-BPshift20-TGCadd-L1,59.13,50.98,50.3,62.77,T1
COL4A2-HsaEX6041122-BPshift20-TGCadd-L2,45.22,51.87,48.3,62.55,T1
COL4A2-HsaEX6041122-BPshift20-TGCadd-L3,0,0,0,0,T1
COL4A2-HsaEX6041122-BPshift20-TGCadd-R1,74.72,71.37,72.91,81.76,T1
COL4A2-HsaEX6041122-BPshift20-TGCadd-R2,88.11,88.09,87.41,92.61,T1
COL4A2-HsaEX6041122-BPshift20-TGCadd-R3,43.82,44.65,54.08,78.18,T1
COL4A2-HsaEX6041122-full_TGCadd-L1,,,,,T1
COL4A2-HsaEX6041122-IgM,5.38,4.71,5.73,5.52,T1
COL4A2-HsaEX6041122-mid_TGCadd-L1,,,,,T1
COL4A2-HsaEX6041122-mutTCTC,97.73,96.15,97.81,97.52,T1
COL4A2-HsaEX6041122-rem-12,86.9,83.5,79.84,84.58,T1
COL4A2-HsaEX6041122-rem-15,86.04,81.47,80.36,74.38,T1
COL4A2-HsaEX6041122-rem-18,53.2,52.62,50.74,55.26,T1
COL4A2-HsaEX6041122-rem-21,14.19,17.88,18.05,16.4,T1
COL4A2-HsaEX6041122-rem-24,56.36,31.48,50.94,70.63,T1
COL4A2-HsaEX6041122-rem-27,82.97,79.16,77.17,74.62,T1
COL4A2-HsaEX6041122-rem-3,92.97,95.5,94.27,94.47,T1
COL4A2-HsaEX6041122-rem-30,62.9,69.67,64.41,83.25,T1
COL4A2-HsaEX6041122-rem-33,66.05,71.64,64.01,62.03,T1
COL4A2-HsaEX6041122-rem-36,29.72,28.46,29.26,34.57,T1
COL4A2-HsaEX6041122-rem-6,95.18,95.97,91.67,94.41,T1
COL4A2-HsaEX6041122-rem-9,,,,,T1
COL4A2-HsaEX6041122-U1cons,98.45,99.01,98.82,99.36,T1
COL4A2-HsaEX6041122-U6cons,98.87,99.34,99.25,99.1,T1
COL4A2-HsaEX6041122-WT,98.57,98.67,96.88,97.67,T1
CPEB4-HsaEX0016976-add_0-12,84.52,84.51,91.85,96,T1
CPEB4-HsaEX0016976-add_0-15,78.74,84.48,88.5,96.17,T1
CPEB4-HsaEX0016976-add_0-18,84.23,85.85,89.73,98.93,T1
CPEB4-HsaEX0016976-add_0-3,2.36,9.7,42.44,94.07,T1
CPEB4-HsaEX0016976-add_0-6,50.5,67.53,81,96.79,T1
CPEB4-HsaEX0016976-add_0-9,78.1,86.12,89.19,97.73,T1
CPEB4-HsaEX0016976-add_1-12,61.28,77.04,86.71,97.12,T1
CPEB4-HsaEX0016976-add_1-15,79.9,80.71,91.15,98.13,T1
CPEB4-HsaEX0016976-add_1-18,93.3,95.29,95.34,98.34,T1
CPEB4-HsaEX0016976-add_1-3,10.02,26.44,56.02,95.96,T1
CPEB4-HsaEX0016976-add_1-6,47.55,62.26,76.52,94.18,T1
CPEB4-HsaEX0016976-add_1-9,73.17,80.81,87.18,98.72,T1
CPEB4-HsaEX0016976-add_10-12,0,0,0,0,T1
CPEB4-HsaEX0016976-add_10-15,,,,,T1
CPEB4-HsaEX0016976-add_10-18,,,,,T1
CPEB4-HsaEX0016976-add_10-3,4.73,12.85,45.04,93.01,T1
CPEB4-HsaEX0016976-add_10-6,9.92,22.54,53.11,94.22,T1
CPEB4-HsaEX0016976-add_10-9,4.26,10.16,59.72,92.28,T1
CPEB4-HsaEX0016976-add_11-12,3.85,7.18,37.54,92.51,T1
CPEB4-HsaEX0016976-add_11-15,2.43,7.28,34.25,91.36,T1
CPEB4-HsaEX0016976-add_11-18,46.77,59.06,74.88,96.16,T1
CPEB4-HsaEX0016976-add_11-3,1.35,3.41,32.81,90.5,T1
CPEB4-HsaEX0016976-add_11-6,12.29,16.35,55.34,93.41,T1
CPEB4-HsaEX0016976-add_11-9,4.7,10.39,42.4,93.87,T1
CPEB4-HsaEX0016976-add_12-12,59.07,67.93,78.48,95.7,T1
CPEB4-HsaEX0016976-add_12-15,36.73,58.68,77,94.36,T1
CPEB4-HsaEX0016976-add_12-18,43.31,58.56,74.09,95.19,T1
CPEB4-HsaEX0016976-add_12-3,7.83,19.65,53.81,97.46,T1
CPEB4-HsaEX0016976-add_12-6,62.38,74.75,82.87,96.85,T1
CPEB4-HsaEX0016976-add_12-9,38.98,54.68,71.59,96.18,T1
CPEB4-HsaEX0016976-add_13-12,79.73,84.86,88.87,98.06,T1
CPEB4-HsaEX0016976-add_13-15,72.94,78.09,86.55,97.54,T1
CPEB4-HsaEX0016976-add_13-18,77.91,81.85,90.22,98.7,T1
CPEB4-HsaEX0016976-add_13-3,4.71,12.28,44.66,91.62,T1
CPEB4-HsaEX0016976-add_13-6,11.11,23.3,62.07,95.24,T1
CPEB4-HsaEX0016976-add_13-9,59.55,71.96,82.28,97.26,T1
CPEB4-HsaEX0016976-add_14-12,18.62,30.4,62.51,94.88,T1
CPEB4-HsaEX0016976-add_14-15,28.81,39.88,64.9,95.24,T1
CPEB4-HsaEX0016976-add_14-18,39.08,52.91,68.49,95.59,T1
CPEB4-HsaEX0016976-add_14-3,9.68,20.41,51.69,93.79,T1
CPEB4-HsaEX0016976-add_14-6,14.93,27.74,56.36,94.7,T1
CPEB4-HsaEX0016976-add_14-9,7.57,17.47,51.95,94.53,T1
CPEB4-HsaEX0016976-add_2-12,0,2.66,0.79,43.48,T1
CPEB4-HsaEX0016976-add_2-15,,,,,T1
CPEB4-HsaEX0016976-add_2-18,,,,,T1
CPEB4-HsaEX0016976-add_2-3,0,0.2,11.41,71.39,T1
CPEB4-HsaEX0016976-add_2-6,3.07,7.48,46,94.52,T1
CPEB4-HsaEX0016976-add_2-9,,,,,T1
CPEB4-HsaEX0016976-add_3-12,57.89,71.43,82.07,98.19,T1
CPEB4-HsaEX0016976-add_3-15,56.71,77.27,83.8,96.77,T1
CPEB4-HsaEX0016976-add_3-18,,,,,T1
CPEB4-HsaEX0016976-add_3-3,0,0.29,11.59,73.37,T1
CPEB4-HsaEX0016976-add_3-6,,,,,T1
CPEB4-HsaEX0016976-add_3-9,34.15,47.87,80.46,97.85,T1
CPEB4-HsaEX0016976-add_4-12,39.07,52.17,73.84,97.26,T1
CPEB4-HsaEX0016976-add_4-15,46.12,53.9,73.22,95,T1
CPEB4-HsaEX0016976-add_4-18,53.28,86.81,93.65,100,T1
CPEB4-HsaEX0016976-add_4-3,1.35,4.4,28.39,86.26,T1
CPEB4-HsaEX0016976-add_4-6,3.41,10.74,50.28,94.34,T1
CPEB4-HsaEX0016976-add_4-9,20.85,36.15,59.74,95.27,T1
CPEB4-HsaEX0016976-add_5-12,8.16,19.53,51.59,95.13,T1
CPEB4-HsaEX0016976-add_5-15,17.92,24.94,57.6,95.73,T1
CPEB4-HsaEX0016976-add_5-18,60.52,73.71,82.23,98.38,T1
CPEB4-HsaEX0016976-add_5-3,33.43,47.89,69.51,96.63,T1
CPEB4-HsaEX0016976-add_5-6,12.17,26.6,56.66,94.2,T1
CPEB4-HsaEX0016976-add_5-9,6.08,10.12,42.29,93.3,T1
CPEB4-HsaEX0016976-add_6-12,22.61,34.22,58.03,93.59,T1
CPEB4-HsaEX0016976-add_6-15,45.58,69.47,76.96,97.15,T1
CPEB4-HsaEX0016976-add_6-18,61.6,72.05,81.39,95.02,T1
CPEB4-HsaEX0016976-add_6-3,10.25,28.89,57.63,94.36,T1
CPEB4-HsaEX0016976-add_6-6,4.66,10.83,42.69,91.61,T1
CPEB4-HsaEX0016976-add_6-9,32.09,45.57,69.31,94.18,T1
CPEB4-HsaEX0016976-add_7-12,78.14,82.89,90.03,98.56,T1
CPEB4-HsaEX0016976-add_7-15,26.52,39.28,65.44,95.52,T1
CPEB4-HsaEX0016976-add_7-18,75.81,79.92,87.72,96.55,T1
CPEB4-HsaEX0016976-add_7-3,2.86,7.64,39.8,92.36,T1
CPEB4-HsaEX0016976-add_7-6,20.94,37.6,59.24,96.01,T1
CPEB4-HsaEX0016976-add_7-9,36.04,52.37,71.55,97.02,T1
CPEB4-HsaEX0016976-add_8-12,42.73,54.45,73.36,95.64,T1
CPEB4-HsaEX0016976-add_8-15,79.22,79.69,85.7,98.53,T1
CPEB4-HsaEX0016976-add_8-18,81.13,86.07,90.34,97.89,T1
CPEB4-HsaEX0016976-add_8-6,25.36,39.25,64.43,95.34,T1
CPEB4-HsaEX0016976-add_8-9,13.69,31.79,62.59,96.35,T1
CPEB4-HsaEX0016976-add_9-12,6.19,15.05,35.35,86.98,T1
CPEB4-HsaEX0016976-add_9-15,,,,,T1
CPEB4-HsaEX0016976-add_9-18,64.81,69.81,80.43,96.43,T1
CPEB4-HsaEX0016976-add_9-6,2.24,6.5,29.82,85.48,T1
CPEB4-HsaEX0016976-add_9-9,,,,,T1
CPEB4-HsaEX0016976-AdML,5.21,13.52,48.68,95.33,T1
CPEB4-HsaEX0016976-AGCmutAGG,8.21,8.37,18.23,68.73,T1
CPEB4-HsaEX0016976-AGCmutGAC,0,0,0,0,T1
CPEB4-HsaEX0016976-BP_12s,3.82,15.2,46.59,95.87,T1
CPEB4-HsaEX0016976-BP_13s,0.39,2.13,18.93,84.27,T1
CPEB4-HsaEX0016976-BP1-TGAmutCGG,2.52,3.79,32.45,93.21,T1
CPEB4-HsaEX0016976-BP2-TGAmutCGG,0,0.6,7.43,45.08,T1
CPEB4-HsaEX0016976-BP3-TGAmutCGG,0.95,3.82,28.32,90.28,T1
CPEB4-HsaEX0016976-BPmut2-12,0.31,0.39,6.68,54.3,T1
CPEB4-HsaEX0016976-BPmut2-13,0.68,3.9,29.01,90.01,T1
CPEB4-HsaEX0016976-BPmut2-23,0,0.31,8.07,46.89,T1
CPEB4-HsaEX0016976-BPmut3,0.41,0.15,5.9,48.78,T1
CPEB4-HsaEX0016976-BPshift10,0.19,0.29,1.01,11.13,T1
CPEB4-HsaEX0016976-BPshift10-TGCadd-L1,0.4,0,4.12,28.32,T1
CPEB4-HsaEX0016976-BPshift10-TGCadd-L2,0.14,0.32,3.01,33.17,T1
CPEB4-HsaEX0016976-BPshift10-TGCadd-R2,0,0,2.25,14.15,T1
CPEB4-HsaEX0016976-BPshift20,0.63,0,1.38,13.92,T1
CPEB4-HsaEX0016976-BPshift20-TGCadd-L1,0.81,0,0.93,35.39,T1
CPEB4-HsaEX0016976-BPshift20-TGCadd-L2,0.25,0,0,0,T1
CPEB4-HsaEX0016976-BPshift20-TGCadd-R2,0,0,0.7,15.4,T1
CPEB4-HsaEX0016976-CATGC-AATGC,0.65,1.35,17.3,78.25,T1
CPEB4-HsaEX0016976-CATGC-ACTGC,3.16,3.54,25.11,83.04,T1
CPEB4-HsaEX0016976-CATGC-ATTGC,1.58,2.89,14.77,80.06,T1
CPEB4-HsaEX0016976-CATGC-CTTGC,1.35,3.29,14.95,82.26,T1
CPEB4-HsaEX0016976-CATGC-GCTGC,1.53,1.43,16.83,85.7,T1
CPEB4-HsaEX0016976-CATGC-TATGC,0.62,1.42,17.62,78.29,T1
CPEB4-HsaEX0016976-CATGC-TCTGC,1.85,4.51,21.43,80.93,T1
CPEB4-HsaEX0016976-CATGC-TGTGC,1.15,1.24,14.16,81.09,T1
CPEB4-HsaEX0016976-full_TGCadd-L1,0.26,2.02,15.9,69.99,T1
CPEB4-HsaEX0016976-full_TGCadd-L2,0.17,0.63,13.18,71.73,T1
CPEB4-HsaEX0016976-full_TGCadd-L3,0.25,0.37,12.61,66.72,T1
CPEB4-HsaEX0016976-full_TGCadd-R1,0.17,1.09,13.27,79.18,T1
CPEB4-HsaEX0016976-full_TGCadd-R2,0.38,1.06,15.8,78.86,T1
CPEB4-HsaEX0016976-full_TGCadd-R3,0.22,0.14,9.46,68.28,T1
CPEB4-HsaEX0016976-IgM,0,1.27,25.14,87.29,T1
CPEB4-HsaEX0016976-mid_TGCadd-L1,0.51,2.2,24.81,83.79,T1
CPEB4-HsaEX0016976-mid_TGCadd-L2,0.27,0.7,16.21,77.58,T1
CPEB4-HsaEX0016976-mid_TGCadd-R2,1.8,4.16,32.3,90.47,T1
CPEB4-HsaEX0016976-mutTCTC,,,,,T1
CPEB4-HsaEX0016976-rem-12,,,,,T1
CPEB4-HsaEX0016976-rem-15,0,0.12,3.1,43.45,T1
CPEB4-HsaEX0016976-rem-18,0,0,0.78,4.85,T1
CPEB4-HsaEX0016976-rem-3,2.46,7.15,38.31,90.32,T1
CPEB4-HsaEX0016976-rem-6,1.1,4.42,30.87,86.51,T1
CPEB4-HsaEX0016976-rem-9,0.18,0.85,13.56,77.1,T1
CPEB4-HsaEX0016976-TGC1-1rem1,0.59,1.12,11.23,65.52,T1
CPEB4-HsaEX0016976-U1cons,48.36,71.52,81.26,96.57,T1
CPEB4-HsaEX0016976-U6cons,65.17,79.93,89.26,96.89,T1
CPEB4-HsaEX0016976-WT,1.21,5.34,31.97,90.01,T1
DCTN4-HsaEX0018777-add_0-12,41.85,35.67,60.27,96.25,T1
DCTN4-HsaEX0018777-add_0-15,74.76,77.28,83.04,96.53,T1
DCTN4-HsaEX0018777-add_0-18,53.33,61.53,75.31,95.92,T1
DCTN4-HsaEX0018777-add_0-21,39.02,41.96,61.84,93.74,T1
DCTN4-HsaEX0018777-add_0-3,0.67,1.66,18.15,83.73,T1
DCTN4-HsaEX0018777-add_0-6,1.68,2.09,22.97,87.92,T1
DCTN4-HsaEX0018777-add_0-9,7.43,8.23,33.57,93.15,T1
DCTN4-HsaEX0018777-add_1-12,28.41,33.35,55.3,95.36,T1
DCTN4-HsaEX0018777-add_1-15,9.35,11.48,41.57,91.65,T1
DCTN4-HsaEX0018777-add_1-18,3.59,5.33,31.52,86.24,T1
DCTN4-HsaEX0018777-add_1-21,0.8,1.45,17.6,83.55,T1
DCTN4-HsaEX0018777-add_1-3,4.88,6.13,33.96,91.65,T1
DCTN4-HsaEX0018777-add_1-6,1.46,2.67,20.59,85.91,T1
DCTN4-HsaEX0018777-add_1-9,2.76,3.86,27.65,88.77,T1
DCTN4-HsaEX0018777-add_10-12,1.93,2.32,22.74,85.46,T1
DCTN4-HsaEX0018777-add_10-15,2.06,1.62,14.52,80.8,T1
DCTN4-HsaEX0018777-add_10-18,23.34,30.75,52.89,94.98,T1
DCTN4-HsaEX0018777-add_10-21,24.13,26.93,51.27,93.73,T1
DCTN4-HsaEX0018777-add_10-3,6.69,9.87,41.41,93.97,T1
DCTN4-HsaEX0018777-add_10-6,5.34,6.26,32.51,89.45,T1
DCTN4-HsaEX0018777-add_10-9,19.45,24.74,49.04,93.5,T1
DCTN4-HsaEX0018777-add_11-12,1.25,2.66,21.53,88.48,T1
DCTN4-HsaEX0018777-add_11-15,10.34,13.19,43.88,94.1,T1
DCTN4-HsaEX0018777-add_11-18,3.83,5.09,29.46,89.88,T1
DCTN4-HsaEX0018777-add_11-21,5.92,6.25,29.89,91.05,T1
DCTN4-HsaEX0018777-add_11-3,0.8,1.07,17.48,84.56,T1
DCTN4-HsaEX0018777-add_11-6,0.68,1.28,15,81.74,T1
DCTN4-HsaEX0018777-add_11-9,0.82,2.28,20.04,85.26,T1
DCTN4-HsaEX0018777-add_12-12,1.29,2.18,22.37,85.21,T1
DCTN4-HsaEX0018777-add_12-15,2.65,3.59,23.06,85.93,T1
DCTN4-HsaEX0018777-add_12-18,7.02,10.89,42.17,93.97,T1
DCTN4-HsaEX0018777-add_12-21,0,1.31,13.61,78.16,T1
DCTN4-HsaEX0018777-add_12-3,4,5.26,30.89,92.56,T1
DCTN4-HsaEX0018777-add_12-6,2.33,3.19,26.23,88.05,T1
DCTN4-HsaEX0018777-add_12-9,8.76,5.76,34.29,93.76,T1
DCTN4-HsaEX0018777-add_13-12,38.57,42.87,61.7,95.78,T1
DCTN4-HsaEX0018777-add_13-15,69.23,72.32,80.63,96.9,T1
DCTN4-HsaEX0018777-add_13-18,38.07,39.35,63.34,94.1,T1
DCTN4-HsaEX0018777-add_13-21,43.98,44.81,61.11,94.3,T1
DCTN4-HsaEX0018777-add_13-3,8.26,9,36.78,93.25,T1
DCTN4-HsaEX0018777-add_13-6,4.07,5.52,30.31,89.65,T1
DCTN4-HsaEX0018777-add_13-9,14.05,17.33,46.92,93.14,T1
DCTN4-HsaEX0018777-add_14-12,27.12,30.41,55.66,93.76,T1
DCTN4-HsaEX0018777-add_14-15,4.39,4.09,28.37,89.47,T1
DCTN4-HsaEX0018777-add_14-18,4.05,4.42,25.49,88.21,T1
DCTN4-HsaEX0018777-add_14-21,10,8.9,38.84,91.75,T1
DCTN4-HsaEX0018777-add_14-3,3.35,3.99,30.29,89.32,T1
DCTN4-HsaEX0018777-add_14-6,4.86,5.73,33.89,91.93,T1
DCTN4-HsaEX0018777-add_14-9,2.1,3.05,22.22,86.71,T1
DCTN4-HsaEX0018777-add_2-12,0,1.36,7.16,69.12,T1
DCTN4-HsaEX0018777-add_2-15,3.2,3.42,24.23,89.02,T1
DCTN4-HsaEX0018777-add_2-18,2.15,3.43,23.98,85.11,T1
DCTN4-HsaEX0018777-add_2-21,1.4,1.82,13.53,79.43,T1
DCTN4-HsaEX0018777-add_2-3,1.1,1.07,17,83.07,T1
DCTN4-HsaEX0018777-add_2-6,1.09,1.27,13.92,81.45,T1
DCTN4-HsaEX0018777-add_2-9,1.61,1.14,21.69,86.89,T1
DCTN4-HsaEX0018777-add_3-12,2.29,2.23,14.41,79.52,T1
DCTN4-HsaEX0018777-add_3-15,0.72,1.57,16.13,79.52,T1
DCTN4-HsaEX0018777-add_3-18,5.98,7.78,31.42,85.84,T1
DCTN4-HsaEX0018777-add_3-21,38.98,42.67,62.01,95.15,T1
DCTN4-HsaEX0018777-add_3-3,1.06,2.05,16.21,83.5,T1
DCTN4-HsaEX0018777-add_3-6,2.7,3.64,28.88,88.28,T1
DCTN4-HsaEX0018777-add_3-9,0.92,1.43,17.27,79.18,T1
DCTN4-HsaEX0018777-add_4-12,3.15,3.87,21.5,87.7,T1
DCTN4-HsaEX0018777-add_4-15,43.91,46.64,68.27,96.4,T1
DCTN4-HsaEX0018777-add_4-18,8.41,11.49,31.02,85.04,T1
DCTN4-HsaEX0018777-add_4-21,26.18,28.56,48.54,91.24,T1
DCTN4-HsaEX0018777-add_4-3,3.66,4.76,29.36,93.1,T1
DCTN4-HsaEX0018777-add_4-6,1.13,3.34,19.85,88.7,T1
DCTN4-HsaEX0018777-add_4-9,3.36,4.17,28.33,90.84,T1
DCTN4-HsaEX0018777-add_5-12,0.68,0.75,9.2,75.26,T1
DCTN4-HsaEX0018777-add_5-15,0.81,1.25,10.57,77.69,T1
