"GeneID","geneSymbol","n_selection_events","event_types","size_categories","event_coords","mean_dPSI"
"ENSMUSG00000030409","Dmpk",2,"RI; SE","Regular (>50bp)","chr7:18821418-18821625; chr7:18825863-18826179",-0.155
"ENSMUSG00000030846","Tial1",2,"RI; SE","Regular (>50bp)","chr7:128045530-128046128; chr7:128048454-128048522",-0.132
"ENSMUSG00000031012","Cask",2,"SE","Microexon (0-30bp); Regular (>50bp)","chrX:13418611-13418680; chrX:13462924-13462942",0.138
"ENSMUSG00000031561","Tenm3",2,"SE","Microexon (0-30bp)","chr8:48740167-48740188; chr8:48766272-48766299",0.198
"ENSMUSG00000031671","Setd6",2,"SE","Regular (>50bp)","chr8:96442980-96443122; chr8:96443548-96443669",-0.192
"ENSMUSG00000031842","Pde4c",2,"A3SS; SE","Regular (>50bp)","chr8:71201016-71201171; chr8:71201016-71201682",-0.136
"ENSMUSG00000032076","Cadm1",2,"SE","Small (30-50bp)","chr9:47740674-47740707; chr9:47740674-47740707",0.124
"ENSMUSG00000032366","Tpm1",2,"A3SS; SE","Regular (>50bp)","chr9:66929874-66931847; chr9:66936945-66937024",0.005
"ENSMUSG00000032413","Rasa2",2,"SE","Regular (>50bp)","chr9:96448068-96448175; chr9:96450416-96450540",-0.168
"ENSMUSG00000032525","Nktr",2,"A5SS; RI","Regular (>50bp)","chr9:121556381-121558746; chr9:121567453-121569141",-0.171
"ENSMUSG00000032534","Cep63",2,"SE","Small (30-50bp)","chr9:102498894-102498927; chr9:102500754-102500792",0.092
"ENSMUSG00000032586","Traip",2,"MXE; SE","Regular (>50bp); Small (30-50bp)","chr9:107833592-107833628; chr9:107838740-107838854",-0.133
"ENSMUSG00000032594","Ip6k1",2,"RI; SE","Regular (>50bp)","chr9:107921923-107922512; chr9:107922444-107922512",-0.141
"ENSMUSG00000032826","Ank2",2,"SE","Microexon (0-30bp); Regular (>50bp)","chr3:126757031-126757130; chr3:126772904-126772916",0.165
"ENSMUSG00000033004","Mycbp2",2,"MXE; SE","Regular (>50bp)","chr14:103414691-103414766; chr14:103419789-103419930",0.111
"ENSMUSG00000033486","Catsper2",2,"SE","Regular (>50bp)","chr2:121230217-121230317; chr2:121236809-121236934",0.003
"ENSMUSG00000033540","Idua",2,"RI","Regular (>50bp)","chr5:108827976-108828363; chr5:108827976-108828363",-0.214
"ENSMUSG00000034300","Fam53c",2,"MXE","Regular (>50bp)","chr18:34896125-34896183; chr18:34896125-34896183",0.114
"ENSMUSG00000034343","Ube2f",2,"MXE; SE","Regular (>50bp)","chr1:91181481-91181549; chr1:91181936-91182115",0.012
"ENSMUSG00000034616","Ssh3",2,"RI","Regular (>50bp)","chr19:4314341-4315177; chr19:4316402-4316665",-0.193
"ENSMUSG00000034842","Art3",2,"SE","Small (30-50bp)","chr5:92553801-92553838; chr5:92553802-92553838",-0.124
"ENSMUSG00000034908","Sidt2",2,"SE","Microexon (0-30bp); Regular (>50bp)","chr9:45858838-45858850; chr9:45858926-45858995",0.136
"ENSMUSG00000034973","Dop1a",2,"A3SS; SE","Microexon (0-30bp); Regular (>50bp)","chr9:86383926-86384036; chr9:86388923-86388953",-0.004
"ENSMUSG00000035021","Baz1a",2,"A3SS; SE","Regular (>50bp)","chr12:54970169-54970265; chr12:54974348-54974498",0.022
"ENSMUSG00000035086","Becn1",2,"A3SS","Regular (>50bp)","chr11:101184826-101185054; chr11:101184826-101185054",-0.14
"ENSMUSG00000035133","Arhgap5",2,"SE","Regular (>50bp)","chr12:52562889-52566750; chr12:52562889-52566750",-0.136
"ENSMUSG00000035227","Spcs2",2,"SE","Regular (>50bp)","chr7:99498363-99498459; chr7:99498363-99498459",-0.009
"ENSMUSG00000035284","Vps13c",2,"SE","Regular (>50bp)","chr9:67773461-67773524; chr9:67778134-67778200",0.195
"ENSMUSG00000035476","Tab3",2,"MXE; SE","Regular (>50bp)","chrX:84619155-84619216; chrX:84657576-84659035",0.038
"ENSMUSG00000035640","Cbarp",2,"SE","Regular (>50bp); Small (30-50bp)","chr10:79972496-79972577; chr10:79972538-79972577",-0.15
"ENSMUSG00000035642","Aamdc",2,"MXE; SE","Regular (>50bp)","chr7:97207337-97207433; chr7:97207337-97207433",-0.027
"ENSMUSG00000035773","Kiss1r",2,"RI; SE","Regular (>50bp)","chr10:79756528-79757081; chr10:79756848-79757081",-0.055
"ENSMUSG00000036053","Fmnl2",2,"A5SS; SE","Regular (>50bp)","chr2:53018728-53018854; chr2:53020423-53020517",-0.182
"ENSMUSG00000036281","Snapc4",2,"RI; SE","Regular (>50bp)","chr2:26263330-26264197; chr2:26268172-26268291",-0.154
"ENSMUSG00000036304","Zdhhc23",2,"A3SS","Regular (>50bp)","chr16:43791761-43791920; chr16:43791761-43791929",0.186
"ENSMUSG00000036644","Tbc1d9b",2,"SE","Regular (>50bp)","chr11:50054988-50055039; chr11:50058995-50059052",0.196
"ENSMUSG00000036672","Cenpt",2,"RI","Regular (>50bp)","chr8:106571891-106573023; chr8:106571891-106573023",-0.128
"ENSMUSG00000036977","Anapc10",2,"A3SS","Regular (>50bp)","chr8:80439733-80439908; chr8:80439733-80439908",-0.144
"ENSMUSG00000037426","Depdc5",2,"SE","Regular (>50bp)","chr5:33021353-33021656; chr5:33021501-33021656",0.132
"ENSMUSG00000037533","Rapgef6",2,"SE","Microexon (0-30bp); Regular (>50bp)","chr11:54452150-54452220; chr11:54542574-54542589",0.014
"ENSMUSG00000037816","Fbxw17",2,"A5SS","Regular (>50bp)","chr13:50573875-50574027; chr13:50573875-50574064",-0.125
"ENSMUSG00000037994","Slc9b2",2,"SE","Regular (>50bp)","chr3:135021641-135021711; chr3:135024040-135024221",0.126
"ENSMUSG00000038174","Hycc2",2,"A5SS; SE","Regular (>50bp)","chr1:58573643-58573811; chr1:58604926-58605113",-0.408
"ENSMUSG00000038485","Socs7",2,"SE","Regular (>50bp)","chr11:97267262-97267367; chr11:97267822-97267924",0.146
"ENSMUSG00000038618","Rassf7",2,"SE","Regular (>50bp)","chr7:140796941-140797625; chr7:140797500-140797625",-0.116
"ENSMUSG00000039205","Ciz1",2,"RI","Regular (>50bp)","chr2:32260875-32261420; chr2:32264353-32265584",-0.118
"ENSMUSG00000039934","Gsap",2,"RI; SE","Regular (>50bp)","chr5:21430560-21430725; chr5:21475553-21476246",-0.26
"ENSMUSG00000040225","Prrc2c",2,"SE","Regular (>50bp); Small (30-50bp)","chr1:162501667-162501720; chr1:162501671-162501720",-0.153
"ENSMUSG00000040354","Mars1",2,"RI; SE","Microexon (0-30bp); Regular (>50bp)","chr10:127132409-127132813; chr10:127132585-127132609",-0.13
"ENSMUSG00000040990","Sh3kbp1",2,"MXE; SE","Regular (>50bp)","chrX:158600237-158600294; chrX:158600237-158600294",-0.471
"ENSMUSG00000041264","Uspl1",2,"SE","Regular (>50bp)","chr5:149124517-149124644; chr5:149124517-149124686",-0.162
"ENSMUSG00000041609","Bicdl1",2,"SE","Microexon (0-30bp); Regular (>50bp)","chr5:115789214-115789323; chr5:115810202-115810214",0.162
"ENSMUSG00000042138","Msantd2",2,"SE","Regular (>50bp)","chr9:37402751-37402865; chr9:37424909-37424999",-0.02
"ENSMUSG00000043019","Edem3",2,"SE","Microexon (0-30bp); Small (30-50bp)","chr1:151688504-151688519; chr1:151688504-151688552",0.11
"ENSMUSG00000043323","Fbrsl1",2,"SE","Regular (>50bp); Small (30-50bp)","chr5:110563895-110563931; chr5:110565708-110565813",-0.136
"ENSMUSG00000043384","Gprasp1",2,"MXE; SE","Regular (>50bp)","chrX:134644190-134644271; chrX:134644311-134644363",-0.004
"ENSMUSG00000045031","Cetn4",2,"SE","Regular (>50bp)","chr3:37363493-37363631; chr3:37364085-37364214",-0.249
"ENSMUSG00000045095","Magi1",2,"SE","Regular (>50bp)","chr6:93657769-93657858; chr6:93681257-93681341",0.164
"ENSMUSG00000045349","Sh2d5",2,"SE","Regular (>50bp)","chr4:137980922-137981000; chr4:137981141-137981269",0.2
"ENSMUSG00000045482","Trrap",2,"SE","Microexon (0-30bp); Regular (>50bp)","chr5:144746960-144747014; chr5:144747141-144747162",0.287
"ENSMUSG00000046295","Ankle1",2,"RI","Regular (>50bp)","chr8:71859322-71860393; chr8:71859505-71860393",-0.105
"ENSMUSG00000046822","Slc39a3",2,"A3SS; SE","Regular (>50bp)","chr10:80870751-80870843; chr10:80870751-80870843",0.15
"ENSMUSG00000047767","Atg16l2",2,"A5SS; RI","Regular (>50bp)","chr7:100940921-100941206; chr7:100945714-100946215",-0.148
"ENSMUSG00000048078","Tenm4",2,"SE","Microexon (0-30bp); Regular (>50bp)","chr7:96378555-96378732; chr7:96454311-96454338",0.148
"ENSMUSG00000048537","Phldb1",2,"A5SS; SE","Regular (>50bp); Small (30-50bp)","chr9:44609015-44609139; chr9:44610123-44610168",0.024
"ENSMUSG00000048652","Samd13",2,"SE","Regular (>50bp)","chr3:146390687-146390884; chr3:146390687-146390895",0.137
"ENSMUSG00000048677","Tpcn2",2,"SE","Regular (>50bp)","chr7:144809616-144809698; chr7:144815297-144815416",-0.001
"ENSMUSG00000051048","P4ha3",2,"SE","Regular (>50bp)","chr7:99962412-99962572; chr7:99963814-99963877",0.236
"ENSMUSG00000051510","Mafg",2,"SE","Small (30-50bp)","chr11:120520811-120520842; chr11:120520811-120520842",0.179
"ENSMUSG00000053617","Sh3pxd2a",2,"SE","Regular (>50bp); Small (30-50bp)","chr19:47271459-47271543; chr19:47308714-47308759",0.145
"ENSMUSG00000054708","Ankrd24",2,"RI; SE","Regular (>50bp)","chr10:81470500-81470587; chr10:81475861-81476646",-0.192
"ENSMUSG00000054874","Pcnx3",2,"A3SS","Regular (>50bp)","chr19:5731459-5731602; chr19:5731459-5731620",0.278
"ENSMUSG00000055692","Tmem191",2,"RI","Regular (>50bp)","chr16:17094825-17095114; chr16:17095205-17095456",0.003
"ENSMUSG00000055762","Eef1d",2,"SE","Regular (>50bp)","chr15:75774527-75775667; chr15:75774527-75775667",0.143
"ENSMUSG00000055923","Aasdh",2,"SE","Regular (>50bp)","chr5:77052055-77052227; chr5:77052805-77052859",0.197
"ENSMUSG00000056917","Sipa1",2,"SE","Microexon (0-30bp); Regular (>50bp)","chr19:5711623-5711651; chr19:5711623-5711686",0.28
"ENSMUSG00000057054","Inca1",2,"A3SS; A5SS","Regular (>50bp)","chr11:70586689-70586869; chr11:70590745-70590981",0.018
"ENSMUSG00000059436","Max",2,"MXE; SE","Microexon (0-30bp); Regular (>50bp)","chr12:76986740-76986864; chr12:77008036-77008063",0.013
"ENSMUSG00000060450","Rnf14",2,"SE","Regular (>50bp)","chr18:38433481-38433643; chr18:38440917-38441448",-0.264
"ENSMUSG00000061613","U2af1",2,"SE","Regular (>50bp)","chr17:31870619-31870686; chr17:31871475-31871542",0.15
"ENSMUSG00000061878","Sphk1",2,"A5SS; RI","Regular (>50bp)","chr11:116424795-116425144; chr11:116425674-116426000",0.134
"ENSMUSG00000062729","Ppox",2,"A5SS; RI","Regular (>50bp)","chr1:171107003-171107575; chr1:171107932-171108096",-0.178
"ENSMUSG00000062785","Kcnc3",2,"SE","Microexon (0-30bp)","chr7:44247013-44247043; chr7:44247013-44247043",0.238
"ENSMUSG00000063142","Kcnma1",2,"SE","Regular (>50bp)","chr14:23544606-23544762; chr14:23576603-23576695",-0.101
"ENSMUSG00000063659","Zbtb18",2,"SE","Regular (>50bp)","chr1:177272304-177272388; chr1:177272304-177272388",-0.181
"ENSMUSG00000066235","Pomgnt2",2,"SE","Regular (>50bp); Small (30-50bp)","chr9:121824132-121824179; chr9:121824132-121824183",0.34
"ENSMUSG00000066456","Hmgn3",2,"RI","Regular (>50bp)","chr9:82992000-82993159; chr9:82992000-82993159",-0.15
"ENSMUSG00000067367","Lyar",2,"SE","Regular (>50bp)","chr5:38380477-38380571; chr5:38380477-38380575",-0.171
"ENSMUSG00000073016","Uprt",2,"SE","Regular (>50bp); Small (30-50bp)","chrX:103539341-103539384; chrX:103541880-103541950",-0.154
"ENSMUSG00000073427","Gm4924",2,"SE","Regular (>50bp)","chr10:82219596-82219678; chr10:82236587-82236820",0.274
"ENSMUSG00000073779","Lrp8os2",2,"SE","Regular (>50bp)","chr4:107667959-107668143; chr4:107673123-107673264",0.55
"ENSMUSG00000074513","Arfip1",2,"SE","Regular (>50bp)","chr3:84426788-84427010; chr3:84426788-84427010",-0.199
"ENSMUSG00000087060","Eldr",2,"A3SS; RI","Regular (>50bp)","chr11:16885149-16885926; chr11:16885149-16886564",-0.002
"ENSMUSG00000087174","5530601H04Rik",2,"RI; SE","Regular (>50bp)","chrX:104091514-104091616; chrX:104110364-104112234",-0.157
"ENSMUSG00000092165","Gm5624",2,"SE","Regular (>50bp)","chr14:44798155-44798244; chr14:44798155-44798287",0.115
"ENSMUSG00000092569","Gm20544",2,"RI","Regular (>50bp)","chr18:75497177-75498933; chr18:75497781-75498933",-0.466
"ENSMUSG00000097068","Gm26760",2,"SE","Regular (>50bp)","chr15:92258919-92259046; chr15:92258919-92259046",-0.167
"ENSMUSG00000097277","2900076A07Rik",2,"A3SS; RI","Regular (>50bp)","chr7:81174825-81174988; chr7:81178904-81179275",-0.018
"ENSMUSG00000097589","Dleu2",2,"MXE; SE","Small (30-50bp)","chr14:61861881-61861931; chr14:61861881-61861931",-0.14
"ENSMUSG00000097910","Hdnr",2,"SE","Regular (>50bp)","chr8:57786153-57786666; chr8:57791917-57791982",0.03
"ENSMUSG00000113204","Gm46430",2,"SE","Regular (>50bp)","chr13:74731765-74731992; chr13:74731765-74731992",-0.406
"ENSMUSG00000000131","Xpo6",1,"A5SS","Regular (>50bp)","chr7:125750395-125752451",0.145
"ENSMUSG00000000440","Pparg",1,"MXE","Small (30-50bp)","chr6:115362557-115362594",0.362
"ENSMUSG00000000538","Tom1l2",1,"SE","Regular (>50bp)","chr11:60129835-60129898",-0.151
"ENSMUSG00000000568","Hnrnpd",1,"SE","Regular (>50bp)","chr5:100124392-100124449",0.202
"ENSMUSG00000000827","Tpd52l2",1,"SE","Microexon (0-30bp)","chr2:181152296-181152323",0.106
"ENSMUSG00000000884","Gnb1l",1,"A3SS","Regular (>50bp)","chr16:18362860-18363023",-0.125
"ENSMUSG00000000916","Nsun5",1,"A5SS","Regular (>50bp)","chr5:135403780-135403959",0.118
"ENSMUSG00000001034","Mapk7",1,"RI","Regular (>50bp)","chr11:61383729-61385092",-0.186
"ENSMUSG00000001053","N4bp3",1,"SE","Regular (>50bp)","chr11:51540975-51541181",0.176
"ENSMUSG00000001062","Vps9d1",1,"RI","Regular (>50bp)","chr8:123971852-123972451",-0.126
"ENSMUSG00000001120","Pcbp3",1,"SE","Regular (>50bp)","chr10:76686055-76686182",0.179
"ENSMUSG00000001248","Gramd1a",1,"SE","Microexon (0-30bp)","chr7:30832644-30832656",0.183
"ENSMUSG00000001419","Mef2d",1,"SE","Regular (>50bp)","chr3:88065527-88065662",-0.326
"ENSMUSG00000001576","Ergic1",1,"SE","Regular (>50bp)","chr17:26873800-26873927",-0.156
"ENSMUSG00000001995","Sipa1l2",1,"SE","Regular (>50bp)","chr8:126149931-126149985",0.123
"ENSMUSG00000002031","Ift46",1,"SE","Small (30-50bp)","chr9:44685479-44685528",0.103
"ENSMUSG00000002249","Tead3",1,"RI","Regular (>50bp)","chr17:28554458-28555547",-0.163
"ENSMUSG00000002265","Peg3",1,"SE","Regular (>50bp)","chr7:6715948-6716011",0.146
"ENSMUSG00000002372","Ranbp3",1,"RI","Regular (>50bp)","chr17:57008022-57009890",-0.203
"ENSMUSG00000002428","Hltf",1,"SE","Regular (>50bp)","chr3:20152243-20152379",-0.134
"ENSMUSG00000002524","Puf60",1,"SE","Regular (>50bp)","chr15:75946455-75946506",0.103
"ENSMUSG00000002608","Ccdc97",1,"SE","Regular (>50bp)","chr7:25417569-25417704",-0.394
"ENSMUSG00000002833","Hdgfl2",1,"RI","Regular (>50bp)","chr17:56405483-56406075",-0.129
"ENSMUSG00000002845","Tmem39a",1,"SE","Regular (>50bp)","chr16:38405980-38406042",0.13
"ENSMUSG00000003119","Cdk12",1,"SE","Regular (>50bp)","chr11:98140535-98140926",0.185
"ENSMUSG00000003131","Pafah1b2",1,"SE","Regular (>50bp)","chr9:45895148-45895337",-0.491
"ENSMUSG00000003341","Atp8b3",1,"SE","Regular (>50bp)","chr10:80357844-80357983",-0.173
"ENSMUSG00000003810","Mast2",1,"SE","Microexon (0-30bp)","chr4:116190609-116190630",0.248
"ENSMUSG00000003813","Rad23a",1,"SE","Regular (>50bp)","chr8:85564635-85564763",-0.209
"ENSMUSG00000003847","Nfat5",1,"SE","Regular (>50bp)","chr8:108064926-108064988",0.165
"ENSMUSG00000003863","Ppfia3",1,"SE","Microexon (0-30bp)","chr7:44992976-44993003",0.239
"ENSMUSG00000004285","Atp6v1f",1,"SE","Regular (>50bp)","chr6:29468965-29469225",0.307
"ENSMUSG00000004319","Clcn3",1,"SE","Regular (>50bp)","chr8:61428765-61428941",-0.103
"ENSMUSG00000004631","Sgce",1,"SE","Regular (>50bp)","chr6:4711307-4711380",-0.315
"ENSMUSG00000004771","Rab11a",1,"SE","Regular (>50bp)","chr9:64633905-64634099",-0.167
"ENSMUSG00000004891","Nes",1,"RI","Regular (>50bp)","chr3:87882727-87887758",-0.105
"ENSMUSG00000004947","Dtx2",1,"RI","Regular (>50bp)","chr5:136055323-136057426",0.188
"ENSMUSG00000004952","Rasa4",1,"RI","Regular (>50bp)","chr5:136130097-136130543",-0.157
"ENSMUSG00000004980","Hnrnpa2b1",1,"SE","Microexon (0-30bp)","chr6:51441407-51441431",-0.167
"ENSMUSG00000004994","Ccdc130",1,"SE","Regular (>50bp)","chr8:84985741-84985880",-0.115
"ENSMUSG00000005687","Bcas2",1,"RI","Regular (>50bp)","chr3:103081655-103084735",-0.266
"ENSMUSG00000005881","Ergic3",1,"SE","Microexon (0-30bp)","chr2:155857296-155857311",0.169
"ENSMUSG00000006219","Fblim1",1,"A3SS","Regular (>50bp)","chr4:141323205-141323287",0.11
"ENSMUSG00000006281","Tep1",1,"SE","Regular (>50bp)","chr14:51070337-51070488",-0.126
"ENSMUSG00000006289","Osgep",1,"RI","Regular (>50bp)","chr14:51154256-51154960",0.26
"ENSMUSG00000006301","Tmbim1",1,"RI","Regular (>50bp)","chr1:74330853-74332047",-0.154
"ENSMUSG00000006315","Tmem147",1,"SE","Regular (>50bp)","chr7:30428081-30428166",0.195
"ENSMUSG00000006362","Cbfa2t3",1,"SE","Regular (>50bp)","chr8:123377068-123377215",-0.124
"ENSMUSG00000006575","Rundc3a",1,"A3SS","Regular (>50bp)","chr11:102291462-102291624",-0.42
"ENSMUSG00000006576","Slc4a3",1,"RI","Regular (>50bp)","chr1:75527398-75528026",-0.114
"ENSMUSG00000006589","Aprt",1,"RI","Regular (>50bp)","chr8:123302857-123303360",-0.16
"ENSMUSG00000006649","Nphs1",1,"SE","Regular (>50bp)","chr7:30181889-30182005",-0.291
"ENSMUSG00000006958","Chrd",1,"SE","Regular (>50bp)","chr16:20553611-20553719",-0.358
"ENSMUSG00000007570","Fance",1,"SE","Regular (>50bp)","chr17:28542544-28542639",-0.124
"ENSMUSG00000008489","Elavl2",1,"A3SS","Regular (>50bp)","chr4:91196847-91197091",-0.11
"ENSMUSG00000008892","Vdac3",1,"MXE","Small (30-50bp)","chr8:23077568-23077618",0.118
"ENSMUSG00000009073","Nf2",1,"SE","Small (30-50bp)","chr11:4730577-4730622",0.174
"ENSMUSG00000009079","Ewsr1",1,"SE","Microexon (0-30bp)","chr11:5041459-5041477",0.222
"ENSMUSG00000009555","Cdk9",1,"A3SS","Regular (>50bp)","chr2:32600488-32600803",-0.106
"ENSMUSG00000009621","Vav2",1,"SE","Regular (>50bp)","chr2:27158162-27158249",0.112
"ENSMUSG00000010064","Slc38a3",1,"RI","Regular (>50bp)","chr9:107532454-107532884",-0.14
"ENSMUSG00000010554","Mettl16",1,"SE","Regular (>50bp)","chr11:74686577-74686643",-0.133
"ENSMUSG00000012609","Ttll5",1,"SE","Regular (>50bp)","chr12:85890719-85890772",-0.119
"ENSMUSG00000013033","Adgrl1",1,"SE","Regular (>50bp)","chr8:84650834-84650984",0.109
"ENSMUSG00000014355","Anapc1",1,"SE","Regular (>50bp)","chr2:128520130-128520204",-0.16
"ENSMUSG00000014418","Hps5",1,"SE","Regular (>50bp)","chr7:46424577-46424708",0.156
"ENSMUSG00000014554","Dguok",1,"SE","Regular (>50bp)","chr6:83457824-83457924",-0.111
"ENSMUSG00000014767","Tbp",1,"RI","Regular (>50bp)","chr17:15721415-15721619",-0.142
"ENSMUSG00000014782","Plekhg4",1,"RI","Regular (>50bp)","chr8:106103380-106103767",-0.213
"ENSMUSG00000014856","Tmem208",1,"RI","Regular (>50bp)","chr8:106054953-106055324",-0.145
"ENSMUSG00000015093","Clic3",1,"RI","Regular (>50bp)","chr2:25348315-25348788",0.2
"ENSMUSG00000015149","Sirt2",1,"SE","Small (30-50bp)","chr7:28467056-28467103",0.106
"ENSMUSG00000015222","Map2",1,"SE","Regular (>50bp)","chr1:66470685-66470778",-0.2
"ENSMUSG00000015243","Abca1",1,"SE","Regular (>50bp)","chr4:53059256-53059362",0.16
"ENSMUSG00000015305","Sash1",1,"A5SS","Regular (>50bp)","chr10:8626416-8627249",-0.123
"ENSMUSG00000015377","Dennd6b",1,"RI","Regular (>50bp)","chr15:89070374-89071022",-0.142
"ENSMUSG00000015452","Ager",1,"RI","Regular (>50bp)","chr17:34818969-34819834",0.219
"ENSMUSG00000015501","Hivep2",1,"SE","Regular (>50bp)","chr10:13879944-13880019",-0.278
"ENSMUSG00000015536","Mocs2",1,"A5SS","Regular (>50bp)","chr13:114961746-114961801",-0.103
"ENSMUSG00000015659","Serac1",1,"SE","Regular (>50bp)","chr17:6119573-6119663",0.163
"ENSMUSG00000015942","Gtf2ird2",1,"SE","Regular (>50bp)","chr5:134235611-134235668",-0.133
"ENSMUSG00000016664","Pacsin2",1,"SE","Microexon (0-30bp)","chr15:83267823-83267829",0.132
"ENSMUSG00000016921","Srsf6",1,"RI","Regular (>50bp)","chr2:162773913-162775470",-0.118
"ENSMUSG00000017210","Med24",1,"SE","Regular (>50bp)","chr11:98608534-98608591",0.179
"ENSMUSG00000017307","Acot8",1,"SE","Regular (>50bp)","chr2:164644916-164645053",-0.168
"ENSMUSG00000017311","Pyy",1,"A5SS","Regular (>50bp)","chr11:101997792-101997882",-0.145
"ENSMUSG00000017405","Nek8",1,"RI","Regular (>50bp)","chr11:78061438-78062124",0.107
"ENSMUSG00000017421","Zfp207",1,"SE","Regular (>50bp)","chr11:80283909-80284002",-0.118
"ENSMUSG00000017478","Zc3h18",1,"SE","Regular (>50bp)","chr8:123114431-123114503",0.143
"ENSMUSG00000017652","Cd40",1,"SE","Small (30-50bp)","chr2:164911736-164911768",-0.152
"ENSMUSG00000017677","Wsb1",1,"SE","Regular (>50bp)","chr11:79134225-79134401",-0.281
"ENSMUSG00000017718","Afmid",1,"MXE","Regular (>50bp)","chr11:117725970-117726068",0.15
"ENSMUSG00000018217","Pmp22",1,"A3SS","Regular (>50bp)","chr11:63023950-63024070",0.15
"ENSMUSG00000018334","Ksr1",1,"SE","Small (30-50bp)","chr11:78921906-78921948",0.203
"ENSMUSG00000018428","Akap1",1,"SE","Regular (>50bp)","chr11:88734415-88734522",-0.427
"ENSMUSG00000018501","Ncor1",1,"A3SS","Regular (>50bp)","chr11:62263901-62264400",-0.106
"ENSMUSG00000018537","Pcgf2",1,"SE","Regular (>50bp)","chr11:97590031-97590126",-0.328
"ENSMUSG00000018669","Cdk5rap3",1,"A3SS","Regular (>50bp)","chr11:96803042-96803262",-0.182
"ENSMUSG00000018820","Zfyve27",1,"SE","Microexon (0-30bp)","chr19:42174058-42174079",0.131
"ENSMUSG00000018865","Sult4a1",1,"SE","Regular (>50bp)","chr15:83962969-83963098",0.201
"ENSMUSG00000018986","Slfn3",1,"SE","Regular (>50bp)","chr11:83084868-83085035",-0.152
"ENSMUSG00000018999","Slc35b4",1,"SE","Regular (>50bp)","chr6:34149562-34149690",-0.138
"ENSMUSG00000019088","Dnase1l1",1,"MXE","Regular (>50bp)","chrX:73320084-73320162",0.162
"ENSMUSG00000019261","Map1s",1,"RI","Regular (>50bp)","chr8:71363588-71365297",-0.154
"ENSMUSG00000019320","Noxo1",1,"RI","Regular (>50bp)","chr17:24918517-24918989",0.108
"ENSMUSG00000019732","Calr3",1,"SE","Regular (>50bp)","chr8:73181005-73181137",0.128
"ENSMUSG00000019845","Tube1",1,"A5SS","Regular (>50bp)","chr10:39020370-39020568",-0.414
"ENSMUSG00000019897","Ccdc59",1,"RI","Regular (>50bp)","chr10:105678402-105681310",-0.111
"ENSMUSG00000020070","Rufy2",1,"A3SS","Regular (>50bp)","chr10:62838724-62840555",-0.102
"ENSMUSG00000020078","Vps26a",1,"SE","Regular (>50bp)","chr10:62305679-62305836",-0.216
"ENSMUSG00000020151","Ptprr",1,"SE","Regular (>50bp)","chr10:116013622-116013733",0.427
"ENSMUSG00000020175","Rab36",1,"A3SS","Regular (>50bp)","chr10:74874189-74874352",-0.209
"ENSMUSG00000020198","Ap3d1",1,"SE","Regular (>50bp)","chr10:80545922-80546126",-0.228
"ENSMUSG00000020220","Vps13d",1,"SE","Regular (>50bp)","chr4:144830183-144830258",0.21
"ENSMUSG00000020231","Dip2a",1,"SE","Microexon (0-30bp)","chr10:76107209-76107239",0.168
"ENSMUSG00000020250","Txnrd1",1,"SE","Regular (>50bp)","chr10:82708771-82709109",-0.218
"ENSMUSG00000020262","Adarb1",1,"A5SS","Regular (>50bp)","chr10:77148181-77148360",-0.145
"ENSMUSG00000020284","Cfap410",1,"SE","Regular (>50bp)","chr10:77815586-77815885",-0.317
"ENSMUSG00000020400","Tnip1",1,"SE","Regular (>50bp)","chr11:54831536-54831708",-0.105
"ENSMUSG00000020409","Slu7",1,"SE","Regular (>50bp)","chr11:43327180-43327259",0.139
"ENSMUSG00000020451","Limk2",1,"SE","Small (30-50bp)","chr11:3311782-3311825",-0.127
"ENSMUSG00000020454","Eif4enif1",1,"SE","Regular (>50bp)","chr11:3183987-3184059",0.102
"ENSMUSG00000020527","Myo19",1,"SE","Regular (>50bp)","chr11:84788184-84788289",-0.162
"ENSMUSG00000020646","Mboat2",1,"SE","Regular (>50bp)","chr12:24974197-24974293",-0.22
"ENSMUSG00000020680","Taf15",1,"SE","Regular (>50bp)","chr11:83379750-83379871",-0.286
"ENSMUSG00000020717","Pecam1",1,"SE","Regular (>50bp)","chr11:106571857-106571911",0.118
"ENSMUSG00000020732","Rab37",1,"SE","Regular (>50bp)","chr11:115051263-115051340",-0.178
"ENSMUSG00000020785","Camkk1",1,"RI","Regular (>50bp)","chr11:72928020-72928451",-0.107
"ENSMUSG00000020812","Snhg16",1,"A5SS","Regular (>50bp)","chr11:116562488-116563181",-0.184
"ENSMUSG00000020859","Spag9",1,"SE","Microexon (0-30bp)","chr11:93970024-93970036",0.196
"ENSMUSG00000020866","Cacna1g",1,"A3SS","Regular (>50bp)","chr11:94349919-94350703",-0.107
"ENSMUSG00000021012","Zc3h14",1,"SE","Regular (>50bp)","chr12:98745366-98745526",-0.101
"ENSMUSG00000021033","Gstz1",1,"SE","Regular (>50bp)","chr12:87202246-87202343",0.142
"ENSMUSG00000021140","Pcnx",1,"MXE","Regular (>50bp)","chr12:81975015-81975148",0.124
"ENSMUSG00000021156","Zmynd11",1,"A5SS","Regular (>50bp)","chr13:9740313-9740550",-0.158
"ENSMUSG00000021198","Unc79",1,"SE","Microexon (0-30bp)","chr12:103016153-103016182",0.285
"ENSMUSG00000021235","Coq6",1,"RI","Regular (>50bp)","chr12:84417029-84418332",-0.264
