"GeneID","geneSymbol","n_events_pos","n_sig_pos","n_event_types","event_types","n_microexon","mean_abs_dPSI","n_selection_events","selection_mean_dPSI"
"ENSMUSG00000000884","Gnb1l",18,0,2,"A3SS,SE",0,0.038,1,-0.125
"ENSMUSG00000000916","Nsun5",11,0,5,"A3SS,A5SS,MXE,RI,SE",0,0.012,1,0.118
"ENSMUSG00000001034","Mapk7",31,0,4,"A3SS,A5SS,RI,SE",0,0.02,1,-0.186
"ENSMUSG00000001053","N4bp3",4,2,1,"SE",0,0.198,1,0.176
"ENSMUSG00000001062","Vps9d1",8,2,4,"A3SS,A5SS,RI,SE",0,0.045,1,-0.126
"ENSMUSG00000001120","Pcbp3",70,2,4,"A3SS,A5SS,MXE,SE",4,0.021,1,0.179
"ENSMUSG00000001248","Gramd1a",26,0,5,"A3SS,A5SS,MXE,RI,SE",2,0.018,1,0.183
"ENSMUSG00000001419","Mef2d",12,0,2,"MXE,SE",2,0.041,1,-0.326
"ENSMUSG00000001576","Ergic1",20,1,2,"MXE,SE",0,0.028,1,-0.156
"ENSMUSG00000001995","Sipa1l2",13,1,2,"MXE,SE",0,0.023,1,0.123
"ENSMUSG00000002031","Ift46",26,3,3,"A3SS,MXE,SE",0,0.071,1,0.103
"ENSMUSG00000002249","Tead3",5,1,4,"A3SS,MXE,RI,SE",0,0.061,1,-0.163
"ENSMUSG00000002265","Peg3",12,0,3,"A3SS,MXE,SE",0,0.015,1,0.146
"ENSMUSG00000002372","Ranbp3",12,0,4,"A3SS,MXE,RI,SE",0,0.037,1,-0.203
"ENSMUSG00000002428","Hltf",3,0,1,"SE",0,0.005,1,-0.134
"ENSMUSG00000002524","Puf60",6,1,2,"MXE,SE",0,0.039,1,0.103
"ENSMUSG00000002608","Ccdc97",5,0,1,"SE",0,0.034,1,-0.394
"ENSMUSG00000002833","Hdgfl2",19,0,5,"A3SS,A5SS,MXE,RI,SE",0,0.02,1,-0.129
"ENSMUSG00000002845","Tmem39a",10,0,3,"A3SS,MXE,SE",0,0.013,1,0.13
"ENSMUSG00000003119","Cdk12",5,0,2,"MXE,SE",0,0.021,1,0.185
"ENSMUSG00000003131","Pafah1b2",11,1,3,"A3SS,MXE,SE",0,0.048,1,-0.491
"ENSMUSG00000003341","Atp8b3",18,2,3,"A3SS,MXE,SE",0,0.074,1,-0.173
"ENSMUSG00000003810","Mast2",24,0,3,"A3SS,MXE,SE",3,0.021,1,0.248
"ENSMUSG00000003813","Rad23a",9,0,2,"A3SS,SE",0,0.013,1,-0.209
"ENSMUSG00000003847","Nfat5",17,1,3,"A3SS,MXE,SE",0,0.02,1,0.165
"ENSMUSG00000003863","Ppfia3",4,0,3,"A5SS,RI,SE",1,0.027,1,0.239
"ENSMUSG00000004285","Atp6v1f",2,1,1,"SE",0,0.1,1,0.307
"ENSMUSG00000004319","Clcn3",20,2,5,"A3SS,A5SS,MXE,RI,SE",0,0.022,1,-0.103
"ENSMUSG00000004631","Sgce",17,2,2,"A3SS,SE",1,0.08,1,-0.315
"ENSMUSG00000004771","Rab11a",4,0,1,"SE",0,0.011,1,-0.167
"ENSMUSG00000004891","Nes",2,1,2,"RI,SE",0,0.06,1,-0.105
"ENSMUSG00000004947","Dtx2",11,0,3,"A3SS,RI,SE",0,0.014,1,0.188
"ENSMUSG00000004952","Rasa4",17,0,5,"A3SS,A5SS,MXE,RI,SE",0,0.025,1,-0.157
"ENSMUSG00000004980","Hnrnpa2b1",29,2,4,"A3SS,A5SS,MXE,SE",3,0.02,1,-0.167
"ENSMUSG00000004994","Ccdc130",3,1,2,"A5SS,SE",0,0.042,1,-0.115
"ENSMUSG00000005687","Bcas2",10,1,3,"A3SS,RI,SE",0,0.017,1,-0.266
"ENSMUSG00000005881","Ergic3",12,0,4,"A3SS,MXE,RI,SE",1,0.013,1,0.169
"ENSMUSG00000006219","Fblim1",5,1,2,"A3SS,SE",0,0.057,1,0.11
"ENSMUSG00000006281","Tep1",6,1,2,"A3SS,SE",0,0.033,1,-0.126
"ENSMUSG00000006289","Osgep",18,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.033,1,0.26
"ENSMUSG00000006301","Tmbim1",6,1,3,"A3SS,RI,SE",0,0.083,1,-0.154
"ENSMUSG00000006315","Tmem147",38,0,4,"A3SS,A5SS,MXE,SE",0,0.019,1,0.195
"ENSMUSG00000006362","Cbfa2t3",3,0,1,"SE",0,0.023,1,-0.124
"ENSMUSG00000006575","Rundc3a",22,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.027,1,-0.42
"ENSMUSG00000006576","Slc4a3",13,0,4,"A3SS,MXE,RI,SE",0,0.017,1,-0.114
"ENSMUSG00000006589","Aprt",13,2,5,"A3SS,A5SS,MXE,RI,SE",0,0.034,1,-0.16
"ENSMUSG00000006649","Nphs1",13,3,4,"A3SS,MXE,RI,SE",1,0.123,1,-0.291
"ENSMUSG00000006958","Chrd",12,4,4,"A3SS,A5SS,RI,SE",0,0.13,1,-0.358
"ENSMUSG00000007570","Fance",8,1,3,"A3SS,RI,SE",0,0.068,1,-0.124
"ENSMUSG00000008489","Elavl2",21,0,3,"A3SS,MXE,SE",0,0.029,1,-0.11
"ENSMUSG00000008892","Vdac3",26,1,3,"A5SS,MXE,SE",0,0.016,1,0.118
"ENSMUSG00000009073","Nf2",17,0,2,"MXE,SE",0,0.021,1,0.174
"ENSMUSG00000009079","Ewsr1",22,0,4,"A3SS,A5SS,MXE,SE",1,0.01,1,0.222
"ENSMUSG00000009555","Cdk9",8,0,3,"A3SS,RI,SE",0,0.018,1,-0.106
"ENSMUSG00000009621","Vav2",11,2,1,"SE",2,0.032,1,0.112
"ENSMUSG00000010064","Slc38a3",3,0,2,"A3SS,RI",0,0.037,1,-0.14
"ENSMUSG00000010554","Mettl16",19,1,2,"MXE,SE",0,0.022,1,-0.133
"ENSMUSG00000012609","Ttll5",29,1,4,"A3SS,A5SS,MXE,SE",0,0.021,1,-0.119
"ENSMUSG00000013033","Adgrl1",8,1,2,"RI,SE",3,0.037,1,0.109
"ENSMUSG00000014355","Anapc1",15,0,2,"MXE,SE",0,0.01,1,-0.16
"ENSMUSG00000014418","Hps5",14,0,5,"A3SS,A5SS,MXE,RI,SE",0,0.029,1,0.156
"ENSMUSG00000014554","Dguok",8,1,2,"MXE,SE",0,0.035,1,-0.111
"ENSMUSG00000014767","Tbp",19,1,4,"A3SS,A5SS,RI,SE",0,0.043,1,-0.142
"ENSMUSG00000014782","Plekhg4",10,1,4,"A5SS,MXE,RI,SE",0,0.059,1,-0.213
"ENSMUSG00000014856","Tmem208",8,2,3,"A5SS,RI,SE",0,0.041,1,-0.145
"ENSMUSG00000015093","Clic3",2,0,1,"RI",0,0.082,1,0.2
"ENSMUSG00000015149","Sirt2",20,1,4,"A3SS,MXE,RI,SE",0,0.024,1,0.106
"ENSMUSG00000015222","Map2",20,1,3,"A3SS,MXE,SE",0,0.04,1,-0.2
"ENSMUSG00000015243","Abca1",4,1,2,"MXE,SE",0,0.047,1,0.16
"ENSMUSG00000015305","Sash1",2,1,2,"A5SS,SE",0,0.076,1,-0.123
"ENSMUSG00000015377","Dennd6b",39,2,5,"A3SS,A5SS,MXE,RI,SE",0,0.028,1,-0.142
"ENSMUSG00000015452","Ager",5,3,2,"RI,SE",1,0.095,1,0.219
"ENSMUSG00000015501","Hivep2",7,1,1,"SE",0,0.043,1,-0.278
"ENSMUSG00000015536","Mocs2",17,1,5,"A3SS,A5SS,MXE,RI,SE",2,0.034,1,-0.103
"ENSMUSG00000015659","Serac1",10,0,2,"MXE,SE",0,0.044,1,0.163
"ENSMUSG00000015942","Gtf2ird2",2,0,2,"A5SS,SE",0,0.031,1,-0.133
"ENSMUSG00000016664","Pacsin2",8,1,2,"RI,SE",1,0.021,1,0.132
"ENSMUSG00000016921","Srsf6",8,1,4,"A3SS,MXE,RI,SE",0,0.045,1,-0.118
"ENSMUSG00000017210","Med24",10,1,4,"A5SS,MXE,RI,SE",0,0.021,1,0.179
"ENSMUSG00000017307","Acot8",6,0,2,"A5SS,SE",0,0.023,1,-0.168
"ENSMUSG00000017311","Pyy",1,0,1,"A5SS",0,0.164,1,-0.145
"ENSMUSG00000017405","Nek8",6,0,3,"A3SS,RI,SE",0,0.066,1,0.107
"ENSMUSG00000017421","Zfp207",7,2,2,"MXE,SE",0,0.06,1,-0.118
"ENSMUSG00000017478","Zc3h18",11,1,2,"MXE,SE",1,0.025,1,0.143
"ENSMUSG00000017652","Cd40",23,1,4,"A3SS,MXE,RI,SE",0,0.023,1,-0.152
"ENSMUSG00000017677","Wsb1",11,1,3,"A3SS,MXE,SE",0,0.051,1,-0.281
"ENSMUSG00000017718","Afmid",8,1,2,"MXE,SE",0,0.049,1,0.15
"ENSMUSG00000018217","Pmp22",11,0,3,"A3SS,MXE,SE",0,0.028,1,0.15
"ENSMUSG00000018334","Ksr1",4,0,1,"SE",0,0.059,1,0.203
"ENSMUSG00000018428","Akap1",10,0,2,"MXE,SE",1,0.015,1,-0.427
"ENSMUSG00000018501","Ncor1",31,3,4,"A3SS,A5SS,MXE,SE",1,0.031,1,-0.106
"ENSMUSG00000018537","Pcgf2",10,0,2,"A3SS,SE",0,0.031,1,-0.328
"ENSMUSG00000018669","Cdk5rap3",25,1,4,"A3SS,A5SS,MXE,SE",0,0.023,1,-0.182
"ENSMUSG00000018820","Zfyve27",9,0,2,"MXE,SE",1,0.021,1,0.131
"ENSMUSG00000018865","Sult4a1",9,1,2,"MXE,SE",0,0.023,1,0.201
"ENSMUSG00000018986","Slfn3",1,1,1,"SE",0,0.187,1,-0.152
"ENSMUSG00000018999","Slc35b4",4,1,3,"A3SS,RI,SE",0,0.064,1,-0.138
"ENSMUSG00000019088","Dnase1l1",13,0,2,"MXE,SE",0,0.055,1,0.162
"ENSMUSG00000019261","Map1s",25,2,4,"A3SS,MXE,RI,SE",0,0.035,1,-0.154
"ENSMUSG00000019320","Noxo1",1,1,1,"RI",0,0.218,1,0.108
"ENSMUSG00000019732","Calr3",1,1,1,"SE",0,0.128,1,0.128
"ENSMUSG00000019845","Tube1",7,1,3,"A5SS,MXE,SE",0,0.08,1,-0.414
"ENSMUSG00000019897","Ccdc59",1,0,1,"RI",0,0.092,1,-0.111
"ENSMUSG00000020070","Rufy2",12,1,3,"A3SS,MXE,SE",0,0.025,1,-0.102
"ENSMUSG00000020078","Vps26a",19,1,2,"MXE,SE",0,0.019,1,-0.216
"ENSMUSG00000020175","Rab36",8,0,2,"A3SS,SE",0,0.025,1,-0.209
"ENSMUSG00000020198","Ap3d1",23,2,3,"A3SS,MXE,SE",0,0.022,1,-0.228
"ENSMUSG00000020220","Vps13d",17,0,3,"A3SS,MXE,SE",0,0.024,1,0.21
"ENSMUSG00000020231","Dip2a",13,0,4,"A3SS,MXE,RI,SE",1,0.009,1,0.168
"ENSMUSG00000020250","Txnrd1",14,0,3,"MXE,RI,SE",0,0.003,1,-0.218
"ENSMUSG00000020262","Adarb1",7,1,3,"A3SS,A5SS,SE",0,0.037,1,-0.145
"ENSMUSG00000020284","Cfap410",9,0,3,"A5SS,RI,SE",1,0.033,1,-0.317
"ENSMUSG00000020400","Tnip1",10,1,3,"A3SS,MXE,SE",0,0.032,1,-0.105
"ENSMUSG00000020409","Slu7",5,1,2,"MXE,SE",0,0.024,1,0.139
"ENSMUSG00000020451","Limk2",19,3,3,"A5SS,MXE,SE",1,0.061,1,-0.127
"ENSMUSG00000020454","Eif4enif1",21,0,4,"A3SS,A5SS,MXE,SE",0,0.017,1,0.102
"ENSMUSG00000020527","Myo19",11,1,3,"MXE,RI,SE",0,0.057,1,-0.162
"ENSMUSG00000020646","Mboat2",4,0,1,"SE",0,0.057,1,-0.22
"ENSMUSG00000020680","Taf15",25,1,3,"MXE,RI,SE",0,0.043,1,-0.286
"ENSMUSG00000020717","Pecam1",10,0,2,"MXE,SE",3,0.051,1,0.118
"ENSMUSG00000020732","Rab37",1,1,1,"SE",0,0.132,1,-0.178
"ENSMUSG00000020785","Camkk1",3,0,2,"RI,SE",0,0.034,1,-0.107
"ENSMUSG00000020812","Snhg16",16,0,4,"A3SS,A5SS,RI,SE",0,0.009,1,-0.184
"ENSMUSG00000020859","Spag9",16,1,4,"A3SS,MXE,RI,SE",5,0.034,1,0.196
"ENSMUSG00000020866","Cacna1g",27,1,4,"A3SS,A5SS,MXE,SE",3,0.047,1,-0.107
"ENSMUSG00000021012","Zc3h14",25,2,4,"A3SS,MXE,RI,SE",0,0.029,1,-0.101
"ENSMUSG00000021033","Gstz1",10,1,2,"MXE,SE",0,0.026,1,0.142
"ENSMUSG00000021140","Pcnx",27,4,3,"A3SS,MXE,SE",0,0.049,1,0.124
"ENSMUSG00000021156","Zmynd11",21,1,4,"A3SS,A5SS,MXE,SE",0,0.022,1,-0.158
"ENSMUSG00000021198","Unc79",20,2,3,"A3SS,MXE,SE",2,0.037,1,0.285
"ENSMUSG00000021235","Coq6",21,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.032,1,-0.264
"ENSMUSG00000021240","Abcd4",24,1,3,"A3SS,RI,SE",0,0.048,1,-0.139
"ENSMUSG00000021276","Cinp",8,2,2,"RI,SE",0,0.074,1,-0.331
"ENSMUSG00000021281","Tnfaip2",2,1,2,"A3SS,RI",0,0.099,1,-0.184
"ENSMUSG00000021375","Kif13a",9,2,2,"MXE,SE",2,0.07,1,0.115
"ENSMUSG00000021413","Prpf4b",7,1,1,"SE",0,0.061,1,-0.234
"ENSMUSG00000021427","Ssr1",1,0,1,"SE",1,0.058,1,0.156
"ENSMUSG00000021432","Slc35b3",18,0,4,"A3SS,A5SS,MXE,SE",0,0.04,1,-0.124
"ENSMUSG00000021461","Fancc",9,0,2,"RI,SE",0,0.025,1,-0.193
"ENSMUSG00000021482","Prxl2c",3,1,1,"SE",0,0.062,1,0.127
"ENSMUSG00000021493","Pdlim7",21,1,5,"A3SS,A5SS,MXE,RI,SE",4,0.024,1,-0.179
"ENSMUSG00000021495","Fam193b",16,2,2,"MXE,SE",0,0.041,1,-0.11
"ENSMUSG00000021500","Ddx46",2,1,2,"RI,SE",0,0.108,1,-0.15
"ENSMUSG00000021548","Ccnh",18,0,3,"A3SS,MXE,SE",0,0.014,1,-0.285
"ENSMUSG00000021557","Agtpbp1",20,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.026,1,0.119
"ENSMUSG00000021686","Ap3b1",38,0,3,"A5SS,MXE,SE",0,0.009,1,0.15
"ENSMUSG00000021693","Kif2a",9,2,2,"A5SS,SE",0,0.039,1,-0.145
"ENSMUSG00000021747","Cfap20dc",2,1,1,"SE",0,0.101,1,-0.108
"ENSMUSG00000021782","Dlg5",6,1,3,"A3SS,A5SS,SE",0,0.047,1,0.159
"ENSMUSG00000021832","Psmc6",18,0,4,"A5SS,MXE,RI,SE",0,0.023,1,-0.2
"ENSMUSG00000021838","Samd4",5,0,2,"MXE,SE",0,0.04,1,-0.15
"ENSMUSG00000021843","Ktn1",18,1,3,"A5SS,MXE,SE",0,0.043,1,-0.143
"ENSMUSG00000021895","Arhgef3",2,0,1,"SE",0,0.077,1,-0.238
"ENSMUSG00000021901","Bap1",22,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.023,1,-0.12
"ENSMUSG00000021917","Spcs1",7,0,4,"A3SS,MXE,RI,SE",0,0.007,1,-0.149
"ENSMUSG00000021936","Mapk8",7,0,3,"A3SS,MXE,SE",1,0.008,1,0.102
"ENSMUSG00000021969","Zdhhc20",12,0,2,"MXE,SE",2,0.016,1,0.196
"ENSMUSG00000021972","Hmbox1",13,0,3,"A3SS,MXE,SE",0,0.019,1,-0.127
"ENSMUSG00000022099","Dmtn",6,2,1,"SE",0,0.066,1,-0.117
"ENSMUSG00000022124","Fbxl3",11,0,3,"A5SS,MXE,SE",0,0.024,1,-0.106
"ENSMUSG00000022211","Carmil3",22,0,5,"A3SS,A5SS,MXE,RI,SE",0,0.023,1,-0.143
"ENSMUSG00000022228","Zscan26",5,4,2,"MXE,SE",0,0.137,1,-0.195
"ENSMUSG00000022307","Oxr1",17,0,1,"SE",5,0.028,1,0.246
"ENSMUSG00000022324","Matn2",1,1,1,"A3SS",0,0.407,1,-0.316
"ENSMUSG00000022329","Stk3",4,0,1,"SE",1,0.015,1,0.135
"ENSMUSG00000022353","Mtss1",8,1,2,"A5SS,SE",1,0.033,1,0.177
"ENSMUSG00000022359","Wdyhv1",13,0,3,"A5SS,MXE,SE",0,0.025,1,0.11
"ENSMUSG00000022378","Cyrib",35,1,2,"MXE,SE",0,0.026,1,0.128
"ENSMUSG00000022420","Dnal4",3,0,2,"RI,SE",0,0.019,1,0.119
"ENSMUSG00000022453","Naga",4,1,1,"SE",0,0.074,1,-0.102
"ENSMUSG00000022469","Rapgef3",3,1,3,"A3SS,A5SS,RI",0,0.128,1,-0.14
"ENSMUSG00000022487","Gtsf1",3,0,1,"SE",0,0.096,1,-0.166
"ENSMUSG00000022488","Nckap1l",3,1,2,"A3SS,RI",0,0.071,1,-0.155
"ENSMUSG00000022498","Txndc11",31,0,2,"MXE,SE",0,0.017,1,0.108
"ENSMUSG00000022517","Mgrn1",12,0,1,"SE",0,0.009,1,0.14
"ENSMUSG00000022537","Tmem44",5,0,3,"A5SS,RI,SE",0,0.089,1,-0.196
"ENSMUSG00000022552","Sharpin",20,1,4,"A3SS,MXE,RI,SE",0,0.018,1,0.154
"ENSMUSG00000022556","Hsf1",21,2,5,"A3SS,A5SS,MXE,RI,SE",0,0.032,1,-0.137
"ENSMUSG00000022565","Plec",5,1,2,"A5SS,SE",1,0.039,1,0.101
"ENSMUSG00000022568","Scrib",16,2,4,"A3SS,MXE,RI,SE",0,0.033,1,-0.132
"ENSMUSG00000022574","Naprt",1,0,1,"SE",0,0.119,1,-0.293
"ENSMUSG00000022604","Cep97",4,0,1,"SE",0,0.016,1,0.111
"ENSMUSG00000022617","Chkb",14,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.029,1,-0.102
"ENSMUSG00000022623","Shank3",1,0,1,"SE",0,0.081,1,0.129
"ENSMUSG00000022635","Zcrb1",16,0,2,"MXE,SE",4,0.017,1,-0.163
"ENSMUSG00000022674","Ube2v2",5,1,1,"SE",0,0.058,1,0.129
"ENSMUSG00000022701","Ccdc191",11,0,2,"A3SS,SE",0,0.025,1,0.186
"ENSMUSG00000022791","Tnk2",26,2,4,"A3SS,A5SS,MXE,SE",0,0.037,1,-0.106
"ENSMUSG00000022801","Lrch3",22,0,3,"A5SS,MXE,SE",0,0.021,1,0.182
"ENSMUSG00000022837","Iqcb1",16,0,3,"A3SS,MXE,SE",0,0.01,1,-0.139
"ENSMUSG00000022864","D16Ertd472e",3,2,1,"A5SS",0,0.111,1,-0.164
"ENSMUSG00000022871","Fetub",6,1,1,"SE",0,0.043,1,-0.102
"ENSMUSG00000022890","Atp5j",4,0,1,"SE",0,0.014,1,-0.108
"ENSMUSG00000023008","Fmnl3",2,1,1,"SE",0,0.165,1,-0.157
"ENSMUSG00000023015","Racgap1",52,2,5,"A3SS,A5SS,MXE,RI,SE",0,0.018,1,-0.147
"ENSMUSG00000023044","Csad",16,3,2,"MXE,SE",0,0.096,1,-0.112
"ENSMUSG00000023051","Tarbp2",17,2,2,"A3SS,SE",0,0.046,1,-0.142
"ENSMUSG00000023072","Cep89",8,1,2,"A5SS,SE",0,0.034,1,-0.129
"ENSMUSG00000023153","Tmem52",2,0,2,"A3SS,RI",0,0.134,1,0.361
"ENSMUSG00000023191","P3h3",12,1,3,"A3SS,RI,SE",0,0.025,1,-0.14
"ENSMUSG00000023764","Sfi1",55,3,5,"A3SS,A5SS,MXE,RI,SE",0,0.028,1,-0.143
"ENSMUSG00000023953","Polh",5,1,1,"SE",0,0.04,1,-0.176
"ENSMUSG00000023977","Ubr2",19,2,4,"A3SS,MXE,RI,SE",0,0.027,1,-0.15
"ENSMUSG00000024012","Mtch1",15,0,4,"A3SS,A5SS,RI,SE",0,0.014,1,0.157
"ENSMUSG00000024050","Wiz",24,1,4,"A3SS,A5SS,MXE,SE",0,0.039,1,-0.17
"ENSMUSG00000024073","Birc6",26,2,5,"A3SS,A5SS,MXE,RI,SE",0,0.033,1,-0.125
"ENSMUSG00000024118","Tedc2",9,1,3,"A5SS,RI,SE",0,0.041,1,-0.145
"ENSMUSG00000024150","Mcfd2",5,1,1,"SE",0,0.043,1,-0.284
"ENSMUSG00000024220","Zfp523",34,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.019,1,-0.113
"ENSMUSG00000024238","Zeb1",11,2,3,"A3SS,MXE,SE",0,0.081,1,0.273
"ENSMUSG00000024273","2700062C07Rik",7,0,3,"A5SS,MXE,SE",3,0.057,1,-0.102
"ENSMUSG00000024301","Kifc5b",5,0,2,"RI,SE",0,0.037,1,0.121
"ENSMUSG00000024347","Psd2",2,0,1,"A5SS",0,0.026,1,0.264
"ENSMUSG00000024357","Sil1",21,1,3,"A5SS,MXE,SE",0,0.029,1,-0.151
"ENSMUSG00000024454","Hdac3",14,0,4,"A3SS,A5SS,RI,SE",0,0.012,1,-0.114
"ENSMUSG00000024462","Gabbr1",11,1,3,"A3SS,MXE,SE",1,0.039,1,0.359
"ENSMUSG00000024480","Ap3s1",12,0,2,"MXE,SE",0,0.015,1,-0.757
"ENSMUSG00000024603","Dctn4",9,0,2,"MXE,SE",1,0.01,1,0.164
"ENSMUSG00000024645","Timm21",8,0,3,"MXE,RI,SE",0,0.027,1,-0.128
"ENSMUSG00000024663","Rab3il1",1,0,1,"SE",0,0.095,1,0.181
"ENSMUSG00000024830","Rps6kb2",26,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.025,1,-0.195
"ENSMUSG00000024871","Doc2g",3,0,3,"A3SS,RI,SE",0,0.076,1,0.125
"ENSMUSG00000024889","Rce1",12,1,3,"A3SS,A5SS,SE",0,0.033,1,-0.296
"ENSMUSG00000024937","Ehbp1l1",13,3,3,"A5SS,MXE,SE",0,0.063,1,0.101
"ENSMUSG00000024969","Mark2",16,1,2,"MXE,SE",2,0.04,1,0.155
"ENSMUSG00000024985","Tcf7l2",22,5,4,"A3SS,A5SS,MXE,SE",3,0.079,1,0.123
"ENSMUSG00000025060","Slk",8,1,3,"MXE,RI,SE",0,0.023,1,-0.103
"ENSMUSG00000025076","Casp7",1,0,1,"SE",0,0.002,1,0.101
"ENSMUSG00000025085","Ablim1",20,2,3,"A3SS,MXE,SE",0,0.055,1,-0.134
"ENSMUSG00000025161","Slc16a3",4,1,1,"SE",0,0.034,1,0.118
"ENSMUSG00000025165","Sectm1a",5,2,3,"A3SS,MXE,SE",0,0.251,1,0.276
"ENSMUSG00000025188","Hps1",3,1,3,"A5SS,RI,SE",0,0.065,1,-0.196
"ENSMUSG00000025261","Huwe1",56,3,3,"A3SS,MXE,SE",0,0.027,1,-0.208
"ENSMUSG00000025266","Gnl3l",14,1,4,"A3SS,A5SS,MXE,SE",1,0.026,1,-0.27
"ENSMUSG00000025316","Banp",16,1,3,"A3SS,MXE,SE",0,0.016,1,0.128
"ENSMUSG00000025337","Sbds",15,0,3,"A3SS,MXE,SE",0,0.02,1,-0.168
"ENSMUSG00000025420","Katnal2",13,0,4,"A3SS,A5SS,MXE,SE",0,0.019,1,0.151
"ENSMUSG00000025464","Paox",7,2,2,"MXE,SE",0,0.067,1,-0.104
"ENSMUSG00000025470","Zfp511",12,0,3,"MXE,RI,SE",0,0.018,1,-0.106
"ENSMUSG00000025485","Ric8a",8,0,4,"A3SS,MXE,RI,SE",0,0.005,1,-0.42
"ENSMUSG00000025487","Psmd13",7,0,2,"MXE,SE",0,0.006,1,-0.206
"ENSMUSG00000025494","Sigirr",4,0,3,"A3SS,RI,SE",0,0.046,1,-0.282
"ENSMUSG00000025558","Dock9",15,1,4,"A3SS,MXE,RI,SE",3,0.036,1,0.19
"ENSMUSG00000025571","Tnrc6c",39,0,5,"A3SS,A5SS,MXE,RI,SE",4,0.018,1,-0.141
"ENSMUSG00000025591","Tma16",6,1,3,"A3SS,MXE,SE",0,0.045,1,0.129
"ENSMUSG00000025728","Pigq",35,4,5,"A3SS,A5SS,MXE,RI,SE",0,0.042,1,-0.281
"ENSMUSG00000025762","Larp1b",25,2,3,"A5SS,MXE,SE",0,0.034,1,0.113
"ENSMUSG00000025792","Slc25a10",4,1,3,"A3SS,RI,SE",0,0.03,1,-0.123
"ENSMUSG00000025813","Homer2",4,1,3,"A3SS,A5SS,SE",0,0.063,1,-0.122
"ENSMUSG00000025894","Aasdhppt",6,2,1,"SE",0,0.057,1,-0.116
"ENSMUSG00000025920","Stau2",18,1,2,"MXE,SE",0,0.029,1,-0.106
"ENSMUSG00000025950","Idh1",7,0,1,"SE",0,0.069,1,-0.307
"ENSMUSG00000025982","Sf3b1",4,1,2,"RI,SE",0,0.039,1,-0.129
"ENSMUSG00000026004","Kansl1l",4,1,2,"A3SS,SE",0,0.125,1,-0.168
"ENSMUSG00000026005","Rpe",9,1,2,"A5SS,SE",1,0.048,1,0.126
"ENSMUSG00000026020","Nop58",22,0,3,"A3SS,MXE,SE",0,0.015,1,-0.126
"ENSMUSG00000026029","Casp8",4,0,1,"SE",0,0.008,1,0.101
"ENSMUSG00000026074","Map4k4",38,2,4,"A3SS,A5SS,MXE,SE",1,0.044,1,0.111
"ENSMUSG00000026082","Rev1",16,2,3,"A3SS,RI,SE",0,0.036,1,-0.111
"ENSMUSG00000026096","Osgepl1",6,1,2,"A3SS,SE",0,0.04,1,-0.169
"ENSMUSG00000026150","Mff",13,1,3,"A3SS,MXE,SE",0,0.039,1,0.146
"ENSMUSG00000026153","Fam135a",15,2,3,"A3SS,MXE,SE",0,0.057,1,-0.192
"ENSMUSG00000026177","Slc11a1",1,0,1,"SE",0,0.106,1,-0.102
"ENSMUSG00000026179","Pnkd",1,0,1,"SE",0,0.09,1,0.117
"ENSMUSG00000026189","Pecr",3,1,1,"SE",0,0.038,1,-0.124
"ENSMUSG00000026276","Septin2",10,4,3,"A3SS,MXE,SE",1,0.11,1,-0.169
"ENSMUSG00000026277","Stk25",17,1,4,"A5SS,MXE,RI,SE",0,0.021,1,-0.153
"ENSMUSG00000026289","Atg16l1",6,1,3,"MXE,RI,SE",0,0.04,1,-0.111
"ENSMUSG00000026313","Hdac4",9,0,2,"A5SS,SE",0,0.018,1,-0.211
"ENSMUSG00000026349","Ccnt2",11,1,4,"A5SS,MXE,RI,SE",0,0.024,1,0.131
"ENSMUSG00000026456","Cyb5r1",20,1,3,"A3SS,MXE,SE",0,0.021,1,-0.237
"ENSMUSG00000026471","Mr1",3,0,1,"A5SS",0,0.049,1,-0.118
"ENSMUSG00000026721","Rabgap1l",11,1,3,"MXE,RI,SE",0,0.031,1,-0.14
"ENSMUSG00000026737","Pip4k2a",11,0,2,"MXE,SE",0,0.015,1,-0.154
"ENSMUSG00000026773","Pfkfb3",12,0,2,"MXE,SE",1,0.013,1,0.127
"ENSMUSG00000026781","Acbd5",14,0,3,"A3SS,MXE,SE",0,0.013,1,0.171
"ENSMUSG00000026816","Gtf3c5",8,0,3,"A3SS,MXE,SE",0,0.007,1,-0.717
"ENSMUSG00000026825","Dnm1",24,0,5,"A3SS,A5SS,MXE,RI,SE",1,0.021,1,-0.104
"ENSMUSG00000026826","Nr4a2",3,0,1,"A3SS",0,0.028,1,-0.16
"ENSMUSG00000026848","Tor1b",8,0,3,"A3SS,A5SS,RI",0,0.019,1,-0.109
"ENSMUSG00000026853","Crat",9,0,3,"A3SS,MXE,SE",0,0.014,1,0.102
"ENSMUSG00000026860","Sh3glb2",22,3,5,"A3SS,A5SS,MXE,RI,SE",6,0.036,1,0.228
"ENSMUSG00000026873","Phf19",4,1,2,"RI,SE",0,0.069,1,-0.179
