"event_key","event_type","GeneID","geneSymbol","chr","strand","exon_start","exon_end","exon_length","size_category","dPSI","FDR"
"chr8:70757283:70759301:70757346:70759148:RI","RI","ENSMUSG00000055681","Cope","chr8","+",70757283,70759301,2018,"Regular (>50bp)",-0.238,1.8429704755727e-08
"chr12:84417029:84418332:84417805:84418224:RI","RI","ENSMUSG00000021235","Coq6","chr12","+",84417029,84418332,1303,"Regular (>50bp)",-0.264,5.23522437739981e-06
"chr5:139324936:139325140:139324130:139325219:SE","SE","ENSMUSG00000045438","Cox19","chr5","-",139324936,139325140,204,"Regular (>50bp)",-0.201,0.00267618481955599
"chr11:31858824:31858875:31868800:31868824:31839939:31870408:MXE","MXE","ENSMUSG00000020300","Cpeb4","chr11","+",31858824,31858875,51,"Regular (>50bp)",-0.103,0.00418999867516708
"chr11:31868800:31868824:31839939:31870408:SE","SE","ENSMUSG00000020300","Cpeb4","chr11","+",31868800,31868824,24,"Microexon (0-30bp)",0.103,1.13081564246697e-05
"chr11:31868800:31868824:31858875:31870408:SE","SE","ENSMUSG00000020300","Cpeb4","chr11","+",31868800,31868824,24,"Microexon (0-30bp)",0.164,3.91008884983753e-05
"chr5:145114039:145115738:145114112:145115642:RI","RI","ENSMUSG00000029625","Cpsf4","chr5","+",145114039,145115738,1699,"Regular (>50bp)",-0.114,0.000253680060378327
"chr5:145114039:145115738:145114112:145115645:RI","RI","ENSMUSG00000029625","Cpsf4","chr5","+",145114039,145115738,1699,"Regular (>50bp)",-0.102,0.0012949620591378
"chr2:30303871:30304008:30303258:30305206:SE","SE","ENSMUSG00000026853","Crat","chr2","-",30303871,30304008,137,"Regular (>50bp)",0.102,0.0297295277805289
"chr8:93073411:93073732:93073597:93073732:93072977:93073091:A5SS","A5SS","ENSMUSG00000031736","Crnde","chr8","-",93073411,93073732,321,"Regular (>50bp)",-0.146,4.77952982853209e-06
"chr8:93073411:93073540:93073592:93073732:93073091:93077318:MXE","MXE","ENSMUSG00000031736","Crnde","chr8","-",93073411,93073540,129,"Regular (>50bp)",0.135,0.0228468839301148
"chr8:93073411:93073540:93073597:93073732:93073091:93077318:MXE","MXE","ENSMUSG00000031736","Crnde","chr8","-",93073411,93073540,129,"Regular (>50bp)",0.175,0.00539592165733911
"chr8:93073411:93073546:93073597:93073732:93053090:93077318:MXE","MXE","ENSMUSG00000031736","Crnde","chr8","-",93073411,93073546,135,"Regular (>50bp)",0.112,0.0469792286023311
"chr8:93073411:93073546:93073597:93073732:93073091:93077318:MXE","MXE","ENSMUSG00000031736","Crnde","chr8","-",93073411,93073546,135,"Regular (>50bp)",0.116,4.45178103730483e-05
"chr4:140747018:140747800:140747243:140747584:RI","RI","ENSMUSG00000040860","Crocc","chr4","-",140747018,140747800,782,"Regular (>50bp)",-0.219,3.45198987400359e-06
"chr15:102086961:102087051:102086221:102087215:SE","SE","ENSMUSG00000023044","Csad","chr15","-",102086961,102087051,90,"Regular (>50bp)",-0.112,0.00536438412659678
"chrX:132970593:132974026:132970656:132973884:RI","RI","ENSMUSG00000031256","Cstf2","chrX","+",132970593,132974026,3433,"Regular (>50bp)",0.179,0.000774927331340471
"chrX:132970593:132974026:132970656:132973962:RI","RI","ENSMUSG00000031256","Cstf2","chrX","+",132970593,132974026,3433,"Regular (>50bp)",0.103,0.00240404653171529
"chrX:132973163:132973223:132970656:132973884:SE","SE","ENSMUSG00000031256","Cstf2","chrX","+",132973163,132973223,60,"Regular (>50bp)",0.19,4.26278819386534e-10
"chrX:132973163:132973223:132970656:132973962:SE","SE","ENSMUSG00000031256","Cstf2","chrX","+",132973163,132973223,60,"Regular (>50bp)",0.12,2.35174732283403e-05
"chr13:61084199:61084385:61084304:61084385:61083360:61083483:A5SS","A5SS","ENSMUSG00000044258","Ctla2a","chr13","-",61084199,61084385,186,"Regular (>50bp)",-0.112,0.0232270650174256
"chr7:144005763:144005874:144003352:144010177:SE","SE","ENSMUSG00000031078","Cttn","chr7","-",144005763,144005874,111,"Regular (>50bp)",-0.138,0.0446547946410203
"chr1:134335554:134336225:134336141:134336225:134335311:134335441:A3SS","A3SS","ENSMUSG00000026456","Cyb5r1","chr1","+",134335554,134336225,671,"Regular (>50bp)",-0.237,1.24102950138886e-12
"chr4:106925808:106927744:106926020:106927312:RI","RI","ENSMUSG00000028621","Cyb5rl","chr4","+",106925808,106927744,1936,"Regular (>50bp)",-0.134,0.0301995625922877
"chr1:60421562:60421627:60426063:60426153:60418644:60426297:MXE","MXE","ENSMUSG00000049439","Cyp20a1","chr1","+",60421562,60421627,65,"Regular (>50bp)",0.133,0.00471448378632767
"chr17:32766439:32766491:32765733:32769226:SE","SE","ENSMUSG00000048440","Cyp4f16","chr17","+",32766439,32766491,52,"Regular (>50bp)",-0.108,6.77384982015622e-09
"chr15:63829433:63829516:63828531:63869746:SE","SE","ENSMUSG00000022378","Cyrib","chr15","-",63829433,63829516,83,"Regular (>50bp)",0.128,0.0123131385382555
"chr16:78373078:78373545:78373311:78373545:78372808:78372942:A5SS","A5SS","ENSMUSG00000022864","D16Ertd472e","chr16","-",78373078,78373545,467,"Regular (>50bp)",-0.164,0.00817533990123707
"chr2:116734522:116734703:116730812:116741201:SE","SE","ENSMUSG00000085316","D330050G23Rik","chr2","+",116734522,116734703,181,"Regular (>50bp)",0.263,0.00508244723641251
"chr2:35618069:35621006:35618140:35619122:RI","RI","ENSMUSG00000026883","Dab2ip","chr2","+",35618069,35621006,2937,"Regular (>50bp)",-0.152,0
"chr9:108120087:108120222:108095609:108140823:SE","SE","ENSMUSG00000039952","Dag1","chr9","-",108120087,108120222,135,"Regular (>50bp)",0.104,0.032972071047514
"chr3:88840871:88840973:88836833:88850081:SE","SE","ENSMUSG00000068921","Dap3","chr3","-",88840871,88840973,102,"Regular (>50bp)",-0.144,0.0086681768154988
"chr13:55623958:55624586:55624129:55624448:RI","RI","ENSMUSG00000034675","Dbn1","chr13","-",55623958,55624586,628,"Regular (>50bp)",-0.171,0.00022300140248842
"chr8:84824251:84824481:84824365:84824481:84823700:84824137:A5SS","A5SS","ENSMUSG00000037103","Dcaf15","chr8","-",84824251,84824481,230,"Regular (>50bp)",-0.116,4.62538564227097e-05
"chr3:86695928:86695941:86694719:86696618:SE","SE","ENSMUSG00000028078","Dclk2","chr3","-",86695928,86695941,13,"Microexon (0-30bp)",0.13,0.0357757878867097
"chr3:86695928:86695941:86694719:86699301:SE","SE","ENSMUSG00000028078","Dclk2","chr3","-",86695928,86695941,13,"Microexon (0-30bp)",0.107,9.02838700735828e-07
"chr3:86738130:86738178:86732037:86739039:SE","SE","ENSMUSG00000028078","Dclk2","chr3","-",86738130,86738178,48,"Small (30-50bp)",0.136,1.01172471836732e-07
"chr2:3437474:3437530:3434843:3438025:SE","SE","ENSMUSG00000026648","Dclre1c","chr2","+",3437474,3437530,56,"Regular (>50bp)",-0.209,0.0215218625852119
"chr2:3437474:3437530:3434843:3438066:SE","SE","ENSMUSG00000026648","Dclre1c","chr2","+",3437474,3437530,56,"Regular (>50bp)",-0.201,0.0205337653677248
"chr6:119191730:119194940:119192567:119194763:RI","RI","ENSMUSG00000041477","Dcp1b","chr6","+",119191730,119194940,3210,"Regular (>50bp)",-0.123,0.0317820949335006
"chr6:83160917:83160938:83160315:83166058:SE","SE","ENSMUSG00000031865","Dctn1","chr6","+",83160917,83160938,21,"Microexon (0-30bp)",0.262,0
"chr6:83160917:83160938:83164745:83164766:83160315:83166058:MXE","MXE","ENSMUSG00000031865","Dctn1","chr6","+",83160917,83160938,21,"Microexon (0-30bp)",0.119,5.91769831934145e-05
"chr6:83163409:83163427:83164745:83164766:83160938:83166058:MXE","MXE","ENSMUSG00000031865","Dctn1","chr6","+",83163409,83163427,18,"Microexon (0-30bp)",0.272,0.00539272644434666
"chr6:83164745:83164766:83160938:83166058:SE","SE","ENSMUSG00000031865","Dctn1","chr6","+",83164745,83164766,21,"Microexon (0-30bp)",-0.137,2.3696378192652e-05
"chr18:60678428:60678449:60677218:60678819:SE","SE","ENSMUSG00000024603","Dctn4","chr18","+",60678428,60678449,21,"Microexon (0-30bp)",0.164,2.36488905850054e-07
"chr3:35973149:35973318:35952024:35986933:SE","SE","ENSMUSG00000027708","Dcun1d1","chr3","-",35973149,35973318,169,"Regular (>50bp)",-0.117,0.00403504486996008
"chr14:45860297:45860399:45858297:45866310:SE","SE","ENSMUSG00000037697","Ddhd1","chr14","-",45860297,45860399,102,"Regular (>50bp)",0.134,0.00534608001040081
"chr14:45860297:45860399:45858297:45867036:SE","SE","ENSMUSG00000037697","Ddhd1","chr14","-",45860297,45860399,102,"Regular (>50bp)",0.208,1.51614692199789e-08
"chr14:45866310:45866331:45858297:45867036:SE","SE","ENSMUSG00000037697","Ddhd1","chr14","-",45866310,45866331,21,"Microexon (0-30bp)",0.202,1.72061376212635e-05
"chr13:55806832:55808612:55806911:55808529:RI","RI","ENSMUSG00000021500","Ddx46","chr13","+",55806832,55808612,1780,"Regular (>50bp)",-0.15,0.00778249389408872
"chr7:140904354:140904529:140904092:140907191:SE","SE","ENSMUSG00000058886","Deaf1","chr7","-",140904354,140904529,175,"Regular (>50bp)",-0.207,1.8567258562636e-05
"chr1:171158801:171158853:171157094:171165819:SE","SE","ENSMUSG00000013973","Dedd","chr1","+",171158801,171158853,52,"Regular (>50bp)",0.223,8.27328736591769e-09
"chr1:171158820:171158853:171157094:171165819:SE","SE","ENSMUSG00000013973","Dedd","chr1","+",171158820,171158853,33,"Small (30-50bp)",0.174,0
"chr1:171158820:171158853:171157260:171165819:SE","SE","ENSMUSG00000013973","Dedd","chr1","+",171158820,171158853,33,"Small (30-50bp)",0.109,9.41268011599817e-09
"chr1:138950842:138950886:138893968:138967737:SE","SE","ENSMUSG00000056268","Dennd1b","chr1","+",138950842,138950886,44,"Small (30-50bp)",0.187,0.00111649201585084
"chr15:89070374:89071022:89070464:89070956:RI","RI","ENSMUSG00000015377","Dennd6b","chr15","-",89070374,89071022,648,"Regular (>50bp)",-0.142,0.000145518640025306
"chr5:33021353:33021656:33021087:33021920:SE","SE","ENSMUSG00000037426","Depdc5","chr5","+",33021353,33021656,303,"Regular (>50bp)",0.13,7.71814477123387e-06
"chr5:33021501:33021656:33021087:33021920:SE","SE","ENSMUSG00000037426","Depdc5","chr5","+",33021501,33021656,155,"Regular (>50bp)",0.134,1.13455362352412e-05
"chr6:83457824:83457924:83457418:83458328:SE","SE","ENSMUSG00000014554","Dguok","chr6","-",83457824,83457924,100,"Regular (>50bp)",-0.111,5.21162027294763e-05
"chr2:158668224:158669919:158668337:158669822:RI","RI","ENSMUSG00000027655","Dhx35","chr2","+",158668224,158669919,1695,"Regular (>50bp)",-0.108,0.00089285336180952
"chr10:76107209:76107239:76106291:76108366:SE","SE","ENSMUSG00000020231","Dip2a","chr10","-",76107209,76107239,30,"Microexon (0-30bp)",0.168,0.000735208041510314
"chr9:50593332:50593926:50593500:50593836:RI","RI","ENSMUSG00000032064","Dixdc1","chr9","-",50593332,50593926,594,"Regular (>50bp)",-0.105,0.000357925153403674
"chr14:61861881:61861931:61841255:61862668:SE","SE","ENSMUSG00000097589","Dleu2","chr14","-",61861881,61861931,50,"Small (30-50bp)",-0.164,0.0427466608636049
"chr14:61861881:61861931:61862668:61862811:61851720:61869885:MXE","MXE","ENSMUSG00000097589","Dleu2","chr14","-",61861881,61861931,50,"Small (30-50bp)",-0.116,0.022310666860815
"chr16:31673470:31673506:31672702:31675258:SE","SE","ENSMUSG00000022770","Dlg1","chr16","+",31673470,31673506,36,"Small (30-50bp)",0.139,8.81268485011539e-07
"chr16:31673485:31673506:31666487:31675258:SE","SE","ENSMUSG00000022770","Dlg1","chr16","+",31673485,31673506,21,"Microexon (0-30bp)",-0.104,0.0218207418493108
"chrX:99851658:99851758:99853467:99853513:99850861:99855107:MXE","MXE","ENSMUSG00000000881","Dlg3","chrX","+",99851658,99851758,100,"Regular (>50bp)",-0.105,0.000255064390297122
"chrX:99855107:99855149:99856331:99856382:99853513:99856942:MXE","MXE","ENSMUSG00000000881","Dlg3","chrX","+",99855107,99855149,42,"Small (30-50bp)",0.101,0.0260867908289963
"chr14:24252365:24252434:24243022:24295214:SE","SE","ENSMUSG00000021782","Dlg5","chr14","-",24252365,24252434,69,"Regular (>50bp)",0.159,0.00869172600910798
"chr7:25320848:25320937:25320517:25321397:SE","SE","ENSMUSG00000057229","Dmac2","chr7","+",25320848,25320937,89,"Regular (>50bp)",-0.203,0.00698114473783677
"chr12:69772228:69772328:69771788:69784724:SE","SE","ENSMUSG00000054894","Dmac2l","chr12","+",69772228,69772328,100,"Regular (>50bp)",0.126,0.0190657268400384
"chr7:18821418:18821625:18821258:18821925:SE","SE","ENSMUSG00000030409","Dmpk","chr7","+",18821418,18821625,207,"Regular (>50bp)",-0.109,2.02220019005814e-08
"chr7:18825863:18826179:18825961:18826132:RI","RI","ENSMUSG00000030409","Dmpk","chr7","+",18825863,18826179,316,"Regular (>50bp)",-0.201,1.14891411896653e-05
"chr14:70842736:70842802:70842488:70842980:SE","SE","ENSMUSG00000022099","Dmtn","chr14","-",70842736,70842802,66,"Regular (>50bp)",-0.117,0.0239082351189277
"chr9:54303523:54303654:54303523:54303651:54305330:54305407:A3SS","A3SS","ENSMUSG00000041268","Dmxl2","chr9","-",54303523,54303654,131,"Regular (>50bp)",-0.179,0.000990952536673053
"chr15:79649987:79650054:79649222:79658559:SE","SE","ENSMUSG00000022420","Dnal4","chr15","-",79649987,79650054,67,"Regular (>50bp)",0.119,0.023789401793687
"chrX:73320084:73320162:73320251:73320340:73318074:73320644:MXE","MXE","ENSMUSG00000019088","Dnase1l1","chrX","-",73320084,73320162,78,"Regular (>50bp)",0.162,0.0214205341903347
"chr2:32200462:32200499:32200039:32202138:SE","SE","ENSMUSG00000026825","Dnm1","chr2","-",32200462,32200499,37,"Small (30-50bp)",-0.104,0.0269272889583834
"chr9:21401953:21401965:21401090:21405799:SE","SE","ENSMUSG00000033335","Dnm2","chr9","+",21401953,21401965,12,"Microexon (0-30bp)",0.118,0.000947054302203747
"chr2:153525527:153525597:153526278:153526397:153520476:153528177:MXE","MXE","ENSMUSG00000027478","Dnmt3b","chr2","+",153525527,153525597,70,"Regular (>50bp)",0.239,0.0408298755605657
"chr2:153526278:153526397:153520476:153528177:SE","SE","ENSMUSG00000027478","Dnmt3b","chr2","+",153526278,153526397,119,"Regular (>50bp)",-0.127,0.000221331893572252
"chr19:4054322:4054648:4054432:4054512:RI","RI","ENSMUSG00000024871","Doc2g","chr19","+",4054322,4054648,326,"Regular (>50bp)",0.125,0.000669742772864693
"chr12:40844595:40844622:40840160:40844766:SE","SE","ENSMUSG00000035954","Dock4","chr12","+",40844595,40844622,27,"Microexon (0-30bp)",0.164,0
"chr14:121797336:121797372:121796545:121798001:SE","SE","ENSMUSG00000025558","Dock9","chr14","-",121797336,121797372,36,"Small (30-50bp)",0.19,0.0101146356328822
"chr9:86383926:86384036:86383953:86384036:86382848:86382948:A3SS","A3SS","ENSMUSG00000034973","Dop1a","chr9","+",86383926,86384036,110,"Regular (>50bp)",-0.202,0.00242453659685851
"chr9:86388923:86388953:86388572:86389556:SE","SE","ENSMUSG00000034973","Dop1a","chr9","+",86388923,86388953,30,"Microexon (0-30bp)",0.195,0.042844740993165
"chr2:25244904:25245965:25245040:25245825:RI","RI","ENSMUSG00000026958","Dpp7","chr2","-",25244904,25245965,1061,"Regular (>50bp)",-0.158,6.92684024645283e-05
"chr12:3824569:3824610:3823640:3829618:SE","SE","ENSMUSG00000071454","Dtnb","chr12","+",3824569,3824610,41,"Small (30-50bp)",-0.187,3.98457234897981e-05
"chr5:136055323:136057426:136055461:136057355:RI","RI","ENSMUSG00000004947","Dtx2","chr5","+",136055323,136057426,2103,"Regular (>50bp)",0.188,0.00604876962946596
"chr2:80451537:80452144:80447628:80454669:SE","SE","ENSMUSG00000027001","Dusp19","chr2","+",80451537,80452144,607,"Regular (>50bp)",0.124,0.015593042477189
"chr14:25980743:25980945:25980098:25983911:SE","SE","ENSMUSG00000048502","Duxbl1","chr14","+",25980743,25980945,202,"Regular (>50bp)",-0.284,0.00170286026563699
"chr2:71058094:71058188:71058170:71058188:71049644:71049762:A3SS","A3SS","ENSMUSG00000027012","Dync1i2","chr2","+",71058094,71058188,94,"Regular (>50bp)",-0.468,0.000585667734332441
"chr2:71063992:71064052:71059034:71066258:SE","SE","ENSMUSG00000027012","Dync1i2","chr2","+",71063992,71064052,60,"Regular (>50bp)",0.172,0
"chr8:105147916:105148035:105147306:105148918:SE","SE","ENSMUSG00000035770","Dync1li2","chr8","-",105147916,105148035,119,"Regular (>50bp)",-0.276,0.000769181720464315
"chr6:126869046:126869183:126868736:126871639:SE","SE","ENSMUSG00000030345","Dyrk4","chr6","-",126869046,126869183,137,"Regular (>50bp)",0.111,0.000118976248211211
"chr14:119161308:119161507:119160579:119161836:SE","SE","ENSMUSG00000042156","Dzip1","chr14","-",119161308,119161507,199,"Regular (>50bp)",-0.149,0.00537855963073971
"chr10:39498898:39499087:39498723:39508945:SE","SE","ENSMUSG00000087177","E130307A14Rik","chr10","-",39498898,39499087,189,"Regular (>50bp)",-0.235,0.00396721263333828
"chr10:39508945:39509012:39499087:39557468:SE","SE","ENSMUSG00000087177","E130307A14Rik","chr10","-",39508945,39509012,67,"Regular (>50bp)",-0.183,0.0404283960928313
"chr10:39516271:39516507:39498723:39607733:SE","SE","ENSMUSG00000087177","E130307A14Rik","chr10","-",39516271,39516507,236,"Regular (>50bp)",-0.128,0.0159843432782325
"chr10:39521551:39521804:39516507:39530517:SE","SE","ENSMUSG00000087177","E130307A14Rik","chr10","-",39521551,39521804,253,"Regular (>50bp)",-0.324,0.000392061214348815
"chr10:39521551:39521804:39516507:39557468:SE","SE","ENSMUSG00000087177","E130307A14Rik","chr10","-",39521551,39521804,253,"Regular (>50bp)",-0.226,0.00240590744543024
"chr10:39530517:39530684:39521804:39557468:SE","SE","ENSMUSG00000087177","E130307A14Rik","chr10","-",39530517,39530684,167,"Regular (>50bp)",-0.217,0.00875105263647079
"chr7:29656384:29656459:29653381:29660317:SE","SE","ENSMUSG00000121374","ENSMUSG00000121374","chr7","+",29656384,29656459,75,"Regular (>50bp)",-0.171,0.0038321614029679
"chr7:39120820:39120930:39116858:39122285:SE","SE","ENSMUSG00000121502","ENSMUSG00000121502","chr7","+",39120820,39120930,110,"Regular (>50bp)",0.373,3.3499803481681e-06
"chr7:42870265:42870525:42863571:42872998:SE","SE","ENSMUSG00000074887","EU599041","chr7","+",42870265,42870525,260,"Regular (>50bp)",-0.139,0.000806405267909375
"chr16:36630833:36630970:36628522:36645019:SE","SE","ENSMUSG00000022838","Eaf2","chr16","-",36630833,36630970,137,"Regular (>50bp)",-0.184,0.012521616887176
"chr16:36645019:36645114:36630970:36648412:SE","SE","ENSMUSG00000022838","Eaf2","chr16","-",36645019,36645114,95,"Regular (>50bp)",-0.257,0.000513778543465898
"chr1:151688504:151688519:151687455:151694060:SE","SE","ENSMUSG00000043019","Edem3","chr1","+",151688504,151688519,15,"Microexon (0-30bp)",0.115,0.00404923577228385
"chr1:151688504:151688552:151687455:151694060:SE","SE","ENSMUSG00000043019","Edem3","chr1","+",151688504,151688552,48,"Small (30-50bp)",0.105,0.000635778430255848
"chr7:132433088:132433305:132429611:132438828:SE","SE","ENSMUSG00000030960","Eef1akmt2","chr7","-",132433088,132433305,217,"Regular (>50bp)",-0.111,0.00020546106696315
"chr15:75774527:75775667:75773101:75781093:SE","SE","ENSMUSG00000055762","Eef1d","chr15","-",75774527,75775667,1140,"Regular (>50bp)",0.157,1.63027543563202e-06
"chr15:75774527:75775667:75773104:75781093:SE","SE","ENSMUSG00000055762","Eef1d","chr15","-",75774527,75775667,1140,"Regular (>50bp)",0.128,7.8969694359759e-10
"chr11:77063130:77063287:77042799:77079541:SE","SE","ENSMUSG00000050944","Efcab5","chr11","-",77063130,77063287,157,"Regular (>50bp)",0.541,3.71457112083881e-06
"chr19:5769975:5770435:5770713:5770754:5767224:5770836:MXE","MXE","ENSMUSG00000024937","Ehbp1l1","chr19","-",5769975,5770435,460,"Regular (>50bp)",0.101,0.0402488622227131
"chr11:3183987:3184059:3180101:3184461:SE","SE","ENSMUSG00000020454","Eif4enif1","chr11","+",3183987,3184059,72,"Regular (>50bp)",0.102,0.00398410740864226
"chr16:20493535:20493556:20493064:20494093:SE","SE","ENSMUSG00000045983","Eif4g1","chr16","+",20493535,20493556,21,"Microexon (0-30bp)",0.166,1.83302648422216e-13
"chr4:137811567:137811681:137810299:137823219:SE","SE","ENSMUSG00000028760","Eif4g3","chr4","+",137811567,137811681,114,"Regular (>50bp)",-0.183,0.0311196585059158
"chr4:91196847:91197091:91196847:91197088:91199809:91199900:A3SS","A3SS","ENSMUSG00000008489","Elavl2","chr4","-",91196847,91197091,244,"Regular (>50bp)",-0.11,0.00143442717563832
"chr4:110112615:110112702:110108718:110143666:SE","SE","ENSMUSG00000028546","Elavl4","chr4","-",110112615,110112702,87,"Regular (>50bp)",-0.208,1.34079673279972e-06
"chr11:16885149:16885926:16885149:16885841:16886454:16886564:A3SS","A3SS","ENSMUSG00000087060","Eldr","chr11","-",16885149,16885926,777,"Regular (>50bp)",0.172,1.50081661935699e-05
"chr11:16885149:16886564:16885926:16886454:RI","RI","ENSMUSG00000087060","Eldr","chr11","-",16885149,16886564,1415,"Regular (>50bp)",-0.175,4.83941855531087e-05
"chr8:121387232:121387409:121386756:121387522:SE","SE","ENSMUSG00000031819","Emc8","chr8","-",121387232,121387409,177,"Regular (>50bp)",-0.243,2.37073992252985e-05
"chr17:83732686:83732860:83729164:83734651:SE","SE","ENSMUSG00000032624","Eml4","chr17","+",83732686,83732860,174,"Regular (>50bp)",0.105,0.00335952453844866
"chr17:83732686:83732860:83729164:83735428:SE","SE","ENSMUSG00000032624","Eml4","chr17","+",83732686,83732860,174,"Regular (>50bp)",0.239,7.77367782715381e-09
"chr17:83734651:83734780:83729164:83735428:SE","SE","ENSMUSG00000032624","Eml4","chr17","+",83734651,83734780,129,"Regular (>50bp)",0.17,4.0523453940791e-06
"chr19:58935083:58935274:58934094:58941568:SE","SE","ENSMUSG00000048029","Eno4","chr19","+",58935083,58935274,191,"Regular (>50bp)",-0.211,0.000835981114338567
"chr19:58952809:58953005:58951339:58956933:SE","SE","ENSMUSG00000048029","Eno4","chr19","+",58952809,58953005,196,"Regular (>50bp)",-0.115,0.0020738325268988
"chr19:58952809:58953005:58952870:58953005:58951213:58951339:A3SS","A3SS","ENSMUSG00000048029","Eno4","chr19","+",58952809,58953005,196,"Regular (>50bp)",0.138,0.0204525456304742
"chr19:58952870:58953005:58951339:58956933:SE","SE","ENSMUSG00000048029","Eno4","chr19","+",58952870,58953005,135,"Regular (>50bp)",-0.226,0.00456552838661961
"chrX:48111970:48112078:48112003:48112078:48107659:48107771:A5SS","A5SS","ENSMUSG00000031109","Enox2","chrX","-",48111970,48112078,108,"Regular (>50bp)",-0.127,0.00146302224119869
"chr5:110848387:110848630:110846782:110849486:SE","SE","ENSMUSG00000029505","Ep400","chr5","-",110848387,110848630,243,"Regular (>50bp)",0.188,1.51485169599794e-07
"chr2:156366800:156367208:156356130:156368808:SE","SE","ENSMUSG00000027624","Epb41l1","chr2","+",156366800,156367208,408,"Regular (>50bp)",0.112,9.1430477646744e-13
"chr17:69581095:69581161:69577659:69581698:SE","SE","ENSMUSG00000024044","Epb41l3","chr17","+",69581095,69581161,66,"Regular (>50bp)",0.159,6.98022358218519e-05
"chr17:69581698:69581890:69590879:69591002:69577659:69591533:MXE","MXE","ENSMUSG00000024044","Epb41l3","chr17","+",69581698,69581890,192,"Regular (>50bp)",-0.171,4.99166432120283e-09
"chr17:69590879:69591002:69581890:69591533:SE","SE","ENSMUSG00000024044","Epb41l3","chr17","+",69590879,69591002,123,"Regular (>50bp)",0.204,0
"chr11:61425403:61425439:61424507:61426096:SE","SE","ENSMUSG00000001036","Epn2","chr11","-",61425403,61425439,36,"Small (30-50bp)",0.122,7.70019309919651e-05
"chr11:61444335:61444405:61438868:61456647:SE","SE","ENSMUSG00000001036","Epn2","chr11","-",61444335,61444405,70,"Regular (>50bp)",-0.119,0.00167767497948593
"chr13:103964414:103964531:103966695:103966839:103959914:103970005:MXE","MXE","ENSMUSG00000021709","Erbin","chr13","-",103964414,103964531,117,"Regular (>50bp)",-0.123,5.46352187394881e-06
"chr13:103964414:103964531:103966695:103966839:103961434:103970005:MXE","MXE","ENSMUSG00000021709","Erbin","chr13","-",103964414,103964531,117,"Regular (>50bp)",-0.102,0.000430683111749926
"chr13:103966695:103966839:103964531:103970005:SE","SE","ENSMUSG00000021709","Erbin","chr13","-",103966695,103966839,144,"Regular (>50bp)",-0.157,3.67696787739001e-08
"chr13:104022648:104022846:104005406:104056753:SE","SE","ENSMUSG00000021709","Erbin","chr13","-",104022648,104022846,198,"Regular (>50bp)",-0.455,5.1330431071284e-06
"chr6:119595806:119595873:119571934:119597271:SE","SE","ENSMUSG00000030172","Erc1","chr6","-",119595806,119595873,67,"Regular (>50bp)",0.128,2.15437648629046e-05
"chr6:119711041:119711053:119699269:119720248:SE","SE","ENSMUSG00000030172","Erc1","chr6","-",119711041,119711053,12,"Microexon (0-30bp)",0.163,2.75166287953894e-05
"chr17:26873800:26873927:26871784:26874040:SE","SE","ENSMUSG00000001576","Ergic1","chr17","+",26873800,26873927,127,"Regular (>50bp)",-0.156,9.56667335520824e-06
"chr6:148092416:148092521:148091082:148096692:SE","SE","ENSMUSG00000030304","Ergic2","chr6","-",148092416,148092521,105,"Regular (>50bp)",-0.109,0.00549010424682853
"chr2:155857296:155857311:155853326:155857908:SE","SE","ENSMUSG00000005881","Ergic3","chr2","+",155857296,155857311,15,"Microexon (0-30bp)",0.169,0
"chr7:119385961:119386708:119385961:119386050:119386956:119387057:A3SS","A3SS","ENSMUSG00000030929","Eri2","chr7","-",119385961,119386708,747,"Regular (>50bp)",-0.167,0.00324905635337845
"chr18:10593745:10595875:10588550:10596338:SE","SE","ENSMUSG00000024293","Esco1","chr18","-",10593745,10595875,2130,"Regular (>50bp)",-0.102,5.36401155092723e-06
"chr18:10595675:10595875:10588550:10596338:SE","SE","ENSMUSG00000024293","Esco1","chr18","-",10595675,10595875,200,"Regular (>50bp)",-0.129,6.10806624409645e-06
"chr6:149044103:149044213:149043202:149045531:SE","SE","ENSMUSG00000039958","Etfbkmt","chr6","+",149044103,149044213,110,"Regular (>50bp)",0.132,0.0297029557121197
"chr6:145160247:145160997:145160510:145160909:RI","RI","ENSMUSG00000040370","Etfrf1","chr6","+",145160247,145160997,750,"Regular (>50bp)",-0.179,0.00942109149619756
"chr11:5041459:5041477:5038146:5041858:SE","SE","ENSMUSG00000009079","Ewsr1","chr11","-",5041459,5041477,18,"Microexon (0-30bp)",0.222,0
"chr5:76688593:76688614:76685704:76689897:SE","SE","ENSMUSG00000036435","Exoc1","chr5","+",76688593,76688614,21,"Microexon (0-30bp)",0.252,1.58910376195037e-06
"chr11:116184100:116184139:116183410:116184797:SE","SE","ENSMUSG00000020792","Exoc7","chr11","-",116184100,116184139,39,"Small (30-50bp)",0.169,2.46650849294221e-07
"chr11:116188396:116188489:116186515:116191091:SE","SE","ENSMUSG00000020792","Exoc7","chr11","-",116188396,116188489,93,"Regular (>50bp)",0.21,2.59888001530519e-13
"chr11:116191091:116191259:116191929:116192152:116186515:116195402:MXE","MXE","ENSMUSG00000020792","Exoc7","chr11","-",116191091,116191259,168,"Regular (>50bp)",0.102,5.77889047725667e-09
"chr9:119274352:119274387:119274216:119276014:SE","SE","ENSMUSG00000042787","Exog","chr9","+",119274352,119274387,35,"Small (30-50bp)",-0.15,0.00871617407300527
