"comparison","GeneID","geneSymbol","chr","exonStart_0base","exonEnd","exon_length","size_category","genomic_position","gene_biotype_simple","IncLevelDifference","FDR"
"KO_vs_Parental","ENSMUSG00000034544","Rsrc1","chr3",66896366,66896494,128,"Regular (>50bp)","UTR","protein_coding",-0.363,0.0139318004081899
"KO_vs_Parental","ENSMUSG00000016510","Mtif3","chr5",146900030,146900190,160,"Regular (>50bp)","UTR","protein_coding",0.13,0.0139594275530701
"KO_vs_Parental","ENSMUSG00000036817","Sun1","chr5",139216527,139216593,66,"Regular (>50bp)","CDS","protein_coding",0.16,0.0139856325564379
"KO_vs_Parental","ENSMUSG00000090100","Ttbk2","chr2",120655722,120655796,74,"Regular (>50bp)","CDS","protein_coding",-0.141,0.0141084627191857
"KO_vs_Parental","ENSMUSG00000085936","2610307P16Rik","chr13",28792500,28792611,111,"Regular (>50bp)","Unknown","lncRNA",0.132,0.0142003525120576
"KO_vs_Parental","ENSMUSG00000045031","Cetn4","chr3",37363493,37363631,138,"Regular (>50bp)","CDS","protein_coding",-0.104,0.0142345202014563
"KO_vs_Parental","ENSMUSG00000039069","Mtg2","chr2",179714932,179715026,94,"Regular (>50bp)","UTR","protein_coding",0.119,0.0142477317120257
"KO_vs_Parental","ENSMUSG00000054387","Mdm4","chr1",132938802,132938936,134,"Regular (>50bp)","CDS","protein_coding",0.29,0.0149088710966891
"KO_vs_Parental","ENSMUSG00000002885","Adgre5","chr8",84456739,84456886,147,"Regular (>50bp)","CDS","protein_coding",0.177,0.01493187545466
"KO_vs_Parental","ENSMUSG00000038244","Mical2","chr7",111934535,111934637,102,"Regular (>50bp)","CDS","protein_coding",-0.289,0.0153649674232529
"KO_vs_Parental","ENSMUSG00000018068","Ints2","chr11",86148029,86148241,212,"Regular (>50bp)","UTR","protein_coding",-0.107,0.0154272953783243
"KO_vs_Parental","ENSMUSG00000087380","2210408F21Rik","chr6",31305266,31305295,29,"Microexon (0-30bp)","Unknown","lncRNA",-0.202,0.0156336776689927
"KO_vs_Parental","ENSMUSG00000070371","Prss36","chr7",127533310,127533452,142,"Regular (>50bp)","CDS","protein_coding",-0.159,0.0156831149169898
"KO_vs_Parental","ENSMUSG00000024998","Plce1","chr19",38736853,38736895,42,"Small (30-50bp)","CDS","protein_coding",0.132,0.0160454843612692
"KO_vs_Parental","ENSMUSG00000066043","Phactr4","chr4",132110592,132110673,81,"Regular (>50bp)","CDS","protein_coding",0.139,0.0161267577272056
"KO_vs_Parental","ENSMUSG00000032258","Lca5","chr9",83310932,83311001,69,"Regular (>50bp)","UTR","protein_coding",0.286,0.0161996527404699
"KO_vs_Parental","ENSMUSG00000025019","Lcor","chr19",41516459,41516525,66,"Regular (>50bp)","UTR","protein_coding",0.174,0.0163789099207314
"KO_vs_Parental","ENSMUSG00000027001","Dusp19","chr2",80451537,80452144,607,"Regular (>50bp)","CDS","protein_coding",0.124,0.0165166772229716
"KO_vs_Parental","ENSMUSG00000029095","Ablim2","chr5",36006859,36006913,54,"Regular (>50bp)","CDS","protein_coding",0.214,0.0165679226175496
"KO_vs_Parental","ENSMUSG00000079109","Pms2","chr5",143848805,143848878,73,"Regular (>50bp)","CDS","protein_coding",0.174,0.0167312843232228
"KO_vs_Parental","ENSMUSG00000040838","Gm11639","chr11",104935710,104935815,105,"Regular (>50bp)","CDS","protein_coding",-0.103,0.0167325797423916
"KO_vs_Parental","ENSMUSG00000038170","Pde4dip","chr3",97616797,97616950,153,"Regular (>50bp)","CDS","protein_coding",-0.114,0.0167325797423916
"KO_vs_Parental","ENSMUSG00000029221","Slc30a9","chr5",67491848,67492011,163,"Regular (>50bp)","CDS","protein_coding",0.167,0.0167604187404427
"KO_vs_Parental","ENSMUSG00000031774","Psme3ip1","chr8",95318196,95318330,134,"Regular (>50bp)","UTR","protein_coding",-0.291,0.0168576859734038
"KO_vs_Parental","ENSMUSG00000044055","Otos","chr1",92573405,92573598,193,"Regular (>50bp)","UTR","protein_coding",-0.128,0.0169963531755925
"KO_vs_Parental","ENSMUSG00000038248","Sobp","chr10",42950588,42950684,96,"Regular (>50bp)","CDS","protein_coding",0.104,0.0169963531755925
"KO_vs_Parental","ENSMUSG00000023079","Gtf2ird1","chr5",134411383,134411539,156,"Regular (>50bp)","CDS","protein_coding",-0.101,0.0170055672399432
"KO_vs_Parental","ENSMUSG00000063765","Chadl","chr15",81577187,81577354,167,"Regular (>50bp)","CDS","protein_coding",0.26,0.0171101245796303
"KO_vs_Parental","ENSMUSG00000057531","Dtnbp1","chr13",45106647,45106670,23,"Microexon (0-30bp)","CDS","protein_coding",-0.114,0.0171101245796303
"KO_vs_Parental","ENSMUSG00000112964","E430024I08Rik","chr13",74598354,74598530,176,"Regular (>50bp)","Unknown","lncRNA",0.217,0.0171104098184478
"KO_vs_Parental","ENSMUSG00000022701","Ccdc191","chr16",43712515,43712554,39,"Small (30-50bp)","UTR","protein_coding",0.129,0.0171887665439233
"KO_vs_Parental","ENSMUSG00000060002","Chpt1","chr10",88317214,88317241,27,"Microexon (0-30bp)","CDS","protein_coding",-0.182,0.0171960729853986
"KO_vs_Parental","ENSMUSG00000036864","Proser3","chr7",30250182,30250259,77,"Regular (>50bp)","UTR","protein_coding",0.122,0.0172316722394364
"KO_vs_Parental","ENSMUSG00000041377","Ninj2","chr6",120175603,120175788,185,"Regular (>50bp)","CDS","protein_coding",-0.121,0.0172316722394364
"KO_vs_Parental","ENSMUSG00000051586","Mical3","chr6",120930594,120930645,51,"Regular (>50bp)","Unknown","protein_coding",0.136,0.017252312010146
"KO_vs_Parental","ENSMUSG00000031671","Setd6","chr8",96442980,96443122,142,"Regular (>50bp)","CDS","protein_coding",-0.28,0.0176442491500492
"KO_vs_Parental","ENSMUSG00000057229","Dmac2","chr7",25320848,25320937,89,"Regular (>50bp)","CDS","protein_coding",-0.153,0.0179569777931852
"KO_vs_Parental","ENSMUSG00000074758","Gm5535","chr2",144020947,144021068,121,"Regular (>50bp)","Unknown","lncRNA",-0.112,0.0179936982214332
"KO_vs_Parental","ENSMUSG00000025261","Huwe1","chrX",150587441,150587536,95,"Regular (>50bp)","UTR","protein_coding",-0.108,0.0180066919207727
"KO_vs_Parental","ENSMUSG00000043251","Exoc3l","chr8",106021891,106022067,176,"Regular (>50bp)","CDS","protein_coding",-0.209,0.018229699406052
"KO_vs_Parental","ENSMUSG00000030397","Mark4","chr7",19163030,19163110,80,"Regular (>50bp)","CDS","protein_coding",-0.204,0.0183419723836915
"KO_vs_Parental","ENSMUSG00000097755","2010110K18Rik","chr18",34889051,34889234,183,"Regular (>50bp)","Unknown","lncRNA",-0.268,0.0186649536236772
"KO_vs_Parental","ENSMUSG00000022607","Ptk2","chr15",73263607,73263729,122,"Regular (>50bp)","UTR","protein_coding",-0.213,0.0186826673153825
"KO_vs_Parental","ENSMUSG00000021809","Nudt13","chr14",20345155,20345277,122,"Regular (>50bp)","UTR","protein_coding",-0.113,0.0186834892991347
"KO_vs_Parental","ENSMUSG00000071350","Setdb2","chr14",59674885,59675214,329,"Regular (>50bp)","CDS","protein_coding",-0.143,0.0187496294356443
"KO_vs_Parental","ENSMUSG00000019732","Calr3","chr8",73181005,73181137,132,"Regular (>50bp)","CDS","protein_coding",0.128,0.0189214262817451
"KO_vs_Parental","ENSMUSG00000032246","Calml4","chr9",62775958,62776099,141,"Regular (>50bp)","CDS","protein_coding",-0.136,0.0189308274939886
"KO_vs_Parental","ENSMUSG00000086453","Gm11457","chr2",164601148,164601260,112,"Regular (>50bp)","Unknown","lncRNA",0.143,0.0190175773201079
"KO_vs_Parental","ENSMUSG00000021809","Nudt13","chr14",20350654,20350747,93,"Regular (>50bp)","CDS","protein_coding",0.158,0.0190193980870689
"KO_vs_Parental","ENSMUSG00000024937","Ehbp1l1","chr19",5770999,5771035,36,"Small (30-50bp)","CDS","protein_coding",-0.136,0.019200913733288
"KO_vs_Parental","ENSMUSG00000068921","Dap3","chr3",88834317,88834377,60,"Regular (>50bp)","CDS","protein_coding",-0.209,0.019478586351445
"KO_vs_Parental","ENSMUSG00000014353","Tmem87b","chr2",128681067,128681174,107,"Regular (>50bp)","CDS","protein_coding",-0.256,0.0197557630241914
"KO_vs_Parental","ENSMUSG00000025326","Ube3a","chr7",58890714,58890781,67,"Regular (>50bp)","UTR","protein_coding",0.101,0.0199350013475749
"KO_vs_Parental","ENSMUSG00000070047","Fat1","chr8",45500686,45500746,60,"Regular (>50bp)","CDS","protein_coding",-0.12,0.0201525583281395
"KO_vs_Parental","ENSMUSG00000042662","Dusp15","chr2",152792540,152792574,34,"Small (30-50bp)","CDS","protein_coding",-0.16,0.0201650030879798
"KO_vs_Parental","ENSMUSG00000032540","Abhd5","chr9",122194200,122194302,102,"Regular (>50bp)","CDS","protein_coding",-0.141,0.0202317860044146
"KO_vs_Parental","ENSMUSG00000033021","Gmppa","chr1",75412789,75412956,167,"Regular (>50bp)","UTR","protein_coding",0.166,0.0203481527217529
"KO_vs_Parental","ENSMUSG00000002496","Tsc2","chr17",24820362,24820431,69,"Regular (>50bp)","CDS","protein_coding",-0.11,0.0207017653930352
"KO_vs_Parental","ENSMUSG00000045813","Gm9801","chr7",61767470,61767650,180,"Regular (>50bp)","Unknown","lncRNA",-0.405,0.0208939391294719
"KO_vs_Parental","ENSMUSG00000060450","Rnf14","chr18",38430518,38430628,110,"Regular (>50bp)","UTR","protein_coding",-0.145,0.0211376478141826
"KO_vs_Parental","ENSMUSG00000030409","Dmpk","chr7",18820817,18820966,149,"Regular (>50bp)","CDS","protein_coding",-0.132,0.0211376478141826
"KO_vs_Parental","ENSMUSG00000041115","Iqsec2","chrX",150963992,150964088,96,"Regular (>50bp)","CDS","protein_coding",0.183,0.0212813891506949
"KO_vs_Parental","ENSMUSG00000037029","Zfp146","chr7",29862751,29862798,47,"Small (30-50bp)","Unknown","protein_coding",-0.136,0.0212813891506949
"KO_vs_Parental","ENSMUSG00000037058","Paip2","chr18",35733097,35733170,73,"Regular (>50bp)","UTR","protein_coding",0.23,0.0213098864546669
"KO_vs_Parental","ENSMUSG00000024985","Tcf7l2","chr19",55915115,55915188,73,"Regular (>50bp)","CDS","protein_coding",0.116,0.021370133527105
"KO_vs_Parental","ENSMUSG00000024238","Zeb1","chr18",5633203,5633357,154,"Regular (>50bp)","CDS","protein_coding",0.21,0.021370133527105
"KO_vs_Parental","ENSMUSG00000045761","Togaram2","chr17",72002691,72002738,47,"Small (30-50bp)","CDS","protein_coding",0.133,0.02160506909144
"KO_vs_Parental","ENSMUSG00000031105","Slc25a14","chrX",47712838,47713074,236,"Regular (>50bp)","CDS","protein_coding",-0.22,0.0216480861837129
"KO_vs_Parental","ENSMUSG00000023707","Ogfod2","chr5",124252127,124252255,128,"Regular (>50bp)","CDS","protein_coding",-0.132,0.0217612031213385
"KO_vs_Parental","ENSMUSG00000026211","Obsl1","chr1",75466126,75466393,267,"Regular (>50bp)","CDS","protein_coding",-0.13,0.0218521857979123
"KO_vs_Parental","ENSMUSG00000018761","Mpdu1","chr11",69548761,69548882,121,"Regular (>50bp)","CDS","protein_coding",-0.121,0.0219666056807949
"KO_vs_Parental","ENSMUSG00000029629","Phf14","chr6",12045583,12045763,180,"Regular (>50bp)","CDS","protein_coding",-0.205,0.022236759292257
"KO_vs_Parental","ENSMUSG00000042508","Dmtf1","chr5",9176539,9176802,263,"Regular (>50bp)","CDS","protein_coding",-0.124,0.0223121934912803
"KO_vs_Parental","ENSMUSG00000041351","Rap1gap","chr4",137451056,137451134,78,"Regular (>50bp)","CDS","protein_coding",0.21,0.0225310930834024
"KO_vs_Parental","ENSMUSG00000031848","Lsm4","chr8",71130427,71130508,81,"Regular (>50bp)","CDS","protein_coding",-0.14,0.0225396296835753
"KO_vs_Parental","ENSMUSG00000032596","Uba7","chr9",107855050,107855221,171,"Regular (>50bp)","CDS","protein_coding",-0.115,0.0225843184017052
"KO_vs_Parental","ENSMUSG00000013483","Card14","chr11",119233968,119234090,122,"Regular (>50bp)","CDS","protein_coding",-0.31,0.0228021290847744
"KO_vs_Parental","ENSMUSG00000027340","Slc23a2","chr2",131920332,131920421,89,"Regular (>50bp)","CDS","protein_coding",0.102,0.0228468549093724
"KO_vs_Parental","ENSMUSG00000035476","Tab3","chrX",84637257,84637360,103,"Regular (>50bp)","UTR","protein_coding",0.205,0.022880355594169
"KO_vs_Parental","ENSMUSG00000021952","Xpo4","chr14",57880791,57880946,155,"Regular (>50bp)","CDS","protein_coding",-0.109,0.0230234743760233
"KO_vs_Parental","ENSMUSG00000100510","Hand2os1","chr8",57758289,57758484,195,"Regular (>50bp)","Unknown","lncRNA",0.154,0.0230319187109642
"KO_vs_Parental","ENSMUSG00000031629","Cenpu","chr8",47023005,47023114,109,"Regular (>50bp)","CDS","protein_coding",-0.128,0.0231064337105157
"KO_vs_Parental","ENSMUSG00000027634","Ndrg3","chr2",156800386,156800422,36,"Small (30-50bp)","CDS","protein_coding",-0.112,0.0232429077591992
"KO_vs_Parental","ENSMUSG00000051113","Garin5a","chr7",44146926,44147057,131,"Regular (>50bp)","CDS","protein_coding",-0.27,0.0235010361715492
"KO_vs_Parental","ENSMUSG00000042138","Msantd2","chr9",37424909,37424999,90,"Regular (>50bp)","UTR","protein_coding",-0.16,0.0236432869083865
"KO_vs_Parental","ENSMUSG00000046337","Fam178b","chr1",36624996,36625080,84,"Regular (>50bp)","CDS","protein_coding",-0.128,0.0236673040128123
"KO_vs_Parental","ENSMUSG00000053453","Thoc7","chr14",8512131,8512303,172,"Regular (>50bp)","Unknown","protein_coding",-0.179,0.023734163216282
"KO_vs_Parental","ENSMUSG00000036167","Pphln1","chr15",93318164,93318371,207,"Regular (>50bp)","CDS","protein_coding",-0.117,0.0238952701087668
"KO_vs_Parental","ENSMUSG00000036529","Sbf1","chr15",89180154,89180232,78,"Regular (>50bp)","CDS","protein_coding",0.106,0.0240738652530769
"KO_vs_Parental","ENSMUSG00000021809","Nudt13","chr14",20345138,20345334,196,"Regular (>50bp)","UTR","protein_coding",-0.131,0.0244296066568651
"KO_vs_Parental","ENSMUSG00000026767","Mindy3","chr2",12391419,12391490,71,"Regular (>50bp)","CDS","protein_coding",-0.309,0.0247145445190361
"KO_vs_Parental","ENSMUSG00000041594","Tmtc4","chr14",123217282,123217486,204,"Regular (>50bp)","UTR","protein_coding",0.196,0.0248520106626846
"KO_vs_Parental","ENSMUSG00000074863","Platr25","chr13",62894415,62894645,230,"Regular (>50bp)","UTR","protein_coding",-0.19,0.0248520106626846
"KO_vs_Parental","ENSMUSG00000023235","Ccl25","chr8",4399771,4399894,123,"Regular (>50bp)","CDS","protein_coding",-0.103,0.0249826281763555
"KO_vs_Parental","ENSMUSG00000070337","Gpr179","chr11",97234922,97235032,110,"Regular (>50bp)","CDS","protein_coding",0.135,0.0254133368527242
"KO_vs_Parental","ENSMUSG00000036591","Arhgap21","chr2",20888010,20888040,30,"Microexon (0-30bp)","CDS","protein_coding",0.109,0.0259022052114803
"KO_vs_Parental","ENSMUSG00000000884","Gnb1l","chr16",18359721,18359847,126,"Regular (>50bp)","CDS","protein_coding",0.368,0.0260330115257014
"KO_vs_Parental","ENSMUSG00000033088","Triobp","chr15",78862813,78862951,138,"Regular (>50bp)","CDS","protein_coding",-0.316,0.0261093063826915
"KO_vs_Parental","ENSMUSG00000085058","8030453O22Rik","chr6",39506625,39506753,128,"Regular (>50bp)","Unknown","lncRNA",0.222,0.026133032406132
"KO_vs_Parental","ENSMUSG00000038879","Nipal2","chr15",34609318,34609440,122,"Regular (>50bp)","CDS","protein_coding",-0.201,0.0262315334998424
"KO_vs_Parental","ENSMUSG00000034949","Zfr2","chr10",81069444,81069595,151,"Regular (>50bp)","CDS","protein_coding",0.127,0.0263427686695213
"KO_vs_Parental","ENSMUSG00000029538","Srsf9","chr5",115466405,115466763,358,"Regular (>50bp)","CDS","protein_coding",0.12,0.0265638574121605
"KO_vs_Parental","ENSMUSG00000040877","Wdr25","chr12",108958732,108958863,131,"Regular (>50bp)","CDS","protein_coding",0.116,0.0265836349580679
"KO_vs_Parental","ENSMUSG00000110605","Gm32856","chr8",129993965,129994180,215,"Regular (>50bp)","Unknown","lncRNA",0.247,0.0266870230715062
"KO_vs_Parental","ENSMUSG00000028706","Nsun4","chr4",115898074,115898304,230,"Regular (>50bp)","CDS","protein_coding",-0.11,0.0267496402621189
"KO_vs_Parental","ENSMUSG00000050565","Tor1aip2","chr1",155916820,155916880,60,"Regular (>50bp)","UTR","protein_coding",-0.149,0.0268276814650858
"KO_vs_Parental","ENSMUSG00000068762","Gstm6","chr3",107849648,107849730,82,"Regular (>50bp)","CDS","protein_coding",-0.243,0.0268336095120754
"KO_vs_Parental","ENSMUSG00000032599","Ip6k2","chr9",108673853,108673982,129,"Regular (>50bp)","CDS","protein_coding",0.103,0.0268568465411405
"KO_vs_Parental","ENSMUSG00000001844","Zdhhc4","chr5",143314432,143314652,220,"Regular (>50bp)","UTR","protein_coding",-0.104,0.027266897431278
"KO_vs_Parental","ENSMUSG00000020151","Ptprr","chr10",116013622,116013733,111,"Regular (>50bp)","CDS","protein_coding",0.383,0.027266897431278
"KO_vs_Parental","ENSMUSG00000025007","Aldh18a1","chr19",40574570,40574636,66,"Regular (>50bp)","UTR","protein_coding",0.219,0.0273272317442196
"KO_vs_Parental","ENSMUSG00000040123","Zmym5","chr14",57048196,57048316,120,"Regular (>50bp)","UTR","protein_coding",-0.153,0.0273794248988167
"KO_vs_Parental","ENSMUSG00000031824","6430548M08Rik","chr8",120884206,120884236,30,"Microexon (0-30bp)","CDS","protein_coding",-0.121,0.0274146668240237
"KO_vs_Parental","ENSMUSG00000038506","Dcun1d2","chr8",13308946,13309043,97,"Regular (>50bp)","CDS","protein_coding",0.165,0.0276744438939476
"KO_vs_Parental","ENSMUSG00000003341","Atp8b3","chr10",80359485,80359725,240,"Regular (>50bp)","CDS","protein_coding",-0.161,0.0276815315254037
"KO_vs_Parental","ENSMUSG00000051331","Cacna1c","chr6",118614690,118614774,84,"Regular (>50bp)","CDS","protein_coding",0.16,0.0279314376457008
"KO_vs_Parental","ENSMUSG00000022708","Zbtb20","chr16",43053121,43053183,62,"Regular (>50bp)","UTR","protein_coding",0.335,0.0284895631568352
"KO_vs_Parental","ENSMUSG00000033819","Ppp1r16a","chr15",76573527,76573694,167,"Regular (>50bp)","UTR","protein_coding",0.119,0.028565428913202
"KO_vs_Parental","ENSMUSG00000024983","Vti1a","chr19",55375620,55375641,21,"Microexon (0-30bp)","CDS","protein_coding",0.133,0.028565428913202
"KO_vs_Parental","ENSMUSG00000113585","Gm19605","chr12",110444793,110445057,264,"Regular (>50bp)","Unknown","lncRNA",0.208,0.0286412416393123
"KO_vs_Parental","ENSMUSG00000011831","Evi5","chr5",108020466,108020521,55,"Regular (>50bp)","UTR","protein_coding",0.124,0.0289675181024184
"KO_vs_Parental","ENSMUSG00000098912","1500004A13Rik","chr3",88717944,88718309,365,"Regular (>50bp)","Unknown","lncRNA",0.135,0.029219392202661
"KO_vs_Parental","ENSMUSG00000031872","Bean1","chr8",104940547,104940658,111,"Regular (>50bp)","CDS","protein_coding",0.125,0.0292810692365759
"KO_vs_Parental","ENSMUSG00000032534","Cep63","chr9",102465906,102466186,280,"Regular (>50bp)","CDS","protein_coding",-0.111,0.0292810692365759
"KO_vs_Parental","ENSMUSG00000021198","Unc79","chr12",103016153,103016182,29,"Microexon (0-30bp)","CDS","protein_coding",0.207,0.0295964181947837
"KO_vs_Parental","ENSMUSG00000049606","Zfp644","chr5",106814650,106814711,61,"Regular (>50bp)","CDS","protein_coding",0.244,0.0296873759290446
"KO_vs_Parental","ENSMUSG00000051113","Garin5a","chr7",44146829,44147057,228,"Regular (>50bp)","CDS","protein_coding",-0.335,0.0297210137428281
"KO_vs_Parental","ENSMUSG00000098912","1500004A13Rik","chr3",88732438,88732721,283,"Regular (>50bp)","Unknown","lncRNA",0.204,0.0301507613657732
"KO_vs_Parental","ENSMUSG00000020817","Rabep1","chr11",70775590,70775794,204,"Regular (>50bp)","CDS","protein_coding",0.168,0.0305726502340829
"KO_vs_Parental","ENSMUSG00000085385","Snhg17","chr2",158200348,158200458,110,"Regular (>50bp)","Unknown","lncRNA",-0.153,0.031342460550068
"KO_vs_Parental","ENSMUSG00000060510","Zfp266","chr9",20419314,20419481,167,"Regular (>50bp)","UTR","protein_coding",0.217,0.0314063007140627
"KO_vs_Parental","ENSMUSG00000121504","Ppp4r1l-ps","chr2",173490962,173491160,198,"Regular (>50bp)","Unknown","lncRNA",-0.197,0.0314712837379045
"KO_vs_Parental","ENSMUSG00000097068","Gm26760","chr15",92258919,92259050,131,"Regular (>50bp)","Unknown","lncRNA",-0.365,0.031622172725129
"KO_vs_Parental","ENSMUSG00000030708","Dnajb13","chr7",100156582,100156740,158,"Regular (>50bp)","CDS","protein_coding",-0.146,0.0317104979962278
"KO_vs_Parental","ENSMUSG00000032735","Ablim3","chr18",61952059,61952158,99,"Regular (>50bp)","CDS","protein_coding",0.193,0.0319605160347993
"KO_vs_Parental","ENSMUSG00000022708","Zbtb20","chr16",43053121,43053183,62,"Regular (>50bp)","UTR","protein_coding",0.396,0.0321972080489472
"KO_vs_Parental","ENSMUSG00000022837","Iqcb1","chr16",36649365,36649635,270,"Regular (>50bp)","UTR","protein_coding",-0.134,0.0323923535790141
"KO_vs_Parental","ENSMUSG00000028613","Lrp8","chr4",107703435,107703816,381,"Regular (>50bp)","CDS","protein_coding",-0.124,0.0324920892647346
"KO_vs_Parental","ENSMUSG00000037058","Paip2","chr18",35742645,35742726,81,"Regular (>50bp)","UTR","protein_coding",-0.147,0.0326718197853215
"KO_vs_Parental","ENSMUSG00000035696","Rnf38","chr4",44158902,44159052,150,"Regular (>50bp)","UTR","protein_coding",-0.158,0.0326718197853215
"KO_vs_Parental","ENSMUSG00000031078","Cttn","chr7",144003673,144003758,85,"Regular (>50bp)","Unknown","protein_coding",-0.476,0.0327951753143159
"KO_vs_Parental","ENSMUSG00000039958","Etfbkmt","chr6",149044103,149044213,110,"Regular (>50bp)","UTR","protein_coding",0.157,0.0328258373168745
"KO_vs_Parental","ENSMUSG00000097917","Gm26839","chr12",99585054,99585234,180,"Regular (>50bp)","Unknown","lncRNA",0.255,0.0332812000832768
"KO_vs_Parental","ENSMUSG00000040877","Wdr25","chr12",108862817,108862985,168,"Regular (>50bp)","UTR","protein_coding",-0.31,0.0338863525086321
"KO_vs_Parental","ENSMUSG00000111058","Gm36033","chr9",63843924,63844093,169,"Regular (>50bp)","Unknown","lncRNA",-0.296,0.0340364557999413
"KO_vs_Parental","ENSMUSG00000022708","Zbtb20","chr16",42967259,42967306,47,"Small (30-50bp)","UTR","protein_coding",-0.127,0.0341293851240422
"KO_vs_Parental","ENSMUSG00000033177","Tmprss7","chr16",45484534,45484645,111,"Regular (>50bp)","CDS","protein_coding",0.111,0.0342192113060299
"KO_vs_Parental","ENSMUSG00000026196","Bard1","chr1",71106266,71106347,81,"Regular (>50bp)","CDS","protein_coding",0.111,0.0355348850923673
"KO_vs_Parental","ENSMUSG00000024050","Wiz","chr17",32600057,32600130,73,"Regular (>50bp)","CDS","protein_coding",0.103,0.0356018514496191
"KO_vs_Parental","ENSMUSG00000073016","Uprt","chrX",103541880,103541950,70,"Regular (>50bp)","CDS","protein_coding",-0.115,0.0356634338842818
"KO_vs_Parental","ENSMUSG00000000538","Tom1l2","chr11",60129835,60129898,63,"Regular (>50bp)","CDS","protein_coding",-0.152,0.0358086513924347
"KO_vs_Parental","ENSMUSG00000031805","Jak3","chr8",72135543,72135628,85,"Regular (>50bp)","CDS","protein_coding",-0.228,0.0359976827296529
"KO_vs_Parental","ENSMUSG00000025958","Creb1","chr1",64590007,64590129,122,"Regular (>50bp)","CDS","protein_coding",-0.206,0.0362818508207152
"KO_vs_Parental","ENSMUSG00000023235","Ccl25","chr8",4399605,4399655,50,"Small (30-50bp)","CDS","protein_coding",-0.107,0.0363240547917971
"KO_vs_Parental","ENSMUSG00000043909","Trp53bp1","chr2",121058502,121058643,141,"Regular (>50bp)","CDS","protein_coding",-0.176,0.03661512098788
"KO_vs_Parental","ENSMUSG00000074219","Gm10644","chr8",84662696,84662804,108,"Regular (>50bp)","Unknown","lncRNA",-0.284,0.0366210790636197
"KO_vs_Parental","ENSMUSG00000024906","Mus81","chr19",5533662,5533693,31,"Small (30-50bp)","CDS","protein_coding",-0.193,0.0366299032879542
"KO_vs_Parental","ENSMUSG00000000884","Gnb1l","chr16",18362860,18363023,163,"Regular (>50bp)","CDS","protein_coding",0.112,0.0368397402264482
"KO_vs_Parental","ENSMUSG00000087368","BC065397","chrX",135657242,135657369,127,"Regular (>50bp)","Unknown","lncRNA",-0.16,0.0369270091883456
"KO_vs_Parental","ENSMUSG00000121504","Ppp4r1l-ps","chr2",173490962,173491160,198,"Regular (>50bp)","Unknown","lncRNA",-0.15,0.0372321378807638
"KO_vs_Parental","ENSMUSG00000097145","9230114K14Rik","chr5",52350259,52350938,679,"Regular (>50bp)","Unknown","lncRNA",0.246,0.037459488805948
"KO_vs_Parental","ENSMUSG00000086035","Gm12610","chr4",89288010,89288109,99,"Regular (>50bp)","Unknown","lncRNA",0.126,0.0377522563636808
"KO_vs_Parental","ENSMUSG00000000884","Gnb1l","chr16",18362864,18363023,159,"Regular (>50bp)","CDS","protein_coding",0.117,0.0378555245029507
"KO_vs_Parental","ENSMUSG00000097852","4933405D12Rik","chr3",122713327,122713454,127,"Regular (>50bp)","Unknown","lncRNA",-0.343,0.0385439594302066
"KO_vs_Parental","ENSMUSG00000028919","Arhgef19","chr4",140973256,140973363,107,"Regular (>50bp)","UTR","protein_coding",-0.215,0.0386385746027297
"KO_vs_Parental","ENSMUSG00000000244","Tspan32","chr7",142568695,142568797,102,"Regular (>50bp)","CDS","protein_coding",-0.259,0.0387604030216811
"KO_vs_Parental","ENSMUSG00000118120","Gm33732","chr18",54938665,54938757,92,"Regular (>50bp)","Unknown","lncRNA",0.162,0.038780171689428
"KO_vs_Parental","ENSMUSG00000003847","Nfat5","chr8",108064926,108064988,62,"Regular (>50bp)","CDS","protein_coding",0.118,0.0388291555309327
"KO_vs_Parental","ENSMUSG00000029095","Ablim2","chr5",36000511,36000610,99,"Regular (>50bp)","CDS","protein_coding",0.151,0.0389582396255017
"KO_vs_Parental","ENSMUSG00000028487","Bnc2","chr4",84464441,84464642,201,"Regular (>50bp)","CDS","protein_coding",0.124,0.0396729645246511
"KO_vs_Parental","ENSMUSG00000023143","Nagpa","chr16",5015418,5015482,64,"Regular (>50bp)","CDS","protein_coding",-0.134,0.0401291114644664
"KO_vs_Parental","ENSMUSG00000031921","Terf2","chr8",107799353,107799430,77,"Regular (>50bp)","CDS","protein_coding",-0.189,0.0402604974935484
"KO_vs_Parental","ENSMUSG00000024155","Meiob","chr17",25038845,25038918,73,"Regular (>50bp)","CDS","protein_coding",-0.207,0.0403225146862875
"KO_vs_Parental","ENSMUSG00000028782","Adgrb2","chr4",129908727,129908826,99,"Regular (>50bp)","CDS","protein_coding",-0.121,0.0403384335468894
"KO_vs_Parental","ENSMUSG00000025949","Pikfyve","chr1",65231689,65231725,36,"Small (30-50bp)","CDS","protein_coding",0.177,0.0403984765373933
"KO_vs_Parental","ENSMUSG00000021495","Fam193b","chr13",55712332,55712393,61,"Regular (>50bp)","UTR","protein_coding",0.145,0.0408536283652424
"KO_vs_Parental","ENSMUSG00000086629","2810403D21Rik","chrX",107915077,107915204,127,"Regular (>50bp)","Unknown","lncRNA",-0.177,0.0412734521762338
"KO_vs_Parental","ENSMUSG00000029022","Miip","chr4",147952525,147952640,115,"Regular (>50bp)","UTR","protein_coding",0.644,0.0416243423661306
