ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
4598	"ENSMUSG00000026958"	"Dpp7"	chr2	-	25244904	25245965	25244904	25245040	25245825	25245965
4611	"ENSMUSG00000019467"	"Arhgef25"	chr10	-	127020951	127021547	127020951	127021041	127021443	127021547
4616	"ENSMUSG00000023764"	"Sfi1"	chr11	-	3083071	3085542	3083071	3083207	3084625	3085542
4617	"ENSMUSG00000023764"	"Sfi1"	chr11	-	3083071	3085542	3083071	3083207	3085282	3085542
4623	"ENSMUSG00000005687"	"Bcas2"	chr3	+	103081655	103084735	103081655	103081817	103084654	103084735
4632	"ENSMUSG00000024056"	"Ndc80"	chr17	-	71818339	71821277	71818339	71818484	71821183	71821277
4661	"ENSMUSG00000006169"	"Clint1"	chr11	+	45797007	45801452	45797007	45797294	45799767	45801452
4680	"ENSMUSG00000028047"	"Thbs3"	chr3	+	89131883	89132313	89131883	89131932	89132204	89132313
4684	"ENSMUSG00000021901"	"Bap1"	chr14	+	30979837	30980487	30979837	30979998	30980414	30980487
4691	"ENSMUSG00000028073"	"Pear1"	chr3	-	87659160	87659907	87659160	87659249	87659778	87659907
4709	"ENSMUSG00000031537"	"Ikbkb"	chr8	-	23158960	23161761	23158960	23159112	23161646	23161761
4726	"ENSMUSG00000059796"	"Eif4a1"	chr11	-	69559903	69561573	69559903	69560072	69561440	69561573
4760	"ENSMUSG00000017405"	"Nek8"	chr11	-	78061698	78063509	78061698	78062124	78063276	78063509
