"GeneID","geneSymbol","n_events_pos","n_sig_pos","n_event_types","event_types","n_microexon","mean_abs_dPSI","n_selection_events","selection_mean_dPSI"
"ENSMUSG00000022228","Zscan26",5,4,2,"MXE,SE",0,0.137,1,-0.195
"ENSMUSG00000022307","Oxr1",17,0,1,"SE",5,0.028,1,0.246
"ENSMUSG00000022329","Stk3",4,0,1,"SE",1,0.015,1,0.135
"ENSMUSG00000022353","Mtss1",8,1,2,"A5SS,SE",1,0.033,1,0.177
"ENSMUSG00000022359","Wdyhv1",13,0,3,"A5SS,MXE,SE",0,0.025,1,0.11
"ENSMUSG00000022378","Cyrib",35,1,2,"MXE,SE",0,0.026,1,0.128
"ENSMUSG00000022386","Trmu",9,1,3,"A3SS,RI,SE",0,0.035,1,-0.163
"ENSMUSG00000022420","Dnal4",3,0,2,"RI,SE",0,0.019,1,0.119
"ENSMUSG00000022453","Naga",4,1,1,"SE",0,0.074,1,-0.102
"ENSMUSG00000022487","Gtsf1",3,0,1,"SE",0,0.096,1,-0.166
"ENSMUSG00000022498","Txndc11",31,0,2,"MXE,SE",0,0.017,1,0.108
"ENSMUSG00000022517","Mgrn1",12,0,1,"SE",0,0.009,1,0.14
"ENSMUSG00000022558","Mroh1",46,5,5,"A3SS,A5SS,MXE,RI,SE",1,0.032,1,0.247
"ENSMUSG00000022565","Plec",5,1,2,"A5SS,SE",1,0.039,1,0.101
"ENSMUSG00000022568","Scrib",16,2,4,"A3SS,MXE,RI,SE",0,0.033,1,-0.132
"ENSMUSG00000022574","Naprt",1,0,1,"SE",0,0.119,1,-0.293
"ENSMUSG00000022604","Cep97",4,0,1,"SE",0,0.016,1,0.111
"ENSMUSG00000022623","Shank3",1,0,1,"SE",0,0.081,1,0.129
"ENSMUSG00000022635","Zcrb1",16,0,2,"MXE,SE",3,0.017,1,-0.163
"ENSMUSG00000022674","Ube2v2",5,1,1,"SE",0,0.058,1,0.129
"ENSMUSG00000022701","Ccdc191",11,0,2,"A3SS,SE",0,0.025,1,0.186
"ENSMUSG00000022791","Tnk2",26,2,4,"A3SS,A5SS,MXE,SE",0,0.037,1,-0.106
"ENSMUSG00000022801","Lrch3",22,0,3,"A5SS,MXE,SE",0,0.021,1,0.182
"ENSMUSG00000022837","Iqcb1",16,0,3,"A3SS,MXE,SE",0,0.01,1,-0.139
"ENSMUSG00000022871","Fetub",6,1,1,"SE",0,0.043,1,-0.102
"ENSMUSG00000022890","Atp5j",4,0,1,"SE",0,0.014,1,-0.108
"ENSMUSG00000022992","Kansl2",8,1,3,"A5SS,MXE,SE",0,0.033,1,-0.107
"ENSMUSG00000023008","Fmnl3",2,1,1,"SE",0,0.165,1,-0.157
"ENSMUSG00000023015","Racgap1",52,2,5,"A3SS,A5SS,MXE,RI,SE",0,0.018,1,-0.147
"ENSMUSG00000023044","Csad",16,3,2,"MXE,SE",0,0.096,1,-0.112
"ENSMUSG00000023051","Tarbp2",17,2,2,"A3SS,SE",0,0.046,1,-0.142
"ENSMUSG00000023072","Cep89",8,1,2,"A5SS,SE",0,0.034,1,-0.129
"ENSMUSG00000023953","Polh",5,1,1,"SE",0,0.04,1,-0.176
"ENSMUSG00000023977","Ubr2",19,2,4,"A3SS,MXE,RI,SE",0,0.027,1,-0.15
"ENSMUSG00000024050","Wiz",24,1,4,"A3SS,A5SS,MXE,SE",0,0.039,1,-0.17
"ENSMUSG00000024073","Birc6",26,2,5,"A3SS,A5SS,MXE,RI,SE",0,0.033,1,-0.125
"ENSMUSG00000024150","Mcfd2",5,1,1,"SE",0,0.043,1,-0.284
"ENSMUSG00000024163","Mapk8ip3",30,0,4,"A3SS,A5SS,MXE,SE",6,0.017,1,0.149
"ENSMUSG00000024238","Zeb1",11,2,3,"A3SS,MXE,SE",0,0.081,1,0.273
"ENSMUSG00000024273","2700062C07Rik",7,0,3,"A5SS,MXE,SE",2,0.057,1,-0.102
"ENSMUSG00000024301","Kifc5b",5,0,2,"RI,SE",0,0.037,1,0.121
"ENSMUSG00000024357","Sil1",21,1,3,"A5SS,MXE,SE",0,0.029,1,-0.151
"ENSMUSG00000024462","Gabbr1",11,1,3,"A3SS,MXE,SE",1,0.039,1,0.359
"ENSMUSG00000024480","Ap3s1",12,0,2,"MXE,SE",0,0.015,1,-0.757
"ENSMUSG00000024485","Slc4a9",1,0,1,"RI",0,0.315,1,0.264
"ENSMUSG00000024603","Dctn4",9,0,2,"MXE,SE",1,0.01,1,0.164
"ENSMUSG00000024663","Rab3il1",1,0,1,"SE",0,0.095,1,0.181
"ENSMUSG00000024908","Ppp6r3",34,0,4,"A3SS,MXE,RI,SE",1,0.015,1,0.211
"ENSMUSG00000024969","Mark2",16,1,2,"MXE,SE",2,0.04,1,0.155
"ENSMUSG00000025137","Pcyt2",13,3,4,"A3SS,MXE,RI,SE",0,0.046,1,-0.138
"ENSMUSG00000025161","Slc16a3",4,1,1,"SE",0,0.034,1,0.118
"ENSMUSG00000025165","Sectm1a",5,2,3,"A3SS,MXE,SE",0,0.251,1,0.276
"ENSMUSG00000025261","Huwe1",56,3,3,"A3SS,MXE,SE",0,0.027,1,-0.208
"ENSMUSG00000025420","Katnal2",13,0,4,"A3SS,A5SS,MXE,SE",0,0.019,1,0.151
"ENSMUSG00000025464","Paox",7,2,2,"MXE,SE",0,0.067,1,-0.104
"ENSMUSG00000025485","Ric8a",8,0,4,"A3SS,MXE,RI,SE",0,0.005,1,-0.42
"ENSMUSG00000025558","Dock9",15,1,4,"A3SS,MXE,RI,SE",3,0.036,1,0.19
"ENSMUSG00000025728","Pigq",35,4,5,"A3SS,A5SS,MXE,RI,SE",0,0.042,1,-0.281
"ENSMUSG00000025762","Larp1b",25,2,3,"A5SS,MXE,SE",0,0.034,1,0.113
"ENSMUSG00000025894","Aasdhppt",6,2,1,"SE",0,0.057,1,-0.116
"ENSMUSG00000025920","Stau2",18,1,2,"MXE,SE",0,0.029,1,-0.106
"ENSMUSG00000025950","Idh1",7,0,1,"SE",0,0.069,1,-0.307
"ENSMUSG00000026029","Casp8",4,0,1,"SE",0,0.008,1,0.101
"ENSMUSG00000026074","Map4k4",38,2,4,"A3SS,A5SS,MXE,SE",1,0.044,1,0.111
"ENSMUSG00000026082","Rev1",16,2,3,"A3SS,RI,SE",0,0.036,1,-0.111
"ENSMUSG00000026096","Osgepl1",6,1,2,"A3SS,SE",0,0.04,1,-0.169
"ENSMUSG00000026150","Mff",13,1,3,"A3SS,MXE,SE",0,0.039,1,0.146
"ENSMUSG00000026179","Pnkd",1,0,1,"SE",0,0.09,1,0.117
"ENSMUSG00000026189","Pecr",3,1,1,"SE",0,0.038,1,-0.124
"ENSMUSG00000026276","Septin2",10,4,3,"A3SS,MXE,SE",1,0.11,1,-0.169
"ENSMUSG00000026313","Hdac4",9,0,2,"A5SS,SE",0,0.018,1,-0.211
"ENSMUSG00000026388","3110009E18Rik",11,3,2,"MXE,SE",0,0.068,1,-0.105
"ENSMUSG00000026490","Cdc42bpa",27,1,2,"MXE,SE",0,0.026,1,0.18
"ENSMUSG00000026737","Pip4k2a",11,0,2,"MXE,SE",0,0.015,1,-0.154
"ENSMUSG00000026767","Mindy3",63,1,3,"A3SS,MXE,SE",0,0.029,1,-0.136
"ENSMUSG00000026773","Pfkfb3",12,0,2,"MXE,SE",1,0.013,1,0.127
"ENSMUSG00000026781","Acbd5",14,0,3,"A3SS,MXE,SE",0,0.013,1,0.171
"ENSMUSG00000026825","Dnm1",24,0,5,"A3SS,A5SS,MXE,RI,SE",1,0.021,1,-0.104
"ENSMUSG00000026853","Crat",9,0,3,"A3SS,MXE,SE",0,0.014,1,0.102
"ENSMUSG00000026860","Sh3glb2",22,3,5,"A3SS,A5SS,MXE,RI,SE",5,0.036,1,0.228
"ENSMUSG00000026867","Gapvd1",27,1,3,"A5SS,MXE,SE",1,0.016,1,0.177
"ENSMUSG00000026873","Phf19",4,1,2,"RI,SE",0,0.069,1,-0.179
"ENSMUSG00000026946","Nmi",4,0,1,"SE",0,0.036,1,0.198
"ENSMUSG00000026959","Grin1",6,2,2,"A3SS,SE",0,0.097,1,0.151
"ENSMUSG00000026977","Marchf7",15,0,4,"A3SS,A5SS,MXE,SE",1,0.014,1,0.187
"ENSMUSG00000026999","Nup35",10,0,4,"A3SS,MXE,RI,SE",0,0.042,1,-0.356
"ENSMUSG00000027001","Dusp19",9,0,3,"A3SS,MXE,SE",0,0.032,1,0.124
"ENSMUSG00000027012","Dync1i2",13,2,3,"A3SS,MXE,SE",1,0.039,1,0.172
"ENSMUSG00000027071","P2rx3",7,0,2,"MXE,SE",2,0.047,1,-0.104
"ENSMUSG00000027130","Slc12a6",2,0,1,"SE",0,0.109,1,0.131
"ENSMUSG00000027201","Myef2",23,2,2,"MXE,SE",1,0.032,1,-0.119
"ENSMUSG00000027207","Galk2",13,0,4,"A3SS,A5SS,MXE,SE",0,0.016,1,0.194
"ENSMUSG00000027247","Arhgap1",18,2,4,"A3SS,MXE,RI,SE",1,0.05,1,0.17
"ENSMUSG00000027273","Snap25",23,0,2,"MXE,SE",0,0.017,1,-0.111
"ENSMUSG00000027281","Slx4ip",5,1,1,"SE",0,0.094,1,-0.22
"ENSMUSG00000027284","Cdan1",11,5,5,"A3SS,A5SS,MXE,RI,SE",0,0.083,1,-0.264
"ENSMUSG00000027356","Fermt1",2,1,1,"SE",0,0.186,1,0.278
"ENSMUSG00000027478","Dnmt3b",8,0,2,"A3SS,SE",0,0.034,1,-0.127
"ENSMUSG00000027506","Tpd52",15,1,3,"A5SS,MXE,SE",2,0.025,1,0.314
"ENSMUSG00000027523","Gnas",48,0,4,"A3SS,A5SS,MXE,SE",3,0.015,1,0.15
"ENSMUSG00000027550","Lrrcc1",9,1,4,"A3SS,A5SS,MXE,SE",0,0.058,1,0.119
"ENSMUSG00000027575","Arfgap1",14,2,3,"A3SS,MXE,SE",1,0.052,1,-0.183
"ENSMUSG00000027615","Hps3",10,2,3,"A3SS,RI,SE",0,0.061,1,-0.122
"ENSMUSG00000027624","Epb41l1",19,1,3,"A3SS,MXE,SE",0,0.043,1,0.112
"ENSMUSG00000027630","Tbl1xr1",13,0,2,"A3SS,SE",0,0.047,1,-0.127
"ENSMUSG00000027634","Ndrg3",18,0,2,"MXE,SE",0,0.015,1,0.113
"ENSMUSG00000027646","Src",5,0,1,"SE",1,0.015,1,0.119
"ENSMUSG00000027677","Ttc14",23,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.03,1,-0.105
"ENSMUSG00000027692","Tnik",9,1,2,"MXE,SE",1,0.024,1,0.176
"ENSMUSG00000027708","Dcun1d1",5,0,2,"A5SS,SE",0,0.015,1,-0.117
"ENSMUSG00000027763","Mbnl1",17,1,3,"A3SS,MXE,SE",0,0.027,1,0.146
"ENSMUSG00000027799","Nbea",16,0,2,"MXE,SE",1,0.012,1,0.201
"ENSMUSG00000028013","Ppa2",23,0,2,"MXE,SE",0,0.021,1,-0.221
"ENSMUSG00000028033","Kcnq5",2,0,1,"SE",1,0.151,1,0.353
"ENSMUSG00000028106","Rprd2",5,1,2,"A3SS,SE",0,0.064,1,0.27
"ENSMUSG00000028207","Asph",21,2,2,"MXE,SE",0,0.033,1,0.119
"ENSMUSG00000028232","Tmem68",12,1,2,"MXE,SE",0,0.031,1,0.133
"ENSMUSG00000028256","Odf2l",14,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.079,1,0.141
"ENSMUSG00000028312","Smc2",6,0,2,"A5SS,SE",0,0.033,1,0.107
"ENSMUSG00000028433","Ubap2",12,0,2,"MXE,SE",0,0.012,1,0.109
"ENSMUSG00000028487","Bnc2",10,3,2,"MXE,SE",0,0.066,1,0.136
"ENSMUSG00000028545","Bend5",7,1,2,"A3SS,SE",0,0.047,1,0.162
"ENSMUSG00000028546","Elavl4",20,3,3,"A3SS,MXE,SE",0,0.044,1,-0.208
"ENSMUSG00000028550","Atg4c",4,1,1,"SE",0,0.046,1,0.143
"ENSMUSG00000028565","Nfia",2,0,1,"SE",0,0.058,1,0.238
"ENSMUSG00000028631","Kcnq4",2,1,1,"SE",0,0.164,1,0.294
"ENSMUSG00000028687","Mutyh",7,2,2,"RI,SE",0,0.128,1,-0.14
"ENSMUSG00000028693","Nasp",10,2,3,"MXE,RI,SE",0,0.06,1,-0.253
"ENSMUSG00000028744","Slc66a1",3,0,3,"A5SS,RI,SE",0,0.084,1,-0.155
"ENSMUSG00000028751","Pla2g2e",6,1,2,"MXE,SE",0,0.055,1,0.219
"ENSMUSG00000028760","Eif4g3",46,4,3,"A3SS,MXE,SE",4,0.037,1,-0.183
"ENSMUSG00000028785","Hpca",7,1,1,"SE",0,0.03,1,0.133
"ENSMUSG00000028796","Phc2",8,1,3,"A3SS,A5SS,SE",0,0.033,1,-0.202
"ENSMUSG00000028803","Nipal3",1,1,1,"SE",0,0.153,1,0.158
"ENSMUSG00000028886","Eya3",18,0,3,"A5SS,MXE,SE",0,0.016,1,0.204
"ENSMUSG00000028919","Arhgef19",6,1,1,"SE",0,0.08,1,-0.18
"ENSMUSG00000028931","Kcnab2",15,0,2,"MXE,SE",0,0.021,1,0.133
"ENSMUSG00000028995","Hycc1",6,1,1,"SE",0,0.034,1,-0.161
"ENSMUSG00000029001","Fbxo44",9,1,2,"A5SS,SE",0,0.052,1,-0.149
"ENSMUSG00000029022","Miip",17,3,5,"A3SS,A5SS,MXE,RI,SE",0,0.094,1,-0.108
"ENSMUSG00000029055","Plch2",5,4,3,"A5SS,RI,SE",1,0.208,1,0.144
"ENSMUSG00000029127","Zbtb49",16,2,2,"MXE,SE",0,0.064,1,0.149
"ENSMUSG00000029148","Nrbp1",13,0,4,"A5SS,MXE,RI,SE",1,0.01,1,0.114
"ENSMUSG00000029152","Ociad1",10,0,2,"A5SS,SE",0,0.005,1,-0.116
"ENSMUSG00000029165","Agbl5",18,2,4,"A3SS,MXE,RI,SE",0,0.038,1,-0.115
"ENSMUSG00000029206","Nsun7",5,0,2,"MXE,SE",0,0.127,1,-0.508
"ENSMUSG00000029208","Guf1",10,0,3,"MXE,RI,SE",0,0.016,1,0.123
"ENSMUSG00000029221","Slc30a9",13,0,4,"A3SS,MXE,RI,SE",0,0.012,1,0.167
"ENSMUSG00000029328","Hnrnpdl",19,3,2,"MXE,SE",0,0.059,1,-0.135
"ENSMUSG00000029405","G3bp2",5,0,1,"SE",0,0.023,1,0.121
"ENSMUSG00000029422","Rsrc2",16,0,2,"A3SS,SE",0,0.029,1,-0.133
"ENSMUSG00000029461","Fam168a",10,2,2,"MXE,SE",2,0.07,1,-0.191
"ENSMUSG00000029470","P2rx4",3,1,1,"SE",0,0.057,1,0.112
"ENSMUSG00000029478","Ncor2",25,1,4,"A3SS,A5SS,MXE,SE",0,0.022,1,-0.145
"ENSMUSG00000029505","Ep400",24,2,3,"A3SS,MXE,SE",0,0.026,1,0.188
"ENSMUSG00000029528","Pxn",4,0,2,"RI,SE",0,0.036,1,0.501
"ENSMUSG00000029534","St7",31,0,5,"A3SS,A5SS,MXE,RI,SE",0,0.021,1,0.107
"ENSMUSG00000029538","Srsf9",7,0,2,"MXE,SE",0,0.009,1,0.109
"ENSMUSG00000029635","Cdk8",29,2,3,"A3SS,MXE,SE",0,0.033,1,0.127
"ENSMUSG00000029673","Auts2",22,1,4,"A3SS,A5SS,MXE,SE",1,0.037,1,-0.256
"ENSMUSG00000029676","Pot1a",15,1,2,"MXE,SE",0,0.029,1,-0.18
"ENSMUSG00000029712","Actl6b",17,0,3,"A3SS,MXE,SE",0,0.04,1,0.179
"ENSMUSG00000029716","Tfr2",2,1,2,"RI,SE",0,0.14,1,0.13
"ENSMUSG00000029767","Calu",12,3,2,"MXE,SE",0,0.045,1,-0.112
"ENSMUSG00000029780","Nt5c3",12,0,1,"SE",0,0.048,1,0.166
"ENSMUSG00000029810","Tmem176b",18,1,3,"A3SS,MXE,SE",0,0.027,1,0.225
"ENSMUSG00000029863","Casp2",2,0,1,"SE",0,0.041,1,0.378
"ENSMUSG00000029916","Agk",12,1,3,"A5SS,MXE,SE",0,0.04,1,-0.371
"ENSMUSG00000029924","Slc37a3",18,0,2,"MXE,SE",0,0.034,1,0.136
"ENSMUSG00000030016","Zfp638",19,4,3,"A5SS,MXE,SE",0,0.071,1,0.133
"ENSMUSG00000030060","Hmces",4,0,1,"SE",0,0.003,1,-0.17
"ENSMUSG00000030254","Rad18",9,0,2,"MXE,SE",0,0.005,1,0.107
"ENSMUSG00000030263","Irag2",9,1,3,"A5SS,RI,SE",0,0.057,1,0.4
"ENSMUSG00000030279","C2cd5",22,0,2,"MXE,SE",0,0.016,1,0.132
"ENSMUSG00000030281","Il17rc",17,0,4,"A3SS,MXE,RI,SE",0,0.022,1,0.114
"ENSMUSG00000030304","Ergic2",20,0,4,"A3SS,A5SS,MXE,SE",0,0.009,1,-0.109
"ENSMUSG00000030314","Atg7",10,1,2,"MXE,SE",0,0.106,1,0.246
"ENSMUSG00000030345","Dyrk4",4,1,2,"A5SS,SE",0,0.041,1,0.111
"ENSMUSG00000030406","Gipr",13,3,4,"A3SS,MXE,RI,SE",0,0.09,1,-0.159
"ENSMUSG00000030409","Dmpk",20,3,4,"A3SS,A5SS,RI,SE",0,0.051,1,-0.109
"ENSMUSG00000030498","Gas2",6,0,1,"SE",0,0.042,1,0.143
"ENSMUSG00000030509","Asb7",10,2,2,"MXE,SE",0,0.045,1,-0.118
"ENSMUSG00000030660","Pik3c2a",13,0,2,"MXE,SE",0,0.026,1,0.115
"ENSMUSG00000030688","Stard10",7,1,1,"SE",0,0.043,1,0.239
"ENSMUSG00000030691","Fchsd2",9,0,3,"A5SS,MXE,SE",0,0.017,1,0.12
"ENSMUSG00000030846","Tial1",14,2,4,"A3SS,MXE,RI,SE",0,0.044,1,-0.105
"ENSMUSG00000030852","Tacc2",19,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.028,1,0.125
"ENSMUSG00000030922","Lyrm1",3,1,2,"A3SS,SE",0,0.271,1,0.351
"ENSMUSG00000030924","Rexo5",24,2,3,"A5SS,MXE,SE",0,0.063,1,0.105
"ENSMUSG00000030960","Eef1akmt2",9,1,2,"A5SS,SE",0,0.034,1,-0.111
"ENSMUSG00000030987","Stim1",6,0,2,"MXE,SE",0,0.025,1,0.188
"ENSMUSG00000030990","Pgap2",22,0,3,"A5SS,MXE,SE",2,0.038,1,0.105
"ENSMUSG00000031078","Cttn",39,1,2,"MXE,SE",0,0.031,1,-0.138
"ENSMUSG00000031105","Slc25a14",25,2,3,"A5SS,MXE,SE",0,0.069,1,0.299
"ENSMUSG00000031150","Ccdc120",4,1,2,"A5SS,SE",0,0.036,1,0.103
"ENSMUSG00000031314","Taf1",9,0,3,"A3SS,MXE,SE",1,0.024,1,0.201
"ENSMUSG00000031485","Plpbp",22,2,3,"A3SS,MXE,SE",0,0.027,1,-0.104
"ENSMUSG00000031488","Rab11fip1",3,0,1,"SE",0,0.049,1,0.102
"ENSMUSG00000031502","Col4a1",5,1,1,"SE",1,0.055,1,0.116
"ENSMUSG00000031508","Ankrd10",8,0,3,"MXE,RI,SE",0,0.026,1,0.12
"ENSMUSG00000031774","Psme3ip1",16,1,1,"SE",0,0.086,1,0.36
"ENSMUSG00000031819","Emc8",23,2,4,"A5SS,MXE,RI,SE",1,0.04,1,-0.243
"ENSMUSG00000031842","Pde4c",1,0,1,"RI",0,0.057,1,-0.141
"ENSMUSG00000031860","Pbx4",7,0,2,"MXE,SE",0,0.036,1,-0.176
"ENSMUSG00000031872","Bean1",3,0,1,"SE",0,0.081,1,0.127
"ENSMUSG00000031959","Wdr59",5,0,2,"A3SS,SE",0,0.036,1,0.118
"ENSMUSG00000032182","Yipf2",3,0,2,"RI,SE",0,0.115,1,0.216
"ENSMUSG00000032212","Sltm",25,1,3,"A3SS,MXE,SE",1,0.029,1,-0.132
"ENSMUSG00000032254","Kif23",10,1,2,"MXE,SE",0,0.04,1,-0.186
"ENSMUSG00000032258","Lca5",4,1,1,"SE",0,0.11,1,0.199
"ENSMUSG00000032366","Tpm1",10,0,3,"A3SS,MXE,SE",0,0.032,1,-0.11
"ENSMUSG00000032412","Atp1b3",5,1,1,"SE",0,0.033,1,-0.144
"ENSMUSG00000032423","Syncrip",18,1,3,"A5SS,MXE,SE",0,0.018,1,-0.109
"ENSMUSG00000032425","Zfp949",3,0,1,"SE",0,0.025,1,-0.105
"ENSMUSG00000032463","Faim",1,0,1,"SE",0,0.007,1,0.182
"ENSMUSG00000032479","Map4",35,3,3,"A5SS,MXE,SE",0,0.032,1,0.134
"ENSMUSG00000032570","Atp2c1",14,0,3,"A5SS,MXE,SE",1,0.005,1,0.168
"ENSMUSG00000032586","Traip",10,0,3,"A3SS,RI,SE",0,0.017,1,-0.128
"ENSMUSG00000032594","Ip6k1",7,2,2,"RI,SE",1,0.046,1,-0.131
"ENSMUSG00000032621","Srek1",7,1,2,"A3SS,SE",0,0.03,1,0.134
"ENSMUSG00000032637","Atxn2l",24,3,4,"A3SS,A5SS,MXE,SE",0,0.033,1,-0.169
"ENSMUSG00000032735","Ablim3",9,1,2,"MXE,SE",3,0.125,1,0.285
"ENSMUSG00000032745","Gpbp1",14,1,3,"A5SS,MXE,SE",0,0.018,1,0.147
"ENSMUSG00000032999","Nlrp4f",3,1,2,"A3SS,SE",0,0.057,1,0.254
"ENSMUSG00000033004","Mycbp2",25,0,3,"A5SS,MXE,SE",0,0.027,1,0.116
"ENSMUSG00000033014","Trim33",6,0,1,"SE",0,0.015,1,-0.121
"ENSMUSG00000033256","Shf",12,0,4,"A3SS,A5SS,MXE,SE",0,0.03,1,0.133
"ENSMUSG00000033306","Lpp",2,1,1,"SE",0,0.093,1,0.164
"ENSMUSG00000033335","Dnm2",9,0,2,"MXE,SE",2,0.006,1,0.118
"ENSMUSG00000033382","Trappc8",9,0,2,"MXE,SE",1,0.007,1,0.11
"ENSMUSG00000033392","Clasp2",24,1,2,"MXE,SE",6,0.029,1,0.252
"ENSMUSG00000033543","Gtf2a2",16,1,4,"A5SS,MXE,RI,SE",0,0.039,1,-0.147
"ENSMUSG00000033697","Arhgap39",8,1,2,"MXE,SE",0,0.033,1,0.25
"ENSMUSG00000033819","Ppp1r16a",8,1,3,"MXE,RI,SE",0,0.052,1,0.114
"ENSMUSG00000033902","Mapkbp1",3,0,1,"SE",1,0.024,1,0.12
"ENSMUSG00000034006","Slc66a2",9,1,3,"MXE,RI,SE",0,0.036,1,-0.121
"ENSMUSG00000034032","Rpap1",13,1,3,"A5SS,MXE,SE",0,0.033,1,-0.138
"ENSMUSG00000034071","Zfp551",2,1,2,"A5SS,SE",0,0.112,1,-0.184
"ENSMUSG00000034274","Thoc5",10,1,2,"MXE,SE",0,0.021,1,0.174
"ENSMUSG00000034312","Iqsec1",7,1,2,"MXE,SE",0,0.043,1,0.213
"ENSMUSG00000034334","Fam151b",1,1,1,"SE",0,0.396,1,-0.369
"ENSMUSG00000034343","Ube2f",31,3,3,"A3SS,MXE,SE",2,0.042,1,0.159
"ENSMUSG00000034377","Tulp4",21,1,2,"MXE,SE",0,0.101,1,0.184
"ENSMUSG00000034401","Spata6",4,0,2,"A5SS,SE",0,0.044,1,0.11
"ENSMUSG00000034462","Pkd2",3,1,1,"SE",0,0.081,1,0.212
"ENSMUSG00000034473","Sec22a",12,0,2,"MXE,SE",0,0.023,1,-0.144
"ENSMUSG00000034602","Mon2",10,1,2,"A3SS,SE",2,0.014,1,0.104
"ENSMUSG00000034757","Tmub2",5,1,2,"A3SS,SE",0,0.041,1,0.101
"ENSMUSG00000034973","Dop1a",8,0,2,"A3SS,SE",1,0.019,1,0.195
"ENSMUSG00000035021","Baz1a",6,2,2,"A3SS,SE",0,0.087,1,0.182
"ENSMUSG00000035469","Rcbtb1",16,0,2,"MXE,SE",0,0.023,1,-0.509
"ENSMUSG00000035476","Tab3",12,2,3,"A3SS,MXE,SE",0,0.056,1,-0.105
"ENSMUSG00000035513","Ntng2",28,0,2,"MXE,SE",2,0.019,1,0.184
"ENSMUSG00000035597","Prpf39",20,3,4,"A3SS,A5SS,MXE,SE",0,0.046,1,-0.126
"ENSMUSG00000035629","Rubcn",3,1,1,"SE",0,0.052,1,0.329
"ENSMUSG00000035642","Aamdc",21,2,2,"MXE,SE",0,0.058,1,-0.156
"ENSMUSG00000035770","Dync1li2",14,1,2,"MXE,SE",0,0.029,1,-0.276
"ENSMUSG00000035773","Kiss1r",3,0,2,"RI,SE",0,0.056,1,0.121
"ENSMUSG00000035954","Dock4",11,0,1,"SE",1,0.01,1,0.164
"ENSMUSG00000036009","Mettl25",10,1,2,"MXE,SE",0,0.05,1,0.144
"ENSMUSG00000036053","Fmnl2",14,2,3,"A5SS,MXE,SE",0,0.038,1,-0.231
"ENSMUSG00000036091","Hyal3",1,0,1,"SE",0,0.029,1,-0.359
"ENSMUSG00000036104","Rab3gap1",6,0,1,"SE",1,0.01,1,0.191
"ENSMUSG00000036167","Pphln1",22,0,2,"MXE,SE",0,0.024,1,-0.129
"ENSMUSG00000036180","Gatad2a",27,2,4,"A3SS,A5SS,MXE,SE",0,0.034,1,0.199
"ENSMUSG00000036281","Snapc4",16,3,5,"A3SS,A5SS,MXE,RI,SE",0,0.071,1,-0.164
"ENSMUSG00000036333","Kidins220",17,2,2,"MXE,SE",0,0.03,1,0.144
"ENSMUSG00000036435","Exoc1",2,1,1,"SE",1,0.127,1,0.252
"ENSMUSG00000036528","Ppfibp2",7,0,2,"MXE,SE",0,0.006,1,0.114
"ENSMUSG00000036529","Sbf1",15,0,5,"A3SS,A5SS,MXE,RI,SE",1,0.014,1,0.134
"ENSMUSG00000036578","Fxyd7",2,0,2,"A5SS,SE",1,0.049,1,0.198
"ENSMUSG00000036591","Arhgap21",16,0,5,"A3SS,A5SS,MXE,RI,SE",2,0.012,1,0.21
"ENSMUSG00000036639","Nudt1",5,0,2,"A3SS,SE",0,0.026,1,0.122
"ENSMUSG00000036745","Ttll7",5,0,2,"MXE,SE",0,0.028,1,0.158
"ENSMUSG00000036768","Kif15",11,2,3,"A3SS,RI,SE",0,0.055,1,0.143
"ENSMUSG00000036882","Arhgap33",13,1,2,"MXE,SE",0,0.016,1,0.106
"ENSMUSG00000037126","Psd",14,1,3,"A3SS,MXE,SE",1,0.029,1,-0.107
"ENSMUSG00000037151","Lrrc20",7,1,2,"MXE,SE",0,0.046,1,0.141
"ENSMUSG00000037211","Spry1",2,0,1,"SE",0,0.05,1,-0.151
"ENSMUSG00000037236","Matr3",25,1,3,"A5SS,MXE,SE",0,0.016,1,0.172
"ENSMUSG00000037270","Bltp1",11,2,3,"A3SS,A5SS,SE",0,0.052,1,0.105
"ENSMUSG00000037519","Ppfia1",14,2,2,"A3SS,SE",5,0.05,1,0.265
"ENSMUSG00000037541","Shank2",6,0,2,"MXE,SE",4,0.042,1,0.216
"ENSMUSG00000037736","Limch1",11,0,3,"MXE,RI,SE",0,0.024,1,-0.131
"ENSMUSG00000037822","Smim14",8,0,2,"MXE,SE",0,0.008,1,-0.122
"ENSMUSG00000037857","Nufip2",5,0,2,"MXE,SE",0,0.101,1,0.315
"ENSMUSG00000037997","Parp11",4,0,2,"A3SS,SE",0,0.066,1,0.298
"ENSMUSG00000038005","Hpf1",40,1,2,"MXE,SE",0,0.025,1,-0.128
"ENSMUSG00000038143","Stox2",5,1,2,"MXE,SE",0,0.052,1,0.109
"ENSMUSG00000038174","Hycc2",9,1,2,"A5SS,SE",0,0.074,1,-0.273
"ENSMUSG00000038290","Smg6",2,0,1,"SE",0,0.058,1,0.119
"ENSMUSG00000038371","Sbf2",15,1,2,"MXE,SE",0,0.024,1,0.239
"ENSMUSG00000038696","Mapkap1",18,2,2,"MXE,SE",0,0.033,1,0.263
