"event_key","event_type","GeneID","geneSymbol","chr","strand","exonStart_0base","exonEnd","exon_length","size_category","dPSI","FDR"
"chr16:43712515:43712554:43710401:43718452:SE","SE","ENSMUSG00000022701","Ccdc191","chr16","+",43712515,43712554,39,"Small (30-50bp)",0.186,7.85526742502879e-05
"chr5:124074451:124074618:124072327:124082196:SE","SE","ENSMUSG00000061882","Ccdc62","chr5","+",124074451,124074618,167,"Regular (>50bp)",0.112,0.00109373295113084
"chr7:25417569:25417704:25415612:25418320:SE","SE","ENSMUSG00000002608","Ccdc97","chr7","-",25417569,25417704,135,"Regular (>50bp)",-0.394,0.00938056998262256
"chr13:85345469:85345680:85338995:85350559:SE","SE","ENSMUSG00000021548","Ccnh","chr13","+",85345469,85345680,211,"Regular (>50bp)",-0.285,4.13441358054042e-05
"chr2:164911736:164911768:164908484:164912641:SE","SE","ENSMUSG00000017652","Cd40","chr2","+",164911736,164911768,32,"Small (30-50bp)",-0.152,1.82714629193345e-06
"chr2:120560949:120560983:120560580:120561182:SE","SE","ENSMUSG00000027284","Cdan1","chr2","-",120560949,120560983,34,"Small (30-50bp)",-0.264,0.0416129966932114
"chr13:64349145:64349262:64344489:64353084:SE","SE","ENSMUSG00000033102","Cdc14b","chr13","-",64349145,64349262,117,"Regular (>50bp)",0.53,0.00665417757844717
"chr13:64353084:64353231:64349262:64356920:SE","SE","ENSMUSG00000033102","Cdc14b","chr13","-",64353084,64353231,147,"Regular (>50bp)",0.31,0.0309096415828087
"chr13:64373385:64373462:64364113:64391447:SE","SE","ENSMUSG00000033102","Cdc14b","chr13","-",64373385,64373462,77,"Regular (>50bp)",-0.179,0.000169215324324696
"chr1:179946300:179946348:179945308:179951488:SE","SE","ENSMUSG00000026490","Cdc42bpa","chr1","+",179946300,179946348,48,"Small (30-50bp)",0.18,1.18301469469446e-06
"chr11:98140535:98140926:98136495:98154295:SE","SE","ENSMUSG00000003119","Cdk12","chr11","+",98140535,98140926,391,"Regular (>50bp)",0.185,0.0218351815697566
"chr5:146205024:146205096:146168630:146208404:SE","SE","ENSMUSG00000029635","Cdk8","chr5","+",146205024,146205096,72,"Regular (>50bp)",0.127,0.0449989994668416
"chr12:91222348:91222513:91200994:91226759:SE","SE","ENSMUSG00000061533","Cep128","chr12","-",91222348,91222513,165,"Regular (>50bp)",0.2,0.00523025096303828
"chr1:176588916:176589066:176586083:176596798:SE","SE","ENSMUSG00000057335","Cep170","chr1","-",176588916,176589066,150,"Regular (>50bp)",0.103,3.9257019947339e-05
"chr1:176596798:176597092:176589066:176597278:SE","SE","ENSMUSG00000057335","Cep170","chr1","-",176596798,176597092,294,"Regular (>50bp)",-0.106,0.00125952627493081
"chr17:8394350:8394410:8391840:8401059:SE","SE","ENSMUSG00000069135","Cep43","chr17","+",8394350,8394410,60,"Regular (>50bp)",-0.104,0.0251067285653443
"chr9:102498894:102498927:102496959:102503102:SE","SE","ENSMUSG00000032534","Cep63","chr9","-",102498894,102498927,33,"Small (30-50bp)",-0.364,0.0257460231779752
"chr9:102500754:102500792:102498927:102503102:SE","SE","ENSMUSG00000032534","Cep63","chr9","-",102500754,102500792,38,"Small (30-50bp)",0.548,0.0030228753200067
"chr7:35129339:35129536:35128723:35131942:SE","SE","ENSMUSG00000023072","Cep89","chr7","+",35129339,35129536,197,"Regular (>50bp)",-0.129,9.25568938539902e-06
"chr16:55742433:55742600:55739930:55745331:SE","SE","ENSMUSG00000022604","Cep97","chr16","-",55742433,55742600,167,"Regular (>50bp)",0.111,0.000564267718258756
"chr3:37363493:37363631:37363330:37364441:SE","SE","ENSMUSG00000045031","Cetn4","chr3","-",37363493,37363631,138,"Regular (>50bp)",-0.157,3.76735372788883e-06
"chr3:37364085:37364214:37363330:37364441:SE","SE","ENSMUSG00000045031","Cetn4","chr3","-",37364085,37364214,129,"Regular (>50bp)",-0.341,1.91301002757188e-05
"chr14:13987152:13987356:13958911:13996360:SE","SE","ENSMUSG00000021747","Cfap20dc","chr14","+",13987152,13987356,204,"Regular (>50bp)",-0.108,0.0129491592471805
"chr10:77815586:77815885:77814615:77816334:SE","SE","ENSMUSG00000020284","Cfap410","chr10","+",77815586,77815885,299,"Regular (>50bp)",-0.317,6.65862699679625e-05
"chr1:74957524:74957653:74956534:74958342:SE","SE","ENSMUSG00000047021","Cfap65","chr1","-",74957524,74957653,129,"Regular (>50bp)",-0.196,0.000669189202688561
"chr1:74957992:74958143:74957653:74958342:SE","SE","ENSMUSG00000047021","Cfap65","chr1","-",74957992,74958143,151,"Regular (>50bp)",0.106,0.00333735927862648
"chr8:13788327:13788488:13786021:13792653:SE","SE","ENSMUSG00000090336","Cfap97d2","chr8","+",13788327,13788488,161,"Regular (>50bp)",-0.164,0.00352582083126976
"chr7:73157553:73157661:73154876:73163837:SE","SE","ENSMUSG00000078671","Chd2","chr7","-",73157553,73157661,108,"Regular (>50bp)",-0.119,0.00026224516045314
"chr2:73509958:73510247:73462174:73551746:SE","SE","ENSMUSG00000056486","Chn1","chr2","-",73509958,73510247,289,"Regular (>50bp)",-0.127,0.0255115957800459
"chr2:73537262:73537376:73462174:73551746:SE","SE","ENSMUSG00000056486","Chn1","chr2","-",73537262,73537376,114,"Regular (>50bp)",-0.167,0.0431873166891245
"chr2:73540798:73540826:73510247:73546707:SE","SE","ENSMUSG00000056486","Chn1","chr2","-",73540798,73540826,28,"Microexon (0-30bp)",-0.173,0.00124751535681706
"chr16:20553611:20553719:20553523:20553866:SE","SE","ENSMUSG00000006958","Chrd","chr16","+",20553611,20553719,108,"Regular (>50bp)",-0.358,0.0326751206765193
"chr12:110843656:110843806:110843404:110845421:SE","SE","ENSMUSG00000021276","Cinp","chr12","-",110843656,110843806,150,"Regular (>50bp)",-0.331,0.00548380560396285
"chr1:118459707:118459815:118453185:118466995:SE","SE","ENSMUSG00000064302","Clasp1","chr1","+",118459707,118459815,108,"Regular (>50bp)",0.2,3.42019957341774e-06
"chr1:118463864:118463927:118453185:118466995:SE","SE","ENSMUSG00000064302","Clasp1","chr1","+",118463864,118463927,63,"Regular (>50bp)",0.155,0.00698114473783677
"chr1:118463864:118463927:118459815:118466995:SE","SE","ENSMUSG00000064302","Clasp1","chr1","+",118463864,118463927,63,"Regular (>50bp)",0.197,0.0013120994422599
"chr9:113687648:113687672:113683414:113691253:SE","SE","ENSMUSG00000033392","Clasp2","chr9","+",113687648,113687672,24,"Microexon (0-30bp)",0.252,1.26060491336164e-07
"chr8:61428765:61428941:61394448:61435809:SE","SE","ENSMUSG00000004319","Clcn3","chr8","-",61428765,61428941,176,"Regular (>50bp)",-0.103,0.00322273111668182
"chr5:5564231:5564376:5563251:5564627:SE","SE","ENSMUSG00000046798","Cldn12","chr5","-",5564231,5564376,145,"Regular (>50bp)",0.112,5.6780257952858e-05
"chr5:123773236:123773341:123769232:123778556:SE","SE","ENSMUSG00000049550","Clip1","chr5","-",123773236,123773341,105,"Regular (>50bp)",0.128,0.0466611028216607
"chr11:51158991:51159058:51154096:51161363:SE","SE","ENSMUSG00000020385","Clk4","chr11","+",51158991,51159058,67,"Regular (>50bp)",-0.322,0.00486314751970413
"chr11:51158991:51159058:51158158:51161363:SE","SE","ENSMUSG00000020385","Clk4","chr11","+",51158991,51159058,67,"Regular (>50bp)",-0.113,0.0252500935304721
"chr11:51161363:51161422:51158158:51162626:SE","SE","ENSMUSG00000020385","Clk4","chr11","+",51161363,51161422,59,"Regular (>50bp)",0.138,1.96680001714449e-06
"chr10:116342945:116343093:116340019:116363731:SE","SE","ENSMUSG00000020166","Cnot2","chr10","-",116342945,116343093,148,"Regular (>50bp)",-0.146,0.00404923577228385
"chr10:116342945:116343093:116340019:116384937:SE","SE","ENSMUSG00000020166","Cnot2","chr10","-",116342945,116343093,148,"Regular (>50bp)",-0.176,5.07816002564625e-05
"chr10:116353221:116353288:116337222:116417357:SE","SE","ENSMUSG00000020166","Cnot2","chr10","-",116353221,116353288,67,"Regular (>50bp)",-0.219,5.00565407746177e-05
"chr10:116363731:116363854:116337222:116417357:SE","SE","ENSMUSG00000020166","Cnot2","chr10","-",116363731,116363854,123,"Regular (>50bp)",-0.465,1.09345910391415e-05
"chr10:116363731:116363854:116343093:116417357:SE","SE","ENSMUSG00000020166","Cnot2","chr10","-",116363731,116363854,123,"Regular (>50bp)",-0.112,0.0100692978462117
"chr2:35006683:35006814:35003466:35008066:SE","SE","ENSMUSG00000057110","Cntrl","chr2","+",35006683,35006814,131,"Regular (>50bp)",0.138,0.000224263100155005
"chr17:34264744:34264822:34263984:34268592:SE","SE","ENSMUSG00000024330","Col11a2","chr17","+",34264744,34264822,78,"Regular (>50bp)",0.215,0.00102158121601864
"chr17:34266071:34266251:34263984:34268592:SE","SE","ENSMUSG00000024330","Col11a2","chr17","+",34266071,34266251,180,"Regular (>50bp)",0.419,0.00174814917999036
"chr17:34266071:34266251:34264822:34268592:SE","SE","ENSMUSG00000024330","Col11a2","chr17","+",34266071,34266251,180,"Regular (>50bp)",0.376,0.0320156405195758
"chr8:11254535:11254552:11253008:11256225:SE","SE","ENSMUSG00000031502","Col4a1","chr8","-",11254535,11254552,17,"Microexon (0-30bp)",0.116,0.029292636882421
"chr1:159147317:159147410:159136534:159152486:SE","SE","ENSMUSG00000040782","Cop1","chr1","+",159147317,159147410,93,"Regular (>50bp)",-0.103,0.00640323077445409
"chr5:139324936:139325140:139324130:139325219:SE","SE","ENSMUSG00000045438","Cox19","chr5","-",139324936,139325140,204,"Regular (>50bp)",-0.201,0.00267618481955599
"chr11:31868800:31868824:31839939:31870408:SE","SE","ENSMUSG00000020300","Cpeb4","chr11","+",31868800,31868824,24,"Microexon (0-30bp)",0.103,1.13081564246697e-05
"chr11:31868800:31868824:31858875:31870408:SE","SE","ENSMUSG00000020300","Cpeb4","chr11","+",31868800,31868824,24,"Microexon (0-30bp)",0.164,3.91008884983753e-05
"chr2:30303871:30304008:30303258:30305206:SE","SE","ENSMUSG00000026853","Crat","chr2","-",30303871,30304008,137,"Regular (>50bp)",0.102,0.0297295277805289
"chr15:102086961:102087051:102086221:102087215:SE","SE","ENSMUSG00000023044","Csad","chr15","-",102086961,102087051,90,"Regular (>50bp)",-0.112,0.00536438412659678
"chrX:132973163:132973223:132970656:132973884:SE","SE","ENSMUSG00000031256","Cstf2","chrX","+",132973163,132973223,60,"Regular (>50bp)",0.19,4.26278819386534e-10
"chrX:132973163:132973223:132970656:132973962:SE","SE","ENSMUSG00000031256","Cstf2","chrX","+",132973163,132973223,60,"Regular (>50bp)",0.12,2.35174732283403e-05
"chr7:144005763:144005874:144003352:144010177:SE","SE","ENSMUSG00000031078","Cttn","chr7","-",144005763,144005874,111,"Regular (>50bp)",-0.138,0.0446547946410203
"chr17:32766439:32766491:32765733:32769226:SE","SE","ENSMUSG00000048440","Cyp4f16","chr17","+",32766439,32766491,52,"Regular (>50bp)",-0.108,6.77384982015622e-09
"chr15:63829433:63829516:63828531:63869746:SE","SE","ENSMUSG00000022378","Cyrib","chr15","-",63829433,63829516,83,"Regular (>50bp)",0.128,0.0123131385382555
"chr2:116734522:116734703:116730812:116741201:SE","SE","ENSMUSG00000085316","D330050G23Rik","chr2","+",116734522,116734703,181,"Regular (>50bp)",0.263,0.00508244723641251
"chr9:108120087:108120222:108095609:108140823:SE","SE","ENSMUSG00000039952","Dag1","chr9","-",108120087,108120222,135,"Regular (>50bp)",0.104,0.032972071047514
"chr3:88840871:88840973:88836833:88850081:SE","SE","ENSMUSG00000068921","Dap3","chr3","-",88840871,88840973,102,"Regular (>50bp)",-0.144,0.0086681768154988
"chr3:86695928:86695941:86694719:86696618:SE","SE","ENSMUSG00000028078","Dclk2","chr3","-",86695928,86695941,13,"Microexon (0-30bp)",0.13,0.0357757878867097
"chr3:86695928:86695941:86694719:86699301:SE","SE","ENSMUSG00000028078","Dclk2","chr3","-",86695928,86695941,13,"Microexon (0-30bp)",0.107,9.02838700735828e-07
"chr3:86738130:86738178:86732037:86739039:SE","SE","ENSMUSG00000028078","Dclk2","chr3","-",86738130,86738178,48,"Small (30-50bp)",0.136,1.01172471836732e-07
"chr2:3437474:3437530:3434843:3438025:SE","SE","ENSMUSG00000026648","Dclre1c","chr2","+",3437474,3437530,56,"Regular (>50bp)",-0.209,0.0215218625852119
"chr2:3437474:3437530:3434843:3438066:SE","SE","ENSMUSG00000026648","Dclre1c","chr2","+",3437474,3437530,56,"Regular (>50bp)",-0.201,0.0205337653677248
"chr6:83160917:83160938:83160315:83166058:SE","SE","ENSMUSG00000031865","Dctn1","chr6","+",83160917,83160938,21,"Microexon (0-30bp)",0.262,0
"chr6:83164745:83164766:83160938:83166058:SE","SE","ENSMUSG00000031865","Dctn1","chr6","+",83164745,83164766,21,"Microexon (0-30bp)",-0.137,2.3696378192652e-05
"chr18:60678428:60678449:60677218:60678819:SE","SE","ENSMUSG00000024603","Dctn4","chr18","+",60678428,60678449,21,"Microexon (0-30bp)",0.164,2.36488905850054e-07
"chr3:35973149:35973318:35952024:35986933:SE","SE","ENSMUSG00000027708","Dcun1d1","chr3","-",35973149,35973318,169,"Regular (>50bp)",-0.117,0.00403504486996008
"chr14:45860297:45860399:45858297:45866310:SE","SE","ENSMUSG00000037697","Ddhd1","chr14","-",45860297,45860399,102,"Regular (>50bp)",0.134,0.00534608001040081
"chr14:45860297:45860399:45858297:45867036:SE","SE","ENSMUSG00000037697","Ddhd1","chr14","-",45860297,45860399,102,"Regular (>50bp)",0.208,1.51614692199789e-08
"chr14:45866310:45866331:45858297:45867036:SE","SE","ENSMUSG00000037697","Ddhd1","chr14","-",45866310,45866331,21,"Microexon (0-30bp)",0.202,1.72061376212635e-05
"chr7:140904354:140904529:140904092:140907191:SE","SE","ENSMUSG00000058886","Deaf1","chr7","-",140904354,140904529,175,"Regular (>50bp)",-0.207,1.8567258562636e-05
"chr1:171158801:171158853:171157094:171165819:SE","SE","ENSMUSG00000013973","Dedd","chr1","+",171158801,171158853,52,"Regular (>50bp)",0.223,8.27328736591769e-09
"chr1:171158820:171158853:171157094:171165819:SE","SE","ENSMUSG00000013973","Dedd","chr1","+",171158820,171158853,33,"Small (30-50bp)",0.174,0
"chr1:171158820:171158853:171157260:171165819:SE","SE","ENSMUSG00000013973","Dedd","chr1","+",171158820,171158853,33,"Small (30-50bp)",0.109,9.41268011599817e-09
"chr1:138950842:138950886:138893968:138967737:SE","SE","ENSMUSG00000056268","Dennd1b","chr1","+",138950842,138950886,44,"Small (30-50bp)",0.187,0.00111649201585084
"chr5:33021353:33021656:33021087:33021920:SE","SE","ENSMUSG00000037426","Depdc5","chr5","+",33021353,33021656,303,"Regular (>50bp)",0.13,7.71814477123387e-06
"chr5:33021501:33021656:33021087:33021920:SE","SE","ENSMUSG00000037426","Depdc5","chr5","+",33021501,33021656,155,"Regular (>50bp)",0.134,1.13455362352412e-05
"chr6:83457824:83457924:83457418:83458328:SE","SE","ENSMUSG00000014554","Dguok","chr6","-",83457824,83457924,100,"Regular (>50bp)",-0.111,5.21162027294763e-05
"chr10:76107209:76107239:76106291:76108366:SE","SE","ENSMUSG00000020231","Dip2a","chr10","-",76107209,76107239,30,"Microexon (0-30bp)",0.168,0.000735208041510314
"chr14:61861881:61861931:61841255:61862668:SE","SE","ENSMUSG00000097589","Dleu2","chr14","-",61861881,61861931,50,"Small (30-50bp)",-0.164,0.0427466608636049
"chr16:31673470:31673506:31672702:31675258:SE","SE","ENSMUSG00000022770","Dlg1","chr16","+",31673470,31673506,36,"Small (30-50bp)",0.139,8.81268485011539e-07
"chr16:31673485:31673506:31666487:31675258:SE","SE","ENSMUSG00000022770","Dlg1","chr16","+",31673485,31673506,21,"Microexon (0-30bp)",-0.104,0.0218207418493108
"chr14:24252365:24252434:24243022:24295214:SE","SE","ENSMUSG00000021782","Dlg5","chr14","-",24252365,24252434,69,"Regular (>50bp)",0.159,0.00869172600910798
"chr7:25320848:25320937:25320517:25321397:SE","SE","ENSMUSG00000057229","Dmac2","chr7","+",25320848,25320937,89,"Regular (>50bp)",-0.203,0.00698114473783677
"chr12:69772228:69772328:69771788:69784724:SE","SE","ENSMUSG00000054894","Dmac2l","chr12","+",69772228,69772328,100,"Regular (>50bp)",0.126,0.0190657268400384
"chr7:18821418:18821625:18821258:18821925:SE","SE","ENSMUSG00000030409","Dmpk","chr7","+",18821418,18821625,207,"Regular (>50bp)",-0.109,2.02220019005814e-08
"chr14:70842736:70842802:70842488:70842980:SE","SE","ENSMUSG00000022099","Dmtn","chr14","-",70842736,70842802,66,"Regular (>50bp)",-0.117,0.0239082351189277
"chr15:79649987:79650054:79649222:79658559:SE","SE","ENSMUSG00000022420","Dnal4","chr15","-",79649987,79650054,67,"Regular (>50bp)",0.119,0.023789401793687
"chr2:32200462:32200499:32200039:32202138:SE","SE","ENSMUSG00000026825","Dnm1","chr2","-",32200462,32200499,37,"Small (30-50bp)",-0.104,0.0269272889583834
"chr9:21401953:21401965:21401090:21405799:SE","SE","ENSMUSG00000033335","Dnm2","chr9","+",21401953,21401965,12,"Microexon (0-30bp)",0.118,0.000947054302203747
"chr2:153526278:153526397:153520476:153528177:SE","SE","ENSMUSG00000027478","Dnmt3b","chr2","+",153526278,153526397,119,"Regular (>50bp)",-0.127,0.000221331893572252
"chr12:40844595:40844622:40840160:40844766:SE","SE","ENSMUSG00000035954","Dock4","chr12","+",40844595,40844622,27,"Microexon (0-30bp)",0.164,0
"chr14:121797336:121797372:121796545:121798001:SE","SE","ENSMUSG00000025558","Dock9","chr14","-",121797336,121797372,36,"Small (30-50bp)",0.19,0.0101146356328822
"chr9:86388923:86388953:86388572:86389556:SE","SE","ENSMUSG00000034973","Dop1a","chr9","+",86388923,86388953,30,"Microexon (0-30bp)",0.195,0.042844740993165
"chr12:3824569:3824610:3823640:3829618:SE","SE","ENSMUSG00000071454","Dtnb","chr12","+",3824569,3824610,41,"Small (30-50bp)",-0.187,3.98457234897981e-05
"chr2:80451537:80452144:80447628:80454669:SE","SE","ENSMUSG00000027001","Dusp19","chr2","+",80451537,80452144,607,"Regular (>50bp)",0.124,0.015593042477189
"chr14:25980743:25980945:25980098:25983911:SE","SE","ENSMUSG00000048502","Duxbl1","chr14","+",25980743,25980945,202,"Regular (>50bp)",-0.284,0.00170286026563699
"chr2:71063992:71064052:71059034:71066258:SE","SE","ENSMUSG00000027012","Dync1i2","chr2","+",71063992,71064052,60,"Regular (>50bp)",0.172,0
"chr8:105147916:105148035:105147306:105148918:SE","SE","ENSMUSG00000035770","Dync1li2","chr8","-",105147916,105148035,119,"Regular (>50bp)",-0.276,0.000769181720464315
"chr6:126869046:126869183:126868736:126871639:SE","SE","ENSMUSG00000030345","Dyrk4","chr6","-",126869046,126869183,137,"Regular (>50bp)",0.111,0.000118976248211211
"chr14:119161308:119161507:119160579:119161836:SE","SE","ENSMUSG00000042156","Dzip1","chr14","-",119161308,119161507,199,"Regular (>50bp)",-0.149,0.00537855963073971
"chr10:39498898:39499087:39498723:39508945:SE","SE","ENSMUSG00000087177","E130307A14Rik","chr10","-",39498898,39499087,189,"Regular (>50bp)",-0.235,0.00396721263333828
"chr10:39508945:39509012:39499087:39557468:SE","SE","ENSMUSG00000087177","E130307A14Rik","chr10","-",39508945,39509012,67,"Regular (>50bp)",-0.183,0.0404283960928313
"chr10:39516271:39516507:39498723:39607733:SE","SE","ENSMUSG00000087177","E130307A14Rik","chr10","-",39516271,39516507,236,"Regular (>50bp)",-0.128,0.0159843432782325
"chr10:39521551:39521804:39516507:39530517:SE","SE","ENSMUSG00000087177","E130307A14Rik","chr10","-",39521551,39521804,253,"Regular (>50bp)",-0.324,0.000392061214348815
"chr10:39521551:39521804:39516507:39557468:SE","SE","ENSMUSG00000087177","E130307A14Rik","chr10","-",39521551,39521804,253,"Regular (>50bp)",-0.226,0.00240590744543024
"chr10:39530517:39530684:39521804:39557468:SE","SE","ENSMUSG00000087177","E130307A14Rik","chr10","-",39530517,39530684,167,"Regular (>50bp)",-0.217,0.00875105263647079
"chr7:29656384:29656459:29653381:29660317:SE","SE","ENSMUSG00000121374","ENSMUSG00000121374","chr7","+",29656384,29656459,75,"Regular (>50bp)",-0.171,0.0038321614029679
"chr7:39120820:39120930:39116858:39122285:SE","SE","ENSMUSG00000121502","ENSMUSG00000121502","chr7","+",39120820,39120930,110,"Regular (>50bp)",0.373,3.3499803481681e-06
"chr7:42870265:42870525:42863571:42872998:SE","SE","ENSMUSG00000074887","EU599041","chr7","+",42870265,42870525,260,"Regular (>50bp)",-0.139,0.000806405267909375
"chr16:36630833:36630970:36628522:36645019:SE","SE","ENSMUSG00000022838","Eaf2","chr16","-",36630833,36630970,137,"Regular (>50bp)",-0.184,0.012521616887176
"chr16:36645019:36645114:36630970:36648412:SE","SE","ENSMUSG00000022838","Eaf2","chr16","-",36645019,36645114,95,"Regular (>50bp)",-0.257,0.000513778543465898
"chr1:151688504:151688519:151687455:151694060:SE","SE","ENSMUSG00000043019","Edem3","chr1","+",151688504,151688519,15,"Microexon (0-30bp)",0.115,0.00404923577228385
"chr1:151688504:151688552:151687455:151694060:SE","SE","ENSMUSG00000043019","Edem3","chr1","+",151688504,151688552,48,"Small (30-50bp)",0.105,0.000635778430255848
"chr7:132433088:132433305:132429611:132438828:SE","SE","ENSMUSG00000030960","Eef1akmt2","chr7","-",132433088,132433305,217,"Regular (>50bp)",-0.111,0.00020546106696315
"chr15:75774527:75775667:75773101:75781093:SE","SE","ENSMUSG00000055762","Eef1d","chr15","-",75774527,75775667,1140,"Regular (>50bp)",0.157,1.63027543563202e-06
"chr15:75774527:75775667:75773104:75781093:SE","SE","ENSMUSG00000055762","Eef1d","chr15","-",75774527,75775667,1140,"Regular (>50bp)",0.128,7.8969694359759e-10
"chr11:77063130:77063287:77042799:77079541:SE","SE","ENSMUSG00000050944","Efcab5","chr11","-",77063130,77063287,157,"Regular (>50bp)",0.541,3.71457112083881e-06
"chr11:3183987:3184059:3180101:3184461:SE","SE","ENSMUSG00000020454","Eif4enif1","chr11","+",3183987,3184059,72,"Regular (>50bp)",0.102,0.00398410740864226
"chr16:20493535:20493556:20493064:20494093:SE","SE","ENSMUSG00000045983","Eif4g1","chr16","+",20493535,20493556,21,"Microexon (0-30bp)",0.166,1.83302648422216e-13
"chr4:137811567:137811681:137810299:137823219:SE","SE","ENSMUSG00000028760","Eif4g3","chr4","+",137811567,137811681,114,"Regular (>50bp)",-0.183,0.0311196585059158
"chr4:110112615:110112702:110108718:110143666:SE","SE","ENSMUSG00000028546","Elavl4","chr4","-",110112615,110112702,87,"Regular (>50bp)",-0.208,1.34079673279972e-06
"chr8:121387232:121387409:121386756:121387522:SE","SE","ENSMUSG00000031819","Emc8","chr8","-",121387232,121387409,177,"Regular (>50bp)",-0.243,2.37073992252985e-05
"chr17:83732686:83732860:83729164:83734651:SE","SE","ENSMUSG00000032624","Eml4","chr17","+",83732686,83732860,174,"Regular (>50bp)",0.105,0.00335952453844866
"chr17:83732686:83732860:83729164:83735428:SE","SE","ENSMUSG00000032624","Eml4","chr17","+",83732686,83732860,174,"Regular (>50bp)",0.239,7.77367782715381e-09
"chr17:83734651:83734780:83729164:83735428:SE","SE","ENSMUSG00000032624","Eml4","chr17","+",83734651,83734780,129,"Regular (>50bp)",0.17,4.0523453940791e-06
"chr19:58935083:58935274:58934094:58941568:SE","SE","ENSMUSG00000048029","Eno4","chr19","+",58935083,58935274,191,"Regular (>50bp)",-0.211,0.000835981114338567
"chr19:58952809:58953005:58951339:58956933:SE","SE","ENSMUSG00000048029","Eno4","chr19","+",58952809,58953005,196,"Regular (>50bp)",-0.115,0.0020738325268988
"chr19:58952870:58953005:58951339:58956933:SE","SE","ENSMUSG00000048029","Eno4","chr19","+",58952870,58953005,135,"Regular (>50bp)",-0.226,0.00456552838661961
"chr5:110848387:110848630:110846782:110849486:SE","SE","ENSMUSG00000029505","Ep400","chr5","-",110848387,110848630,243,"Regular (>50bp)",0.188,1.51485169599794e-07
"chr2:156366800:156367208:156356130:156368808:SE","SE","ENSMUSG00000027624","Epb41l1","chr2","+",156366800,156367208,408,"Regular (>50bp)",0.112,9.1430477646744e-13
"chr17:69581095:69581161:69577659:69581698:SE","SE","ENSMUSG00000024044","Epb41l3","chr17","+",69581095,69581161,66,"Regular (>50bp)",0.159,6.98022358218519e-05
"chr17:69590879:69591002:69581890:69591533:SE","SE","ENSMUSG00000024044","Epb41l3","chr17","+",69590879,69591002,123,"Regular (>50bp)",0.204,0
"chr11:61425403:61425439:61424507:61426096:SE","SE","ENSMUSG00000001036","Epn2","chr11","-",61425403,61425439,36,"Small (30-50bp)",0.122,7.70019309919651e-05
"chr11:61444335:61444405:61438868:61456647:SE","SE","ENSMUSG00000001036","Epn2","chr11","-",61444335,61444405,70,"Regular (>50bp)",-0.119,0.00167767497948593
"chr13:103966695:103966839:103964531:103970005:SE","SE","ENSMUSG00000021709","Erbin","chr13","-",103966695,103966839,144,"Regular (>50bp)",-0.157,3.67696787739001e-08
"chr13:104022648:104022846:104005406:104056753:SE","SE","ENSMUSG00000021709","Erbin","chr13","-",104022648,104022846,198,"Regular (>50bp)",-0.455,5.1330431071284e-06
"chr6:119595806:119595873:119571934:119597271:SE","SE","ENSMUSG00000030172","Erc1","chr6","-",119595806,119595873,67,"Regular (>50bp)",0.128,2.15437648629046e-05
"chr6:119711041:119711053:119699269:119720248:SE","SE","ENSMUSG00000030172","Erc1","chr6","-",119711041,119711053,12,"Microexon (0-30bp)",0.163,2.75166287953894e-05
"chr17:26873800:26873927:26871784:26874040:SE","SE","ENSMUSG00000001576","Ergic1","chr17","+",26873800,26873927,127,"Regular (>50bp)",-0.156,9.56667335520824e-06
"chr6:148092416:148092521:148091082:148096692:SE","SE","ENSMUSG00000030304","Ergic2","chr6","-",148092416,148092521,105,"Regular (>50bp)",-0.109,0.00549010424682853
"chr2:155857296:155857311:155853326:155857908:SE","SE","ENSMUSG00000005881","Ergic3","chr2","+",155857296,155857311,15,"Microexon (0-30bp)",0.169,0
"chr18:10593745:10595875:10588550:10596338:SE","SE","ENSMUSG00000024293","Esco1","chr18","-",10593745,10595875,2130,"Regular (>50bp)",-0.102,5.36401155092723e-06
"chr18:10595675:10595875:10588550:10596338:SE","SE","ENSMUSG00000024293","Esco1","chr18","-",10595675,10595875,200,"Regular (>50bp)",-0.129,6.10806624409645e-06
"chr6:149044103:149044213:149043202:149045531:SE","SE","ENSMUSG00000039958","Etfbkmt","chr6","+",149044103,149044213,110,"Regular (>50bp)",0.132,0.0297029557121197
"chr11:5041459:5041477:5038146:5041858:SE","SE","ENSMUSG00000009079","Ewsr1","chr11","-",5041459,5041477,18,"Microexon (0-30bp)",0.222,0
"chr5:76688593:76688614:76685704:76689897:SE","SE","ENSMUSG00000036435","Exoc1","chr5","+",76688593,76688614,21,"Microexon (0-30bp)",0.252,1.58910376195037e-06
"chr11:116184100:116184139:116183410:116184797:SE","SE","ENSMUSG00000020792","Exoc7","chr11","-",116184100,116184139,39,"Small (30-50bp)",0.169,2.46650849294221e-07
"chr11:116188396:116188489:116186515:116191091:SE","SE","ENSMUSG00000020792","Exoc7","chr11","-",116188396,116188489,93,"Regular (>50bp)",0.21,2.59888001530519e-13
"chr9:119274352:119274387:119274216:119276014:SE","SE","ENSMUSG00000042787","Exog","chr9","+",119274352,119274387,35,"Small (30-50bp)",-0.15,0.00871617407300527
"chr4:132384888:132384927:132384099:132389205:SE","SE","ENSMUSG00000028886","Eya3","chr4","+",132384888,132384927,39,"Small (30-50bp)",0.204,1.83302648422216e-13
"chr9:98872967:98873024:98868565:98874153:SE","SE","ENSMUSG00000032463","Faim","chr9","+",98872967,98873024,57,"Regular (>50bp)",0.182,4.91114595799159e-12
