"GeneID","geneSymbol","n_selection_events","event_types","size_categories","event_coords","mean_dPSI"
"ENSMUSG00000020284","Cfap410",1,"SE","Regular (>50bp)","chr10:77815586-77815885",-0.317
"ENSMUSG00000020451","Limk2",1,"SE","Small (30-50bp)","chr11:3311782-3311825",-0.127
"ENSMUSG00000020454","Eif4enif1",1,"SE","Regular (>50bp)","chr11:3183987-3184059",0.102
"ENSMUSG00000020458","Rtn4",1,"MXE","Regular (>50bp)","chr11:29656409-29658770",-0.19
"ENSMUSG00000020646","Mboat2",1,"SE","Regular (>50bp)","chr12:24974197-24974293",-0.22
"ENSMUSG00000020680","Taf15",1,"SE","Regular (>50bp)","chr11:83379750-83379871",-0.286
"ENSMUSG00000020717","Pecam1",1,"SE","Regular (>50bp)","chr11:106571857-106571911",0.118
"ENSMUSG00000020785","Camkk1",1,"RI","Regular (>50bp)","chr11:72928020-72928451",-0.107
"ENSMUSG00000020792","Exoc7",1,"SE","Small (30-50bp)","chr11:116184100-116184139",0.169
"ENSMUSG00000020812","Snhg16",1,"A5SS","Regular (>50bp)","chr11:116562488-116563181",-0.184
"ENSMUSG00000020859","Spag9",1,"SE","Microexon (0-30bp)","chr11:93970024-93970036",0.196
"ENSMUSG00000020866","Cacna1g",1,"A3SS","Regular (>50bp)","chr11:94349919-94350703",-0.107
"ENSMUSG00000021140","Pcnx",1,"MXE","Regular (>50bp)","chr12:81975015-81975148",0.124
"ENSMUSG00000021276","Cinp",1,"SE","Regular (>50bp)","chr12:110843656-110843806",-0.331
"ENSMUSG00000021427","Ssr1",1,"SE","Microexon (0-30bp)","chr13:38167070-38167085",0.156
"ENSMUSG00000021432","Slc35b3",1,"SE","Regular (>50bp)","chr13:39128475-39128630",-0.124
"ENSMUSG00000021461","Fancc",1,"SE","Regular (>50bp)","chr13:63508009-63508074",-0.193
"ENSMUSG00000021548","Ccnh",1,"SE","Regular (>50bp)","chr13:85345469-85345680",-0.285
"ENSMUSG00000021686","Ap3b1",1,"SE","Small (30-50bp)","chr13:94680491-94680530",0.15
"ENSMUSG00000021832","Psmc6",1,"SE","Regular (>50bp)","chr14:45567822-45567978",-0.2
"ENSMUSG00000021838","Samd4",1,"SE","Regular (>50bp)","chr14:47290306-47290570",-0.15
"ENSMUSG00000021895","Arhgef3",1,"SE","Regular (>50bp)","chr14:26865949-26866087",-0.238
"ENSMUSG00000021903","Galnt15",1,"SE","Regular (>50bp)","chr14:31765045-31765250",-0.171
"ENSMUSG00000021917","Spcs1",1,"RI","Regular (>50bp)","chr14:30722634-30722860",-0.149
"ENSMUSG00000021936","Mapk8",1,"MXE","Regular (>50bp)","chr14:33112198-33112270",0.102
"ENSMUSG00000021969","Zdhhc20",1,"SE","Small (30-50bp)","chr14:58087601-58087637",0.196
"ENSMUSG00000021972","Hmbox1",1,"SE","Regular (>50bp)","chr14:65062747-65062819",-0.127
"ENSMUSG00000022124","Fbxl3",1,"MXE","Regular (>50bp)","chr14:103329739-103329862",-0.106
"ENSMUSG00000022211","Carmil3",1,"RI","Regular (>50bp)","chr14:55742856-55743116",-0.143
"ENSMUSG00000022307","Oxr1",1,"SE","Regular (>50bp)","chr15:41712065-41712146",0.246
"ENSMUSG00000022329","Stk3",1,"SE","Microexon (0-30bp)","chr15:35115083-35115104",0.135
"ENSMUSG00000022359","Wdyhv1",1,"SE","Regular (>50bp)","chr15:58015992-58016141",0.11
"ENSMUSG00000022386","Trmu",1,"SE","Regular (>50bp)","chr15:85778378-85778484",-0.163
"ENSMUSG00000022420","Dnal4",1,"SE","Regular (>50bp)","chr15:79649987-79650054",0.119
"ENSMUSG00000022469","Rapgef3",1,"A3SS","Regular (>50bp)","chr15:97655563-97655695",-0.14
"ENSMUSG00000022487","Gtsf1",1,"SE","Regular (>50bp)","chr15:103338603-103338684",-0.166
"ENSMUSG00000022498","Txndc11",1,"SE","Regular (>50bp)","chr16:10911679-10911792",0.108
"ENSMUSG00000022517","Mgrn1",1,"SE","Small (30-50bp)","chr16:4752058-4752103",0.14
"ENSMUSG00000022537","Tmem44",1,"RI","Regular (>50bp)","chr16:30359556-30362306",-0.196
"ENSMUSG00000022552","Sharpin",1,"A3SS","Regular (>50bp)","chr15:76231863-76232007",0.154
"ENSMUSG00000022558","Mroh1",1,"RI","Regular (>50bp)","chr15:76305339-76308035",-0.103
"ENSMUSG00000022565","Plec",1,"SE","Small (30-50bp)","chr15:76078165-76078201",0.101
"ENSMUSG00000022574","Naprt",1,"SE","Regular (>50bp)","chr15:75763811-75763896",-0.293
"ENSMUSG00000022604","Cep97",1,"SE","Regular (>50bp)","chr16:55742433-55742600",0.111
"ENSMUSG00000022623","Shank3",1,"SE","Microexon (0-30bp)","chr15:89422217-89422241",0.129
"ENSMUSG00000022635","Zcrb1",1,"SE","Microexon (0-30bp)","chr15:93293467-93293496",-0.163
"ENSMUSG00000022701","Ccdc191",1,"SE","Small (30-50bp)","chr16:43712515-43712554",0.186
"ENSMUSG00000022801","Lrch3",1,"SE","Regular (>50bp)","chr16:32829558-32829806",0.182
"ENSMUSG00000022837","Iqcb1",1,"SE","Regular (>50bp)","chr16:36649365-36649435",-0.139
"ENSMUSG00000022890","Atp5j",1,"SE","Regular (>50bp)","chr16:84630707-84630762",-0.108
"ENSMUSG00000022992","Kansl2",1,"SE","Regular (>50bp)","chr15:98429203-98429318",-0.107
"ENSMUSG00000023153","Tmem52",1,"RI","Regular (>50bp)","chr4:155553759-155553960",0.361
"ENSMUSG00000023191","P3h3",1,"RI","Regular (>50bp)","chr6:124827880-124828094",-0.14
"ENSMUSG00000023393","Slc17a9",1,"RI","Regular (>50bp)","chr2:180373672-180374365",-0.154
"ENSMUSG00000023764","Sfi1",1,"RI","Regular (>50bp)","chr11:3083071-3085542",-0.143
"ENSMUSG00000024012","Mtch1",1,"A3SS","Regular (>50bp)","chr17:29551049-29551231",0.157
"ENSMUSG00000024050","Wiz",1,"SE","Regular (>50bp)","chr17:32581766-32581937",-0.17
"ENSMUSG00000024118","Tedc2",1,"RI","Regular (>50bp)","chr17:24439225-24439589",-0.145
"ENSMUSG00000024150","Mcfd2",1,"SE","Regular (>50bp)","chr17:87571568-87571793",-0.284
"ENSMUSG00000024273","2700062C07Rik",1,"SE","Microexon (0-30bp)","chr18:24604118-24604141",-0.102
"ENSMUSG00000024287","Thoc1",1,"A5SS","Regular (>50bp)","chr18:9959097-9959315",-0.102
"ENSMUSG00000024301","Kifc5b",1,"SE","Regular (>50bp)","chr17:27140780-27140834",0.121
"ENSMUSG00000024347","Psd2",1,"A5SS","Regular (>50bp)","chr18:36121232-36121294",0.264
"ENSMUSG00000024357","Sil1",1,"SE","Regular (>50bp)","chr18:35626197-35626286",-0.151
"ENSMUSG00000024454","Hdac3",1,"RI","Regular (>50bp)","chr18:38074005-38074819",-0.114
"ENSMUSG00000024480","Ap3s1",1,"SE","Small (30-50bp)","chr18:46916825-46916866",-0.757
"ENSMUSG00000024603","Dctn4",1,"SE","Microexon (0-30bp)","chr18:60678428-60678449",0.164
"ENSMUSG00000024645","Timm21",1,"RI","Regular (>50bp)","chr18:84965958-84967416",-0.128
"ENSMUSG00000024663","Rab3il1",1,"SE","Regular (>50bp)","chr19:10005648-10005867",0.181
"ENSMUSG00000024871","Doc2g",1,"RI","Regular (>50bp)","chr19:4054322-4054648",0.125
"ENSMUSG00000024983","Vti1a",1,"SE","Microexon (0-30bp)","chr19:55375620-55375641",0.293
"ENSMUSG00000025019","Lcor",1,"SE","Regular (>50bp)","chr19:41534313-41534446",-0.29
"ENSMUSG00000025076","Casp7",1,"MXE","Regular (>50bp)","chr19:56421673-56421810",0.101
"ENSMUSG00000025138","Sirt7",1,"RI","Regular (>50bp)","chr11:120511249-120511709",-0.129
"ENSMUSG00000025261","Huwe1",1,"SE","Regular (>50bp)","chrX:150587441-150587536",-0.208
"ENSMUSG00000025337","Sbds",1,"A3SS","Regular (>50bp)","chr5:130282779-130282850",-0.168
"ENSMUSG00000025404","R3hdm2",1,"SE","Regular (>50bp)","chr10:127317561-127317624",0.107
"ENSMUSG00000025420","Katnal2",1,"SE","Regular (>50bp)","chr18:77099685-77099800",0.151
"ENSMUSG00000025470","Zfp511",1,"RI","Regular (>50bp)","chr7:139619238-139620515",-0.106
"ENSMUSG00000025485","Ric8a",1,"SE","Regular (>50bp)","chr7:140437894-140438185",-0.42
"ENSMUSG00000025487","Psmd13",1,"RI","Regular (>50bp)","chr7:140466300-140466758",-0.206
"ENSMUSG00000025494","Sigirr",1,"RI","Regular (>50bp)","chr7:140671087-140671905",-0.282
"ENSMUSG00000025571","Tnrc6c",1,"A5SS","Regular (>50bp)","chr11:117640402-117643970",-0.141
"ENSMUSG00000025736","Jmjd8",1,"RI","Regular (>50bp)","chr17:26048915-26049180",0.205
"ENSMUSG00000025762","Larp1b",1,"SE","Regular (>50bp)","chr3:40916603-40916663",0.113
"ENSMUSG00000025950","Idh1",1,"SE","Regular (>50bp)","chr1:65220786-65220857",-0.307
"ENSMUSG00000026005","Rpe",1,"A5SS","Small (30-50bp)","chr1:66740775-66740807",0.126
"ENSMUSG00000026020","Nop58",1,"A3SS","Regular (>50bp)","chr1:59731710-59731887",-0.126
"ENSMUSG00000026029","Casp8",1,"SE","Regular (>50bp)","chr1:58843157-58843273",0.101
"ENSMUSG00000026074","Map4k4",1,"SE","Regular (>50bp)","chr1:40042922-40043147",0.111
"ENSMUSG00000026082","Rev1",1,"SE","Regular (>50bp)","chr1:38147484-38147548",-0.111
"ENSMUSG00000026113","Inpp4a",1,"SE","Microexon (0-30bp)","chr1:37413355-37413370",0.181
"ENSMUSG00000026177","Slc11a1",1,"RI","Regular (>50bp)","chr1:74422783-74423332",-0.102
"ENSMUSG00000026179","Pnkd",1,"SE","Regular (>50bp)","chr1:74326250-74326367",0.117
"ENSMUSG00000026313","Hdac4",1,"SE","Regular (>50bp)","chr1:92019453-92019540",-0.211
"ENSMUSG00000026349","Ccnt2",1,"RI","Regular (>50bp)","chr1:127719341-127723537",0.131
"ENSMUSG00000026471","Mr1",1,"A5SS","Regular (>50bp)","chr1:155013259-155013520",-0.118
"ENSMUSG00000026527","Rgs7",1,"SE","Regular (>50bp)","chr1:174903582-174903663",-0.187
"ENSMUSG00000026672","Optn",1,"SE","Regular (>50bp)","chr2:5059350-5059527",-0.105
"ENSMUSG00000026721","Rabgap1l",1,"RI","Regular (>50bp)","chr1:160568321-160568501",-0.14
"ENSMUSG00000026737","Pip4k2a",1,"SE","Small (30-50bp)","chr2:18870922-18870961",-0.154
"ENSMUSG00000026773","Pfkfb3",1,"SE","Regular (>50bp)","chr2:11480564-11480617",0.127
"ENSMUSG00000026781","Acbd5",1,"SE","Small (30-50bp)","chr2:22970679-22970712",0.171
"ENSMUSG00000026816","Gtf3c5",1,"MXE","Regular (>50bp)","chr2:28471142-28471277",-0.717
"ENSMUSG00000026825","Dnm1",1,"SE","Small (30-50bp)","chr2:32200462-32200499",-0.104
"ENSMUSG00000026826","Nr4a2",1,"A3SS","Regular (>50bp)","chr2:57002962-57003301",-0.16
"ENSMUSG00000026848","Tor1b",1,"A3SS","Regular (>50bp)","chr2:30845779-30845965",-0.109
"ENSMUSG00000026853","Crat",1,"SE","Regular (>50bp)","chr2:30303871-30304008",0.102
"ENSMUSG00000026860","Sh3glb2",1,"SE","Microexon (0-30bp)","chr2:30239237-30239249",0.228
"ENSMUSG00000026867","Gapvd1",1,"SE","Regular (>50bp)","chr2:34612949-34613030",0.177
"ENSMUSG00000026873","Phf19",1,"SE","Regular (>50bp)","chr2:34788935-34789023",-0.179
"ENSMUSG00000026933","Camsap1",1,"MXE","Regular (>50bp)","chr2:25843926-25843986",-0.162
"ENSMUSG00000026946","Nmi",1,"SE","Small (30-50bp)","chr2:51862599-51862639",0.198
"ENSMUSG00000026958","Dpp7",1,"RI","Regular (>50bp)","chr2:25244904-25245965",-0.158
"ENSMUSG00000026977","Marchf7",1,"SE","Microexon (0-30bp)","chr2:60077831-60077856",0.187
"ENSMUSG00000026999","Nup35",1,"SE","Small (30-50bp)","chr2:80454669-80454704",-0.356
"ENSMUSG00000027001","Dusp19",1,"SE","Regular (>50bp)","chr2:80451537-80452144",0.124
"ENSMUSG00000027071","P2rx3",1,"SE","Regular (>50bp)","chr2:84854459-84854517",-0.104
"ENSMUSG00000027109","Sp3",1,"MXE","Regular (>50bp)","chr2:72800498-72801858",0.137
"ENSMUSG00000027130","Slc12a6",1,"SE","Small (30-50bp)","chr2:112146585-112146630",0.131
"ENSMUSG00000027207","Galk2",1,"SE","Regular (>50bp)","chr2:125712245-125712381",0.194
"ENSMUSG00000027263","Tubgcp4",1,"RI","Regular (>50bp)","chr2:121019842-121020446",-0.133
"ENSMUSG00000027273","Snap25",1,"SE","Regular (>50bp)","chr2:136611662-136611780",-0.111
"ENSMUSG00000027281","Slx4ip",1,"SE","Regular (>50bp)","chr2:136846853-136846974",-0.22
"ENSMUSG00000027298","Tyro3",1,"RI","Regular (>50bp)","chr2:119642540-119643780",-0.211
"ENSMUSG00000027506","Tpd52",1,"SE","Microexon (0-30bp)","chr3:9008610-9008637",0.314
"ENSMUSG00000027523","Gnas",1,"SE","Microexon (0-30bp)","chr2:174169900-174169924",0.15
"ENSMUSG00000027550","Lrrcc1",1,"SE","Regular (>50bp)","chr3:14619363-14619565",0.119
"ENSMUSG00000027575","Arfgap1",1,"SE","Regular (>50bp)","chr2:180620963-180621020",-0.183
"ENSMUSG00000027584","Oprl1",1,"A5SS","Regular (>50bp)","chr2:181357482-181357739",-0.118
"ENSMUSG00000027630","Tbl1xr1",1,"SE","Regular (>50bp)","chr3:22143576-22143686",-0.127
"ENSMUSG00000027634","Ndrg3",1,"SE","Small (30-50bp)","chr2:156771851-156771890",0.113
"ENSMUSG00000027646","Src",1,"SE","Microexon (0-30bp)","chr2:157300762-157300780",0.119
"ENSMUSG00000027677","Ttc14",1,"SE","Regular (>50bp)","chr3:33857598-33857754",-0.105
"ENSMUSG00000027708","Dcun1d1",1,"SE","Regular (>50bp)","chr3:35973149-35973318",-0.117
"ENSMUSG00000027722","Spata5",1,"MXE","Regular (>50bp)","chr3:37484194-37484253",0.103
"ENSMUSG00000027763","Mbnl1",1,"SE","Regular (>50bp)","chr3:60522103-60522157",0.146
"ENSMUSG00000027799","Nbea",1,"SE","Microexon (0-30bp)","chr3:55901468-55901477",0.201
"ENSMUSG00000028013","Ppa2",1,"SE","Regular (>50bp)","chr3:133045023-133045110",-0.221
"ENSMUSG00000028033","Kcnq5",1,"SE","Microexon (0-30bp)","chr1:21536606-21536633",0.353
"ENSMUSG00000028047","Thbs3",1,"RI","Regular (>50bp)","chr3:89130309-89130830",-0.115
"ENSMUSG00000028064","Sema4a",1,"RI","Regular (>50bp)","chr3:88358651-88359093",-0.251
"ENSMUSG00000028207","Asph",1,"SE","Small (30-50bp)","chr4:9637658-9637703",0.119
"ENSMUSG00000028256","Odf2l",1,"SE","Regular (>50bp)","chr3:144832783-144832912",0.141
"ENSMUSG00000028312","Smc2",1,"SE","Regular (>50bp)","chr4:52440200-52440423",0.107
"ENSMUSG00000028391","Wdr31",1,"A5SS","Regular (>50bp)","chr4:62388948-62389124",0.168
"ENSMUSG00000028433","Ubap2",1,"SE","Small (30-50bp)","chr4:41245455-41245492",0.109
"ENSMUSG00000028549","Itgb3bp",1,"MXE","Regular (>50bp)","chr4:99690333-99690469",-0.109
"ENSMUSG00000028550","Atg4c",1,"SE","Regular (>50bp)","chr4:99116792-99116871",0.143
"ENSMUSG00000028565","Nfia",1,"SE","Regular (>50bp)","chr4:97969961-97970053",0.238
"ENSMUSG00000028671","Gale",1,"A3SS","Regular (>50bp)","chr4:135692536-135692767",-0.243
"ENSMUSG00000028687","Mutyh",1,"RI","Regular (>50bp)","chr4:116675084-116675479",0.236
"ENSMUSG00000028744","Slc66a1",1,"SE","Regular (>50bp)","chr4:139023084-139023244",-0.155
"ENSMUSG00000028796","Phc2",1,"SE","Regular (>50bp)","chr4:128635708-128635877",-0.202
"ENSMUSG00000028901","Gmeb1",1,"MXE","Regular (>50bp)","chr4:131964421-131964525",0.113
"ENSMUSG00000028919","Arhgef19",1,"SE","Regular (>50bp)","chr4:140973256-140973363",-0.18
"ENSMUSG00000028931","Kcnab2",1,"SE","Small (30-50bp)","chr4:152519238-152519280",0.133
"ENSMUSG00000029055","Plch2",1,"SE","Microexon (0-30bp)","chr4:155069822-155069849",0.144
"ENSMUSG00000029060","Mib2",1,"RI","Regular (>50bp)","chr4:155743350-155743722",-0.101
"ENSMUSG00000029127","Zbtb49",1,"MXE","Regular (>50bp)","chr5:38363232-38363306",0.104
"ENSMUSG00000029141","Slc4a1ap",1,"A3SS","Regular (>50bp)","chr5:31705954-31706025",-0.235
"ENSMUSG00000029148","Nrbp1",1,"SE","Microexon (0-30bp)","chr5:31403665-31403689",0.114
"ENSMUSG00000029152","Ociad1",1,"SE","Small (30-50bp)","chr5:73451308-73451353",-0.116
"ENSMUSG00000029206","Nsun7",1,"SE","Regular (>50bp)","chr5:66421351-66421410",-0.508
"ENSMUSG00000029208","Guf1",1,"SE","Regular (>50bp)","chr5:69720425-69720565",0.123
"ENSMUSG00000029221","Slc30a9",1,"SE","Regular (>50bp)","chr5:67491848-67492011",0.167
"ENSMUSG00000029405","G3bp2",1,"SE","Regular (>50bp)","chr5:92211195-92211294",0.121
"ENSMUSG00000029422","Rsrc2",1,"SE","Regular (>50bp)","chr5:123884834-123884933",-0.133
"ENSMUSG00000029472","Anapc5",1,"RI","Regular (>50bp)","chr5:122929670-122929997",-0.108
"ENSMUSG00000029528","Pxn",1,"SE","Regular (>50bp)","chr5:115686340-115687171",0.501
"ENSMUSG00000029534","St7",1,"SE","Regular (>50bp)","chr6:17850355-17850424",0.107
"ENSMUSG00000029538","Srsf9",1,"SE","Regular (>50bp)","chr5:115466405-115466763",0.109
"ENSMUSG00000029577","Ube3b",1,"MXE","Regular (>50bp)","chr5:114530158-114530244",0.123
"ENSMUSG00000029635","Cdk8",1,"SE","Regular (>50bp)","chr5:146205024-146205096",0.127
"ENSMUSG00000029703","Lrwd1",1,"RI","Regular (>50bp)","chr5:136161159-136162904",-0.253
"ENSMUSG00000029712","Actl6b",1,"SE","Regular (>50bp)","chr5:137552774-137552940",0.179
"ENSMUSG00000029730","Mcm7",1,"A3SS","Regular (>50bp)","chr5:138168578-138168684",-0.157
"ENSMUSG00000029780","Nt5c3",1,"SE","Small (30-50bp)","chr6:56900051-56900097",0.166
"ENSMUSG00000029823","Luc7l2",1,"SE","Regular (>50bp)","chr6:38536138-38536239",0.18
"ENSMUSG00000029863","Casp2",1,"SE","Regular (>50bp)","chr6:42253803-42253864",0.378
"ENSMUSG00000029924","Slc37a3",1,"SE","Regular (>50bp)","chr6:39349012-39349071",0.136
"ENSMUSG00000030060","Hmces",1,"SE","Regular (>50bp)","chr6:87909840-87909964",-0.17
"ENSMUSG00000030166","Rad52",1,"A3SS","Regular (>50bp)","chr6:119899432-119899784",-0.104
"ENSMUSG00000030231","Plekha5",1,"SE","Regular (>50bp)","chr6:140501676-140501796",0.13
"ENSMUSG00000030232","Aebp2",1,"MXE","Regular (>50bp)","chr6:140625784-140625940",0.121
"ENSMUSG00000030254","Rad18",1,"SE","Regular (>50bp)","chr6:112605422-112605485",0.107
"ENSMUSG00000030263","Irag2",1,"SE","Small (30-50bp)","chr6:145083771-145083812",0.4
"ENSMUSG00000030279","C2cd5",1,"SE","Small (30-50bp)","chr6:143011911-143011944",0.132
"ENSMUSG00000030281","Il17rc",1,"SE","Small (30-50bp)","chr6:113451513-113451558",0.114
"ENSMUSG00000030304","Ergic2",1,"SE","Regular (>50bp)","chr6:148092416-148092521",-0.109
"ENSMUSG00000030329","Pianp",1,"RI","Regular (>50bp)","chr6:124978389-124980059",-0.257
"ENSMUSG00000030409","Dmpk",1,"SE","Regular (>50bp)","chr7:18821418-18821625",-0.109
"ENSMUSG00000030443","Zfp583",1,"A3SS","Regular (>50bp)","chr7:6326645-6326744",0.118
"ENSMUSG00000030498","Gas2",1,"SE","Regular (>50bp)","chr7:51581111-51581174",0.143
"ENSMUSG00000030660","Pik3c2a",1,"SE","Regular (>50bp)","chr7:116041825-116041913",0.115
"ENSMUSG00000030689","Ino80e",1,"RI","Regular (>50bp)","chr7:126456397-126456959",-0.11
"ENSMUSG00000030691","Fchsd2",1,"SE","Regular (>50bp)","chr7:100895508-100895580",0.12
"ENSMUSG00000030834","Abcc6",1,"MXE","Regular (>50bp)","chr7:45654543-45654690",0.236
"ENSMUSG00000030852","Tacc2",1,"SE","Regular (>50bp)","chr7:130346256-130346346",0.125
"ENSMUSG00000030929","Eri2",1,"A3SS","Regular (>50bp)","chr7:119385961-119386708",-0.167
"ENSMUSG00000030987","Stim1",1,"SE","Small (30-50bp)","chr7:102082403-102082440",0.188
"ENSMUSG00000030990","Pgap2",1,"SE","Regular (>50bp)","chr7:101872585-101872697",0.105
"ENSMUSG00000031012","Cask",1,"SE","Microexon (0-30bp)","chrX:13462924-13462942",0.169
"ENSMUSG00000031078","Cttn",1,"SE","Regular (>50bp)","chr7:144005763-144005874",-0.138
"ENSMUSG00000031105","Slc25a14",1,"SE","Small (30-50bp)","chrX:47717012-47717060",0.299
"ENSMUSG00000031109","Enox2",1,"A5SS","Regular (>50bp)","chrX:48111970-48112078",-0.127
"ENSMUSG00000031314","Taf1",1,"SE","Microexon (0-30bp)","chrX:100634339-100634345",0.201
"ENSMUSG00000031389","Arhgap4",1,"RI","Regular (>50bp)","chrX:72943704-72944075",-0.147
"ENSMUSG00000031425","Plp1",1,"A5SS","Regular (>50bp)","chrX:135732701-135732963",-0.183
"ENSMUSG00000031488","Rab11fip1",1,"SE","Regular (>50bp)","chr8:27641624-27643187",0.102
"ENSMUSG00000031508","Ankrd10",1,"SE","Regular (>50bp)","chr8:11670261-11670373",0.12
"ENSMUSG00000031671","Setd6",1,"SE","Regular (>50bp)","chr8:96442980-96443122",-0.278
"ENSMUSG00000031711","Zfp330",1,"RI","Regular (>50bp)","chr8:83491483-83493402",0.412
"ENSMUSG00000031729","Ist1",1,"RI","Regular (>50bp)","chr8:110402007-110403482",-0.132
"ENSMUSG00000031860","Pbx4",1,"SE","Regular (>50bp)","chr8:70316961-70317200",-0.176
"ENSMUSG00000031872","Bean1",1,"SE","Regular (>50bp)","chr8:104908642-104908751",0.127
"ENSMUSG00000031959","Wdr59",1,"SE","Regular (>50bp)","chr8:112199261-112199318",0.118
"ENSMUSG00000032064","Dixdc1",1,"RI","Regular (>50bp)","chr9:50593332-50593926",-0.105
"ENSMUSG00000032182","Yipf2",1,"SE","Regular (>50bp)","chr9:21503823-21503884",0.216
"ENSMUSG00000032280","Tle3",1,"A3SS","Regular (>50bp)","chr9:61309134-61309339",0.105
"ENSMUSG00000032297","Celf6",1,"MXE","Small (30-50bp)","chr9:59497917-59497966",0.103
"ENSMUSG00000032311","Nrg4",1,"A3SS","Regular (>50bp)","chr9:55133899-55134038",-0.341
"ENSMUSG00000032387","Rbpms2",1,"A3SS","Regular (>50bp)","chr9:65558828-65558986",-0.13
"ENSMUSG00000032410","Xrn1",1,"A5SS","Regular (>50bp)","chr9:95921752-95921909",0.119
"ENSMUSG00000032425","Zfp949",1,"SE","Regular (>50bp)","chr9:88434714-88434914",-0.105
"ENSMUSG00000032463","Faim",1,"SE","Regular (>50bp)","chr9:98872967-98873024",0.182
"ENSMUSG00000032570","Atp2c1",1,"SE","Microexon (0-30bp)","chr9:105370741-105370753",0.168
"ENSMUSG00000032637","Atxn2l",1,"A5SS","Regular (>50bp)","chr7:126091929-126092173",-0.149
"ENSMUSG00000032735","Ablim3",1,"SE","Regular (>50bp)","chr18:61952059-61952158",0.285
"ENSMUSG00000032999","Nlrp4f",1,"SE","Regular (>50bp)","chr13:65335254-65335422",0.254
"ENSMUSG00000033014","Trim33",1,"SE","Regular (>50bp)","chr3:103260882-103260933",-0.121
"ENSMUSG00000033213","AA467197",1,"SE","Regular (>50bp)","chr2:122480176-122480262",-0.217
"ENSMUSG00000033249","Hsf4",1,"MXE","Regular (>50bp)","chr8:105998737-105998840",0.123
"ENSMUSG00000033256","Shf",1,"SE","Regular (>50bp)","chr2:122185955-122186096",0.133
"ENSMUSG00000033335","Dnm2",1,"SE","Microexon (0-30bp)","chr9:21401953-21401965",0.118
"ENSMUSG00000033382","Trappc8",1,"SE","Microexon (0-30bp)","chr18:20988877-20988895",0.11
"ENSMUSG00000033392","Clasp2",1,"SE","Microexon (0-30bp)","chr9:113687648-113687672",0.252
"ENSMUSG00000033486","Catsper2",1,"SE","Regular (>50bp)","chr2:121236809-121236934",0.133
"ENSMUSG00000033540","Idua",1,"RI","Regular (>50bp)","chr5:108827976-108828363",-0.201
"ENSMUSG00000033543","Gtf2a2",1,"SE","Regular (>50bp)","chr9:69924354-69924473",-0.147
"ENSMUSG00000033762","Recql4",1,"RI","Regular (>50bp)","chr15:76589186-76589643",-0.13
"ENSMUSG00000033768","Nrxn2",1,"A3SS","Regular (>50bp)","chr19:6581297-6582308",-0.118
"ENSMUSG00000033809","Alg3",1,"MXE","Regular (>50bp)","chr16:20427491-20427639",-0.108
"ENSMUSG00000033819","Ppp1r16a",1,"SE","Regular (>50bp)","chr15:76573527-76573694",0.114
"ENSMUSG00000033902","Mapkbp1",1,"SE","Microexon (0-30bp)","chr2:119843781-119843799",0.12
"ENSMUSG00000034175","Rhbdd3",1,"A3SS","Regular (>50bp)","chr11:5050384-5050587",0.149
"ENSMUSG00000034377","Tulp4",1,"SE","Regular (>50bp)","chr17:6168570-6168641",0.184
"ENSMUSG00000034401","Spata6",1,"SE","Regular (>50bp)","chr4:111603337-111603475",0.11
"ENSMUSG00000034473","Sec22a",1,"SE","Regular (>50bp)","chr16:35167968-35168163",-0.144
"ENSMUSG00000034518","Hmgxb4",1,"MXE","Regular (>50bp)","chr8:75726440-75726519",0.119
"ENSMUSG00000034616","Ssh3",1,"RI","Regular (>50bp)","chr19:4316402-4316665",-0.109
"ENSMUSG00000034818","Celf5",1,"A3SS","Regular (>50bp)","chr10:81298502-81298646",-0.105
"ENSMUSG00000034903","Cobll1",1,"A3SS","Regular (>50bp)","chr2:64981322-64981511",0.168
"ENSMUSG00000034911","Ushbp1",1,"A3SS","Regular (>50bp)","chr8:71843284-71843425",-0.303
"ENSMUSG00000035086","Becn1",1,"A3SS","Regular (>50bp)","chr11:101184826-101185054",-0.145
"ENSMUSG00000035469","Rcbtb1",1,"SE","Regular (>50bp)","chr14:59444252-59444379",-0.509
"ENSMUSG00000035513","Ntng2",1,"SE","Regular (>50bp)","chr2:29088825-29088927",0.184
"ENSMUSG00000035597","Prpf39",1,"SE","Regular (>50bp)","chr12:65090316-65090385",-0.126
"ENSMUSG00000035770","Dync1li2",1,"SE","Regular (>50bp)","chr8:105147916-105148035",-0.276
"ENSMUSG00000035954","Dock4",1,"SE","Microexon (0-30bp)","chr12:40844595-40844622",0.164
"ENSMUSG00000035967","Ints6l",1,"RI","Regular (>50bp)","chrX:55538398-55542094",0.125
"ENSMUSG00000036091","Hyal3",1,"SE","Regular (>50bp)","chr9:107461950-107462864",-0.359
"ENSMUSG00000036104","Rab3gap1",1,"SE","Microexon (0-30bp)","chr1:127869330-127869351",0.191
"ENSMUSG00000036120","Rfxank",1,"A5SS","Regular (>50bp)","chr8:70588185-70588281",-0.196
"ENSMUSG00000036167","Pphln1",1,"SE","Regular (>50bp)","chr15:93318164-93318371",-0.129
"ENSMUSG00000036309","Skp1",1,"MXE","Regular (>50bp)","chr11:52129077-52129177",0.226
"ENSMUSG00000036452","Arhgap26",1,"A3SS","Regular (>50bp)","chr18:39490790-39490881",0.178
