"event_key","event_type","GeneID","geneSymbol","exon_length","size_category","dPSI","FDR"
"chr1:38167332:38167396:38147548:38168542:SE","SE","ENSMUSG00000026082","Rev1",64,"Regular (>50bp)",0.109,1.34330264450984e-05
"chr4:129966861:129966909:129966678:129967032:SE","SE","ENSMUSG00000040690","Col16a1",48,"Small (30-50bp)",-0.159,7.41139779483175e-08
"chr2:31315149:31315291:31314514:31315365:SE","SE","ENSMUSG00000055632","Hmcn2",142,"Regular (>50bp)",-0.106,1.9381829736783e-05
"chr1:64597661:64597808:64572179:64605375:SE","SE","ENSMUSG00000025958","Creb1",147,"Regular (>50bp)",-0.143,8.89599809892104e-05
"chr7:45865441:45865503:45860735:45868722:SE","SE","ENSMUSG00000030838","Ush1c",62,"Regular (>50bp)",0.211,0.00173573391004315
"chr8:72719637:72719834:72705004:72719943:SE","SE","ENSMUSG00000052446","Zfp961",197,"Regular (>50bp)",0.124,0.0201175988162697
"chr2:90872198:90872357:90867230:90873304:SE","SE","ENSMUSG00000002104","Rapsn",159,"Regular (>50bp)",0.192,0.00970617544764476
"chr3:144405614:144405638:144403228:144411273:SE","SE","ENSMUSG00000037062","Sh3glb1",24,"Microexon (0-30bp)",-0.208,0
"chr3:144407520:144407607:144403228:144411273:SE","SE","ENSMUSG00000037062","Sh3glb1",87,"Regular (>50bp)",-0.301,0
"chr3:144407520:144407607:144405638:144411273:SE","SE","ENSMUSG00000037062","Sh3glb1",87,"Regular (>50bp)",-0.164,1.57796556586004e-10
"chr3:144407568:144407607:144403228:144411273:SE","SE","ENSMUSG00000037062","Sh3glb1",39,"Small (30-50bp)",-0.278,0
"chr3:144407568:144407607:144405638:144411273:SE","SE","ENSMUSG00000037062","Sh3glb1",39,"Small (30-50bp)",-0.112,2.14044395984912e-05
"chr1:166236566:166236900:166236101:166237275:SE","SE","ENSMUSG00000040596","Pogk",334,"Regular (>50bp)",-0.179,0
"chrX:107901873:107901978:107879961:107915077:SE","SE","ENSMUSG00000086629","2810403D21Rik",105,"Regular (>50bp)",-0.11,0.024976606556775
"chrX:107901873:107901978:107879961:107929950:SE","SE","ENSMUSG00000086629","2810403D21Rik",105,"Regular (>50bp)",-0.236,0.000236217429495503
"chrX:107901873:107901978:107879961:107945069:SE","SE","ENSMUSG00000086629","2810403D21Rik",105,"Regular (>50bp)",-0.134,4.4076127164896e-05
"chr19:60209485:60209736:60208571:60214741:SE","SE","ENSMUSG00000057858","Fam204a",251,"Regular (>50bp)",-0.105,5.4355347062181e-06
"chr19:60209485:60209736:60208792:60214741:SE","SE","ENSMUSG00000057858","Fam204a",251,"Regular (>50bp)",-0.178,2.17768155001628e-08
"chr4:140973256:140973363:140968055:140973485:SE","SE","ENSMUSG00000028919","Arhgef19",107,"Regular (>50bp)",-0.234,0.00158701920268463
"chr14:20345138:20345334:20344860:20350654:SE","SE","ENSMUSG00000021809","Nudt13",196,"Regular (>50bp)",-0.122,0.0467259227622375
"chr14:20345155:20345277:20344860:20347582:SE","SE","ENSMUSG00000021809","Nudt13",122,"Regular (>50bp)",-0.169,0.000489402435509512
"chr14:20345155:20345334:20344860:20350654:SE","SE","ENSMUSG00000021809","Nudt13",179,"Regular (>50bp)",-0.135,0.0352031428888877
"chr14:20347582:20347699:20345334:20350654:SE","SE","ENSMUSG00000021809","Nudt13",117,"Regular (>50bp)",0.179,0.00785669920252067
"chr14:20357300:20357432:20356434:20357760:SE","SE","ENSMUSG00000021809","Nudt13",132,"Regular (>50bp)",-0.227,9.93229412540958e-05
"chr1:160537716:160537783:160530030:160549702:SE","SE","ENSMUSG00000026721","Rabgap1l",67,"Regular (>50bp)",0.108,2.35549231268745e-05
"chr6:29361292:29361486:29356696:29361558:SE","SE","ENSMUSG00000029767","Calu",194,"Regular (>50bp)",0.115,6.10355387630414e-14
"chr4:70165184:70165211:70163734:70168589:SE","SE","ENSMUSG00000039298","Cdk5rap2",27,"Microexon (0-30bp)",-0.2,9.75081230277943e-05
"chr1:156648956:156649034:156647488:156651560:SE","SE","ENSMUSG00000026594","Ralgps2",78,"Regular (>50bp)",-0.151,0
"chr18:44967525:44967725:44963309:44970407:SE","SE","ENSMUSG00000034653","Ythdc2",200,"Regular (>50bp)",-0.178,0.00204099113063072
"chr4:56922386:56922410:56916806:56923338:SE","SE","ENSMUSG00000055296","Tmem245",24,"Microexon (0-30bp)",-0.112,0.0214078981053374
"chr17:69580876:69580912:69577659:69581698:SE","SE","ENSMUSG00000024044","Epb41l3",36,"Small (30-50bp)",-0.172,1.95935312963809e-11
"chr17:69581095:69581161:69580912:69581698:SE","SE","ENSMUSG00000024044","Epb41l3",66,"Regular (>50bp)",0.105,4.32643122717632e-06
"chr17:87571568:87571793:87566309:87573262:SE","SE","ENSMUSG00000024150","Mcfd2",225,"Regular (>50bp)",-0.116,7.79414037445332e-06
"chr1:92573405:92573598:92573148:92576472:SE","SE","ENSMUSG00000044055","Otos",193,"Regular (>50bp)",-0.163,0.00445260978868547
"chr3:19262654:19262691:19260714:19265631:SE","SE","ENSMUSG00000027601","Mtfr1",37,"Small (30-50bp)",-0.111,0.000379251310856311
"chr5:8562260:8562407:8542589:8570858:SE","SE","ENSMUSG00000040570","Rundc3b",147,"Regular (>50bp)",-0.133,0.03464002662275
"chr1:185106314:185106409:185103242:185111741:SE","SE","ENSMUSG00000026615","Eprs",95,"Regular (>50bp)",0.103,0.00271829243321709
"chr7:25083023:25083162:25077880:25084219:SE","SE","ENSMUSG00000053714","4732471J01Rik",139,"Regular (>50bp)",-0.289,0.00148989813982749
"chr18:80879569:80879646:80838647:80887741:SE","SE","ENSMUSG00000024566","Atp9b",77,"Regular (>50bp)",0.133,0.000495545117728822
"chr18:80879569:80879646:80851987:80887741:SE","SE","ENSMUSG00000024566","Atp9b",77,"Regular (>50bp)",0.124,0.00111797012584975
"chr10:25369464:25369527:25364991:25377721:SE","SE","ENSMUSG00000019978","Epb41l2",63,"Regular (>50bp)",0.266,4.64547282556566e-06
"chr10:25371342:25371489:25364991:25377721:SE","SE","ENSMUSG00000019978","Epb41l2",147,"Regular (>50bp)",0.206,0.000346494463259081
"chr10:25375673:25375841:25364991:25377475:SE","SE","ENSMUSG00000019978","Epb41l2",168,"Regular (>50bp)",0.213,0.0377899002644413
"chr10:25377475:25377529:25364991:25377721:SE","SE","ENSMUSG00000019978","Epb41l2",54,"Regular (>50bp)",0.26,4.58506109105964e-09
"chr10:25377721:25378036:25364991:25382072:SE","SE","ENSMUSG00000019978","Epb41l2",315,"Regular (>50bp)",-0.103,0.0377899002644413
"chr17:81749631:81749652:81749219:81752915:SE","SE","ENSMUSG00000054640","Slc8a1",21,"Microexon (0-30bp)",-0.281,0.000169610867625732
"chr17:81752297:81752401:81749219:81752915:SE","SE","ENSMUSG00000054640","Slc8a1",104,"Regular (>50bp)",-0.118,1.19261795689183e-07
"chr17:81752915:81753022:81752401:81955237:SE","SE","ENSMUSG00000054640","Slc8a1",107,"Regular (>50bp)",0.101,2.65963592101214e-06
"chr5:135994424:135994739:135993550:135994928:SE","SE","ENSMUSG00000029699","Ssc4d",315,"Regular (>50bp)",-0.11,0.00214790098016961
"chr2:26278927:26279077:26278572:26279160:SE","SE","ENSMUSG00000026927","Entr1",150,"Regular (>50bp)",-0.141,4.99883245434219e-08
"chr2:35313243:35313423:35312280:35322525:SE","SE","ENSMUSG00000035778","Ggta1",180,"Regular (>50bp)",-0.116,0.0052782156603843
"chr16:97263898:97263970:97262146:97264080:SE","SE","ENSMUSG00000000386","Mx1",72,"Regular (>50bp)",-0.312,0.0498350464452013
"chr10:57385156:57385210:57382398:57387539:SE","SE","ENSMUSG00000019878","Hsf2",54,"Regular (>50bp)",0.135,1.55494827807468e-05
"chr2:150811899:150812052:150808162:150812943:SE","SE","ENSMUSG00000068115","Ninl",153,"Regular (>50bp)",-0.131,0.00179518352275575
"chr4:44030214:44030268:44025560:44032400:SE","SE","ENSMUSG00000028478","Clta",54,"Regular (>50bp)",-0.112,4.537771370467e-08
"chr1:177270789:177270907:177270161:177271550:SE","SE","ENSMUSG00000063659","Zbtb18",118,"Regular (>50bp)",-0.297,9.47031618563839e-05
"chr1:177271550:177271658:177270161:177272304:SE","SE","ENSMUSG00000063659","Zbtb18",108,"Regular (>50bp)",0.192,0.0241584718050419
"chr2:136734203:136734281:136733581:136747462:SE","SE","ENSMUSG00000027281","Slx4ip",78,"Regular (>50bp)",0.302,0.00041125046024569
"chr9:88282775:88282802:88280424:88283972:SE","SE","ENSMUSG00000032422","Snx14",27,"Microexon (0-30bp)",-0.115,2.53532237938914e-13
"chr5:129928023:129928273:129924693:129929185:SE","SE","ENSMUSG00000034173","Zbed5",250,"Regular (>50bp)",-0.103,0.00100959703596637
"chr19:47030560:47030578:47028581:47031204:SE","SE","ENSMUSG00000025050","Pcgf6",18,"Microexon (0-30bp)",-0.192,6.80291273311075e-05
"chr7:77853850:77853892:77848699:77896902:SE","SE","ENSMUSG00000059146","Ntrk3",42,"Small (30-50bp)",0.117,0.0497181234542844
"chrX:20818446:20818510:20808036:20825973:SE","SE","ENSMUSG00000001134","Uxt",64,"Regular (>50bp)",-0.304,1.8838970051458e-05
"chr2:68936086:68936110:68935503:68938785:SE","SE","ENSMUSG00000027035","Cers6",24,"Microexon (0-30bp)",-0.146,0.00015261431686225
"chr2:58169565:58169776:58166874:58171149:SE","SE","ENSMUSG00000086995","Gm13544",211,"Regular (>50bp)",-0.173,0.00377438542483703
"chr3:37584131:37584168:37582471:37632900:SE","SE","ENSMUSG00000027722","Spata5",37,"Small (30-50bp)",0.169,1.31800644066821e-10
"chr3:40916042:40916223:40905385:40918402:SE","SE","ENSMUSG00000025762","Larp1b",181,"Regular (>50bp)",0.143,0.04722005708387
"chr3:40990200:40990310:40988524:40991124:SE","SE","ENSMUSG00000025762","Larp1b",110,"Regular (>50bp)",-0.249,0.0022819211854334
"chr1:71106266:71106347:71104810:71113701:SE","SE","ENSMUSG00000026196","Bard1",81,"Regular (>50bp)",0.153,3.94431111417342e-06
"chr1:34335822:34335840:34334617:34338801:SE","SE","ENSMUSG00000026131","Dst",18,"Microexon (0-30bp)",-0.162,0
"chr12:85158271:85158305:85157733:85165132:SE","SE","ENSMUSG00000004789","Dlst",34,"Small (30-50bp)",-0.397,0.0108088538383115
"chr17:25947154:25947365:25946821:25947496:SE","SE","ENSMUSG00000041199","Rpusd1",211,"Regular (>50bp)",-0.223,3.04751911577609e-08
"chr17:25947176:25947365:25946821:25947496:SE","SE","ENSMUSG00000041199","Rpusd1",189,"Regular (>50bp)",-0.201,3.46465673228312e-10
"chr17:25947225:25947365:25946821:25947496:SE","SE","ENSMUSG00000041199","Rpusd1",140,"Regular (>50bp)",-0.221,4.0190613088947e-07
"chr1:165198691:165198817:165195074:165216226:SE","SE","ENSMUSG00000026571","Dcaf6",126,"Regular (>50bp)",-0.147,0.00650082472271803
"chr1:40040589:40040751:40039909:40042916:SE","SE","ENSMUSG00000026074","Map4k4",162,"Regular (>50bp)",-0.137,0
"chr5:100840048:100840155:100836805:100840750:SE","SE","ENSMUSG00000035273","Hpse",107,"Regular (>50bp)",-0.129,0.00675419967535295
"chr1:183087358:183087412:183079172:183094595:SE","SE","ENSMUSG00000042901","Aida",54,"Regular (>50bp)",0.37,0.000157673920517548
"chr1:60141785:60141943:60137466:60144469:SE","SE","ENSMUSG00000026017","Carf",158,"Regular (>50bp)",0.158,0.023493222015319
"chr7:43976456:43976650:43975710:43982715:SE","SE","ENSMUSG00000038738","Shank1",194,"Regular (>50bp)",-0.217,0.00125789577588881
"chr3:83816458:83816641:83813732:83817675:SE","SE","ENSMUSG00000033767","Tmem131l",183,"Regular (>50bp)",-0.124,2.67400336112596e-08
"chr5:34965212:34965260:34964121:34970195:SE","SE","ENSMUSG00000029104","Htt",48,"Small (30-50bp)",-0.15,0.0128674069013222
"chr11:60300411:60300456:60298217:60307811:SE","SE","ENSMUSG00000042709","Atpaf2",45,"Small (30-50bp)",-0.218,0.00122687017635903
"chr11:107446344:107446401:107440227:107465763:SE","SE","ENSMUSG00000020721","Helz",57,"Regular (>50bp)",0.101,0.00520051956247496
"chr3:137611645:137611818:137610615:137614105:SE","SE","ENSMUSG00000074212","Dnajb14",173,"Regular (>50bp)",-0.111,9.04177933962217e-10
"chr1:160864118:160864149:160863814:160864389:SE","SE","ENSMUSG00000053332","Gas5",31,"Small (30-50bp)",-0.136,0
"chr2:121157332:121157395:121152273:121158125:SE","SE","ENSMUSG00000033526","Ppip5k1",63,"Regular (>50bp)",0.176,0.0459003690023199
"chr2:164865065:164865121:164855082:164876602:SE","SE","ENSMUSG00000039804","Ncoa5",56,"Regular (>50bp)",0.172,0.000334370287785092
"chr2:164865065:164865132:164855082:164876602:SE","SE","ENSMUSG00000039804","Ncoa5",67,"Regular (>50bp)",0.114,6.1620449883123e-09
"chr4:108445872:108445978:108436772:108450489:SE","SE","ENSMUSG00000028587","Orc1",106,"Regular (>50bp)",-0.108,0.00315335594168343
"chr8:31678329:31678434:31677490:31684981:SE","SE","ENSMUSG00000046152","Fut10",105,"Regular (>50bp)",0.101,0.0353583862139217
"chr13:21580356:21580744:21579076:21586561:SE","SE","ENSMUSG00000021327","Zkscan3",388,"Regular (>50bp)",-0.243,6.8107876541556e-05
"chr3:127354544:127354730:127353279:127355123:SE","SE","ENSMUSG00000051278","Zgrf1",186,"Regular (>50bp)",-0.135,2.7388984864346e-07
"chr1:118459707:118459815:118453185:118463864:SE","SE","ENSMUSG00000064302","Clasp1",108,"Regular (>50bp)",0.117,7.84067209058939e-05
"chr15:76078758:76078773:76078630:76078950:SE","SE","ENSMUSG00000022565","Plec",15,"Microexon (0-30bp)",-0.145,2.63934084002508e-08
"chr1:87901798:87901856:87895320:87903529:SE","SE","ENSMUSG00000005501","Usp40",58,"Regular (>50bp)",0.45,4.2733933794174e-05
"chr1:87901798:87901856:87896171:87903529:SE","SE","ENSMUSG00000005501","Usp40",58,"Regular (>50bp)",0.185,0.0106392751206176
"chr15:98885857:98886026:98885711:98886499:SE","SE","ENSMUSG00000097587","4930578M01Rik",169,"Regular (>50bp)",-0.242,0.000599361980674536
"chr5:103124220:103124292:103114494:103137485:SE","SE","ENSMUSG00000046709","Mapk10",72,"Regular (>50bp)",-0.502,0.00646846149908309
"chr13:56236064:56236155:56232098:56243936:SE","SE","ENSMUSG00000015937","Macroh2a1",91,"Regular (>50bp)",-0.217,0.00191863265082666
"chr2:124929596:124929623:124928636:124930782:SE","SE","ENSMUSG00000027201","Myef2",27,"Microexon (0-30bp)",-0.133,0.000395948924569673
"chr10:80872821:80872945:80869767:80873037:SE","SE","ENSMUSG00000046822","Slc39a3",124,"Regular (>50bp)",0.196,0.0241806942551153
"chr12:24632883:24632960:24631717:24634303:SE","SE","ENSMUSG00000020656","Grhl1",77,"Regular (>50bp)",0.111,0.00976118422289253
"chr1:93760317:93760511:93757618:93763008:SE","SE","ENSMUSG00000073609","D2hgdh",194,"Regular (>50bp)",-0.169,0.000129992332700237
"chr3:157747256:157747296:157746259:157749197:SE","SE","ENSMUSG00000063052","Lrrc40",40,"Small (30-50bp)",0.121,0.0270195170553222
"chr3:157747499:157747570:157742513:157749197:SE","SE","ENSMUSG00000063052","Lrrc40",71,"Regular (>50bp)",-0.473,0.0105651002969661
"chr4:118085015:118085042:118083768:118087891:SE","SE","ENSMUSG00000033295","Ptprf",27,"Microexon (0-30bp)",-0.109,0
"chr11:115320460:115320608:115320231:115320711:SE","SE","ENSMUSG00000016940","Kctd2",148,"Regular (>50bp)",-0.357,3.07728044322999e-09
"chr2:103920473:103920619:103911443:103921348:SE","SE","ENSMUSG00000068686","Cd59b",146,"Regular (>50bp)",0.344,5.62550019090521e-05
"chr11:102422138:102422156:102418992:102429107:SE","SE","ENSMUSG00000034621","Gpatch8",18,"Microexon (0-30bp)",-0.107,0.00110545444193773
"chr8:71943298:71943611:71943181:71943709:SE","SE","ENSMUSG00000007610","Gtpbp3",313,"Regular (>50bp)",-0.182,0.00144016713760279
"chr2:29904169:29904184:29903850:29905600:SE","SE","ENSMUSG00000057738","Sptan1",15,"Microexon (0-30bp)",-0.216,0
"chr4:102859654:102859779:102849783:102861337:SE","SE","ENSMUSG00000028523","Dynlt5",125,"Regular (>50bp)",-0.132,0.0013292921009548
"chr7:30181401:30181495:30181241:30186009:SE","SE","ENSMUSG00000006649","Nphs1",94,"Regular (>50bp)",0.366,0.000630664384618119
"chr3:9008610:9008637:9001540:9009670:SE","SE","ENSMUSG00000027506","Tpd52",27,"Microexon (0-30bp)",0.115,0
"chr8:83716975:83717226:83591119:83730203:SE","SE","ENSMUSG00000047747","Rnf150",251,"Regular (>50bp)",-0.101,0.0136454000238892
"chr8:107799353:107799430:107799277:107803510:SE","SE","ENSMUSG00000031921","Terf2",77,"Regular (>50bp)",-0.169,0.00230181482453171
"chr19:8750868:8750986:8750470:8751698:SE","SE","ENSMUSG00000118346","Tmem179b",118,"Regular (>50bp)",-0.114,0.00561178543096076
"chr3:89938617:89938677:89935684:89941371:SE","SE","ENSMUSG00000042520","Ubap2l",60,"Regular (>50bp)",0.102,3.94430021856465e-06
"chr6:134854179:134854297:134847406:134863853:SE","SE","ENSMUSG00000032641","Gpr19",118,"Regular (>50bp)",-0.148,0.0170348785446787
"chr6:134854179:134854297:134847445:134864592:SE","SE","ENSMUSG00000032641","Gpr19",118,"Regular (>50bp)",-0.106,0.0291631464710411
"chr10:88316676:88316808:88313030:88318092:SE","SE","ENSMUSG00000060002","Chpt1",132,"Regular (>50bp)",0.143,0.0444072581279937
"chr10:88317214:88317241:88316808:88318092:SE","SE","ENSMUSG00000060002","Chpt1",27,"Microexon (0-30bp)",-0.272,0.000679456720161651
"chr1:153352169:153352308:153351455:153353786:SE","SE","ENSMUSG00000042699","Dhx9",139,"Regular (>50bp)",-0.107,8.00914175266303e-06
"chr1:151288541:151288597:151283386:151295850:SE","SE","ENSMUSG00000052748","Swt1",56,"Regular (>50bp)",0.316,0.000198346347251937
"chr13:54889821:54889921:54888426:54897382:SE","SE","ENSMUSG00000069227","Gprin1",100,"Regular (>50bp)",0.102,0.000405519870873261
"chr12:83872032:83872065:83858134:83878695:SE","SE","ENSMUSG00000021224","Numb",33,"Small (30-50bp)",0.109,0.000270324741562492
"chr16:90744953:90745001:90743750:90746586:SE","SE","ENSMUSG00000022973","Synj1",48,"Small (30-50bp)",0.422,0.000220853498945123
"chr3:81853620:81853742:81849639:81858679:SE","SE","ENSMUSG00000028015","Ctso",122,"Regular (>50bp)",-0.146,0.00228540586761088
"chr8:75560078:75560151:75555048:75560361:SE","SE","ENSMUSG00000079011","Gm11033",73,"Regular (>50bp)",0.249,0.000248035357492212
"chr7:141045678:141045750:141045269:141045958:SE","SE","ENSMUSG00000048200","Cracr2b",72,"Regular (>50bp)",-0.204,0.0039589124560616
"chr7:66874123:66874149:66873639:66874773:SE","SE","ENSMUSG00000043831","Lysmd4",26,"Microexon (0-30bp)",-0.241,0.00738641869172005
"chr3:87834869:87835015:87834181:87835230:SE","SE","ENSMUSG00000004896","Rrnad1",146,"Regular (>50bp)",-0.187,0.0361354766675684
"chrX:151103205:151103280:151081870:151110156:SE","SE","ENSMUSG00000087403","Kantr",75,"Regular (>50bp)",0.139,3.09276183849629e-07
"chr7:120651309:120651519:120634198:120675352:SE","SE","ENSMUSG00000030876","Mettl9",210,"Regular (>50bp)",-0.212,0.00433659793026078
"chr9:57046137:57046253:57045804:57046352:SE","SE","ENSMUSG00000032295","Man2c1",116,"Regular (>50bp)",-0.118,3.6239117168899e-09
"chr2:18097594:18097645:18076015:18127055:SE","SE","ENSMUSG00000026743","Mllt10",51,"Regular (>50bp)",0.222,1.76112398156733e-06
"chr2:18106268:18106323:18076015:18127055:SE","SE","ENSMUSG00000026743","Mllt10",55,"Regular (>50bp)",0.148,0.0065594185112459
"chr2:18114592:18114702:18076015:18127055:SE","SE","ENSMUSG00000026743","Mllt10",110,"Regular (>50bp)",0.111,0.00395471130383982
"chr2:18128529:18128623:18106323:18151587:SE","SE","ENSMUSG00000026743","Mllt10",94,"Regular (>50bp)",0.111,0.0167699810442412
"chr4:58905003:58905107:58885498:58911868:SE","SE","ENSMUSG00000050812","Ecpas",104,"Regular (>50bp)",0.114,0.0303461957826197
"chr15:98538569:98538631:98538335:98539057:SE","SE","ENSMUSG00000003352","Cacnb3",62,"Regular (>50bp)",-0.19,6.51576728307701e-05
"chr15:98538839:98538859:98538335:98539057:SE","SE","ENSMUSG00000003352","Cacnb3",20,"Microexon (0-30bp)",-0.117,0.0004518079449838
"chr4:152383593:152383702:152383230:152384127:SE","SE","ENSMUSG00000039662","Icmt",109,"Regular (>50bp)",0.109,0.000207488581034183
"chr1:152843667:152843727:152831078:152949542:SE","SE","ENSMUSG00000042751","Nmnat2",60,"Regular (>50bp)",-0.549,4.39260381309807e-07
"chr2:27174850:27174865:27173430:27175644:SE","SE","ENSMUSG00000009621","Vav2",15,"Microexon (0-30bp)",-0.111,3.07864615168397e-05
"chr2:27190441:27190456:27189484:27192019:SE","SE","ENSMUSG00000009621","Vav2",15,"Microexon (0-30bp)",-0.197,0
"chr2:24777014:24777081:24767638:24809565:SE","SE","ENSMUSG00000036893","Ehmt1",67,"Regular (>50bp)",-0.12,0.045442495293569
"chr6:51438899:51439035:51438413:51440390:SE","SE","ENSMUSG00000004980","Hnrnpa2b1",136,"Regular (>50bp)",-0.165,2.02694668392243e-09
"chr11:23312576:23312612:23311716:23313057:SE","SE","ENSMUSG00000056342","Usp34",36,"Small (30-50bp)",-0.173,0.000552996805676707
"chr5:31765566:31765694:31754365:31807646:SE","SE","ENSMUSG00000106918","Mrpl33",128,"Regular (>50bp)",0.111,0.0444219873945958
"chr5:31786959:31787064:31773831:31811811:SE","SE","ENSMUSG00000106918","Mrpl33",105,"Regular (>50bp)",0.293,0.0122014096782684
"chr13:65443413:65443540:65442298:65451631:SE","SE","ENSMUSG00000021514","Zfp369",127,"Regular (>50bp)",0.115,0.0442401722203466
"chr2:28337896:28337994:28336908:28338703:SE","SE","ENSMUSG00000035829","Ppp1r26",98,"Regular (>50bp)",-0.111,0.00734415298529202
"chr14:79588128:79588270:79582548:79588812:SE","SE","ENSMUSG00000022020","Naa16",142,"Regular (>50bp)",0.17,0.000657760810194221
"chr2:173441382:173441480:173438980:173450525:SE","SE","ENSMUSG00000121504","Ppp4r1l-ps",98,"Regular (>50bp)",-0.155,3.37704658606847e-06
"chr2:173450525:173450672:173438980:173501115:SE","SE","ENSMUSG00000121504","Ppp4r1l-ps",147,"Regular (>50bp)",-0.104,0.00170368124544772
"chr2:173457275:173457369:173438980:173501115:SE","SE","ENSMUSG00000121504","Ppp4r1l-ps",94,"Regular (>50bp)",-0.351,0.00141409759162855
"chr2:173457275:173457369:173450672:173487249:SE","SE","ENSMUSG00000121504","Ppp4r1l-ps",94,"Regular (>50bp)",-0.15,6.77305362617362e-05
"chr2:173490962:173491160:173450672:173501115:SE","SE","ENSMUSG00000121504","Ppp4r1l-ps",198,"Regular (>50bp)",-0.131,0.0417187904556515
"chr2:173490962:173491160:173487351:173501115:SE","SE","ENSMUSG00000121504","Ppp4r1l-ps",198,"Regular (>50bp)",-0.201,0.0107403721334077
"chr1:75466126:75466393:75465345:75467439:SE","SE","ENSMUSG00000026211","Obsl1",267,"Regular (>50bp)",-0.13,0.0437120336292298
"chr1:75468710:75468986:75468101:75469149:SE","SE","ENSMUSG00000026211","Obsl1",276,"Regular (>50bp)",-0.134,0.00419885573854613
"chr17:56859687:56859996:56858989:56860448:SE","SE","ENSMUSG00000110218","Tincr",309,"Regular (>50bp)",-0.158,6.38313611492324e-05
"chr2:30025380:30025564:30024882:30026684:SE","SE","ENSMUSG00000039678","Tbc1d13",184,"Regular (>50bp)",-0.125,3.13897056497055e-14
"chr2:30025420:30025564:30024882:30026684:SE","SE","ENSMUSG00000039678","Tbc1d13",144,"Regular (>50bp)",-0.155,6.78763536026219e-12
"chr2:35707734:35707833:35685614:35779276:SE","SE","ENSMUSG00000026885","Ttll11",99,"Regular (>50bp)",0.11,0.00054315191631431
"chr19:6975300:6975470:6974145:6975559:SE","SE","ENSMUSG00000047656","Trpt1",170,"Regular (>50bp)",-0.116,0.00622355715326184
"chr2:156943240:156943363:156941423:156943640:SE","SE","ENSMUSG00000027639","Samhd1",123,"Regular (>50bp)",-0.157,0
"chrX:162703901:162703996:162700839:162715128:SE","SE","ENSMUSG00000031367","Ap1s2",95,"Regular (>50bp)",-0.755,8.08260460600262e-05
"chr9:80214241:80214460:80207948:80214953:SE","SE","ENSMUSG00000033577","Myo6",219,"Regular (>50bp)",-0.134,3.55702936240723e-07
"chr17:29496712:29496921:29487976:29501033:SE","SE","ENSMUSG00000052712","BC004004",209,"Regular (>50bp)",0.101,0.00102357919254255
"chr8:32327697:32327756:32316383:32339337:SE","SE","ENSMUSG00000062991","Nrg1",59,"Regular (>50bp)",-0.123,0.0491066822674095
"chr2:121058125:121058329:121046652:121066053:SE","SE","ENSMUSG00000043909","Trp53bp1",204,"Regular (>50bp)",-0.115,0.0098738623034297
"chr1:152718980:152719130:152717344:152719786:SE","SE","ENSMUSG00000042772","Smg7",150,"Regular (>50bp)",-0.115,0.00587165290635847
"chr9:62775958:62776099:62765554:62778547:SE","SE","ENSMUSG00000032246","Calml4",141,"Regular (>50bp)",-0.137,0.0144190637326132
"chr1:93407185:93407321:93406790:93416849:SE","SE","ENSMUSG00000026276","Septin2",136,"Regular (>50bp)",-0.103,0.0124404949029807
"chr1:93407185:93407321:93406790:93418878:SE","SE","ENSMUSG00000026276","Septin2",136,"Regular (>50bp)",-0.349,0.00195485155236755
"chr1:93407185:93407321:93406902:93416849:SE","SE","ENSMUSG00000026276","Septin2",136,"Regular (>50bp)",-0.334,0.000987228379350144
"chr2:25350666:25350727:25350086:25350798:SE","SE","ENSMUSG00000047617","Paxx",61,"Regular (>50bp)",-0.112,0.000445282830365399
"chr7:144003673:144003758:144003352:144005763:SE","SE","ENSMUSG00000031078","Cttn",85,"Regular (>50bp)",-0.12,3.46609414431529e-11
"chr8:64160796:64160957:64154639:64192483:SE","SE","ENSMUSG00000109825","Gm45589",161,"Regular (>50bp)",0.104,0.00591486582483082
"chr6:29484809:29484921:29484715:29485001:SE","SE","ENSMUSG00000059022","Kcp",112,"Regular (>50bp)",-0.287,3.49766090606658e-06
"chr4:89214789:89214947:89213434:89288010:SE","SE","ENSMUSG00000086035","Gm12610",158,"Regular (>50bp)",0.105,0.00111612344800949
"chr4:89288010:89288109:89214947:89347835:SE","SE","ENSMUSG00000086035","Gm12610",99,"Regular (>50bp)",-0.166,0.000562395495860597
"chr4:89288010:89288109:89214841:89310031:SE","SE","ENSMUSG00000086035","Gm12610",99,"Regular (>50bp)",0.229,0.00130502308702033
"chr4:89288010:89288109:89214841:89347835:SE","SE","ENSMUSG00000086035","Gm12610",99,"Regular (>50bp)",-0.177,0.0296434974955646
"chr4:89288010:89288109:89274997:89340867:SE","SE","ENSMUSG00000086035","Gm12610",99,"Regular (>50bp)",0.126,0.0263479145679208
"chr4:89340867:89340979:89214947:89347835:SE","SE","ENSMUSG00000086035","Gm12610",112,"Regular (>50bp)",-0.119,0.000476791155561025
"chr4:89340867:89340979:89288109:89347835:SE","SE","ENSMUSG00000086035","Gm12610",112,"Regular (>50bp)",-0.176,0.0129005630599967
"chr4:89343084:89343626:89340979:89347835:SE","SE","ENSMUSG00000086035","Gm12610",542,"Regular (>50bp)",-0.165,0.0158418989840933
"chr4:89347835:89347975:89288109:89351491:SE","SE","ENSMUSG00000086035","Gm12610",140,"Regular (>50bp)",0.222,0.000309226289483404
