"event_key","event_type","GeneID","geneSymbol","exon_length","size_category","dPSI","FDR"
"chr4:41245455:41245492:41235594:41251534:SE","SE","ENSMUSG00000028433","Ubap2",37,"Small (30-50bp)",0.109,0
"chr15:41712065:41712146:41694525:41713854:SE","SE","ENSMUSG00000022307","Oxr1",81,"Regular (>50bp)",0.246,0.0046610905054062
"chr11:4730577:4730622:4718273:4732186:SE","SE","ENSMUSG00000009073","Nf2",45,"Small (30-50bp)",0.174,1.62465065210454e-10
"chr5:69720425:69720565:69719200:69721866:SE","SE","ENSMUSG00000029208","Guf1",140,"Regular (>50bp)",0.123,0.00937281362651569
"chr5:8136593:8136623:8132269:8161894:SE","SE","ENSMUSG00000040537","Adam22",30,"Microexon (0-30bp)",0.13,0.00900364149579749
"chr4:9637658:9637703:9635969:9639197:SE","SE","ENSMUSG00000028207","Asph",45,"Small (30-50bp)",0.119,4.92559853045606e-10
"chr3:127681603:127681634:127664649:127689682:SE","SE","ENSMUSG00000050549","Fam241a",31,"Small (30-50bp)",0.154,0.000166478503906857
"chr5:67150485:67150521:67132005:67154462:SE","SE","ENSMUSG00000037736","Limch1",36,"Small (30-50bp)",-0.131,0.0015000099963555
"chr3:148526915:148527044:148526104:148528590:SE","SE","ENSMUSG00000028184","Adgrl2",129,"Regular (>50bp)",-0.168,0.00109751147190297
"chr3:148532847:148532874:148532169:148533176:SE","SE","ENSMUSG00000028184","Adgrl2",27,"Microexon (0-30bp)",0.203,0.000209883033950081
"chr3:146647573:146647648:146645932:146649760:SE","SE","ENSMUSG00000036745","Ttll7",75,"Regular (>50bp)",0.158,7.11283720357769e-06
"chr6:8401076:8401154:8270581:8426970:SE","SE","ENSMUSG00000089862","Umad1",78,"Regular (>50bp)",0.173,0.00871396253698632
"chr3:144832783:144832912:144831986:144833591:SE","SE","ENSMUSG00000028256","Odf2l",129,"Regular (>50bp)",0.141,1.59770158945174e-05
"chr8:127189921:127189974:127188174:127193772:SE","SE","ENSMUSG00000090290","Tarbp1",53,"Regular (>50bp)",0.107,5.95577614460032e-07
"chr1:65220786:65220857:65214527:65225367:SE","SE","ENSMUSG00000025950","Idh1",71,"Regular (>50bp)",-0.307,0.0136083580405798
"chr5:134235611:134235668:134232189:134237720:SE","SE","ENSMUSG00000015942","Gtf2ird2",57,"Regular (>50bp)",-0.133,0.00170720240343313
"chr3:133045023:133045110:133016042:133073583:SE","SE","ENSMUSG00000028013","Ppa2",87,"Regular (>50bp)",-0.221,0.000473076453027528
"chr2:69561834:69561924:69553707:69562540:SE","SE","ENSMUSG00000042133","Ppig",90,"Regular (>50bp)",-0.251,0.0365275811240257
"chr7:25417569:25417704:25415612:25418320:SE","SE","ENSMUSG00000002608","Ccdc97",135,"Regular (>50bp)",-0.394,0.00938056998262256
"chr6:90612231:90612378:90603433:90613838:SE","SE","ENSMUSG00000030089","Slc41a3",147,"Regular (>50bp)",0.27,0.00296515827413826
"chr11:61425403:61425439:61424507:61426096:SE","SE","ENSMUSG00000001036","Epn2",36,"Small (30-50bp)",0.122,7.70019309919651e-05
"chr13:99578141:99578282:99563965:99644615:SE","SE","ENSMUSG00000052727","Map1b",141,"Regular (>50bp)",-0.146,0.00750360027238407
"chr8:45498769:45498822:45498205:45502878:SE","SE","ENSMUSG00000070047","Fat1",53,"Regular (>50bp)",0.239,0.0120987580619089
"chr8:45500686:45500746:45498205:45502878:SE","SE","ENSMUSG00000070047","Fat1",60,"Regular (>50bp)",0.288,0.0203667767943438
"chr8:45500686:45500746:45498822:45502878:SE","SE","ENSMUSG00000070047","Fat1",60,"Regular (>50bp)",0.236,0.000723374244043817
"chr5:65608054:65608160:65607780:65617866:SE","SE","ENSMUSG00000037822","Smim14",106,"Regular (>50bp)",-0.122,0.011583997547782
"chr11:116184100:116184139:116183410:116184797:SE","SE","ENSMUSG00000020792","Exoc7",39,"Small (30-50bp)",0.169,2.46650849294221e-07
"chr4:144830183:144830258:144826640:144832368:SE","SE","ENSMUSG00000020220","Vps13d",75,"Regular (>50bp)",0.21,0.0119748671403484
"chr16:36630833:36630970:36628522:36645019:SE","SE","ENSMUSG00000022838","Eaf2",137,"Regular (>50bp)",-0.184,0.012521616887176
"chr16:36645019:36645114:36630970:36648412:SE","SE","ENSMUSG00000022838","Eaf2",95,"Regular (>50bp)",-0.257,0.000513778543465898
"chr2:12400989:12401069:12369330:12423969:SE","SE","ENSMUSG00000026767","Mindy3",80,"Regular (>50bp)",-0.136,0.0138392517594589
"chr7:119423267:119423362:119423117:119426525:SE","SE","ENSMUSG00000030924","Rexo5",95,"Regular (>50bp)",0.105,0.00213734272654972
"chr3:126757031:126757130:126756054:126758586:SE","SE","ENSMUSG00000032826","Ank2",99,"Regular (>50bp)",0.192,7.50203677072801e-08
"chr3:126772904:126772916:126770596:126775448:SE","SE","ENSMUSG00000032826","Ank2",12,"Microexon (0-30bp)",0.138,0.00303344410374097
"chr3:103260882:103260933:103259471:103261012:SE","SE","ENSMUSG00000033014","Trim33",51,"Regular (>50bp)",-0.121,0.00335937572756558
"chr9:113687648:113687672:113683414:113691253:SE","SE","ENSMUSG00000033392","Clasp2",24,"Microexon (0-30bp)",0.252,1.26060491336164e-07
"chr2:24948264:24948333:24947982:24949032:SE","SE","ENSMUSG00000006476","Nsmf",69,"Regular (>50bp)",-0.121,0.000888691268343264
"chr5:114881791:114881941:114877342:114883489:SE","SE","ENSMUSG00000041890","Git2",150,"Regular (>50bp)",-0.106,0.0251831512160118
"chr15:79211834:79211914:79202210:79212409:SE","SE","ENSMUSG00000042632","Pla2g6",80,"Regular (>50bp)",-0.126,0.00140286639784641
"chr2:32200462:32200499:32200039:32202138:SE","SE","ENSMUSG00000026825","Dnm1",37,"Small (30-50bp)",-0.104,0.0269272889583834
"chr13:65335254:65335422:65332947:65338038:SE","SE","ENSMUSG00000032999","Nlrp4f",168,"Regular (>50bp)",0.254,2.14332252434951e-06
"chr2:5881651:5881812:5879229:5887391:SE","SE","ENSMUSG00000025816","Sec61a2",161,"Regular (>50bp)",0.101,0.03498916745618
"chr2:5887391:5887501:5881812:5891309:SE","SE","ENSMUSG00000025816","Sec61a2",110,"Regular (>50bp)",-0.139,0.0273040553546727
"chr11:5926764:5926893:5922888:5929672:SE","SE","ENSMUSG00000057897","Camk2b",129,"Regular (>50bp)",0.178,0.0379841142078612
"chr2:136611662:136611780:136605541:136611976:SE","SE","ENSMUSG00000027273","Snap25",118,"Regular (>50bp)",-0.111,0.000239161961537944
"chr2:22970679:22970712:22970465:22977496:SE","SE","ENSMUSG00000026781","Acbd5",33,"Small (30-50bp)",0.171,1.77638802543842e-12
"chr2:20888010:20888040:20886662:20891916:SE","SE","ENSMUSG00000036591","Arhgap21",30,"Microexon (0-30bp)",0.21,4.24107750950333e-05
"chr11:57687137:57687223:57686620:57692059:SE","SE","ENSMUSG00000087165","2010001A14Rik",86,"Regular (>50bp)",0.105,0.0428140432341417
"chr2:11480564:11480617:11479354:11482846:SE","SE","ENSMUSG00000026773","Pfkfb3",53,"Regular (>50bp)",0.127,0.000137958189414285
"chr3:20152243:20152379:20146980:20159804:SE","SE","ENSMUSG00000002428","Hltf",136,"Regular (>50bp)",-0.134,1.29687565925262e-05
"chr16:31673470:31673506:31672702:31675258:SE","SE","ENSMUSG00000022770","Dlg1",36,"Small (30-50bp)",0.139,8.81268485011539e-07
"chr16:31673485:31673506:31666487:31675258:SE","SE","ENSMUSG00000022770","Dlg1",21,"Microexon (0-30bp)",-0.104,0.0218207418493108
"chr4:155069822:155069849:155069422:155070671:SE","SE","ENSMUSG00000029055","Plch2",27,"Microexon (0-30bp)",0.144,0.0428140432341417
"chr11:106571857:106571911:106570437:106573705:SE","SE","ENSMUSG00000020717","Pecam1",54,"Regular (>50bp)",0.118,0.000884537230798935
"chr3:152413486:152413934:152408421:152415071:SE","SE","ENSMUSG00000119993","Gm32085",448,"Regular (>50bp)",0.107,0.000152305644525748
"chr3:152413486:152413934:152408409:152415071:SE","SE","ENSMUSG00000119993","Gm32085",448,"Regular (>50bp)",0.388,0.0280678457845143
"chr1:179946300:179946348:179945308:179951488:SE","SE","ENSMUSG00000026490","Cdc42bpa",48,"Small (30-50bp)",0.18,1.18301469469446e-06
"chr1:176588916:176589066:176586083:176596798:SE","SE","ENSMUSG00000057335","Cep170",150,"Regular (>50bp)",0.103,3.9257019947339e-05
"chr1:38147484:38147548:38138102:38168542:SE","SE","ENSMUSG00000026082","Rev1",64,"Regular (>50bp)",-0.111,6.57950000471446e-05
"chr14:31765045:31765250:31751988:31768253:SE","SE","ENSMUSG00000021903","Galnt15",205,"Regular (>50bp)",-0.171,0.00382594075526214
"chr1:74957992:74958143:74957653:74958342:SE","SE","ENSMUSG00000047021","Cfap65",151,"Regular (>50bp)",0.106,0.00333735927862648
"chr2:155459781:155459845:155459660:155460653:SE","SE","ENSMUSG00000074652","Myh7b",64,"Regular (>50bp)",0.16,0.0162912594168694
"chr5:149118808:149118845:148987561:149121257:SE","SE","ENSMUSG00000066551","Hmgb1",37,"Small (30-50bp)",-0.178,0.00138310450317866
"chr19:26727251:26727347:26725944:26729223:SE","SE","ENSMUSG00000024921","Smarca2",96,"Regular (>50bp)",-0.161,0.0188214138995908
"chr19:26727251:26727347:26725903:26729223:SE","SE","ENSMUSG00000024921","Smarca2",96,"Regular (>50bp)",0.155,0.000475827687232523
"chr19:26737277:26737331:26729441:26748337:SE","SE","ENSMUSG00000024921","Smarca2",54,"Regular (>50bp)",-0.104,0.00063517275812959
"chr9:86388923:86388953:86388572:86389556:SE","SE","ENSMUSG00000034973","Dop1a",30,"Microexon (0-30bp)",0.195,0.042844740993165
"chr4:156252233:156252266:156251963:156253002:SE","SE","ENSMUSG00000041936","Agrn",33,"Small (30-50bp)",0.13,4.01171260164633e-06
"chr4:156253002:156253026:156252266:156253189:SE","SE","ENSMUSG00000041936","Agrn",24,"Microexon (0-30bp)",0.323,0.00409956888691432
"chr1:98524972:98525118:98517382:98532855:SE","SE","ENSMUSG00000100009","Gm7967",146,"Regular (>50bp)",0.119,1.00228474147005e-05
"chr19:60208761:60208792:60208571:60214741:SE","SE","ENSMUSG00000057858","Fam204a",31,"Small (30-50bp)",-0.138,0.0249443254739075
"chr19:60208921:60209009:60208792:60214663:SE","SE","ENSMUSG00000057858","Fam204a",88,"Regular (>50bp)",-0.117,1.35232510858353e-05
"chr19:60209485:60209736:60208792:60214663:SE","SE","ENSMUSG00000057858","Fam204a",251,"Regular (>50bp)",-0.116,3.74688633235429e-05
"chr2:157300762:157300780:157300553:157304629:SE","SE","ENSMUSG00000027646","Src",18,"Microexon (0-30bp)",0.119,0.042033003448259
"chr1:58843157:58843273:58841852:58863073:SE","SE","ENSMUSG00000026029","Casp8",116,"Regular (>50bp)",0.101,0.0014980270218957
"chr4:111603337:111603475:111577454:111631995:SE","SE","ENSMUSG00000034401","Spata6",138,"Regular (>50bp)",0.11,0.0214906933101873
"chr4:140973256:140973363:140972277:140973485:SE","SE","ENSMUSG00000028919","Arhgef19",107,"Regular (>50bp)",-0.18,0.0177267819373497
"chr6:39349012:39349071:39344700:39354552:SE","SE","ENSMUSG00000029924","Slc37a3",59,"Regular (>50bp)",0.136,0.00666265136344891
"chr5:104728722:104728783:104728480:104730017:SE","SE","ENSMUSG00000120166","Zfp33b",61,"Regular (>50bp)",0.213,0.0122654131218897
"chr5:92553801:92553838:92552725:92557128:SE","SE","ENSMUSG00000034842","Art3",37,"Small (30-50bp)",-0.136,7.53265193187456e-06
"chr5:92553802:92553838:92552725:92557128:SE","SE","ENSMUSG00000034842","Art3",36,"Small (30-50bp)",-0.112,0.0444706993217716
"chr17:69581095:69581161:69577659:69581698:SE","SE","ENSMUSG00000024044","Epb41l3",66,"Regular (>50bp)",0.159,6.98022358218519e-05
"chr1:87301718:87301833:87282208:87331388:SE","SE","ENSMUSG00000048000","Gigyf2",115,"Regular (>50bp)",0.202,0.0251771867460651
"chr17:87571568:87571793:87566309:87573219:SE","SE","ENSMUSG00000024150","Mcfd2",225,"Regular (>50bp)",-0.284,0.026485511386097
"chr7:140437894:140438185:140437467:140438279:SE","SE","ENSMUSG00000025485","Ric8a",291,"Regular (>50bp)",-0.42,0.00127786254016389
"chr6:113642663:113642807:113624782:113647159:SE","SE","ENSMUSG00000060477","Irak2",144,"Regular (>50bp)",-0.113,0.0233905520350226
"chr5:144746960:144747014:144744201:144748704:SE","SE","ENSMUSG00000045482","Trrap",54,"Regular (>50bp)",0.283,0
"chr5:144747141:144747162:144744201:144748704:SE","SE","ENSMUSG00000045482","Trrap",21,"Microexon (0-30bp)",0.291,2.55299855330539e-11
"chr14:14982611:14982725:14981234:14985916:SE","SE","ENSMUSG00000091617","Gm3752",114,"Regular (>50bp)",-0.117,0.0157594179638082
"chr10:76107209:76107239:76106291:76108366:SE","SE","ENSMUSG00000020231","Dip2a",30,"Microexon (0-30bp)",0.168,0.000735208041510314
"chr16:97256688:97256843:97256428:97257421:SE","SE","ENSMUSG00000000386","Mx1",155,"Regular (>50bp)",-0.222,0.00170232807648526
"chr16:97259879:97259932:97258692:97261955:SE","SE","ENSMUSG00000000386","Mx1",53,"Regular (>50bp)",0.173,0.00331046029530328
"chr14:59444252:59444379:59443171:59447376:SE","SE","ENSMUSG00000035469","Rcbtb1",127,"Regular (>50bp)",-0.509,0.0068701276387848
"chr11:88734415:88734522:88732128:88734637:SE","SE","ENSMUSG00000018428","Akap1",107,"Regular (>50bp)",-0.427,3.36830553172877e-06
"chr1:58573643:58573811:58569418:58574548:SE","SE","ENSMUSG00000038174","Hycc2",168,"Regular (>50bp)",-0.273,0.00583729528933631
"chr1:177272304:177272388:177270907:177274654:SE","SE","ENSMUSG00000063659","Zbtb18",84,"Regular (>50bp)",-0.164,0.0245228580546791
"chr2:174169900:174169924:174169734:174176004:SE","SE","ENSMUSG00000027523","Gnas",24,"Microexon (0-30bp)",0.15,8.39408628074766e-11
"chr2:136846853:136846974:136842193:136885919:SE","SE","ENSMUSG00000027281","Slx4ip",121,"Regular (>50bp)",-0.22,0.00405321759899933
"chr5:149174048:149174237:149172216:149174346:SE","SE","ENSMUSG00000100783","2310047D07Rik",189,"Regular (>50bp)",-0.307,0.0225966095920782
"chr2:164644916:164645053:164641865:164646609:SE","SE","ENSMUSG00000017307","Acot8",137,"Regular (>50bp)",-0.168,7.62702722543162e-08
"chr3:40916603:40916663:40905385:40918402:SE","SE","ENSMUSG00000025762","Larp1b",60,"Regular (>50bp)",0.113,9.02202035659034e-10
"chr3:88840871:88840973:88836833:88850081:SE","SE","ENSMUSG00000068921","Dap3",102,"Regular (>50bp)",-0.144,0.0086681768154988
"chr9:66936945:66937024:66931847:66938310:SE","SE","ENSMUSG00000032366","Tpm1",79,"Regular (>50bp)",-0.11,2.10576700045027e-07
"chr17:14111224:14111260:14109239:14116349:SE","SE","ENSMUSG00000068036","Afdn",36,"Small (30-50bp)",0.179,0
"chr1:40042922:40043147:40040751:40043966:SE","SE","ENSMUSG00000026074","Map4k4",225,"Regular (>50bp)",0.111,2.47459982056176e-06
"chr1:85570923:85571067:85570368:85572304:SE","SE","ENSMUSG00000070031","Sp140",144,"Regular (>50bp)",-0.183,0.0326254926426773
"chr10:10302342:10302477:10298504:10306814:SE","SE","ENSMUSG00000050994","Adgb",135,"Regular (>50bp)",-0.259,0.0391094494335883
"chr2:33045299:33045351:33036662:33047783:SE","SE","ENSMUSG00000038831","Ralgps1",52,"Regular (>50bp)",0.167,0.00819283384841814
"chr2:33047783:33047941:33036665:33048921:SE","SE","ENSMUSG00000038831","Ralgps1",158,"Regular (>50bp)",0.157,0.0316311016764184
"chr1:118459707:118459815:118453185:118466995:SE","SE","ENSMUSG00000064302","Clasp1",108,"Regular (>50bp)",0.2,3.42019957341774e-06
"chr1:118463864:118463927:118453185:118466995:SE","SE","ENSMUSG00000064302","Clasp1",63,"Regular (>50bp)",0.155,0.00698114473783677
"chr15:76078165:76078201:76077687:76078540:SE","SE","ENSMUSG00000022565","Plec",36,"Small (30-50bp)",0.101,0
"chr1:87895231:87895320:87894992:87903529:SE","SE","ENSMUSG00000005501","Usp40",89,"Regular (>50bp)",-0.197,7.82608919974478e-06
"chr2:122480176:122480262:122480053:122481135:SE","SE","ENSMUSG00000033213","AA467197",86,"Regular (>50bp)",-0.217,0.000733043013247745
"chr15:98885637:98885711:98881745:98885857:SE","SE","ENSMUSG00000097587","4930578M01Rik",74,"Regular (>50bp)",-0.128,0.0392796815597014
"chr19:3509746:3509764:3509480:3514544:SE","SE","ENSMUSG00000024908","Ppp6r3",18,"Microexon (0-30bp)",0.211,0
"chr2:29088825:29088927:29087161:29094909:SE","SE","ENSMUSG00000035513","Ntng2",102,"Regular (>50bp)",0.184,0.000214611740627023
"chr5:5564231:5564376:5563251:5564627:SE","SE","ENSMUSG00000046798","Cldn12",145,"Regular (>50bp)",0.112,5.6780257952858e-05
"chr10:82708771:82709109:82669865:82710446:SE","SE","ENSMUSG00000020250","Txnrd1",338,"Regular (>50bp)",-0.218,0.0166968571772713
"chr5:140318149:140318228:140317710:140320209:SE","SE","ENSMUSG00000036639","Nudt1",79,"Regular (>50bp)",0.122,0.0206178233682496
"chr2:29891111:29891171:29890074:29892242:SE","SE","ENSMUSG00000057738","Sptan1",60,"Regular (>50bp)",0.114,5.25885650815677e-12
"chr3:9008610:9008637:9000100:9009670:SE","SE","ENSMUSG00000027506","Tpd52",27,"Microexon (0-30bp)",0.314,4.42357879944787e-07
"chr7:143961792:143961813:143960969:143963198:SE","SE","ENSMUSG00000037541","Shank2",21,"Microexon (0-30bp)",0.216,0.00367211715503187
"chr1:36468503:36468536:36467542:36477830:SE","SE","ENSMUSG00000001143","Lman2l",33,"Small (30-50bp)",0.204,0
"chr1:127869330:127869351:127866885:127870110:SE","SE","ENSMUSG00000036104","Rab3gap1",21,"Microexon (0-30bp)",0.191,7.9279837253698e-07
"chr16:90743902:90743941:90743750:90747238:SE","SE","ENSMUSG00000022973","Synj1",39,"Small (30-50bp)",0.204,3.69833523303806e-07
"chr16:90746586:90746625:90743941:90747238:SE","SE","ENSMUSG00000022973","Synj1",39,"Small (30-50bp)",0.218,0.00997582977773716
"chr15:75774527:75775667:75773101:75781093:SE","SE","ENSMUSG00000055762","Eef1d",1140,"Regular (>50bp)",0.157,1.63027543563202e-06
"chr15:75774527:75775667:75773104:75781093:SE","SE","ENSMUSG00000055762","Eef1d",1140,"Regular (>50bp)",0.128,7.8969694359759e-10
"chr9:64633905:64634099:64624270:64644865:SE","SE","ENSMUSG00000004771","Rab11a",194,"Regular (>50bp)",-0.167,0.000721898378352942
"chr3:146390687:146390884:146368537:146391190:SE","SE","ENSMUSG00000048652","Samd13",197,"Regular (>50bp)",0.377,0.0163937500737733
"chr3:146390687:146390895:146386602:146391190:SE","SE","ENSMUSG00000048652","Samd13",208,"Regular (>50bp)",-0.103,0.0333825528160974
"chr7:66874123:66874149:66873639:66875611:SE","SE","ENSMUSG00000043831","Lysmd4",26,"Microexon (0-30bp)",0.106,0.0348177002792262
"chr2:125712245:125712381:125708288:125720197:SE","SE","ENSMUSG00000027207","Galk2",136,"Regular (>50bp)",0.194,0.0156035339710719
"chr6:87909840:87909964:87898633:87910223:SE","SE","ENSMUSG00000030060","Hmces",124,"Regular (>50bp)",-0.17,0.000989789456504887
"chr2:27158162:27158249:27157396:27158910:SE","SE","ENSMUSG00000009621","Vav2",87,"Regular (>50bp)",0.112,6.20574366329859e-07
"chr1:74326250:74326367:74325169:74386543:SE","SE","ENSMUSG00000026179","Pnkd",117,"Regular (>50bp)",0.117,2.07566263647578e-07
"chr1:21536606:21536633:21527848:21539693:SE","SE","ENSMUSG00000028033","Kcnq5",27,"Microexon (0-30bp)",0.353,0.016825005150273
"chr7:73157553:73157661:73154876:73163837:SE","SE","ENSMUSG00000078671","Chd2",108,"Regular (>50bp)",-0.119,0.00026224516045314
"chr2:173431580:173431741:173431467:173433909:SE","SE","ENSMUSG00000121504","Ppp4r1l-ps",161,"Regular (>50bp)",-0.125,0.00064382463247612
"chr2:173431580:173432589:173431467:173433909:SE","SE","ENSMUSG00000121504","Ppp4r1l-ps",1009,"Regular (>50bp)",-0.127,0.000578400887225834
"chr2:173442558:173442835:173441480:173447957:SE","SE","ENSMUSG00000121504","Ppp4r1l-ps",277,"Regular (>50bp)",-0.106,0.0478460550034406
"chr2:173446298:173446390:173441480:173447957:SE","SE","ENSMUSG00000121504","Ppp4r1l-ps",92,"Regular (>50bp)",-0.14,0.0142432199143336
"chr2:173448934:173449122:173446390:173450525:SE","SE","ENSMUSG00000121504","Ppp4r1l-ps",188,"Regular (>50bp)",0.3,0.00709252141893229
"chr6:71866577:71866670:71866353:71870365:SE","SE","ENSMUSG00000063884","Ptcd3",93,"Regular (>50bp)",-0.241,0.0012739179402556
"chr2:135806971:135807007:135803739:135808944:SE","SE","ENSMUSG00000039943","Plcb4",36,"Small (30-50bp)",0.112,1.34928027767139e-10
"chr2:156771851:156771890:156770801:156773135:SE","SE","ENSMUSG00000027634","Ndrg3",39,"Small (30-50bp)",0.113,7.3015169289544e-05
"chr2:84854459:84854517:84853920:84854725:SE","SE","ENSMUSG00000027071","P2rx3",58,"Regular (>50bp)",-0.104,0.0330682285304188
"chr8:32323180:32323258:32321256:32327697:SE","SE","ENSMUSG00000062991","Nrg1",78,"Regular (>50bp)",-0.145,0.000713889802759613
"chr8:112199261:112199318:112193554:112202675:SE","SE","ENSMUSG00000031959","Wdr59",57,"Regular (>50bp)",0.118,0.00142949937623206
"chr1:192581158:192581215:192579928:192584059:SE","SE","ENSMUSG00000016200","Syt14",57,"Regular (>50bp)",0.138,4.68941849784433e-05
"chr2:35006683:35006814:35003466:35008066:SE","SE","ENSMUSG00000057110","Cntrl",131,"Regular (>50bp)",0.138,0.000224263100155005
"chr7:144005763:144005874:144003352:144010177:SE","SE","ENSMUSG00000031078","Cttn",111,"Regular (>50bp)",-0.138,0.0446547946410203
"chr14:23544606:23544762:23513278:23551192:SE","SE","ENSMUSG00000063142","Kcnma1",156,"Regular (>50bp)",-0.101,0.0100342288443127
"chr7:30832644:30832656:30832290:30833415:SE","SE","ENSMUSG00000001248","Gramd1a",12,"Microexon (0-30bp)",0.183,0
"chr4:89255914:89256050:89214841:89268569:SE","SE","ENSMUSG00000086035","Gm12610",136,"Regular (>50bp)",0.324,0.00660565594357833
"chr4:89274945:89274997:89214947:89288010:SE","SE","ENSMUSG00000086035","Gm12610",52,"Regular (>50bp)",0.129,0.000308156712682891
"chr2:5059350:5059527:5051010:5068717:SE","SE","ENSMUSG00000026672","Optn",177,"Regular (>50bp)",-0.105,0.00536884011485398
"chr5:146205024:146205096:146168630:146208404:SE","SE","ENSMUSG00000029635","Cdk8",72,"Regular (>50bp)",0.127,0.0449989994668416
"chr10:128586151:128586206:128584435:128601015:SE","SE","ENSMUSG00000064030","Pym1",55,"Regular (>50bp)",0.113,5.65454028343824e-05
"chr14:43986205:43986368:43935630:43987358:SE","SE","ENSMUSG00000091698","Gm6526",163,"Regular (>50bp)",0.161,0.0497167795366929
"chr11:31868800:31868824:31839939:31870408:SE","SE","ENSMUSG00000020300","Cpeb4",24,"Microexon (0-30bp)",0.103,1.13081564246697e-05
"chr11:31868800:31868824:31858875:31870408:SE","SE","ENSMUSG00000020300","Cpeb4",24,"Microexon (0-30bp)",0.164,3.91008884983753e-05
"chr3:88065527:88065662:88063832:88066428:SE","SE","ENSMUSG00000001419","Mef2d",135,"Regular (>50bp)",-0.326,0.0389513018178845
"chr7:130346256:130346346:130345414:130352919:SE","SE","ENSMUSG00000030852","Tacc2",90,"Regular (>50bp)",0.125,0.0278695748695838
"chr2:34788935:34789023:34788171:34789594:SE","SE","ENSMUSG00000026873","Phf19",88,"Regular (>50bp)",-0.179,0.00095682049486633
"chr2:73509958:73510247:73462174:73551746:SE","SE","ENSMUSG00000056486","Chn1",289,"Regular (>50bp)",-0.127,0.0255115957800459
"chr2:73537262:73537376:73462174:73551746:SE","SE","ENSMUSG00000056486","Chn1",114,"Regular (>50bp)",-0.167,0.0431873166891245
"chr2:73540798:73540826:73510247:73546707:SE","SE","ENSMUSG00000056486","Chn1",28,"Microexon (0-30bp)",-0.173,0.00124751535681706
"chr8:11670261:11670373:11669297:11678438:SE","SE","ENSMUSG00000031508","Ankrd10",112,"Regular (>50bp)",0.12,2.84843869066929e-05
"chr2:122185955:122186096:122184678:122187563:SE","SE","ENSMUSG00000033256","Shf",141,"Regular (>50bp)",0.133,0.0225009965177799
"chr15:35115083:35115104:35114803:35115710:SE","SE","ENSMUSG00000022329","Stk3",21,"Microexon (0-30bp)",0.135,2.32344502416303e-10
"chr17:34264744:34264822:34263984:34268592:SE","SE","ENSMUSG00000024330","Col11a2",78,"Regular (>50bp)",0.215,0.00102158121601864
"chr17:34266071:34266251:34263984:34268592:SE","SE","ENSMUSG00000024330","Col11a2",180,"Regular (>50bp)",0.419,0.00174814917999036
"chr17:34266071:34266251:34264822:34268592:SE","SE","ENSMUSG00000024330","Col11a2",180,"Regular (>50bp)",0.376,0.0320156405195758
"chr5:116592731:116592747:116591772:116605490:SE","SE","ENSMUSG00000063919","Srrm4",16,"Microexon (0-30bp)",0.128,0.00306135752008045
"chr3:33857598:33857754:33857353:33858148:SE","SE","ENSMUSG00000027677","Ttc14",156,"Regular (>50bp)",-0.105,0.0225209941139902
"chr2:180620963:180621020:180619145:180621453:SE","SE","ENSMUSG00000027575","Arfgap1",57,"Regular (>50bp)",-0.183,0.0111501582822928
"chr17:8394350:8394410:8391840:8401059:SE","SE","ENSMUSG00000069135","Cep43",60,"Regular (>50bp)",-0.104,0.0251067285653443
"chr16:10911679:10911792:10909650:10922429:SE","SE","ENSMUSG00000022498","Txndc11",113,"Regular (>50bp)",0.108,0.0371320194437014
"chr2:71352876:71352974:71342512:71354145:SE","SE","ENSMUSG00000041921","Metap1d",98,"Regular (>50bp)",0.233,5.01587035635454e-06
"chr3:55901468:55901477:55899935:55907907:SE","SE","ENSMUSG00000027799","Nbea",9,"Microexon (0-30bp)",0.201,1.83302648422216e-13
"chr7:30746797:30746827:30744452:30750780:SE","SE","ENSMUSG00000036578","Fxyd7",30,"Microexon (0-30bp)",0.198,0.000914872697111681
"chr7:100895508:100895580:100893423:100899651:SE","SE","ENSMUSG00000030691","Fchsd2",72,"Regular (>50bp)",0.12,0.001016274231496
"chr2:164604463:164604528:164601260:164609632:SE","SE","ENSMUSG00000086453","Gm11457",65,"Regular (>50bp)",0.37,0.0305499535261416
"chr6:86947972:86948068:86944355:86959523:SE","SE","ENSMUSG00000057230","Aak1",96,"Regular (>50bp)",0.155,0.000208239750073781
"chr2:80451537:80452144:80447628:80454669:SE","SE","ENSMUSG00000027001","Dusp19",607,"Regular (>50bp)",0.124,0.015593042477189
"chr4:11976443:11977102:11966683:11980141:SE","SE","ENSMUSG00000085614","1700123M08Rik",659,"Regular (>50bp)",0.39,0.0132504950684443
"chr9:40211735:40211747:40211392:40214793:SE","SE","ENSMUSG00000040111","Gramd1b",12,"Microexon (0-30bp)",0.133,6.265064870653e-05
"chr9:69924354:69924473:69924205:69929718:SE","SE","ENSMUSG00000033543","Gtf2a2",119,"Regular (>50bp)",-0.147,0.023014654534906
"chr1:37413355:37413370:37411500:37416658:SE","SE","ENSMUSG00000026113","Inpp4a",15,"Microexon (0-30bp)",0.181,0.000806405267909375
"chr5:115686340:115687171:115685007:115688179:SE","SE","ENSMUSG00000029528","Pxn",831,"Regular (>50bp)",0.501,0.000449868046760911
"chr12:70069054:70069115:70067805:70072153:SE","SE","ENSMUSG00000021068","Nin",61,"Regular (>50bp)",0.325,0.00324169310056829
