"event_key","event_type","GeneID","geneSymbol","exon_length","size_category","dPSI_neg","FDR_neg","dPSI_pos","FDR_pos"
"chr6:90610592:90610737:90603433:90613838:SE","SE","ENSMUSG00000030089","Slc41a3",145,"Regular (>50bp)",0.122,0.0221691937209846,0.139,0.0142256543717096
"chr11:61444335:61444405:61438868:61456647:SE","SE","ENSMUSG00000001036","Epn2",70,"Regular (>50bp)",-0.119,0.00167767497948593,-0.11,0.00419423930225094
"chr12:54970169:54970265:54970049:54974348:SE","SE","ENSMUSG00000035021","Baz1a",96,"Regular (>50bp)",0.182,0.000440533447488646,0.192,4.40497823044775e-06
"chr11:116188396:116188489:116186515:116191091:SE","SE","ENSMUSG00000020792","Exoc7",93,"Regular (>50bp)",0.21,2.59888001530519e-13,0.286,0
"chr2:165694787:165694799:165694068:165717624:SE","SE","ENSMUSG00000039671","Zmynd8",12,"Microexon (0-30bp)",0.206,2.98823603224726e-12,0.134,1.42618348871355e-05
"chr5:139215507:139215699:139212640:139219225:SE","SE","ENSMUSG00000036817","Sun1",192,"Regular (>50bp)",0.156,5.07816002564625e-05,0.133,0.000782170814342376
"chr5:139216527:139216593:139212640:139219225:SE","SE","ENSMUSG00000036817","Sun1",66,"Regular (>50bp)",0.152,0.00473141441470963,0.151,0.00332694451115597
"chr5:139216881:139216992:139212640:139219225:SE","SE","ENSMUSG00000036817","Sun1",111,"Regular (>50bp)",0.119,6.63382162493851e-06,0.115,1.18692756569978e-05
"chr4:138606733:138606807:138605383:138607661:SE","SE","ENSMUSG00000028751","Pla2g2e",74,"Regular (>50bp)",0.219,1.30840166287909e-12,0.177,9.6637535036257e-06
"chr2:11724823:11724916:11723269:11728906:SE","SE","ENSMUSG00000023206","Il15ra",93,"Regular (>50bp)",0.171,0.00151749163936785,0.159,0.00253004899441553
"chr2:11728223:11728421:11723269:11728906:SE","SE","ENSMUSG00000023206","Il15ra",198,"Regular (>50bp)",0.26,0.000323814026939444,0.23,0.0016743340286164
"chr2:11728223:11728421:11724916:11728906:SE","SE","ENSMUSG00000023206","Il15ra",198,"Regular (>50bp)",-0.13,0.0454494029337421,-0.254,0.00212032828717821
"chr4:139159792:139159825:139159072:139160930:SE","SE","ENSMUSG00000066036","Ubr4",33,"Small (30-50bp)",0.263,0,0.108,0.000722902349978473
"chr2:25184449:25184560:25182140:25185803:SE","SE","ENSMUSG00000026959","Grin1",111,"Regular (>50bp)",0.151,0.000948284233830729,0.222,4.21977447629106e-08
"chr5:139324936:139325140:139324130:139325219:SE","SE","ENSMUSG00000045438","Cox19",204,"Regular (>50bp)",-0.201,0.00267618481955599,-0.271,1.04221426573747e-05
"chr7:128048454:128048522:128047994:128049844:SE","SE","ENSMUSG00000030846","Tial1",68,"Regular (>50bp)",-0.105,0.000424432847698657,-0.168,6.01636024950569e-13
"chr15:82220970:82221142:82220221:82221587:SE","SE","ENSMUSG00000022453","Naga",172,"Regular (>50bp)",-0.102,0.00049839050576834,-0.193,9.98763361577042e-13
"chr1:176596798:176597092:176589066:176597278:SE","SE","ENSMUSG00000057335","Cep170",294,"Regular (>50bp)",-0.106,0.00125952627493081,-0.163,6.76645641651693e-12
"chr6:40331947:40332027:40331741:40333978:SE","SE","ENSMUSG00000029916","Agk",80,"Regular (>50bp)",-0.371,5.81956058883445e-07,-0.327,2.60811993128998e-07
"chr4:3554353:3554414:3551891:3560498:SE","SE","ENSMUSG00000028232","Tmem68",61,"Regular (>50bp)",0.133,4.37655541718684e-05,0.129,2.93604005525419e-05
"chr1:74957524:74957653:74956534:74958342:SE","SE","ENSMUSG00000047021","Cfap65",129,"Regular (>50bp)",-0.196,0.000669189202688561,-0.177,0.000630664384618119
"chr8:72719637:72719760:72705004:72719943:SE","SE","ENSMUSG00000052446","Zfp961",123,"Regular (>50bp)",0.115,0.031141844002088,0.118,0.0157816441947231
"chr15:63829433:63829516:63828531:63869746:SE","SE","ENSMUSG00000022378","Cyrib",83,"Regular (>50bp)",0.128,0.0123131385382555,0.147,0.000334680036304387
"chr19:60208761:60208792:60208571:60214663:SE","SE","ENSMUSG00000057858","Fam204a",31,"Small (30-50bp)",-0.194,5.54044420961763e-11,-0.222,3.13897056497055e-14
"chr19:60208921:60209009:60208792:60214741:SE","SE","ENSMUSG00000057858","Fam204a",88,"Regular (>50bp)",-0.162,6.66999981402294e-06,-0.216,2.47614173090926e-06
"chr19:60209485:60209736:60208571:60214663:SE","SE","ENSMUSG00000057858","Fam204a",251,"Regular (>50bp)",-0.134,3.36818616475668e-12,-0.202,0
"chr14:20345155:20345334:20344860:20354020:SE","SE","ENSMUSG00000021809","Nudt13",179,"Regular (>50bp)",-0.134,0.0201058170975216,-0.17,0.00390357196961651
"chr6:29361558:29361752:29361486:29366038:SE","SE","ENSMUSG00000029767","Calu",194,"Regular (>50bp)",-0.112,1.79631380722141e-05,-0.166,7.2380968321348e-13
"chr2:71063992:71064052:71059034:71066258:SE","SE","ENSMUSG00000027012","Dync1i2",60,"Regular (>50bp)",0.172,0,-0.134,1.12744552548825e-08
"chr17:69590879:69591002:69581890:69591533:SE","SE","ENSMUSG00000024044","Epb41l3",123,"Regular (>50bp)",0.204,0,0.117,0.000236600912748798
"chr17:81752297:81752401:81749652:81752915:SE","SE","ENSMUSG00000054640","Slc8a1",104,"Regular (>50bp)",-0.193,0.020952190180818,-0.254,0.000222413548087021
"chr7:122779471:122779618:122779082:122779762:SE","SE","ENSMUSG00000052707","Tnrc6a",147,"Regular (>50bp)",-0.101,0.003340632583046,-0.151,7.41139779483175e-08
"chr1:9634047:9634096:9632003:9689774:SE","SE","ENSMUSG00000079671","2610203C22Rik",49,"Small (30-50bp)",0.117,0.000134592748575032,0.11,0.000241444484792389
"chr15:83267823:83267829:83266084:83269187:SE","SE","ENSMUSG00000016664","Pacsin2",6,"Microexon (0-30bp)",0.132,1.47590581058568e-08,-0.13,4.78678250710644e-06
"chr1:177272304:177272388:177271658:177274654:SE","SE","ENSMUSG00000063659","Zbtb18",84,"Regular (>50bp)",-0.198,0.000214420445889129,-0.341,3.30970954966116e-13
"chr8:73181005:73181137:73179703:73181913:SE","SE","ENSMUSG00000019732","Calr3",132,"Regular (>50bp)",0.128,0.0194428294906984,0.128,0.0132669400996928
"chr7:77954039:77954174:77910162:78005774:SE","SE","ENSMUSG00000059146","Ntrk3",135,"Regular (>50bp)",0.143,0.00287668939338054,0.216,1.91818086877725e-09
"chr11:62750665:62750866:62748621:62753455:SE","SE","ENSMUSG00000090173","Fbxw10",201,"Regular (>50bp)",0.187,0.0086626989299094,0.187,0.00595257448067193
"chr1:136225021:136225054:136221159:136225479:SE","SE","ENSMUSG00000041570","Camsap2",33,"Small (30-50bp)",0.246,4.82489615225967e-06,0.169,0.00188173296420614
"chr14:30961076:30961193:30960439:30961587:SE","SE","ENSMUSG00000021902","Phf7",117,"Regular (>50bp)",0.114,0.0166968571772713,0.143,0.00470407430845891
"chr1:118463864:118463927:118459815:118466995:SE","SE","ENSMUSG00000064302","Clasp1",63,"Regular (>50bp)",0.197,0.0013120994422599,0.148,0.0197789675417942
"chr3:20084722:20084969:20084573:20089212:SE","SE","ENSMUSG00000027615","Hps3",247,"Regular (>50bp)",-0.122,0.000445359779772204,-0.2,2.11639694706049e-08
"chr1:87896117:87896171:87895320:87903529:SE","SE","ENSMUSG00000005501","Usp40",54,"Regular (>50bp)",0.264,0.00276681893539065,0.224,0.0191079803946637
"chr7:100992390:100992494:100971240:100994841:SE","SE","ENSMUSG00000030688","Stard10",104,"Regular (>50bp)",0.239,4.97860633454228e-05,0.265,0.000416160657644203
"chr2:124952399:124952591:124950939:124955768:SE","SE","ENSMUSG00000027201","Myef2",192,"Regular (>50bp)",-0.119,2.52622294295534e-10,-0.142,0
"chr10:80870751:80870843:80869767:80873037:SE","SE","ENSMUSG00000046822","Slc39a3",92,"Regular (>50bp)",0.104,1.39934540556634e-05,0.132,2.49402715466312e-10
"chr14:121797336:121797372:121796545:121798001:SE","SE","ENSMUSG00000025558","Dock9",36,"Small (30-50bp)",0.19,0.0101146356328822,0.128,0.0236630531751169
"chr17:72002691:72002738:71998631:72004827:SE","SE","ENSMUSG00000045761","Togaram2",47,"Small (30-50bp)",0.161,0.000722167580853768,0.188,1.42790946565984e-06
"chr12:103016153:103016182:103013957:103025577:SE","SE","ENSMUSG00000021198","Unc79",29,"Microexon (0-30bp)",0.285,5.84596770543621e-05,0.211,0.0177010912773212
"chr7:30181889:30182005:30177784:30186009:SE","SE","ENSMUSG00000006649","Nphs1",116,"Regular (>50bp)",-0.291,0.000682847500035188,-0.328,0.000113889022767306
"chr1:36468503:36468536:36467542:36478689:SE","SE","ENSMUSG00000001143","Lman2l",33,"Small (30-50bp)",0.228,7.43889692715926e-06,0.157,0.0317585911897278
"chr16:90744953:90745001:90743941:90747238:SE","SE","ENSMUSG00000022973","Synj1",48,"Small (30-50bp)",0.254,1.25703508435077e-06,0.141,0.00293456769525269
"chr8:75560078:75560151:75555048:75560479:SE","SE","ENSMUSG00000079011","Gm11033",73,"Regular (>50bp)",0.222,0.0321221891972023,0.237,0.000788613154320193
"chr11:121187739:121187915:121181716:121197593:SE","SE","ENSMUSG00000039275","Foxk2",176,"Regular (>50bp)",-0.253,0.000327331485137548,-0.276,0.00610338488802631
"chr6:51441407:51441431:51441191:51442158:SE","SE","ENSMUSG00000004980","Hnrnpa2b1",24,"Microexon (0-30bp)",-0.167,1.60289999095546e-11,-0.115,9.85658267333971e-06
"chr5:31798948:31800384:31754365:31807646:SE","SE","ENSMUSG00000106918","Mrpl33",1436,"Regular (>50bp)",0.159,0.000415064852633111,0.18,0.00149041629724644
"chr2:3437474:3437530:3434843:3438025:SE","SE","ENSMUSG00000026648","Dclre1c",56,"Regular (>50bp)",-0.209,0.0215218625852119,-0.341,3.84338005360231e-05
"chr2:3437474:3437530:3434843:3438066:SE","SE","ENSMUSG00000026648","Dclre1c",56,"Regular (>50bp)",-0.201,0.0205337653677248,-0.228,0.00185741532913857
"chr2:173490962:173491160:173438980:173501115:SE","SE","ENSMUSG00000121504","Ppp4r1l-ps",198,"Regular (>50bp)",-0.244,0.00201368032987911,-0.332,9.85658267333971e-06
"chr2:173490962:173491160:173457369:173501115:SE","SE","ENSMUSG00000121504","Ppp4r1l-ps",198,"Regular (>50bp)",-0.188,3.21565627657686e-05,-0.183,5.47437373926235e-05
"chr2:132781201:132781435:132778082:132783856:SE","SE","ENSMUSG00000027356","Fermt1",234,"Regular (>50bp)",0.278,0.00112436588777282,0.278,0.000704680068062635
"chr9:63843924:63844093:63843820:63844322:SE","SE","ENSMUSG00000111058","Gm36033",169,"Regular (>50bp)",-0.411,0.0302050280655403,-0.503,0.00083895588676909
"chr19:46315336:46315446:46314661:46315522:SE","SE","ENSMUSG00000037126","Psd",110,"Regular (>50bp)",-0.107,0.0379609693782597,-0.193,3.97563052292051e-07
"chr1:7190417:7190839:7159440:7217860:SE","SE","ENSMUSG00000051285","Pcmtd1",422,"Regular (>50bp)",-0.16,4.97860633454228e-05,-0.136,0.000253358463558074
"chr17:29501033:29501241:29487976:29512980:SE","SE","ENSMUSG00000052712","BC004004",208,"Regular (>50bp)",-0.189,0.000455077797980286,-0.139,0.0153553164495228
"chr8:32323180:32323258:32316383:32327697:SE","SE","ENSMUSG00000062991","Nrg1",78,"Regular (>50bp)",-0.3,0.0134282560045105,-0.229,0.0401486478372949
"chr4:120568419:120568581:120561772:120570208:SE","SE","ENSMUSG00000028631","Kcnq4",162,"Regular (>50bp)",0.294,0.01412193452692,0.273,0.01250674020209
"chr1:93407185:93407321:93406902:93416845:SE","SE","ENSMUSG00000026276","Septin2",136,"Regular (>50bp)",-0.169,0.0418270079576347,-0.173,0.0178554023221596
"chr2:119861982:119862132:119861883:119862321:SE","SE","ENSMUSG00000098789","Jmjd7",150,"Regular (>50bp)",-0.115,0.0112543434008751,-0.111,0.027536144667863
"chr14:23576603:23576695:23559968:23576792:SE","SE","ENSMUSG00000063142","Kcnma1",92,"Regular (>50bp)",-0.101,0.00630521314346458,-0.121,1.84068639137306e-06
"chr4:89255914:89256050:89214841:89288010:SE","SE","ENSMUSG00000086035","Gm12610",136,"Regular (>50bp)",0.259,8.27328736591769e-09,0.229,0.000220853498945123
"chr4:89340867:89340979:89288109:89402250:SE","SE","ENSMUSG00000086035","Gm12610",112,"Regular (>50bp)",0.164,0.00214985522449564,0.147,0.00660533570820814
"chr2:5067669:5067798:5051010:5068717:SE","SE","ENSMUSG00000026672","Optn",129,"Regular (>50bp)",-0.128,0.000104051389815665,-0.104,0.0134055487389472
"chr8:14992609:14992726:14990372:14995279:SE","SE","ENSMUSG00000071176","Arhgef10",117,"Regular (>50bp)",-0.118,0.00486650585162723,-0.152,0.000114883422208277
"chr5:123773236:123773341:123769232:123778556:SE","SE","ENSMUSG00000049550","Clip1",105,"Regular (>50bp)",0.128,0.0466611028216607,0.276,1.06372300818821e-08
"chrX:7601310:7601409:7600337:7601539:SE","SE","ENSMUSG00000031150","Ccdc120",99,"Regular (>50bp)",0.103,0.00302984682487361,0.109,0.000109920254721906
"chr1:16301226:16301315:16300090:16415927:SE","SE","ENSMUSG00000025920","Stau2",89,"Regular (>50bp)",-0.106,0.00747971435750785,-0.25,5.94498010767572e-07
"chr4:137365075:137365201:137362319:137371653:SE","SE","ENSMUSG00000043411","Usp48",126,"Regular (>50bp)",-0.126,2.87392006700783e-06,-0.138,8.76828404888278e-07
"chr2:53018728:53018854:53016988:53021851:SE","SE","ENSMUSG00000036053","Fmnl2",126,"Regular (>50bp)",-0.231,1.47698056988194e-05,-0.194,5.99961985225646e-05
"chr4:116673158:116673232:116673035:116673509:SE","SE","ENSMUSG00000028687","Mutyh",74,"Regular (>50bp)",-0.14,0.000117113683865585,-0.216,5.99428578245401e-06
"chr4:116467599:116468574:116462960:116469168:SE","SE","ENSMUSG00000028693","Nasp",975,"Regular (>50bp)",-0.253,3.41834668679268e-13,-0.443,0
"chr2:180745434:180745464:180742411:180746679:SE","SE","ENSMUSG00000016346","Kcnq2",30,"Microexon (0-30bp)",0.153,1.25008143371497e-12,0.126,1.44977024033862e-06
"chr5:108217027:108217229:108213831:108228690:SE","SE","ENSMUSG00000029267","Mtf2",202,"Regular (>50bp)",-0.145,1.6394123091003e-07,-0.228,0
"chr5:108217027:108217389:108213831:108228690:SE","SE","ENSMUSG00000029267","Mtf2",362,"Regular (>50bp)",-0.143,4.51218165962589e-08,-0.213,0
"chr5:108221172:108221320:108213831:108228690:SE","SE","ENSMUSG00000029267","Mtf2",148,"Regular (>50bp)",-0.12,6.96191111593124e-08,-0.129,1.87067578613336e-10
"chr2:164601148:164601260:164596224:164609632:SE","SE","ENSMUSG00000086453","Gm11457",112,"Regular (>50bp)",0.172,0.0144473357528274,0.184,0.0070340135132605
"chr2:164604640:164604801:164604528:164609632:SE","SE","ENSMUSG00000086453","Gm11457",161,"Regular (>50bp)",-0.429,0.0306733575254748,-0.54,0.00145682700924936
"chr6:86958277:86958379:86944355:86959523:SE","SE","ENSMUSG00000057230","Aak1",102,"Regular (>50bp)",0.373,4.90846102457967e-06,0.264,0.00424168357564439
"chr6:86959523:86959625:86948068:86972821:SE","SE","ENSMUSG00000057230","Aak1",102,"Regular (>50bp)",0.249,0.0394071031591184,0.233,0.0054584120897038
"chr2:30549811:30549897:30549001:30559844:SE","SE","ENSMUSG00000087268","Gm14486",86,"Regular (>50bp)",0.244,0.00172506049196521,0.206,0.0095133670099723
"chr3:95693631:95693763:95692418:95694595:SE","SE","ENSMUSG00000028106","Rprd2",132,"Regular (>50bp)",0.27,2.07777865641766e-07,0.227,8.70069424723236e-05
"chr1:37422419:37422452:37419141:37426778:SE","SE","ENSMUSG00000026113","Inpp4a",33,"Small (30-50bp)",0.23,6.96191111593124e-08,0.17,0.000369519441417414
"chr10:105671987:105672081:105668876:105676936:SE","SE","ENSMUSG00000036009","Mettl25",94,"Regular (>50bp)",0.144,0.00340828093232473,0.246,9.35901377040606e-07
"chr1:91181481:91181549:91178159:91181936:SE","SE","ENSMUSG00000034343","Ube2f",68,"Regular (>50bp)",0.159,0.00125459239049319,0.134,0.000169952569417112
"chr7:44247013:44247043:44245692:44247804:SE","SE","ENSMUSG00000062785","Kcnc3",30,"Microexon (0-30bp)",0.151,1.7021590643803e-05,0.178,1.82748512603246e-06
"chr7:44247013:44247043:44245692:44247807:SE","SE","ENSMUSG00000062785","Kcnc3",30,"Microexon (0-30bp)",0.326,0.00035228058859102,0.236,0.00103894471213766
"chr10:79972496:79972577:79972328:79972707:SE","SE","ENSMUSG00000035640","Cbarp",81,"Regular (>50bp)",-0.106,2.75166287953894e-05,-0.195,8.94819663314711e-14
"chr10:79972538:79972577:79972328:79972707:SE","SE","ENSMUSG00000035640","Cbarp",39,"Small (30-50bp)",-0.193,6.82236601168504e-07,-0.34,0
"chr2:119617701:119617778:119614451:119617895:SE","SE","ENSMUSG00000034032","Rpap1",77,"Regular (>50bp)",-0.138,0.00302989543199504,-0.129,0.00181747751075173
"chr2:120560949:120560983:120560580:120561182:SE","SE","ENSMUSG00000027284","Cdan1",34,"Small (30-50bp)",-0.264,0.0416129966932114,-0.234,0.000164315004129418
"chr3:107801904:107801972:107801531:107802176:SE","SE","ENSMUSG00000086968","4933431E20Rik",68,"Regular (>50bp)",-0.32,0.049899539693813,-0.408,0.00211572682727831
"chr1:66470685:66470778:66464687:66472672:SE","SE","ENSMUSG00000015222","Map2",93,"Regular (>50bp)",-0.2,1.27542796908975e-08,-0.227,1.48265020890512e-11
"chr1:138950842:138950886:138893968:138967737:SE","SE","ENSMUSG00000056268","Dennd1b",44,"Small (30-50bp)",0.187,0.00111649201585084,0.189,0.00243685758259785
"chr2:144031060:144031153:143942437:144032846:SE","SE","ENSMUSG00000074758","Gm5535",93,"Regular (>50bp)",0.258,0.000454169161943709,0.261,0.00218048572016918
"chr1:53360654:53360726:53360369:53362325:SE","SE","ENSMUSG00000026096","Osgepl1",72,"Regular (>50bp)",-0.169,0.00482744095802014,-0.143,0.0275956452853682
"chr1:72315324:72315490:72314126:72316445:SE","SE","ENSMUSG00000026189","Pecr",166,"Regular (>50bp)",-0.124,0,-0.11,1.46485293031431e-13
"chr8:25669286:25669322:25668010:25671838:SE","SE","ENSMUSG00000065954","Tacc1",36,"Small (30-50bp)",0.109,2.91585154059633e-05,0.11,3.22019355951387e-05
"chr6:90764099:90764144:90671832:90786749:SE","SE","ENSMUSG00000034312","Iqsec1",45,"Small (30-50bp)",0.213,0.000203414095322047,0.226,0.0273180913932062
"chr4:111311281:111311495:111290750:111316946:SE","SE","ENSMUSG00000028545","Bend5",214,"Regular (>50bp)",0.162,0.00698596716560593,0.159,0.0128674069013222
"chr2:156366800:156367208:156356130:156368808:SE","SE","ENSMUSG00000027624","Epb41l1",408,"Regular (>50bp)",0.112,9.1430477646744e-13,0.138,0
"chr5:76688593:76688614:76685704:76689897:SE","SE","ENSMUSG00000036435","Exoc1",21,"Microexon (0-30bp)",0.252,1.58910376195037e-06,0.186,0.00143974915000025
"chr7:140904354:140904529:140904092:140907191:SE","SE","ENSMUSG00000058886","Deaf1",175,"Regular (>50bp)",-0.207,1.8567258562636e-05,-0.378,0
"chr2:164911736:164911768:164908484:164912641:SE","SE","ENSMUSG00000017652","Cd40",32,"Small (30-50bp)",-0.152,1.82714629193345e-06,-0.108,0.000206461651473083
"chr4:21817500:21817644:21816938:21824416:SE","SE","ENSMUSG00000040455","Usp45",144,"Regular (>50bp)",-0.102,0.00213734272654972,-0.153,1.02005083290265e-07
"chr8:27539201:27539336:27535163:27542263:SE","SE","ENSMUSG00000031485","Plpbp",135,"Regular (>50bp)",-0.104,0.0262141185110006,-0.151,0.00369880766324836
"chr3:28679347:28679371:28677257:28684579:SE","SE","ENSMUSG00000027692","Tnik",24,"Microexon (0-30bp)",0.176,3.79978041575934e-08,0.111,0.00674559213125424
"chr2:121230217:121230317:121229950:121240618:SE","SE","ENSMUSG00000033486","Catsper2",100,"Regular (>50bp)",-0.128,0.0469947582287635,-0.174,0.0389427118370901
"chr14:13987152:13987356:13958911:13996360:SE","SE","ENSMUSG00000021747","Cfap20dc",204,"Regular (>50bp)",-0.108,0.0129491592471805,-0.181,0.000148485998014432
"chr1:171158801:171158853:171157094:171165819:SE","SE","ENSMUSG00000013973","Dedd",52,"Regular (>50bp)",0.223,8.27328736591769e-09,0.182,1.08672095467285e-06
"chr1:171158820:171158853:171157094:171165819:SE","SE","ENSMUSG00000013973","Dedd",33,"Small (30-50bp)",0.174,0,0.15,7.9739978061321e-12
"chr1:82723244:82723277:82713228:82724803:SE","SE","ENSMUSG00000026150","Mff",33,"Small (30-50bp)",0.146,0.00576373073023083,0.128,0.00516888395528102
"chrX:104091514:104091616:104087717:104110364:SE","SE","ENSMUSG00000087174","5530601H04Rik",102,"Regular (>50bp)",-0.152,0.00153005722243431,-0.215,0.00794095043255623
"chr6:31298324:31298411:31262055:31305266:SE","SE","ENSMUSG00000087380","2210408F21Rik",87,"Regular (>50bp)",-0.599,0.000314333001827109,-0.499,0.00511951236856963
"chr3:37363493:37363631:37363330:37364441:SE","SE","ENSMUSG00000045031","Cetn4",138,"Regular (>50bp)",-0.157,3.76735372788883e-06,-0.194,7.27530002715476e-08
"chr3:37364085:37364214:37363330:37364441:SE","SE","ENSMUSG00000045031","Cetn4",129,"Regular (>50bp)",-0.341,1.91301002757188e-05,-0.357,2.76063715079824e-05
"chr4:129013942:129013993:129012555:129015362:SE","SE","ENSMUSG00000028785","Hpca",51,"Regular (>50bp)",0.133,0.00232139080257435,0.143,0.00100790716349227
"chr14:20735279:20735348:20734089:20736576:SE","SE","ENSMUSG00000039367","Sec24c",69,"Regular (>50bp)",0.143,0.00375217365350685,0.148,0.00147049272551835
"chr5:122862656:122862737:122857289:122863052:SE","SE","ENSMUSG00000029470","P2rx4",81,"Regular (>50bp)",0.112,0.000794349425605419,0.136,4.2733933794174e-05
"chr9:107922444:107922512:107922099:107922661:SE","SE","ENSMUSG00000032594","Ip6k1",68,"Regular (>50bp)",-0.131,7.33897502342802e-06,-0.199,0
"chr3:37077118:37077181:37076623:37080238:SE","SE","ENSMUSG00000037270","Bltp1",63,"Regular (>50bp)",0.105,0.00384229255135705,0.122,0.00435759736714659
"chr11:79134225:79134401:79132982:79135288:SE","SE","ENSMUSG00000017677","Wsb1",176,"Regular (>50bp)",-0.281,8.00498907670246e-13,-0.511,0
"chr14:20795859:20795928:20794716:20797886:SE","SE","ENSMUSG00000021820","Camk2g",69,"Regular (>50bp)",0.148,0.0389012429569655,0.192,0.00104710166071879
"chr10:127317561:127317663:127307869:127319844:SE","SE","ENSMUSG00000025404","R3hdm2",102,"Regular (>50bp)",0.148,0.0118247305038172,0.126,0.00811021558870995
"chr10:127317561:127317663:127312567:127319844:SE","SE","ENSMUSG00000025404","R3hdm2",102,"Regular (>50bp)",0.177,0,0.162,0
"chr14:119161308:119161507:119160579:119161836:SE","SE","ENSMUSG00000042156","Dzip1",199,"Regular (>50bp)",-0.149,0.00537855963073971,-0.175,0.000284530970902436
"chr15:99226974:99227057:99226047:99227160:SE","SE","ENSMUSG00000023008","Fmnl3",83,"Regular (>50bp)",-0.157,0.00281721077343178,-0.3,4.57640260297101e-11
"chr4:137811567:137811681:137810299:137823219:SE","SE","ENSMUSG00000028760","Eif4g3",114,"Regular (>50bp)",-0.183,0.0311196585059158,-0.286,0.00178735948422401
"chr18:5633203:5633357:5593919:5641381:SE","SE","ENSMUSG00000024238","Zeb1",154,"Regular (>50bp)",0.273,0.000989570895247771,0.273,0.000633104380391765
"chr9:37402751:37402865:37401129:37424909:SE","SE","ENSMUSG00000042138","Msantd2",114,"Regular (>50bp)",0.178,0.00118993185014624,0.187,3.20736397438526e-06
"chr9:37424909:37424999:37401129:37428668:SE","SE","ENSMUSG00000042138","Msantd2",90,"Regular (>50bp)",-0.217,0.00302076432705106,-0.186,0.00237585115843485
"chr6:83457824:83457924:83457418:83458328:SE","SE","ENSMUSG00000014554","Dguok",100,"Regular (>50bp)",-0.111,5.21162027294763e-05,-0.178,5.57430611737552e-12
"chr17:83732686:83732860:83729164:83734651:SE","SE","ENSMUSG00000032624","Eml4",174,"Regular (>50bp)",0.105,0.00335952453844866,0.114,0.000335523763180108
"chr17:83732686:83732860:83729164:83735428:SE","SE","ENSMUSG00000032624","Eml4",174,"Regular (>50bp)",0.239,7.77367782715381e-09,0.302,0
"chr17:83734651:83734780:83729164:83735428:SE","SE","ENSMUSG00000032624","Eml4",129,"Regular (>50bp)",0.17,4.0523453940791e-06,0.233,0
"chr17:35262704:35262740:35260491:35263000:SE","SE","ENSMUSG00000007035","Msh5",36,"Small (30-50bp)",-0.162,0.0499647818891233,-0.211,0.00117725420666822
"chr10:62305679:62305836:62300517:62316336:SE","SE","ENSMUSG00000020078","Vps26a",157,"Regular (>50bp)",-0.216,3.14349710969308e-05,-0.211,0.0425619405381936
"chr6:93681257:93681341:93678362:93684984:SE","SE","ENSMUSG00000045095","Magi1",84,"Regular (>50bp)",0.171,3.15513116702019e-07,0.19,1.04092634652486e-11
"chr5:134963142:134963278:134962455:134969310:SE","SE","ENSMUSG00000040557","Mettl27",136,"Regular (>50bp)",0.186,0.00254301092529718,0.178,0.00156266238764758
"chr6:114649751:114649804:114629512:114649934:SE","SE","ENSMUSG00000030314","Atg7",53,"Regular (>50bp)",0.246,0.00355749151789364,0.429,2.55504128351909e-07
"chr6:118651515:118651575:118651366:118652780:SE","SE","ENSMUSG00000051331","Cacna1c",60,"Regular (>50bp)",0.135,0.00571419597402623,0.125,0.00122110773680215
"chr5:149124517:149124644:149121616:149125154:SE","SE","ENSMUSG00000041264","Uspl1",127,"Regular (>50bp)",-0.159,5.78925058828962e-05,-0.149,1.60383519159947e-07
"chr5:149124517:149124686:149121616:149125154:SE","SE","ENSMUSG00000041264","Uspl1",169,"Regular (>50bp)",-0.165,0.000908714728491691,-0.168,6.57461435114618e-09
"chr6:126869046:126869183:126868736:126871639:SE","SE","ENSMUSG00000030345","Dyrk4",137,"Regular (>50bp)",0.111,0.000118976248211211,0.101,0.000887193184605712
"chr6:140526072:140526261:140525202:140527693:SE","SE","ENSMUSG00000030231","Plekha5",189,"Regular (>50bp)",-0.121,0.0384734592046101,-0.383,0
"chrX:141465286:141465945:141464552:141535035:SE","SE","ENSMUSG00000047045","Tmem164",659,"Regular (>50bp)",0.137,9.66763557410396e-07,0.172,2.09840976943471e-08
"chr8:106424192:106424273:106424070:106424499:SE","SE","ENSMUSG00000050357","Carmil2",81,"Regular (>50bp)",-0.121,0.00105203049955051,-0.133,1.96523039723309e-05
"chr7:6740563:6740633:6734301:6741854:SE","SE","ENSMUSG00000051527","Usp29",70,"Regular (>50bp)",-0.2,0.0308499708084042,-0.229,0.00644572269889573
"chr18:38372625:38372804:38372242:38382766:SE","SE","ENSMUSG00000097080","1700086O06Rik",179,"Regular (>50bp)",0.228,0.0218652210658998,0.257,0.000339929778839638
"chr18:38372625:38372804:38372238:38383230:SE","SE","ENSMUSG00000097080","1700086O06Rik",179,"Regular (>50bp)",0.731,1.78365023538485e-10,0.455,0.00724548683895905
"chr7:12152469:12152593:12151145:12155734:SE","SE","ENSMUSG00000034071","Zfp551",124,"Regular (>50bp)",-0.184,0.0141996762987254,-0.193,0.00419423930225094
"chr10:80545922:80546126:80545790:80546253:SE","SE","ENSMUSG00000020198","Ap3d1",204,"Regular (>50bp)",-0.228,0,-0.264,0
"chr3:96037541:96037654:96016080:96043784:SE","SE","ENSMUSG00000038495","Otud7b",113,"Regular (>50bp)",-0.199,0.0338878852318955,-0.201,0.0431691101038788
