"GeneID_clean","GeneSymbol","n_events","event_types","max_abs_dPSI"
"ENSMUSG00000059436","Max",2,"SE,MXE",0.148
"ENSMUSG00000059439","Bcas3",1,"SE",0.293
"ENSMUSG00000059475","Zfp426",2,"SE",0.19
"ENSMUSG00000059772","Slx1b",1,"SE",0.111
"ENSMUSG00000059890","Ube4a",1,"MXE",0.191
"ENSMUSG00000059939","9430015G10Rik",1,"RI",0.111
"ENSMUSG00000060073","Psma3",1,"SE",0.423
"ENSMUSG00000060147","Serpinb6a",2,"A5SS",0.657
"ENSMUSG00000060450","Rnf14",2,"SE",0.266
"ENSMUSG00000060477","Irak2",1,"SE",0.113
"ENSMUSG00000060538","Tmem219",1,"A3SS",0.726
"ENSMUSG00000061411","Nol4l",1,"A5SS",0.133
"ENSMUSG00000061878","Sphk1",2,"A5SS,RI",0.166
"ENSMUSG00000062007","Hsh2d",1,"MXE",0.188
"ENSMUSG00000062646","Ganc",1,"SE",0.13
"ENSMUSG00000062785","Kcnc3",2,"SE",0.326
"ENSMUSG00000063179","Pstk",1,"SE",0.194
"ENSMUSG00000063358","Mapk1",1,"SE",0.341
"ENSMUSG00000063659","Zbtb18",2,"SE",0.198
"ENSMUSG00000063849","Ppcdc",1,"A3SS",0.133
"ENSMUSG00000063884","Ptcd3",1,"SE",0.241
"ENSMUSG00000064179","Tnnt1",1,"SE",0.147
"ENSMUSG00000064302","Clasp1",3,"SE",0.2
"ENSMUSG00000065954","Tacc1",1,"SE",0.109
"ENSMUSG00000066235","Pomgnt2",2,"SE",0.398
"ENSMUSG00000066392","Nrxn3",2,"SE",0.789
"ENSMUSG00000066551","Hmgb1",1,"SE",0.178
"ENSMUSG00000067825","Pex26",1,"SE",0.42
"ENSMUSG00000068328","Aup1",1,"RI",0.104
"ENSMUSG00000070031","Sp140",1,"SE",0.183
"ENSMUSG00000070034","Sp110",1,"RI",0.53
"ENSMUSG00000070047","Fat1",4,"SE,MXE",0.288
"ENSMUSG00000070564","Ntn5",1,"SE",0.35
"ENSMUSG00000071176","Arhgef10",1,"SE",0.118
"ENSMUSG00000071454","Dtnb",1,"SE",0.187
"ENSMUSG00000071653","1810009A15Rik",1,"RI",0.229
"ENSMUSG00000072501","Phf20l1",3,"SE,A3SS,RI",0.173
"ENSMUSG00000072769","Gm10419",1,"A3SS",0.289
"ENSMUSG00000073236","2500004C02Rik",1,"SE",0.327
"ENSMUSG00000073460","Pnldc1",1,"A3SS",0.306
"ENSMUSG00000073779","Lrp8os2",2,"SE",0.637
"ENSMUSG00000073792","Alg6",1,"SE",0.537
"ENSMUSG00000074139","1700057G04Rik",1,"SE",0.563
"ENSMUSG00000074282","Zfp94",1,"SE",0.178
"ENSMUSG00000074758","Gm5535",4,"SE",0.316
"ENSMUSG00000075020","Mir670hg",1,"SE",0.421
"ENSMUSG00000075463","4930594M22Rik",1,"SE",0.483
"ENSMUSG00000075590","Nrbp2",1,"RI",0.176
"ENSMUSG00000075704","Txnrd2",1,"SE",0.646
"ENSMUSG00000078498","Zfp988",1,"SE",0.29
"ENSMUSG00000078716","Tmem8b",1,"SE",0.15
"ENSMUSG00000078784","Rbis",1,"RI",0.157
"ENSMUSG00000078906","Gm14444",1,"SE",0.282
"ENSMUSG00000078923","Ube2v1",1,"A5SS",0.119
"ENSMUSG00000079011","Gm11033",1,"SE",0.222
"ENSMUSG00000079036","Alkbh1",1,"A3SS",0.119
"ENSMUSG00000079105","C7",1,"SE",0.252
"ENSMUSG00000079109","Pms2",1,"A3SS",0.103
"ENSMUSG00000079179","Rab10os",1,"RI",0.191
"ENSMUSG00000085039","Gm15927",1,"SE",0.4
"ENSMUSG00000085169","Gm10785",2,"SE",0.618
"ENSMUSG00000085207","Gm11767",1,"A3SS",0.119
"ENSMUSG00000085316","D330050G23Rik",1,"SE",0.263
"ENSMUSG00000085614","1700123M08Rik",1,"SE",0.39
"ENSMUSG00000085772","D630024D03Rik",1,"SE",0.294
"ENSMUSG00000086390","1810019D21Rik",1,"RI",0.333
"ENSMUSG00000086453","Gm11457",3,"SE",0.429
"ENSMUSG00000086454","Platr14",1,"A5SS",0.463
"ENSMUSG00000086804","Gm43154",1,"SE",0.152
"ENSMUSG00000087060","Eldr",2,"A3SS,RI",0.175
"ENSMUSG00000087120","Gm12279",1,"A3SS",0.295
"ENSMUSG00000087138","Gm15545",1,"SE",0.113
"ENSMUSG00000087159","Gm15246",1,"SE",0.673
"ENSMUSG00000087211","Lhx1os",1,"SE",0.733
"ENSMUSG00000087268","Gm14486",1,"SE",0.244
"ENSMUSG00000087331","1810021B22Rik",1,"SE",0.306
"ENSMUSG00000087380","2210408F21Rik",5,"SE,A3SS,MXE,RI",0.599
"ENSMUSG00000087385","Frg2f1",1,"A3SS",0.16
"ENSMUSG00000087396","4933407K13Rik",1,"SE",0.556
"ENSMUSG00000087433","Gm14167",1,"RI",0.264
"ENSMUSG00000087479","Gm16835",1,"SE",0.382
"ENSMUSG00000087651","1500009L16Rik",1,"A3SS",0.21
"ENSMUSG00000089736","Tgfbr3l",1,"RI",0.16
"ENSMUSG00000089798","1700028K03Rik",1,"MXE",0.298
"ENSMUSG00000089862","Umad1",1,"SE",0.173
"ENSMUSG00000090077","Lime1",1,"A3SS",0.111
"ENSMUSG00000090120","A730090N16Rik",1,"SE",0.417
"ENSMUSG00000090290","Tarbp1",1,"SE",0.107
"ENSMUSG00000090363","Gm3512",1,"SE",0.353
"ENSMUSG00000091329","1700112D23Rik",1,"SE",0.286
"ENSMUSG00000091617","Gm3752",1,"SE",0.117
"ENSMUSG00000091698","Gm6526",1,"SE",0.161
"ENSMUSG00000092165","Gm5624",2,"SE",0.124
"ENSMUSG00000092167","Gm3696",1,"SE",0.509
"ENSMUSG00000092219","Gm20443",2,"SE,MXE",0.128
"ENSMUSG00000092335","Zfp977",1,"SE",0.123
"ENSMUSG00000092569","Gm20544",2,"RI",0.647
"ENSMUSG00000093979","Gm2237",1,"SE",0.173
"ENSMUSG00000096965","3300005D01Rik",1,"SE",0.121
"ENSMUSG00000096981","Gm16845",1,"SE",0.419
"ENSMUSG00000097048","1600020E01Rik",1,"SE",0.445
"ENSMUSG00000097207","6030443J06Rik",2,"A5SS",0.182
"ENSMUSG00000097587","4930578M01Rik",1,"SE",0.128
"ENSMUSG00000097589","Dleu2",2,"SE,MXE",0.164
"ENSMUSG00000097709","2810429I04Rik",1,"A5SS",0.331
"ENSMUSG00000097729","2310015A10Rik",1,"A5SS",0.192
"ENSMUSG00000097755","2010110K18Rik",3,"SE,RI",0.23
"ENSMUSG00000097910","Hdnr",2,"SE",0.236
"ENSMUSG00000098098","Bvht",1,"A5SS",0.172
"ENSMUSG00000098488","Pla2g4b",1,"RI",0.198
"ENSMUSG00000098789","Jmjd7",1,"SE",0.115
"ENSMUSG00000099481","Xndc1",1,"SE",0.157
"ENSMUSG00000100444","C530043A13Rik",1,"SE",0.316
"ENSMUSG00000100706","Gm19744",1,"MXE",0.525
"ENSMUSG00000106864","Gtf3c2",1,"SE",0.124
"ENSMUSG00000107271","BC028471",1,"SE",0.161
"ENSMUSG00000110206","Flt3l",1,"RI",0.122
"ENSMUSG00000110605","Gm32856",1,"SE",0.253
"ENSMUSG00000110652","Gm33023",2,"SE",0.404
"ENSMUSG00000111447","Gm48249",1,"SE",0.357
"ENSMUSG00000112071","5430401H09Rik",1,"RI",0.49
"ENSMUSG00000113484","Gm47157",1,"SE",0.274
"ENSMUSG00000113585","Gm19605",1,"SE",0.349
"ENSMUSG00000117427","Gm36199",1,"RI",0.391
"ENSMUSG00000117679","Apbb3",1,"RI",0.156
"ENSMUSG00000117916","9630028I04Rik",1,"SE",0.428
"ENSMUSG00000120072","Gm30866",2,"SE",0.332
"ENSMUSG00000120166","Zfp33b",1,"SE",0.213
"ENSMUSG00000121374","ENSMUSG00000121374",1,"SE",0.171
"ENSMUSG00000121449","Pdxk-ps",1,"SE",0.243
"ENSMUSG00000121502","ENSMUSG00000121502",1,"SE",0.373
