"gene_id","gene_symbol","DE_log2FC","DE_padj","DE_baseMean","GeneSymbol","splicing_n_events","splicing_event_types","splicing_max_abs_dPSI","splicing_best_dPSI","splicing_min_FDR"
"ENSMUSG00000026289","Atg16l1",0.432732262592338,1.87619172195958e-11,3804.81949087277,"Atg16l1",1,"RI",0.111,-0.111,0.00097698586543621
"ENSMUSG00000027722","Afg2a",0.437966187779877,1.90409725323975e-11,4782.7517738759,"Spata5",1,"SE",0.169,0.169,1.31800644066821e-10
"ENSMUSG00000036667","Tcaf1",-0.354477186765443,1.95718367922251e-11,13715.6063492655,"Tcaf1",1,"SE",0.289,-0.289,0.00319792879939416
"ENSMUSG00000026942","Traf2",0.421393291031023,2.09891869864221e-11,4582.85551607361,"Traf2",1,"A5SS",0.303,-0.303,0.0203267924874174
"ENSMUSG00000000631","Myo18a",-0.437032279669625,2.19596651377955e-11,14697.6352972075,"Myo18a",2,"SE",0.444,-0.444,0.000131915200960212
"ENSMUSG00000002524","Puf60",0.358847438491631,2.32862790446539e-11,18348.4607878911,"Puf60",1,"SE",0.168,0.168,0
"ENSMUSG00000079084","Ccdc82",-0.623211929401931,2.7326130704547e-11,3348.50043136251,"Ccdc82",2,"SE,MXE",0.138,-0.138,6.62753018163348e-07
"ENSMUSG00000049659","Aftph",-0.386765193297701,2.78089791600023e-11,7484.96975267393,"Aftph",3,"SE,A5SS,MXE",0.164,-0.164,2.26742714918788e-07
"ENSMUSG00000038271","Iffo1",-0.379721375096056,3.06362168290788e-11,6430.6837861015,"Iffo1",2,"A3SS,RI",0.339,-0.339,1.76955573924794e-08
"ENSMUSG00000038828","Tmem214",0.402400768465247,3.2105484160136e-11,4045.52746720118,"Tmem214",1,"RI",0.102,-0.102,0.000515026733105878
"ENSMUSG00000020674","Pxdn",-0.351465358913544,3.28899341827223e-11,23709.0700014533,"Pxdn",2,"SE,MXE",0.116,-0.116,0
"ENSMUSG00000002012","Pnck",-0.954833366274903,3.32982318012407e-11,309.905203931115,"Pnck",1,"SE",0.135,0.135,0.00040050022321504
"ENSMUSG00000040209","Zfp704",-0.371608234174448,3.82830085983996e-11,9199.66860725068,"Zfp704",2,"SE,MXE",0.634,-0.634,0.000431238644821096
"ENSMUSG00000035268","Pkig",0.519250953830473,4.23228130784926e-11,3027.3086558106,"Pkig",1,"SE",0.107,0.107,0.00679725396576918
"ENSMUSG00000042156","Dzip1",-0.484875320663371,4.86338786356093e-11,2019.36138239033,"Dzip1",1,"SE",0.175,-0.175,0.000284530970902436
"ENSMUSG00000026970","Rbms1",-0.342858793281056,5.5277089657062e-11,18725.0897039554,"Rbms1",1,"SE",0.109,-0.109,1.68601818355716e-06
"ENSMUSG00000054640","Slc8a1",-0.422055339910912,5.69146539563754e-11,6362.72991740287,"Slc8a1",5,"SE,MXE",0.281,-0.281,1.19261795689183e-07
"ENSMUSG00000034616","Ssh3",-0.651564251838499,6.66141546898037e-11,586.965577877927,"Ssh3",3,"SE,RI",0.267,-0.267,0.000151679272847905
"ENSMUSG00000037466","Tedc1",0.582814992440198,7.22984592970374e-11,1517.16095680745,"Tedc1",1,"A3SS",0.168,-0.168,7.364249116398e-06
"ENSMUSG00000036672","Cenpt",0.50478812382921,8.35941356357515e-11,2207.8288016171,"Cenpt",3,"A5SS,RI",0.203,-0.203,1.31230462143067e-07
"ENSMUSG00000022515","Anks3",0.381399067878944,9.2827218133936e-11,3642.87977268838,"Anks3",2,"SE",0.109,-0.109,0.0014191973992394
"ENSMUSG00000034343","Ube2f",0.469277411029763,9.61183168606218e-11,2020.67768453343,"Ube2f",3,"SE,A3SS,MXE",0.203,-0.203,0.000169952569417112
"ENSMUSG00000057789","Bak1",0.674209688099135,1.05196059854029e-10,1078.03643417248,"Bak1",1,"SE",0.298,-0.298,0
"ENSMUSG00000025137","Pcyt2",-0.542492440498605,1.16193758622527e-10,6473.03512149414,"Pcyt2",3,"SE,RI",0.231,-0.231,0
"ENSMUSG00000052533","Nup188",0.40923139233738,1.20354799762621e-10,11074.9570865949,"Nup188",1,"A3SS",0.156,-0.156,0.00143292848025116
"ENSMUSG00000029576","Radil",0.695945668909612,1.73419292200532e-10,744.249754246099,"Radil",1,"A3SS",0.137,0.137,2.98946904568692e-06
"ENSMUSG00000002249","Tead3",-0.723049298748686,1.88599172189952e-10,580.822076921509,"Tead3",1,"RI",0.229,-0.229,0.000370349607954399
"ENSMUSG00000005374","Tbl2",0.500363481245973,1.99949740944608e-10,4206.7503146884,"Tbl2",1,"SE",0.417,-0.417,1.36762729764178e-10
"ENSMUSG00000036501","Fam13b",0.415842984866093,2.02670151881473e-10,4483.9447357352,"Fam13b",2,"SE,MXE",0.116,0.116,0
"ENSMUSG00000037326","Capn15",0.483971144167711,2.03698294120833e-10,1322.33317469923,"Capn15",3,"SE,A5SS,RI",0.262,-0.262,1.60824386925722e-07
"ENSMUSG00000086968","4933431E20Rik",-0.586881547169729,2.14759377764981e-10,1172.40149543754,"4933431E20Rik",6,"SE,A3SS,RI",0.408,-0.408,9.55330284652159e-08
"ENSMUSG00000024754","Cemip2",-0.405192795256433,2.15901074999064e-10,6546.69599568269,"Cemip2",1,"SE",0.115,0.115,0.000197172422920368
"ENSMUSG00000034164","Emid1",-0.45314237360812,2.28759109400324e-10,8750.08495197878,"Emid1",1,"SE",0.141,0.141,9.49141602654357e-05
"ENSMUSG00000053477","Tcf4",-0.32895737297057,2.46557668169379e-10,26681.3384870246,"Tcf4",1,"A3SS",0.345,0.345,0.0320296358096459
"ENSMUSG00000059022","Kcp",-0.905162291700074,2.46750025346715e-10,883.819252419454,"Kcp",2,"SE,A3SS",0.287,-0.287,3.49766090606658e-06
"ENSMUSG00000058290","Espl1",0.374862475185635,2.62603236721267e-10,11707.3035732202,"Espl1",1,"A3SS",0.163,0.163,0.042607594370548
"ENSMUSG00000034269","Setd5",-0.293558676682981,2.69825672334195e-10,19583.4972421517,"Setd5",1,"SE",0.105,-0.105,0.0058226609798991
"ENSMUSG00000028034","Fubp1",-0.468816253477031,2.80009587457304e-10,18125.7747686453,"Fubp1",2,"A3SS,RI",0.274,-0.274,0
"ENSMUSG00000099481","Xndc1",0.436367516446248,3.11930586481512e-10,2767.7305588893,"Xndc1",1,"SE",0.129,-0.129,0.00969284345408688
"ENSMUSG00000024118","Tedc2",0.576155513856143,3.17453344093616e-10,1305.80644039868,"Tedc2",1,"A5SS",0.149,-0.149,2.695279896705e-14
"ENSMUSG00000038917","3930402G23Rik",-0.719899802848861,3.23804351270125e-10,607.039474519519,"3930402G23Rik",1,"SE",0.113,-0.113,0.0390554293598756
"ENSMUSG00000068284","Usf3",-0.45123702703783,3.32587007181063e-10,3152.77313691481,"Usf3",2,"SE,A5SS",0.109,-0.109,0.00284959375323349
"ENSMUSG00000000308","Ckmt1",-0.385813443609572,3.5510794581831e-10,2162.9042661882,"Ckmt1",1,"A3SS",0.202,0.202,0.0212506215428812
"ENSMUSG00000021268","Meg3",-0.799798734156659,3.7727289931461e-10,747.593591834174,"Meg3",1,"SE",0.331,-0.331,0.0195073445336856
"ENSMUSG00000020964","Sel1l",-0.342419711522811,4.27693173305364e-10,8658.91586975902,"Sel1l",1,"A5SS",0.109,-0.109,8.48513600465609e-10
"ENSMUSG00000006575","Rundc3a",-0.361643403138852,4.37647181023555e-10,28083.9889021797,"Rundc3a",1,"A3SS",0.455,-0.455,1.72969587371019e-11
"ENSMUSG00000006219","Fblim1",-0.727526903246705,4.46656270975039e-10,580.484978797841,"Fblim1",1,"A3SS",0.174,0.174,0.000768725898129104
"ENSMUSG00000003847","Nfat5",-0.527517752187142,4.82828450584597e-10,30123.4707439281,"Nfat5",1,"SE",0.181,0.181,5.01560445755399e-05
"ENSMUSG00000070808","Bicra",-0.490950607278649,5.23538936562082e-10,1300.00457770659,"Bicra",1,"SE",0.159,-0.159,0.00051811090979926
"ENSMUSG00000034858","Atosa",-0.510966179873155,5.23538936562082e-10,1436.32281743497,"Atosa",1,"A5SS",0.199,-0.199,0.00917987886453834
"ENSMUSG00000020527","Myo19",0.465045742475244,5.29396078026848e-10,1988.30939379335,"Myo19",1,"SE",0.197,-0.197,3.55642128957178e-12
"ENSMUSG00000027692","Tnik",-0.327926720763844,5.64394311881021e-10,10649.4181719825,"Tnik",1,"SE",0.111,0.111,0.00674559213125424
"ENSMUSG00000022564","Grina",-0.460502416400494,5.77551770009488e-10,35439.3553415559,"Grina",2,"SE",0.271,-0.271,0
"ENSMUSG00000027593","Raly",0.346398191753785,5.93558956274588e-10,13127.3089493702,"Raly",1,"SE",0.118,0.118,0.0132819014482812
"ENSMUSG00000049916","2610318N02Rik",0.388134694107786,5.94705133946471e-10,3022.61314491049,"2610318N02Rik",1,"MXE",0.108,0.108,1.31600096638999e-05
"ENSMUSG00000059273","Zc3h4",0.417233036710929,6.22730687397066e-10,4966.64676044104,"Zc3h4",1,"SE",0.179,-0.179,9.45733713744004e-05
"ENSMUSG00000094707","A830019P07Rik",-0.812031279316279,7.46247926528807e-10,813.774919189928,"A830019P07Rik",3,"SE,MXE",0.413,0.413,4.17895702909678e-05
"ENSMUSG00000026277","Stk25",-0.424018485726493,7.99325221610035e-10,10847.9189989526,"Stk25",1,"RI",0.156,-0.156,0
"ENSMUSG00000064329","Scn1a",-0.981502056869924,8.42117191572054e-10,362.726210768808,"Scn1a",1,"SE",0.306,-0.306,0.0153059932320784
"ENSMUSG00000057193","Slc44a2",-0.377289242166505,8.4617633651771e-10,4877.25516276006,"Slc44a2",1,"SE",0.116,-0.116,0.00127269536079976
"ENSMUSG00000057880","Abat",-0.345441978566014,9.09316673106542e-10,10951.8851840154,"Abat",1,"SE",0.129,-0.129,9.54026421227571e-12
"ENSMUSG00000007035","Msh5",-0.714928670319989,9.24645441891738e-10,1085.39565042022,"Msh5",2,"SE",0.322,-0.322,9.86006679279446e-05
"ENSMUSG00000036503","Rnf13",-0.604286044882122,9.25845016283224e-10,4237.86034024794,"Rnf13",2,"A3SS",0.261,-0.261,3.62742944077896e-07
"ENSMUSG00000022353","Mtss1",-0.319868381180739,9.47690913024748e-10,9982.39900603575,"Mtss1",1,"SE",0.124,0.124,0.000251059822237387
"ENSMUSG00000021250","Fos",0.661203064750503,1.15145164237765e-09,572.066130618771,"Fos",1,"RI",0.369,-0.369,0.00566721560172107
"ENSMUSG00000010608","Rbm25",-0.597863167924528,1.25287655847139e-09,14266.6352074644,"Rbm25",1,"RI",0.141,-0.141,8.52112878340483e-07
"ENSMUSG00000037885","Stk35",0.415744752158336,1.39259407493378e-09,2689.99448768099,"Stk35",1,"SE",0.154,-0.154,5.81443173539401e-05
"ENSMUSG00000027284","Cdan1",0.471509098771367,1.47511246020882e-09,1139.07841267173,"Cdan1",5,"SE,A5SS,MXE",0.234,-0.234,0.000164315004129418
"ENSMUSG00000115367","Gm33301",-0.512330563944676,1.47728208342784e-09,1115.2230976101,"Gm33301",1,"A3SS",0.1,0.1,0.0164560327723481
"ENSMUSG00000020152","Actr2",-0.327518781444514,1.71645457251854e-09,33318.2644931792,"Actr2",1,"SE",0.397,-0.397,0.0019965008184849
"ENSMUSG00000049676","Catsperg1",-1.45461209677634,1.71834327327662e-09,1332.70638958629,"Catsperg1",15,"SE,A3SS,A5SS,RI",0.4,0.4,1.04409689194384e-05
"ENSMUSG00000033009","Ogfod1",0.354058710385336,1.90004755358998e-09,2991.27616940344,"Ogfod1",1,"SE",0.114,-0.114,0.00144923153264796
"ENSMUSG00000025144","Cenpx",0.463095125400862,2.1209569600731e-09,1798.3832959337,"Cenpx",1,"SE",0.109,-0.109,3.23853864395517e-07
"ENSMUSG00000045349","Sh2d5",-0.509670060196509,2.16110415175654e-09,1549.76458262599,"Sh2d5",3,"SE",0.662,-0.662,0.00012291311113261
"ENSMUSG00000020128","Vps54",-0.328061971443697,2.29287780717223e-09,6271.23681728998,"Vps54",1,"A3SS",0.125,-0.125,0.00113440858031381
"ENSMUSG00000005045","Chd5",-0.324590079656461,2.29512401427848e-09,8869.05116672718,"Chd5",1,"SE",0.137,-0.137,0
"ENSMUSG00000087177","E130307A14Rik",-0.504089016408987,2.33040655494974e-09,1574.2956452742,"E130307A14Rik",6,"SE",0.421,-0.421,0.000159046178629461
"ENSMUSG00000022858","Tra2b",0.437183440364954,2.44979475944216e-09,15837.5676213368,"Tra2b",2,"SE",0.193,-0.193,0
"ENSMUSG00000026721","Rabgap1l",-0.558891797448986,2.68793573058924e-09,2570.5374795892,"Rabgap1l",1,"SE",0.108,0.108,2.35549231268745e-05
"ENSMUSG00000038506","Dcun1d2",0.343064014075761,2.91103298749374e-09,3339.50994159451,"Dcun1d2",2,"SE",0.163,0.163,0.00930922020137709
"ENSMUSG00000026885","Ttll11",0.722045270626274,3.00477065553118e-09,501.622672687057,"Ttll11",1,"SE",0.11,0.11,0.00054315191631431
"ENSMUSG00000025358","Cdk2",0.443738143269818,3.01774924191787e-09,4903.90474624557,"Cdk2",1,"SE",0.198,-0.198,2.67536117641584e-07
"ENSMUSG00000022884","Eif4a2",-0.525731713559355,3.14927002477674e-09,17222.335667048,"Eif4a2",1,"SE",0.111,0.111,2.25506611343497e-10
"ENSMUSG00000120204","ENSMUSG00000120204",1.66223529582172,3.69344179153101e-09,76.6202393564045,"Gm56850",1,"A5SS",0.17,-0.17,0.000338447642091397
"ENSMUSG00000026918","Brd3",0.341990896432129,3.78275935439772e-09,9274.88922445536,"Brd3",1,"SE",0.137,0.137,0.00351914898166492
"ENSMUSG00000052337","Immt",0.347516790718592,3.82275956057921e-09,12683.1706115429,"Immt",2,"A3SS,MXE",0.129,-0.129,1.41621622151681e-06
"ENSMUSG00000025161","Slc16a3",0.381575822838638,3.88794456386955e-09,24737.8077054861,"Slc16a3",1,"SE",0.133,0.133,1.46824664266279e-08
"ENSMUSG00000025982","Sf3b1",-0.500013251874641,4.19628284898704e-09,20069.955950731,"Sf3b1",1,"RI",0.121,-0.121,1.65575489400058e-06
"ENSMUSG00000045751","Mms22l",0.448921457868991,4.21165978647748e-09,2163.94748617826,"Mms22l",1,"SE",0.155,0.155,1.32540178536542e-05
"ENSMUSG00000025894","Aasdhppt",-0.407307734854908,4.53051052104949e-09,2364.50012735316,"Aasdhppt",2,"SE",0.132,-0.132,1.54957390202941e-12
"ENSMUSG00000059119","Nap1l4",0.336331876885911,4.83758510137279e-09,13364.9249520585,"Nap1l4",2,"SE",0.215,0.215,6.90174686690001e-09
"ENSMUSG00000051285","Pcmtd1",-0.588112030506539,5.60269637645888e-09,3463.79061703793,"Pcmtd1",1,"SE",0.136,-0.136,0.000253358463558074
"ENSMUSG00000015882","Lcorl",-0.653074389504656,5.73286913581862e-09,2822.67404989887,"Lcorl",1,"SE",0.187,0.187,0.000585037847133534
"ENSMUSG00000040093","Bmf",-0.45210491681489,5.86904224146267e-09,1704.10294363509,"Bmf",1,"SE",0.193,0.193,1.34288923752851e-05
"ENSMUSG00000025326","Ube3a",-0.325381215792332,6.33261704488982e-09,15071.7282805097,"Ube3a",1,"SE",0.127,0.127,0.0005976497772668
"ENSMUSG00000022704","Qtrt2",0.469258504868088,7.26622060446184e-09,2340.65282970914,"Qtrt2",1,"A5SS",0.193,-0.193,0.0221133566912699
"ENSMUSG00000040412","Elapor1",-0.6764507680608,7.68376699712874e-09,1288.59170139062,"Elapor1",1,"SE",0.118,-0.118,6.17698774518876e-06
"ENSMUSG00000109825","ENSMUSG00000109825",-0.768548436292036,7.85035702387162e-09,437.210327088582,"Gm45589",1,"SE",0.104,0.104,0.00591486582483082
"ENSMUSG00000014786","Slc9a5",-0.506408145492226,8.21263464592899e-09,4977.7853881323,"Slc9a5",3,"SE",0.209,-0.209,4.01941352830388e-13
"ENSMUSG00000019845","Tube1",0.528600063069899,8.24634003988975e-09,1618.09475936393,"Tube1",1,"A5SS",0.375,-0.375,0.0134836949247883
"ENSMUSG00000027506","Tpd52",-0.312966672284581,8.38944619382934e-09,9228.43318457651,"Tpd52",1,"SE",0.115,0.115,0
"ENSMUSG00000062198","2700097O09Rik",-0.609619251284463,8.55060529892661e-09,741.759030606473,"2700097O09Rik",1,"A5SS",0.172,-0.172,0.029414368326841
"ENSMUSG00000027624","Epb41l1",0.335646655786814,8.68019814557375e-09,16242.4166493077,"Epb41l1",2,"SE",0.138,0.138,0
"ENSMUSG00000070871","Ccnyl1",0.391490305138138,8.80249253199285e-09,1847.40420044767,"Ccnyl1",1,"MXE",0.122,0.122,0.00515630091026016
"ENSMUSG00000031885","Cbfb",-0.444334757779465,9.86225854370276e-09,11895.5890211569,"Cbfb",3,"MXE",0.138,0.138,8.57216152468075e-08
"ENSMUSG00000032523","Hhatl",-1.02282721736841,1.05661543100901e-08,191.61573575846,"Hhatl",2,"SE,MXE",0.252,-0.252,0.00163330060362122
"ENSMUSG00000020827","Mink1",-0.36331748554512,1.08999201232546e-08,11161.6422931211,"Mink1",1,"SE",0.184,-0.184,0
"ENSMUSG00000024238","Zeb1",-0.293822503608645,1.12284292206674e-08,4650.98989815889,"Zeb1",2,"SE",0.338,0.338,0.000633104380391765
"ENSMUSG00000023999","Kif6",-0.611092973855588,1.16116383848095e-08,531.449715709912,"Kif6",1,"SE",0.312,-0.312,3.61083174456127e-05
"ENSMUSG00000024013","Fgd2",-0.414069821834289,1.19570539653877e-08,2941.10174351576,"Fgd2",1,"RI",0.114,-0.114,0.000115103588951085
"ENSMUSG00000021259","Cyp46a1",-1.18958718080378,1.20976768105471e-08,265.991797014435,"Cyp46a1",1,"RI",0.3,0.3,0.0054396978261033
"ENSMUSG00000028785","Hpca",-0.507833958048787,1.4279606928358e-08,5311.59420741575,"Hpca",1,"SE",0.143,0.143,0.00100790716349227
"ENSMUSG00000039183","Nubp2",0.408165375920448,1.49173857135538e-08,2743.66012267344,"Nubp2",1,"A3SS",0.401,-0.401,0.0071536498174377
"ENSMUSG00000056486","Chn1",-0.351767202587758,1.69091673261756e-08,2937.30817060092,"Chn1",2,"SE",0.2,-0.2,0.000230654801698775
"ENSMUSG00000040225","Prrc2c",-0.418391663296478,1.72295790423581e-08,46894.059623125,"Prrc2c",2,"SE",0.214,-0.214,8.16031415359964e-12
"ENSMUSG00000085385","Snhg17",0.388484281493078,1.84417628973412e-08,6947.42868282072,"Snhg17",6,"A3SS,RI",0.148,-0.148,6.97285932696653e-11
"ENSMUSG00000038538","Ubn2",-0.470796642714484,2.02896045476249e-08,7930.55792566214,"Ubn2",1,"RI",0.12,-0.12,0.0148370321945409
"ENSMUSG00000021481","Zfp346",0.358780907731328,2.07143304082544e-08,3842.84353106163,"Zfp346",1,"SE",0.24,-0.24,0.0309385069417727
"ENSMUSG00000054752","Fsd1l",-0.464449901393575,2.21791379720426e-08,5998.02663395816,"Fsd1l",1,"A3SS",0.105,0.105,1.25705505124636e-06
"ENSMUSG00000030592","Ryr1",-0.71927289345696,2.32968815403784e-08,1400.11612420313,"Ryr1",1,"SE",0.288,-0.288,0.00891484093789967
"ENSMUSG00000030231","Plekha5",-0.41715846003062,2.41798746414864e-08,7808.52890949966,"Plekha5",3,"SE,A3SS",0.383,-0.383,0
"ENSMUSG00000025786","Zdhhc3",0.335228175733429,2.4510358213238e-08,4555.43480270149,"Zdhhc3",1,"A5SS",0.401,-0.401,0.0250111290848297
"ENSMUSG00000029414","Kntc1",0.455127114060515,2.61790566697817e-08,4464.94048677368,"Kntc1",1,"SE",0.1,-0.1,4.78706303489211e-06
"ENSMUSG00000035215","Lsm7",0.563962110911915,2.64907160625002e-08,2074.91492064717,"Lsm7",1,"RI",0.106,-0.106,0.00535223373768352
"ENSMUSG00000028782","Adgrb2",-0.428666376799241,2.69738268477093e-08,2422.26411042851,"Adgrb2",2,"SE,MXE",0.202,-0.202,0.00267877201257874
"ENSMUSG00000000538","Tom1l2",-0.351320750797245,2.92996571086524e-08,7148.34818239937,"Tom1l2",2,"SE",0.235,-0.235,0
"ENSMUSG00000018999","Slc35b4",0.343785149990689,2.96133638857023e-08,2628.40180020937,"Slc35b4",1,"SE",0.16,-0.16,2.42808243549289e-05
"ENSMUSG00000042258","Isl1",-0.44781170047506,3.25404770843225e-08,3336.13310378165,"Isl1",1,"MXE",0.102,0.102,0.000296558735672374
"ENSMUSG00000030534","Vps33b",-0.440909929095806,3.41659162020622e-08,1373.99613951699,"Vps33b",2,"MXE",0.2,0.2,0.000149710864898505
"ENSMUSG00000042328","Hps4",-0.348918717933692,3.82154494711356e-08,2924.26887398558,"Hps4",1,"RI",0.127,-0.127,1.91772265809203e-05
"ENSMUSG00000049811","Fam161a",-0.386258847288679,3.87275407223021e-08,1820.35156879181,"Fam161a",1,"A3SS",0.323,0.323,9.72950073791813e-05
"ENSMUSG00000022469","Rapgef3",-0.915815091078545,4.43327096510556e-08,255.946599235276,"Rapgef3",1,"RI",0.261,-0.261,4.38796407290267e-06
"ENSMUSG00000067629","Syngap1",-0.380024886829564,4.746293801006e-08,5345.59947327449,"Syngap1",2,"SE,A3SS",0.161,-0.161,6.06615071127103e-08
"ENSMUSG00000029810","Tmem176b",-0.401266089134055,4.96101513368876e-08,3123.98682426936,"Tmem176b",1,"SE",0.242,0.242,8.42783586911536e-06
"ENSMUSG00000039844","Rapgef1",0.357944942244733,5.18997725554758e-08,9769.04766126291,"Rapgef1",1,"MXE",0.127,0.127,0.00380232083540502
"ENSMUSG00000008855","Hdac5",-0.325003288418334,5.24230559886705e-08,15006.5488188054,"Hdac5",1,"RI",0.218,-0.218,1.36703490456324e-09
"ENSMUSG00000023015","Racgap1",-0.507232701165637,5.41771334808861e-08,50324.4237202943,"Racgap1",2,"SE,MXE",0.183,0.183,0
"ENSMUSG00000073422","Hsd17b8",-0.575065532054362,5.76843025866024e-08,2850.92611730161,"Hsd17b8",2,"MXE,RI",0.162,0.162,1.30595151550882e-12
"ENSMUSG00000003573","Homer3",0.541119946964442,5.89502663264016e-08,1413.22439691323,"Homer3",1,"SE",0.101,-0.101,2.53532237938914e-13
"ENSMUSG00000060227","Golm2",-0.316027068521043,5.93813297078265e-08,7941.67066800134,"Golm2",1,"SE",0.168,-0.168,0
"ENSMUSG00000045962","Wnk1",-0.281160838602451,6.110532874061e-08,46511.5613013745,"Wnk1",1,"A5SS",0.329,-0.329,0.000157355165073903
"ENSMUSG00000034427","Myo15b",-1.09655179869953,6.1547299492353e-08,171.011524021589,"Myo15b",1,"SE",0.477,-0.477,0.031108274300264
"ENSMUSG00000041769","Ppp2r2d",0.352323034477044,6.29002185255083e-08,4141.36753300703,"Ppp2r2d",1,"SE",0.343,-0.343,0.016709613525551
"ENSMUSG00000042747","Krtcap2",0.529435393456946,7.39408158323084e-08,12185.3524780855,"Krtcap2",1,"MXE",0.117,0.117,1.37550339453115e-05
"ENSMUSG00000038225","Primpol",-0.459817697874199,7.39408158323084e-08,2426.35409361535,"Primpol",1,"RI",0.268,-0.268,0
"ENSMUSG00000097290","1300002E11Rik",-0.870347997231796,8.53750985967842e-08,215.976230844695,"1300002E11Rik",1,"SE",0.102,-0.102,0.00479052707319818
"ENSMUSG00000018362","Kpna2",0.346893432207672,8.6772010788535e-08,6507.92410649879,"Kpna2",1,"SE",0.216,-0.216,0.0192661084076258
"ENSMUSG00000052748","Swt1",-0.383408427756483,8.70256940648844e-08,2230.88837238924,"Swt1",1,"SE",0.316,0.316,0.000198346347251937
"ENSMUSG00000037348","Paqr7",-0.318465858968296,8.83659382771751e-08,3181.41910124688,"Paqr7",2,"SE",0.612,0.612,4.08508034098305e-06
"ENSMUSG00000023977","Ubr2",-0.239447908903987,8.98276791929392e-08,17596.8651543151,"Ubr2",2,"SE,RI",0.217,-0.217,0
"ENSMUSG00000111058","Gm36033",-0.959342489657074,9.54497248884144e-08,331.579010488608,"Gm36033",1,"SE",0.503,-0.503,0.00083895588676909
"ENSMUSG00000032422","Snx14",-0.301361310877406,1.0452320810117e-07,4941.32737346029,"Snx14",1,"SE",0.115,-0.115,2.53532237938914e-13
"ENSMUSG00000031993","Snx19",0.403602706924236,1.06047670868124e-07,2628.52296607802,"Snx19",1,"SE",0.151,-0.151,0.000136871884304084
"ENSMUSG00000054814","Usp46",0.450734242674372,1.10326945418835e-07,1844.4236518979,"Usp46",1,"MXE",0.126,-0.126,0.00353905657508181
"ENSMUSG00000021276","Cinp",0.346100622533445,1.15023979319328e-07,3194.01216079387,"Cinp",2,"SE,RI",0.178,-0.178,0.0315173573192066
"ENSMUSG00000026082","Rev1",0.340653286227408,1.33233093522416e-07,3819.12032665736,"Rev1",3,"SE,A3SS",0.111,-0.111,1.34330264450984e-05
"ENSMUSG00000026276","Septin2",-0.952671780795019,1.33468225079641e-07,266.728044067447,"Septin2",4,"SE",0.349,-0.349,0.000987228379350144
"ENSMUSG00000042699","Dhx9",0.513098435845976,1.33468225079641e-07,20335.0793012103,"Dhx9",1,"SE",0.107,-0.107,8.00914175266303e-06
"ENSMUSG00000025217","Btrc",-0.332877684416163,1.33544271910234e-07,3711.82153426703,"Btrc",3,"SE",0.432,-0.432,1.08455768614005e-10
"ENSMUSG00000036792","Mbd5",-0.358808421805671,1.41279798285212e-07,2415.00771680307,"Mbd5",1,"A5SS",0.233,0.233,0.00102090058511983
"ENSMUSG00000027378","Nphp1",0.486070147826411,1.43543725659424e-07,789.36912096619,"Nphp1",1,"SE",0.113,0.113,0.00141245339804656
"ENSMUSG00000057335","Cep170",-0.363143555633343,1.44604031119495e-07,14818.9555705046,"Cep170",5,"SE,A5SS,MXE,RI",0.163,-0.163,0
"ENSMUSG00000035158","Mitf",0.678386035945799,1.46461111253289e-07,717.824309050863,"Mitf",1,"SE",0.133,-0.133,0.00013416782293556
"ENSMUSG00000035696","Rnf38",-0.318506044341091,1.52195832291212e-07,4840.47430101424,"Rnf38",3,"SE,A5SS",0.213,-0.213,0.000755502451133257
"ENSMUSG00000032599","Ip6k2",-0.304549198440619,1.62001958299449e-07,10496.9650642645,"Ip6k2",2,"SE",0.131,0.131,7.8385830964635e-06
"ENSMUSG00000015092","Edf1",0.307988622534722,1.70607298658077e-07,10459.4409485439,"Edf1",1,"A3SS",0.144,-0.144,0.00384796047264702
"ENSMUSG00000038831","Ralgps1",-0.338781674493215,1.75564711025927e-07,4405.90952930378,"Ralgps1",1,"SE",0.301,0.301,5.80232135067734e-05
"ENSMUSG00000055567","Unc80",-0.360601282911047,1.77373311100746e-07,5743.69324049237,"Unc80",1,"SE",0.105,-0.105,0.0095133670099723
"ENSMUSG00000087403","Kantr",-0.47313838289218,1.81798948771151e-07,1278.40156270391,"Kantr",1,"SE",0.139,0.139,3.09276183849629e-07
"ENSMUSG00000036636","Clcn7",0.356771554086474,1.86104418146998e-07,3914.20716021433,"Clcn7",1,"SE",0.667,0.667,0.000563158418064751
"ENSMUSG00000025586","Cpeb1",-0.352968928022462,1.90290732090952e-07,8331.85813274913,"Cpeb1",2,"MXE",0.114,0.114,0.000100183303536097
"ENSMUSG00000038738","Shank1",-0.537192077080554,2.11925578798894e-07,1042.38259780446,"Shank1",1,"SE",0.217,-0.217,0.00125789577588881
"ENSMUSG00000039096","Rsad1",0.359478039214508,2.12733386960237e-07,2590.92098096839,"Rsad1",1,"SE",0.112,-0.112,3.26749875299146e-07
"ENSMUSG00000020680","Taf15",0.449770541408775,2.16263419190126e-07,14765.2960441579,"Taf15",1,"SE",0.168,-0.168,0.00254057639001563
"ENSMUSG00000021180","Rps6ka5",-0.385261016267551,2.27482371258321e-07,1112.55300840479,"Rps6ka5",1,"MXE",0.144,0.144,0.00250335434340415
"ENSMUSG00000037151","Lrrc20",0.383656644321241,2.35154725855406e-07,1555.57253164965,"Lrrc20",1,"SE",0.137,0.137,5.83337387088028e-10
