"event_key","event_type","GeneID","geneSymbol","chr","strand","exon_start","exon_end","exon_length","size_category","dPSI","FDR"
"chr9:44610123:44610168:44609517:44610643:SE","SE","ENSMUSG00000048537","Phldb1","chr9","-",44610123,44610168,45,"Small (30-50bp)",0.15,2.99483816655085e-06
"chr7:89843480:89843504:89840961:89844862:SE","SE","ENSMUSG00000039361","Picalm","chr7","+",89843480,89843504,24,"Microexon (0-30bp)",0.118,1.15267724231651e-07
"chr2:18870922:18870961:18857737:18893862:SE","SE","ENSMUSG00000026737","Pip4k2a","chr2","-",18870922,18870961,39,"Small (30-50bp)",-0.154,0.01412193452692
"chr2:135806971:135807007:135803739:135808944:SE","SE","ENSMUSG00000039943","Plcb4","chr2","+",135806971,135807007,36,"Small (30-50bp)",0.112,1.34928027767139e-10
"chr4:155069822:155069849:155069422:155070671:SE","SE","ENSMUSG00000029055","Plch2","chr4","-",155069822,155069849,27,"Microexon (0-30bp)",0.144,0.0428140432341417
"chr15:76078165:76078201:76077687:76078540:SE","SE","ENSMUSG00000022565","Plec","chr15","-",76078165,76078201,36,"Small (30-50bp)",0.101,0
"chr9:121824132:121824179:121824016:121824941:SE","SE","ENSMUSG00000066235","Pomgnt2","chr9","-",121824132,121824179,47,"Small (30-50bp)",0.398,0.00431860832987468
"chr6:25798007:25798054:25794673:25805873:SE","SE","ENSMUSG00000029676","Pot1a","chr6","-",25798007,25798054,47,"Small (30-50bp)",-0.18,0.00594642261840523
"chr6:115362557:115362594:115384202:115384281:115360704:115416800:MXE","MXE","ENSMUSG00000000440","Pparg","chr6","+",115362557,115362594,37,"Small (30-50bp)",0.362,0.0392625666580476
"chr7:144056603:144056633:144054140:144058639:SE","SE","ENSMUSG00000037519","Ppfia1","chr7","-",144056603,144056633,30,"Microexon (0-30bp)",0.265,7.93719172020803e-12
"chr7:44992976:44993003:44991925:44993164:SE","SE","ENSMUSG00000003863","Ppfia3","chr7","-",44992976,44993003,27,"Microexon (0-30bp)",0.239,5.1877029221982e-09
"chr7:107327922:107327955:107326992:107328345:SE","SE","ENSMUSG00000036528","Ppfibp2","chr7","+",107327922,107327955,33,"Small (30-50bp)",0.114,0.000795244334296005
"chr19:3509746:3509764:3509480:3514544:SE","SE","ENSMUSG00000024908","Ppp6r3","chr19","-",3509746,3509764,18,"Microexon (0-30bp)",0.211,0
"chr1:162501671:162501720:162501225:162503173:SE","SE","ENSMUSG00000040225","Prrc2c","chr1","-",162501671,162501720,49,"Small (30-50bp)",-0.121,3.14841122952943e-07
"chr19:17189655:17189694:17185693:17193689:SE","SE","ENSMUSG00000039126","Prune2","chr19","+",17189655,17189694,39,"Small (30-50bp)",0.113,0.0330137103152969
"chr19:17189655:17189694:17189077:17193689:SE","SE","ENSMUSG00000039126","Prune2","chr19","+",17189655,17189694,39,"Small (30-50bp)",0.116,0.00583089718009933
"chr19:17193689:17193737:17185693:17198147:SE","SE","ENSMUSG00000039126","Prune2","chr19","+",17193689,17193737,48,"Small (30-50bp)",0.118,0.0452451347637844
"chr5:23968331:23968349:23967472:23973765:SE","SE","ENSMUSG00000057541","Pus7","chr5","-",23968331,23968349,18,"Microexon (0-30bp)",0.11,0.00249790685408837
"chr1:127869330:127869351:127866885:127870110:SE","SE","ENSMUSG00000036104","Rab3gap1","chr1","+",127869330,127869351,21,"Microexon (0-30bp)",0.191,7.9279837253698e-07
"chr11:74458041:74458077:74375797:74487707:SE","SE","ENSMUSG00000038807","Rap1gap2","chr11","-",74458041,74458077,36,"Small (30-50bp)",0.148,0.0299974855054127
"chr11:54542574:54542589:54540165:54548071:SE","SE","ENSMUSG00000037533","Rapgef6","chr11","+",54542574,54542589,15,"Microexon (0-30bp)",0.211,0.000564883834454027
"chr12:109609847:109609895:109606762:109611695:SE","SE","ENSMUSG00000097451","Rian","chr12","+",109609847,109609895,48,"Small (30-50bp)",0.123,0.0423969470140858
"chr11:116231163:116231204:116229656:116235020:SE","SE","ENSMUSG00000052949","Rnf157","chr11","-",116231163,116231204,41,"Small (30-50bp)",0.238,4.1730234038217e-08
"chr1:66740775:66740807:66740775:66740795:66745604:66745684:A5SS","A5SS","ENSMUSG00000026005","Rpe","chr1","+",66740775,66740807,32,"Small (30-50bp)",0.126,0.0400190104513177
"chr4:135775122:135775164:135756016:135778481:SE","SE","ENSMUSG00000059291","Rpl11","chr4","-",135775122,135775164,42,"Small (30-50bp)",0.139,0.00346619934067699
"chr16:32661906:32661951:32658723:32663367:SE","SE","ENSMUSG00000035629","Rubcn","chr16","-",32661906,32661951,45,"Small (30-50bp)",0.329,0
"chr15:89191374:89191398:89191138:89191695:SE","SE","ENSMUSG00000036529","Sbf1","chr15","-",89191374,89191398,24,"Microexon (0-30bp)",0.134,0
"chr4:102757722:102757734:102727921:102766004:SE","SE","ENSMUSG00000028524","Sgip1","chr4","+",102757722,102757734,12,"Microexon (0-30bp)",0.461,0.00482199685480026
"chr4:102762761:102762773:102727921:102766004:SE","SE","ENSMUSG00000028524","Sgip1","chr4","+",102762761,102762773,12,"Microexon (0-30bp)",0.167,0.012020875500013
"chr2:30239237:30239249:30238629:30240299:SE","SE","ENSMUSG00000026860","Sh3glb2","chr2","-",30239237,30239249,12,"Microexon (0-30bp)",0.228,1.00380021755475e-13
"chr19:47308714:47308759:47302605:47331878:SE","SE","ENSMUSG00000053617","Sh3pxd2a","chr19","-",47308714,47308759,45,"Small (30-50bp)",0.181,0.0101520790751036
"chr7:143961792:143961813:143960969:143963198:SE","SE","ENSMUSG00000037541","Shank2","chr7","+",143961792,143961813,21,"Microexon (0-30bp)",0.216,0.00367211715503187
"chr15:89422217:89422241:89417657:89427302:SE","SE","ENSMUSG00000022623","Shank3","chr15","+",89422217,89422241,24,"Microexon (0-30bp)",0.129,0.00370443296087122
"chr9:45858838:45858850:45858353:45859133:SE","SE","ENSMUSG00000034908","Sidt2","chr9","-",45858838,45858850,12,"Microexon (0-30bp)",0.156,5.41086159805272e-06
"chr19:5711623:5711651:5711139:5712615:SE","SE","ENSMUSG00000056917","Sipa1","chr19","-",5711623,5711651,28,"Microexon (0-30bp)",0.295,6.66291490053471e-05
"chr7:28467056:28467103:28466292:28471235:SE","SE","ENSMUSG00000015149","Sirt2","chr7","+",28467056,28467103,47,"Small (30-50bp)",0.106,2.07061881689525e-08
"chr2:112146585:112146630:112097437:112163727:SE","SE","ENSMUSG00000027130","Slc12a6","chr2","+",112146585,112146630,45,"Small (30-50bp)",0.131,0.00283734158946604
"chrX:47717012:47717060:47713074:47718128:SE","SE","ENSMUSG00000031105","Slc25a14","chrX","+",47717012,47717060,48,"Small (30-50bp)",0.299,0.0103892994683788
"chr11:119999292:119999316:119997436:120000257:SE","SE","ENSMUSG00000061306","Slc38a10","chr11","-",119999292,119999316,24,"Microexon (0-30bp)",0.174,0
"chr11:119999292:119999316:120000257:120000362:119997436:120000891:MXE","MXE","ENSMUSG00000061306","Slc38a10","chr11","-",119999292,119999316,24,"Microexon (0-30bp)",-0.108,1.79724354088349e-05
"chr18:36662739:36662789:36662382:36662925:SE","SE","ENSMUSG00000024485","Slc4a9","chr18","+",36662739,36662789,50,"Small (30-50bp)",0.264,0.000194381456300803
"chr9:70470095:70470143:70466383:70479430:SE","SE","ENSMUSG00000032212","Sltm","chr9","+",70470095,70470143,48,"Small (30-50bp)",-0.132,1.40492843640743e-09
"chr9:86680882:86680897:86665487:86686507:SE","SE","ENSMUSG00000033419","Snap91","chr9","-",86680882,86680897,15,"Microexon (0-30bp)",0.195,0.000122089744963173
"chr19:40371199:40371226:40371077:40381831:SE","SE","ENSMUSG00000025006","Sorbs1","chr19","-",40371199,40371226,27,"Microexon (0-30bp)",0.149,0.0343502534780225
"chr11:93970024:93970036:93962512:93971565:SE","SE","ENSMUSG00000020859","Spag9","chr11","+",93970024,93970036,12,"Microexon (0-30bp)",0.196,0.00595332956613346
"chr2:157300762:157300780:157300553:157304629:SE","SE","ENSMUSG00000027646","Src","chr2","+",157300762,157300780,18,"Microexon (0-30bp)",0.119,0.042033003448259
"chr5:135895980:135896000:135886069:135897026:SE","SE","ENSMUSG00000039860","Srrm3","chr5","+",135895980,135896000,20,"Microexon (0-30bp)",0.114,0.00026876094254613
"chr5:116592731:116592747:116591772:116605490:SE","SE","ENSMUSG00000063919","Srrm4","chr5","-",116592731,116592747,16,"Microexon (0-30bp)",0.128,0.00306135752008045
"chr13:38167070:38167085:38163782:38167368:SE","SE","ENSMUSG00000021427","Ssr1","chr13","-",38167070,38167085,15,"Microexon (0-30bp)",0.156,2.10734500767394e-08
"chr7:102082403:102082440:102080158:102084590:SE","SE","ENSMUSG00000030987","Stim1","chr7","+",102082403,102082440,37,"Small (30-50bp)",0.188,1.77318356076807e-11
"chr15:35115083:35115104:35114803:35115710:SE","SE","ENSMUSG00000022329","Stk3","chr15","-",35115083,35115104,21,"Microexon (0-30bp)",0.135,2.32344502416303e-10
"chr11:106071780:106071809:106064607:106077950:SE","SE","ENSMUSG00000069631","Strada","chr11","-",106071780,106071809,29,"Microexon (0-30bp)",0.157,0.000900127417551208
"chr16:90743902:90743941:90743750:90747238:SE","SE","ENSMUSG00000022973","Synj1","chr16","-",90743902,90743941,39,"Small (30-50bp)",0.204,3.69833523303806e-07
"chr16:90744953:90745001:90743941:90747238:SE","SE","ENSMUSG00000022973","Synj1","chr16","-",90744953,90745001,48,"Small (30-50bp)",0.254,1.25703508435077e-06
"chr16:90746586:90746625:90743941:90747238:SE","SE","ENSMUSG00000022973","Synj1","chr16","-",90746586,90746625,39,"Small (30-50bp)",0.218,0.00997582977773716
"chr8:25669286:25669322:25668010:25671838:SE","SE","ENSMUSG00000065954","Tacc1","chr8","-",25669286,25669322,36,"Small (30-50bp)",0.109,2.91585154059633e-05
"chrX:100634339:100634345:100634195:100637545:SE","SE","ENSMUSG00000031314","Taf1","chrX","+",100634339,100634345,6,"Microexon (0-30bp)",0.201,5.80152882256624e-11
"chrX:73332589:73332625:73332119:73332710:SE","SE","ENSMUSG00000009995","Tafazzin","chrX","+",73332589,73332625,36,"Small (30-50bp)",-0.365,0.000452701285271854
"chrX:73332589:73332625:73332320:73332710:SE","SE","ENSMUSG00000009995","Tafazzin","chrX","+",73332589,73332625,36,"Small (30-50bp)",-0.314,3.98683260318424e-10
"chr8:48740167:48740188:48732225:48740825:SE","SE","ENSMUSG00000031561","Tenm3","chr8","-",48740167,48740188,21,"Microexon (0-30bp)",0.191,3.21771505736489e-10
"chr8:48766272:48766299:48763804:48820345:SE","SE","ENSMUSG00000031561","Tenm3","chr8","-",48766272,48766299,27,"Microexon (0-30bp)",0.204,0.0346103153099895
"chr7:96454311:96454338:96446712:96461039:SE","SE","ENSMUSG00000048078","Tenm4","chr7","+",96454311,96454338,27,"Microexon (0-30bp)",0.102,6.02621193284705e-06
"chr11:4861434:4861470:4860759:4862780:SE","SE","ENSMUSG00000034274","Thoc5","chr11","+",4861434,4861470,36,"Small (30-50bp)",0.174,0
"chr11:66916734:66916764:66920791:66920852:66916097:66921887:MXE","MXE","ENSMUSG00000050270","Tmem220","chr11","+",66916734,66916764,30,"Microexon (0-30bp)",-0.111,0.00439939489296578
"chr3:28679347:28679371:28677257:28684579:SE","SE","ENSMUSG00000027692","Tnik","chr3","+",28679347,28679371,24,"Microexon (0-30bp)",0.176,3.79978041575934e-08
"chr7:4516579:4516612:4515282:4516809:SE","SE","ENSMUSG00000064179","Tnnt1","chr7","-",4516579,4516612,33,"Small (30-50bp)",0.147,0.0172471027025576
"chr17:72002691:72002738:71998631:72004827:SE","SE","ENSMUSG00000045761","Togaram2","chr17","+",72002691,72002738,47,"Small (30-50bp)",0.161,0.000722167580853768
"chr3:9008610:9008637:9000100:9009670:SE","SE","ENSMUSG00000027506","Tpd52","chr3","-",9008610,9008637,27,"Microexon (0-30bp)",0.314,4.42357879944787e-07
"chr2:181152296:181152323:181150060:181153366:SE","SE","ENSMUSG00000000827","Tpd52l2","chr2","+",181152296,181152323,27,"Microexon (0-30bp)",0.106,0.000429899112835956
"chr9:107833592:107833628:107828371:107836014:SE","SE","ENSMUSG00000032586","Traip","chr9","+",107833592,107833628,36,"Small (30-50bp)",-0.128,0.00974138989966312
"chr18:20988877:20988895:20988133:20993489:SE","SE","ENSMUSG00000033382","Trappc8","chr18","-",20988877,20988895,18,"Microexon (0-30bp)",0.11,7.28534664518961e-06
"chr12:70314007:70314040:70299258:70314835:SE","SE","ENSMUSG00000021071","Trim9","chr12","-",70314007,70314040,33,"Small (30-50bp)",0.201,5.72525237947919e-05
"chr5:144747141:144747162:144744201:144748704:SE","SE","ENSMUSG00000045482","Trrap","chr5","+",144747141,144747162,21,"Microexon (0-30bp)",0.291,2.55299855330539e-11
"chr4:41245455:41245492:41235594:41251534:SE","SE","ENSMUSG00000028433","Ubap2","chr4","-",41245455,41245492,37,"Small (30-50bp)",0.109,0
"chr6:30242536:30242576:30221795:30260927:SE","SE","ENSMUSG00000039159","Ube2h","chr6","-",30242536,30242576,40,"Small (30-50bp)",0.13,0.000683516245056237
"chr4:139159792:139159825:139159072:139160930:SE","SE","ENSMUSG00000066036","Ubr4","chr4","+",139159792,139159825,33,"Small (30-50bp)",0.263,0
"chr12:103016153:103016182:103013957:103025577:SE","SE","ENSMUSG00000021198","Unc79","chr12","+",103016153,103016182,29,"Microexon (0-30bp)",0.285,5.84596770543621e-05
"chrX:103539341:103539384:103526955:103543009:SE","SE","ENSMUSG00000073016","Uprt","chrX","+",103539341,103539384,43,"Small (30-50bp)",-0.101,0.0384734592046101
"chr8:23077568:23077618:23078741:23078810:23073752:23083699:MXE","MXE","ENSMUSG00000008892","Vdac3","chr8","-",23077568,23077618,50,"Small (30-50bp)",0.118,2.13007389505238e-12
"chr5:122494856:122494868:122492539:122498075:SE","SE","ENSMUSG00000029462","Vps29","chr5","+",122494856,122494868,12,"Microexon (0-30bp)",0.112,1.87816700589279e-05
"chr5:122494856:122494868:122492539:122498091:SE","SE","ENSMUSG00000029462","Vps29","chr5","+",122494856,122494868,12,"Microexon (0-30bp)",0.163,0.00350628173276468
"chr19:55375620:55375641:55369451:55380215:SE","SE","ENSMUSG00000024983","Vti1a","chr19","+",55375620,55375641,21,"Microexon (0-30bp)",0.135,0.0167201831173847
"chr19:55375620:55375641:55369451:55486942:SE","SE","ENSMUSG00000024983","Vti1a","chr19","+",55375620,55375641,21,"Microexon (0-30bp)",0.293,0.0119092933064956
"chr16:42967259:42967306:43122931:43122978:42892832:43283309:MXE","MXE","ENSMUSG00000022708","Zbtb20","chr16","+",42967259,42967306,47,"Small (30-50bp)",0.234,0.0213783466555872
"chr5:38367961:38368008:38363306:38370651:SE","SE","ENSMUSG00000029127","Zbtb49","chr5","-",38367961,38368008,47,"Small (30-50bp)",0.149,0.030335738888993
"chr15:93293467:93293496:93285740:93296043:SE","SE","ENSMUSG00000022635","Zcrb1","chr15","-",93293467,93293496,29,"Microexon (0-30bp)",-0.163,0.000759170680914049
"chr14:58087601:58087637:58084519:58094066:SE","SE","ENSMUSG00000021969","Zdhhc20","chr14","-",58087601,58087637,36,"Small (30-50bp)",0.196,6.6172500227135e-08
"chr13:67644303:67644330:67642848:67648529:SE","SE","ENSMUSG00000071291","Zfp58","chr13","-",67644303,67644330,27,"Microexon (0-30bp)",-0.104,0.0175637429423673
"chr7:24010889:24010928:24008622:24011806:SE","SE","ENSMUSG00000074282","Zfp94","chr7","-",24010889,24010928,39,"Small (30-50bp)",0.178,0.000206670021526904
"chr19:42174058:42174079:42172628:42174243:SE","SE","ENSMUSG00000018820","Zfyve27","chr19","+",42174058,42174079,21,"Microexon (0-30bp)",0.131,0.0409838238074037
"chr2:165694787:165694799:165694068:165717624:SE","SE","ENSMUSG00000039671","Zmynd8","chr2","-",165694787,165694799,12,"Microexon (0-30bp)",0.206,2.98823603224726e-12
